Jornada,Fecha,Hora,Local,Resultado,Visitante,Asistencia,Estadio
Jornada 1 (1932/1933),27.11.1932,,Donostia FC,-,Barcelona,2:2 (0:0),
Jornada 1 (1932/1933),,,Athletic,-,Betis,9:1 (3:0),
Jornada 1 (1932/1933),,,Alavés,-,Real Racing,8:2 (4:1),
Jornada 1 (1932/1933),,,Valencia,-,Arenas de Getxo,3:2 (2:2),
Jornada 1 (1932/1933),,,Espanyol,-,Real Madrid,2:1 (1:0),
Jornada 2 (1932/1933),04.12.1932,,Real Racing,-,Athletic,0:1 (0:0),
Jornada 2 (1932/1933),,,Arenas de Getxo,-,Espanyol,0:2 (0:1),
Jornada 2 (1932/1933),,,Betis,-,Valencia,3:2 (3:2),
Jornada 2 (1932/1933),,,Real Madrid,-,Donostia FC,6:2 (1:2),
Jornada 2 (1932/1933),,,Barcelona,-,Alavés,2:0 (0:0),
Jornada 3 (1932/1933),11.12.1932,,Alavés,-,Real Madrid,0:1 (0:1),
Jornada 3 (1932/1933),,,Athletic,-,Arenas de Getxo,3:1 (1:0),
Jornada 3 (1932/1933),,,Valencia,-,Barcelona,2:2 (1:2),
Jornada 3 (1932/1933),,,Espanyol,-,Real Racing,2:1 (2:0),
Jornada 3 (1932/1933),12.12.1932,,Betis,-,Donostia FC,4:2 (2:2),
Jornada 4 (1932/1933),18.12.1932,,Athletic,-,Espanyol,0:2 (0:1),
Jornada 4 (1932/1933),,,Real Racing,-,Valencia,2:0 (1:0),
Jornada 4 (1932/1933),,,Real Madrid,-,Betis,4:1 (1:1),
Jornada 4 (1932/1933),,,Barcelona,-,Arenas de Getxo,5:2 (3:1),
Jornada 4 (1932/1933),,,Donostia FC,-,Alavés,3:1 (0:0),
Jornada 5 (1932/1933),25.12.1932,,Arenas de Getxo,-,Real Racing,2:1 (1:1),
Jornada 5 (1932/1933),,,Alavés,-,Athletic,0:2 (0:0),
Jornada 5 (1932/1933),,,Betis,-,Barcelona,2:1 (2:0),
Jornada 5 (1932/1933),,,Espanyol,-,Donostia FC,3:0 (2:0),
Jornada 5 (1932/1933),,,Real Madrid,-,Valencia,6:0 (4:0),
Jornada 6 (1932/1933),01.01.1933,,Barcelona,-,Real Madrid,1:1 (0:0),
Jornada 6 (1932/1933),,,Donostia FC,-,Athletic,2:4 (2:1),
Jornada 6 (1932/1933),,,Valencia,-,Espanyol,1:1 (1:0),
Jornada 6 (1932/1933),,,Real Racing,-,Betis,2:2 (2:0),
Jornada 6 (1932/1933),,,Arenas de Getxo,-,Alavés,3:0 (0:0),
Jornada 7 (1932/1933),08.01.1933,,Real Madrid,-,Real Racing,4:1 (0:1),
Jornada 7 (1932/1933),,,Betis,-,Arenas de Getxo,1:1 (1:1),
Jornada 7 (1932/1933),,,Donostia FC,-,Valencia,4:1 (2:0),
Jornada 7 (1932/1933),,,Athletic,-,Barcelona,1:3 (0:2),
Jornada 7 (1932/1933),,,Espanyol,-,Alavés,3:1 (3:1),
Jornada 8 (1932/1933),15.01.1933,,Valencia,-,Athletic,1:5 (0:2),
Jornada 8 (1932/1933),17.01.1933,,Arenas de Getxo,-,Real Madrid,1:5 (0:1),
Jornada 8 (1932/1933),,,Barcelona,-,Espanyol,1:1 (0:0),
Jornada 8 (1932/1933),,,Real Racing,-,Donostia FC,7:1 (5:0),
Jornada 8 (1932/1933),,,Alavés,-,Betis,2:0 (1:0),
Jornada 9 (1932/1933),22.01.1933,,Valencia,-,Alavés,5:2 (2:1),
Jornada 9 (1932/1933),,,Athletic,-,Real Madrid,0:2 (0:1),
Jornada 9 (1932/1933),,,Betis,-,Espanyol,1:2 (1:1),
Jornada 9 (1932/1933),,,Barcelona,-,Real Racing,4:0 (3:0),
Jornada 9 (1932/1933),,,Donostia FC,-,Arenas de Getxo,2:1 (0:0),
Jornada 10 (1932/1933),29.01.1933,,Real Madrid,-,Espanyol,2:0 (1:0),
Jornada 10 (1932/1933),,,Arenas de Getxo,-,Valencia,2:2 (1:1),
Jornada 10 (1932/1933),,,Barcelona,-,Donostia FC,3:2 (2:1),
Jornada 10 (1932/1933),,,Real Racing,-,Alavés,9:0 (5:0),
Jornada 10 (1932/1933),,,Betis,-,Athletic,1:5 (0:4),
Jornada 11 (1932/1933),05.02.1933,,Donostia FC,-,Real Madrid,1:2 (0:1),
Jornada 11 (1932/1933),,,Alavés,-,Barcelona,2:1 (2:1),
Jornada 11 (1932/1933),,,Valencia,-,Betis,2:1 (0:1),
Jornada 11 (1932/1933),,,Athletic,-,Real Racing,9:5 (5:3),
Jornada 11 (1932/1933),,,Espanyol,-,Arenas de Getxo,3:2 (1:1),
Jornada 12 (1932/1933),12.02.1933,,Arenas de Getxo,-,Athletic,4:2 (2:0),
Jornada 12 (1932/1933),,,Real Madrid,-,Alavés,2:0 (1:0),
Jornada 12 (1932/1933),,,Donostia FC,-,Betis,2:2 (2:1),
Jornada 12 (1932/1933),,,Real Racing,-,Espanyol,3:1 (2:1),
Jornada 12 (1932/1933),,,Barcelona,-,Valencia,4:2 (3:0),
Jornada 13 (1932/1933),19.02.1933,,Betis,-,Real Madrid,0:0 (0:0),
Jornada 13 (1932/1933),,,Arenas de Getxo,-,Barcelona,5:1 (4:1),
Jornada 13 (1932/1933),,,Espanyol,-,Athletic,2:5 (1:2),
Jornada 13 (1932/1933),,,Valencia,-,Real Racing,6:2 (5:1),
Jornada 13 (1932/1933),28.02.1933,,Alavés,-,Donostia FC,1:0 (0:0),
Jornada 14 (1932/1933),26.02.1933,,Donostia FC,-,Espanyol,6:1 (3:1),
Jornada 14 (1932/1933),,,Athletic,-,Alavés,4:0 (2:0),
Jornada 14 (1932/1933),,,Real Racing,-,Arenas de Getxo,2:1 (1:0),
Jornada 14 (1932/1933),,,Valencia,-,Real Madrid,0:1 (0:1),
Jornada 14 (1932/1933),,,Barcelona,-,Betis,4:1 (2:1),
Jornada 15 (1932/1933),05.03.1933,,Real Madrid,-,Barcelona,2:1 (1:0),
Jornada 15 (1932/1933),,,Espanyol,-,Valencia,5:2 (1:1),
Jornada 15 (1932/1933),,,Athletic,-,Donostia FC,1:2 (1:1),
Jornada 15 (1932/1933),,,Betis,-,Real Racing,3:2 (0:2),
Jornada 15 (1932/1933),,,Alavés,-,Arenas de Getxo,1:1 (0:1),
Jornada 16 (1932/1933),12.03.1933,,Alavés,-,Espanyol,1:0 (0:0),
Jornada 16 (1932/1933),,,Valencia,-,Donostia FC,2:2 (1:2),
Jornada 16 (1932/1933),,,Barcelona,-,Athletic,2:3 (0:1),
Jornada 16 (1932/1933),,,Real Racing,-,Real Madrid,4:2 (3:0),
Jornada 16 (1932/1933),,,Arenas de Getxo,-,Betis,3:3 (2:2),
Jornada 17 (1932/1933),19.03.1933,,Espanyol,-,Barcelona,2:1 (0:1),
Jornada 17 (1932/1933),,,Athletic,-,Valencia,8:2 (3:0),
Jornada 17 (1932/1933),,,Donostia FC,-,Real Racing,8:0 (3:0),
Jornada 17 (1932/1933),,,Real Madrid,-,Arenas de Getxo,8:2 (2:1),
Jornada 17 (1932/1933),,,Betis,-,Alavés,3:1 (1:1),
Jornada 18 (1932/1933),26.03.1933,,Real Racing,-,Barcelona,4:4 (2:1),
Jornada 18 (1932/1933),,,Real Madrid,-,Athletic,0:1 (0:1),
Jornada 18 (1932/1933),,,Alavés,-,Valencia,1:1 (1:1),
Jornada 18 (1932/1933),,,Arenas de Getxo,-,Donostia FC,6:0 (3:0),
Jornada 18 (1932/1933),28.03.1933,,Espanyol,-,Betis,1:2 (0:0),
