Jornada,Fecha,Hora,Local,Resultado,Visitante,Asistencia,Estadio
Jornada 1 (1983/1984),03.09.1983,,Espanyol,-,Atlético,1:4 (0:0),
Jornada 1 (1983/1984),,,Real Murcia,-,Real Sociedad,3:1 (1:0),
Jornada 1 (1983/1984),,,Sporting,-,Valencia,1:1 (1:1),
Jornada 1 (1983/1984),04.09.1983,,Sevilla,-,Barcelona,3:1 (0:1),
Jornada 1 (1983/1984),,,Mallorca,-,Zaragoza,1:1 (0:1),
Jornada 1 (1983/1984),,,Real Madrid,-,Betis,2:0 (1:0),
Jornada 1 (1983/1984),,,Valladolid,-,Málaga,2:2 (1:2),
Jornada 1 (1983/1984),,,Osasuna,-,UD Salamanca,0:0 (0:0),
Jornada 1 (1983/1984),17.12.1983,,Athletic,-,Cádiz CF,3:1 (2:0),
Jornada 2 (1983/1984),10.09.1983,,Real Sociedad,-,Sporting,3:0 (2:0),
Jornada 2 (1983/1984),,,Valencia,-,Valladolid,3:2 (2:1),
Jornada 2 (1983/1984),,,Atlético,-,Sevilla,1:0 (0:0),
Jornada 2 (1983/1984),,,Barcelona,-,Osasuna,1:0 (1:0),
Jornada 2 (1983/1984),11.09.1983,,UD Salamanca,-,Mallorca,1:1 (0:0),
Jornada 2 (1983/1984),,,Cádiz CF,-,Real Murcia,1:3 (0:1),
Jornada 2 (1983/1984),,,Betis,-,Espanyol,4:1 (2:0),
Jornada 2 (1983/1984),,,Zaragoza,-,Athletic,1:2 (1:1),
Jornada 2 (1983/1984),,,Málaga,-,Real Madrid,6:2 (2:0),
Jornada 3 (1983/1984),17.09.1983,,Betis,-,Málaga,2:0 (1:0),
Jornada 3 (1983/1984),,,Valladolid,-,Real Sociedad,4:1 (1:0),
Jornada 3 (1983/1984),18.09.1983,,Espanyol,-,Sevilla,1:0 (0:0),
Jornada 3 (1983/1984),,,Sporting,-,Cádiz CF,2:1 (1:0),
Jornada 3 (1983/1984),,,Athletic,-,UD Salamanca,6:3 (5:2),
Jornada 3 (1983/1984),,,Real Murcia,-,Zaragoza,0:0 (0:0),
Jornada 3 (1983/1984),,,Mallorca,-,Barcelona,1:4 (1:2),
Jornada 3 (1983/1984),,,Real Madrid,-,Valencia,0:1 (0:1),
Jornada 3 (1983/1984),,,Osasuna,-,Atlético,1:2 (0:0),
Jornada 4 (1983/1984),24.09.1983,,Atlético,-,Mallorca,3:0 (0:0),
Jornada 4 (1983/1984),,,Sevilla,-,Osasuna,3:0 (0:0),
Jornada 4 (1983/1984),,,Valencia,-,Betis,3:1 (1:0),
Jornada 4 (1983/1984),,,Barcelona,-,Athletic,4:0 (2:0),
Jornada 4 (1983/1984),,,Real Sociedad,-,Real Madrid,1:3 (0:3),
Jornada 4 (1983/1984),25.09.1983,,UD Salamanca,-,Real Murcia,2:2 (1:0),
Jornada 4 (1983/1984),,,Cádiz CF,-,Valladolid,5:1 (1:0),
Jornada 4 (1983/1984),,,Málaga,-,Espanyol,2:1 (0:0),
Jornada 4 (1983/1984),,,Zaragoza,-,Sporting,4:1 (1:0),
Jornada 5 (1983/1984),01.10.1983,,Athletic,-,Atlético,2:2 (1:0),
Jornada 5 (1983/1984),02.10.1983,,Real Murcia,-,Barcelona,0:0 (0:0),
Jornada 5 (1983/1984),,,Valladolid,-,Zaragoza,2:1 (1:1),
Jornada 5 (1983/1984),,,Real Madrid,-,Cádiz CF,6:2 (0:1),
Jornada 5 (1983/1984),,,Sporting,-,UD Salamanca,1:1 (0:0),
Jornada 5 (1983/1984),,,Espanyol,-,Osasuna,2:0 (1:0),
Jornada 5 (1983/1984),,,Málaga,-,Valencia,2:1 (1:0),
Jornada 5 (1983/1984),,,Mallorca,-,Sevilla,2:2 (2:1),
Jornada 5 (1983/1984),,,Betis,-,Real Sociedad,0:0 (0:0),
Jornada 6 (1983/1984),08.10.1983,,Real Sociedad,-,Málaga,0:2 (0:1),
Jornada 6 (1983/1984),09.10.1983,,Valencia,-,Espanyol,4:0 (2:0),
Jornada 6 (1983/1984),,,Osasuna,-,Mallorca,4:0 (2:0),
Jornada 6 (1983/1984),,,Atlético,-,Real Murcia,1:1 (0:1),
Jornada 6 (1983/1984),,,UD Salamanca,-,Valladolid,2:2 (2:1),
Jornada 6 (1983/1984),,,Cádiz CF,-,Betis,0:0 (0:0),
Jornada 6 (1983/1984),,,Sevilla,-,Athletic,4:1 (2:0),
Jornada 6 (1983/1984),,,Zaragoza,-,Real Madrid,3:1 (1:0),
Jornada 6 (1983/1984),,,Barcelona,-,Sporting,4:0 (2:0),
Jornada 7 (1983/1984),15.10.1983,,Athletic,-,Osasuna,1:0 (1:0),
Jornada 7 (1983/1984),,,Valladolid,-,Barcelona,2:1 (1:0),
Jornada 7 (1983/1984),16.10.1983,,Real Murcia,-,Sevilla,1:1 (0:0),
Jornada 7 (1983/1984),,,Real Madrid,-,UD Salamanca,3:0 (1:0),
Jornada 7 (1983/1984),,,Espanyol,-,Mallorca,3:1 (1:1),
Jornada 7 (1983/1984),,,Málaga,-,Cádiz CF,1:1 (0:1),
Jornada 7 (1983/1984),,,Sporting,-,Atlético,2:0 (1:0),
Jornada 7 (1983/1984),,,Betis,-,Zaragoza,3:1 (1:1),
Jornada 7 (1983/1984),,,Valencia,-,Real Sociedad,2:1 (1:1),
Jornada 8 (1983/1984),22.10.1983,,Barcelona,-,Real Madrid,1:2 (1:2),
Jornada 8 (1983/1984),23.10.1983,,Cádiz CF,-,Valencia,2:0 (0:0),
Jornada 8 (1983/1984),,,Osasuna,-,Real Murcia,1:0 (0:0),
Jornada 8 (1983/1984),,,Zaragoza,-,Málaga,1:0 (1:0),
Jornada 8 (1983/1984),,,Atlético,-,Valladolid,3:1 (1:1),
Jornada 8 (1983/1984),,,UD Salamanca,-,Betis,1:3 (0:0),
Jornada 8 (1983/1984),,,Real Sociedad,-,Espanyol,1:1 (1:0),
Jornada 8 (1983/1984),,,Mallorca,-,Athletic,0:0 (0:0),
Jornada 8 (1983/1984),,,Sevilla,-,Sporting,1:1 (0:0),
Jornada 9 (1983/1984),29.10.1983,,Espanyol,-,Athletic,0:0 (0:0),
Jornada 9 (1983/1984),30.10.1983,,Valladolid,-,Sevilla,3:3 (3:2),
Jornada 9 (1983/1984),,,Real Murcia,-,Mallorca,4:1 (1:1),
Jornada 9 (1983/1984),,,Real Sociedad,-,Cádiz CF,1:0 (1:0),
Jornada 9 (1983/1984),,,Málaga,-,UD Salamanca,2:1 (1:0),
Jornada 9 (1983/1984),,,Valencia,-,Zaragoza,1:3 (0:2),
Jornada 9 (1983/1984),,,Real Madrid,-,Atlético,5:0 (2:0),
Jornada 9 (1983/1984),,,Betis,-,Barcelona,0:0 (0:0),
