Jornada,Fecha,Hora,Local,Resultado,Visitante,Asistencia,Estadio
Jornada 1 (1947/1948),21.09.1947,,Sporting,-,Espanyol,1:1 (1:0),
Jornada 1 (1947/1948),,,Real Sociedad,-,Valencia,0:2 (0:2),
Jornada 1 (1947/1948),,,Sevilla,-,Atlético,1:1 (1:1),
Jornada 1 (1947/1948),,,Barcelona,-,Real Oviedo,2:1 (0:0),
Jornada 1 (1947/1948),,,Real Madrid,-,CD Alcoyano,2:2 (1:1),
Jornada 1 (1947/1948),,,CE Sabadell,-,Gimnàstic de Tarragona,2:2 (1:1),
Jornada 1 (1947/1948),,,Celta,-,Athletic,5:1 (0:0),
Jornada 2 (1947/1948),28.09.1947,,Real Oviedo,-,Celta,1:2 (1:0),
Jornada 2 (1947/1948),,,Valencia,-,Sporting,3:1 (0:1),
Jornada 2 (1947/1948),,,Athletic,-,Real Sociedad,1:3 (1:1),
Jornada 2 (1947/1948),,,Espanyol,-,Sevilla,0:1 (0:0),
Jornada 2 (1947/1948),,,CD Alcoyano,-,Barcelona,0:2 (0:2),
Jornada 2 (1947/1948),,,Gimnàstic de Tarragona,-,Real Madrid,3:3 (2:1),
Jornada 2 (1947/1948),,,Atlético,-,CE Sabadell,8:0 (5:0),
Jornada 3 (1947/1948),05.10.1947,,CE Sabadell,-,Real Madrid,1:1 (0:0),
Jornada 3 (1947/1948),,,Sporting,-,Athletic,1:2 (1:1),
Jornada 3 (1947/1948),,,Atlético,-,Espanyol,5:2 (3:1),
Jornada 3 (1947/1948),,,Sevilla,-,Valencia,3:0 (1:0),
Jornada 3 (1947/1948),,,Real Sociedad,-,Real Oviedo,1:2 (0:1),
Jornada 3 (1947/1948),,,Celta,-,CD Alcoyano,2:0 (2:0),
Jornada 3 (1947/1948),,,Barcelona,-,Gimnàstic de Tarragona,1:1 (0:0),
Jornada 4 (1947/1948),12.10.1947,,Real Madrid,-,Barcelona,1:1 (0:1),
Jornada 4 (1947/1948),,,Gimnàstic de Tarragona,-,Celta,2:2 (1:1),
Jornada 4 (1947/1948),,,Espanyol,-,CE Sabadell,2:3 (2:0),
