Jornada,Fecha,Hora,Local,Resultado,Visitante,Asistencia,Estadio
Jornada 1 (1997/1998),30.08.1997,,Real Madrid,-,Atlético,1:1 (0:1),
Jornada 1 (1997/1998),31.08.1997,,Real Oviedo,-,CP Mérida,2:0 (2:0),
Jornada 1 (1997/1998),,,Celta,-,Zaragoza,2:1 (0:0),
Jornada 1 (1997/1998),,,Athletic,-,Espanyol,1:3 (1:3),
Jornada 1 (1997/1998),,,Real Racing,-,UD Salamanca,1:0 (0:0),
Jornada 1 (1997/1998),,,Barcelona,-,Real Sociedad,3:0 (1:0),
Jornada 1 (1997/1998),,,Mallorca,-,Valencia,2:1 (1:0),
Jornada 1 (1997/1998),,,Tenerife,-,Deportivo,0:0 (0:0),
Jornada 1 (1997/1998),,,SD Compostela,-,Sporting,2:0 (0:0),
Jornada 1 (1997/1998),01.09.1997,,Valladolid,-,Betis,1:3 (1:0),
Jornada 2 (1997/1998),06.09.1997,,Atlético,-,Valladolid,5:0 (2:0),
Jornada 2 (1997/1998),,,Betis,-,Athletic,1:1 (0:0),
Jornada 2 (1997/1998),07.09.1997,,Sporting,-,Tenerife,0:2 (0:1),
Jornada 2 (1997/1998),,,Deportivo,-,Mallorca,1:1 (1:1),
Jornada 2 (1997/1998),,,Real Sociedad,-,Real Racing,1:0 (1:0),
Jornada 2 (1997/1998),,,UD Salamanca,-,Real Madrid,0:2 (0:2),
Jornada 2 (1997/1998),,,Espanyol,-,Celta,1:1 (0:0),
Jornada 2 (1997/1998),,,CP Mérida,-,SD Compostela,3:3 (0:3),
Jornada 2 (1997/1998),,,Zaragoza,-,Real Oviedo,3:3 (0:2),
Jornada 2 (1997/1998),08.09.1997,,Valencia,-,Barcelona,0:3 (0:2),
Jornada 3 (1997/1998),13.09.1997,,Valladolid,-,UD Salamanca,1:2 (1:0),
Jornada 3 (1997/1998),,,Athletic,-,Atlético,1:0 (1:0),
Jornada 3 (1997/1998),,,Barcelona,-,Deportivo,2:1 (1:0),
Jornada 3 (1997/1998),,,Real Madrid,-,Real Sociedad,2:0 (1:0),
Jornada 3 (1997/1998),14.09.1997,,Celta,-,Betis,2:0 (1:0),
Jornada 3 (1997/1998),,,SD Compostela,-,Tenerife,1:2 (0:1),
Jornada 3 (1997/1998),,,Real Racing,-,Valencia,2:1 (2:1),
Jornada 3 (1997/1998),,,CP Mérida,-,Zaragoza,0:1 (0:1),
Jornada 3 (1997/1998),,,Real Oviedo,-,Espanyol,1:1 (1:1),
Jornada 3 (1997/1998),15.09.1997,,Mallorca,-,Sporting,6:2 (2:1),
Jornada 4 (1997/1998),27.09.1997,,Valencia,-,Real Madrid,0:2 (0:0),
Jornada 4 (1997/1998),,,Deportivo,-,Real Racing,4:1 (2:1),
Jornada 4 (1997/1998),,,Real Sociedad,-,Valladolid,3:0 (1:0),
Jornada 4 (1997/1998),,,UD Salamanca,-,Athletic,0:0 (0:0),
Jornada 4 (1997/1998),,,Atlético,-,Celta,3:3 (0:1),
Jornada 4 (1997/1998),,,Sporting,-,Barcelona,1:4 (1:2),
Jornada 4 (1997/1998),28.09.1997,,Tenerife,-,Mallorca,1:4 (1:2),
Jornada 4 (1997/1998),,,Betis,-,Real Oviedo,1:1 (1:1),
Jornada 4 (1997/1998),,,Zaragoza,-,SD Compostela,2:2 (0:0),
Jornada 4 (1997/1998),29.09.1997,,Espanyol,-,CP Mérida,0:0 (0:0),
Jornada 5 (1997/1998),04.10.1997,,Zaragoza,-,Espanyol,1:1 (0:0),
Jornada 5 (1997/1998),,,Athletic,-,Real Sociedad,1:1 (1:0),
Jornada 5 (1997/1998),05.10.1997,,Real Racing,-,Sporting,4:1 (2:0),
Jornada 5 (1997/1998),,,Real Madrid,-,Deportivo,0:0 (0:0),
Jornada 5 (1997/1998),,,Barcelona,-,Tenerife,3:2 (2:2),
Jornada 5 (1997/1998),,,Celta,-,UD Salamanca,4:1 (3:0),
Jornada 5 (1997/1998),,,Real Oviedo,-,Atlético,0:2 (0:2),
Jornada 5 (1997/1998),,,SD Compostela,-,Mallorca,2:2 (2:1),
Jornada 5 (1997/1998),,,Valladolid,-,Valencia,0:3 (0:2),
Jornada 5 (1997/1998),06.10.1997,,CP Mérida,-,Betis,1:3 (1:1),
Jornada 6 (1997/1998),14.10.1997,,Mallorca,-,Barcelona,0:1 (0:1),
Jornada 6 (1997/1998),15.10.1997,,Atlético,-,CP Mérida,4:0 (1:0),
Jornada 6 (1997/1998),,,Tenerife,-,Real Racing,2:2 (1:1),
Jornada 6 (1997/1998),,,Sporting,-,Real Madrid,0:2 (0:1),
Jornada 6 (1997/1998),,,Deportivo,-,Valladolid,1:3 (1:3),
Jornada 6 (1997/1998),,,Valencia,-,Athletic,1:1 (1:0),
Jornada 6 (1997/1998),,,UD Salamanca,-,Real Oviedo,0:2 (0:1),
Jornada 6 (1997/1998),,,Betis,-,Zaragoza,3:3 (2:1),
Jornada 6 (1997/1998),,,Espanyol,-,SD Compostela,1:0 (0:0),
Jornada 6 (1997/1998),,,Real Sociedad,-,Celta,2:1 (0:1),
