Jornada,Fecha,Hora,Local,Resultado,Visitante,Asistencia,Estadio
Jornada 1 (1948/1949),12.09.1948,,Valencia,-,Espanyol,4:1 (3:1),
Jornada 1 (1948/1949),,,Atlético,-,Sevilla,1:1 (1:1),
Jornada 1 (1948/1949),,,Barcelona,-,Real Oviedo,5:2 (4:0),
Jornada 1 (1948/1949),,,Athletic,-,Valladolid,7:2 (3:2),
Jornada 1 (1948/1949),,,CD Alcoyano,-,Deportivo,1:0 (0:0),
Jornada 1 (1948/1949),,,Celta,-,Gimnàstic de Tarragona,6:4 (2:2),
Jornada 1 (1948/1949),,,CE Sabadell,-,Real Madrid,1:2 (0:0),
Jornada 2 (1948/1949),19.09.1948,,Valladolid,-,Celta,4:2 (2:1),
Jornada 2 (1948/1949),,,Deportivo,-,CE Sabadell,5:2 (2:2),
Jornada 2 (1948/1949),,,Espanyol,-,Atlético,4:1 (1:1),
Jornada 2 (1948/1949),,,Real Oviedo,-,Valencia,2:1 (1:1),
Jornada 2 (1948/1949),,,Sevilla,-,Athletic,6:0 (3:0),
Jornada 2 (1948/1949),,,Real Madrid,-,Barcelona,1:2 (0:1),
Jornada 2 (1948/1949),,,Gimnàstic de Tarragona,-,CD Alcoyano,3:1 (0:0),
Jornada 3 (1948/1949),26.09.1948,,Valencia,-,Real Madrid,4:4 (1:3),
Jornada 3 (1948/1949),,,Athletic,-,Espanyol,4:3 (2:2),
Jornada 3 (1948/1949),,,Valladolid,-,Sevilla,2:0 (1:0),
Jornada 3 (1948/1949),,,Atlético,-,Real Oviedo,6:0 (2:0),
Jornada 3 (1948/1949),,,Barcelona,-,Deportivo,5:1 (1:1),
Jornada 3 (1948/1949),,,Celta,-,CD Alcoyano,5:1 (3:0),
Jornada 3 (1948/1949),,,CE Sabadell,-,Gimnàstic de Tarragona,2:3 (1:1),
Jornada 4 (1948/1949),03.10.1948,,Gimnàstic de Tarragona,-,Barcelona,2:2 (0:1),
Jornada 4 (1948/1949),,,Sevilla,-,Celta,2:1 (1:1),
Jornada 4 (1948/1949),,,CD Alcoyano,-,CE Sabadell,2:1 (2:1),
Jornada 4 (1948/1949),,,Espanyol,-,Valladolid,5:1 (4:0),
Jornada 4 (1948/1949),,,Real Oviedo,-,Athletic,6:3 (3:2),
Jornada 4 (1948/1949),,,Real Madrid,-,Atlético,1:2 (0:0),
Jornada 4 (1948/1949),,,Deportivo,-,Valencia,1:2 (1:2),
Jornada 5 (1948/1949),10.10.1948,,Valencia,-,Gimnàstic de Tarragona,7:0 (3:0),
Jornada 5 (1948/1949),,,Athletic,-,Real Madrid,2:3 (1:2),
Jornada 5 (1948/1949),,,Sevilla,-,Espanyol,0:3 (0:1),
Jornada 5 (1948/1949),,,Valladolid,-,Real Oviedo,2:1 (1:1),
Jornada 5 (1948/1949),,,Atlético,-,Deportivo,4:0 (1:0),
Jornada 5 (1948/1949),,,Celta,-,CE Sabadell,3:2 (1:2),
Jornada 5 (1948/1949),,,Barcelona,-,CD Alcoyano,4:0 (0:0),
Jornada 6 (1948/1949),17.10.1948,,Real Madrid,-,Valladolid,4:1 (0:1),
Jornada 6 (1948/1949),,,Espanyol,-,Celta,5:0 (1:0),
Jornada 6 (1948/1949),,,Real Oviedo,-,Sevilla,0:1 (0:1),
Jornada 6 (1948/1949),,,Gimnàstic de Tarragona,-,Atlético,2:1 (0:0),
Jornada 6 (1948/1949),,,CD Alcoyano,-,Valencia,0:1 (0:1),
Jornada 6 (1948/1949),,,CE Sabadell,-,Barcelona,1:0 (0:0),
Jornada 6 (1948/1949),,,Deportivo,-,Athletic,3:1 (3:0),
Jornada 7 (1948/1949),24.10.1948,,Atlético,-,CD Alcoyano,4:0 (1:0),
Jornada 7 (1948/1949),,,Espanyol,-,Real Oviedo,0:0 (0:0),
Jornada 7 (1948/1949),,,Athletic,-,Gimnàstic de Tarragona,4:1 (1:0),
Jornada 7 (1948/1949),,,Sevilla,-,Real Madrid,1:5 (0:5),
Jornada 7 (1948/1949),,,Valencia,-,CE Sabadell,3:0 (1:0),
Jornada 7 (1948/1949),,,Celta,-,Barcelona,2:2 (0:1),
Jornada 7 (1948/1949),,,Valladolid,-,Deportivo,1:0 (0:0),
Jornada 8 (1948/1949),31.10.1948,,Real Oviedo,-,Celta,5:2 (3:1),
Jornada 8 (1948/1949),,,Gimnàstic de Tarragona,-,Valladolid,4:2 (1:1),
Jornada 8 (1948/1949),,,Deportivo,-,Sevilla,2:0 (0:0),
Jornada 8 (1948/1949),,,CE Sabadell,-,Atlético,1:3 (1:1),
Jornada 8 (1948/1949),,,Barcelona,-,Valencia,4:3 (4:0),
Jornada 8 (1948/1949),,,Real Madrid,-,Espanyol,3:1 (2:0),
Jornada 8 (1948/1949),,,CD Alcoyano,-,Athletic,1:0 (1:0),
Jornada 9 (1948/1949),07.11.1948,,Atlético,-,Barcelona,2:0 (1:0),
Jornada 9 (1948/1949),,,Celta,-,Valencia,4:2 (0:2),
Jornada 9 (1948/1949),,,Espanyol,-,Deportivo,4:1 (1:1),
Jornada 9 (1948/1949),,,Athletic,-,CE Sabadell,7:2 (2:0),
Jornada 9 (1948/1949),,,Valladolid,-,CD Alcoyano,4:2 (3:2),
Jornada 9 (1948/1949),,,Sevilla,-,Gimnàstic de Tarragona,3:1 (2:0),
Jornada 9 (1948/1949),,,Real Oviedo,-,Real Madrid,1:1 (1:1),
Jornada 10 (1948/1949),14.11.1948,,Real Madrid,-,Celta,6:0 (4:0),
Jornada 10 (1948/1949),,,CD Alcoyano,-,Sevilla,2:0 (1:0),
Jornada 10 (1948/1949),,,Deportivo,-,Real Oviedo,1:2 (0:1),
Jornada 10 (1948/1949),,,Gimnàstic de Tarragona,-,Espanyol,4:1 (1:1),
Jornada 10 (1948/1949),,,Barcelona,-,Athletic,5:2 (1:0),
Jornada 10 (1948/1949),,,Valencia,-,Atlético,4:3 (0:2),
Jornada 10 (1948/1949),,,CE Sabadell,-,Valladolid,3:1 (2:1),
Jornada 11 (1948/1949),21.11.1948,,Valladolid,-,Barcelona,1:1 (1:0),
Jornada 11 (1948/1949),,,Athletic,-,Valencia,3:2 (2:1),
Jornada 11 (1948/1949),,,Celta,-,Atlético,2:2 (2:0),
Jornada 11 (1948/1949),,,Real Madrid,-,Deportivo,3:1 (0:1),
Jornada 11 (1948/1949),,,Sevilla,-,CE Sabadell,4:1 (2:0),
Jornada 11 (1948/1949),,,Espanyol,-,CD Alcoyano,1:1 (0:1),
Jornada 11 (1948/1949),,,Real Oviedo,-,Gimnàstic de Tarragona,0:2 (0:1),
Jornada 12 (1948/1949),28.11.1948,,Gimnàstic de Tarragona,-,Real Madrid,3:3 (1:2),
Jornada 12 (1948/1949),,,Celta,-,Deportivo,1:1 (1:0),
Jornada 12 (1948/1949),,,Valencia,-,Valladolid,6:2 (2:2),
Jornada 12 (1948/1949),,,CD Alcoyano,-,Real Oviedo,2:1 (0:0),
Jornada 12 (1948/1949),,,Barcelona,-,Sevilla,2:1 (0:1),
Jornada 12 (1948/1949),,,Atlético,-,Athletic,3:2 (1:1),
Jornada 12 (1948/1949),,,CE Sabadell,-,Espanyol,2:0 (0:0),
Jornada 13 (1948/1949),05.12.1948,,Deportivo,-,Gimnàstic de Tarragona,6:2 (1:0),
Jornada 13 (1948/1949),,,Espanyol,-,Barcelona,1:1 (0:1),
Jornada 13 (1948/1949),,,Sevilla,-,Valencia,0:2 (0:1),
Jornada 13 (1948/1949),,,Valladolid,-,Atlético,0:1 (0:0),
Jornada 13 (1948/1949),,,Athletic,-,Celta,3:2 (0:1),
Jornada 13 (1948/1949),,,Real Oviedo,-,CE Sabadell,5:4 (3:3),
Jornada 13 (1948/1949),,,Real Madrid,-,CD Alcoyano,3:1 (2:0),
Jornada 14 (1948/1949),12.12.1948,,Valladolid,-,Athletic,1:0 (1:0),
Jornada 14 (1948/1949),,,Espanyol,-,Valencia,3:0 (2:0),
Jornada 14 (1948/1949),,,Sevilla,-,Atlético,0:1 (0:1),
Jornada 14 (1948/1949),,,Gimnàstic de Tarragona,-,Celta,3:2 (2:1),
Jornada 14 (1948/1949),,,Real Madrid,-,CE Sabadell,5:1 (3:0),
Jornada 14 (1948/1949),,,Deportivo,-,CD Alcoyano,6:1 (4:0),
Jornada 14 (1948/1949),,,Real Oviedo,-,Barcelona,2:0 (1:0),
Jornada 15 (1948/1949),09.01.1949,,Celta,-,Valladolid,2:0 (1:0),
Jornada 15 (1948/1949),,,CE Sabadell,-,Deportivo,4:4 (2:3),
Jornada 15 (1948/1949),,,Valencia,-,Real Oviedo,3:1 (2:0),
Jornada 15 (1948/1949),,,Athletic,-,Sevilla,4:0 (1:0),
Jornada 15 (1948/1949),,,Atlético,-,Espanyol,2:1 (2:1),
Jornada 15 (1948/1949),,,Barcelona,-,Real Madrid,3:1 (1:1),
Jornada 15 (1948/1949),,,CD Alcoyano,-,Gimnàstic de Tarragona,2:2 (0:1),
Jornada 16 (1948/1949),16.01.1949,,Deportivo,-,Barcelona,2:2 (0:0),
