Jornada,Fecha,Hora,Local,Resultado,Visitante,Asistencia,Estadio
Jornada 1 (1951/1952),09.09.1951,,Espanyol,-,Barcelona,1:0 (0:0),
Jornada 1 (1951/1952),,,Atlético,-,Real Sociedad,3:1 (2:0),
Jornada 1 (1951/1952),,,Atlético Tetuán,-,Zaragoza,0:1 (0:0),
Jornada 1 (1951/1952),,,Sevilla,-,Celta,3:1 (2:0),
Jornada 1 (1951/1952),,,Athletic,-,Sporting,4:2 (1:1),
Jornada 1 (1951/1952),,,Deportivo,-,Real Racing,2:1 (0:1),
Jornada 1 (1951/1952),,,Valencia,-,Valladolid,3:0 (1:0),
Jornada 1 (1951/1952),,,Las Palmas,-,Real Madrid,1:4 (0:2),
Jornada 2 (1951/1952),16.09.1951,,Real Racing,-,Sevilla,3:1 (0:0),
Jornada 2 (1951/1952),,,Real Madrid,-,Atlético Tetuán,4:2 (2:2),
Jornada 2 (1951/1952),,,Celta,-,Las Palmas,5:2 (3:2),
Jornada 2 (1951/1952),,,Barcelona,-,Athletic,1:0 (0:0),
Jornada 2 (1951/1952),,,Real Sociedad,-,Valencia,1:2 (1:1),
Jornada 2 (1951/1952),,,Zaragoza,-,Espanyol,5:6 (1:4),
Jornada 2 (1951/1952),,,Sporting,-,Atlético,0:2 (0:1),
Jornada 2 (1951/1952),,,Valladolid,-,Deportivo,5:0 (1:0),
Jornada 3 (1951/1952),23.09.1951,,Deportivo,-,Sevilla,1:1 (0:0),
Jornada 3 (1951/1952),,,Las Palmas,-,Real Racing,1:1 (0:0),
Jornada 3 (1951/1952),,,Valencia,-,Sporting,3:0 (0:0),
Jornada 3 (1951/1952),,,Atlético Tetuán,-,Celta,2:1 (1:0),
Jornada 3 (1951/1952),,,Valladolid,-,Real Sociedad,4:1 (2:0),
Jornada 3 (1951/1952),,,Atlético,-,Barcelona,1:1 (1:1),
Jornada 3 (1951/1952),,,Espanyol,-,Real Madrid,4:3 (3:1),
Jornada 3 (1951/1952),,,Athletic,-,Zaragoza,10:1 (4:0),
Jornada 4 (1951/1952),30.09.1951,,Sevilla,-,Las Palmas,5:0 (0:0),
Jornada 4 (1951/1952),,,Sporting,-,Valladolid,1:1 (1:1),
Jornada 4 (1951/1952),,,Real Sociedad,-,Deportivo,7:1 (3:1),
Jornada 4 (1951/1952),,,Barcelona,-,Valencia,1:3 (1:1),
Jornada 4 (1951/1952),,,Real Madrid,-,Athletic,2:2 (0:1),
Jornada 4 (1951/1952),,,Celta,-,Espanyol,3:3 (3:1),
Jornada 4 (1951/1952),,,Zaragoza,-,Atlético,0:5 (0:2),
Jornada 4 (1951/1952),,,Real Racing,-,Atlético Tetuán,4:0 (1:0),
Jornada 5 (1951/1952),07.10.1951,,Atlético Tetuán,-,Sevilla,3:4 (1:2),
Jornada 5 (1951/1952),,,Espanyol,-,Real Racing,4:1 (3:0),
Jornada 5 (1951/1952),,,Real Sociedad,-,Sporting,1:2 (1:1),
Jornada 5 (1951/1952),,,Deportivo,-,Las Palmas,3:1 (2:1),
Jornada 5 (1951/1952),,,Valencia,-,Zaragoza,2:2 (2:0),
Jornada 5 (1951/1952),,,Valladolid,-,Barcelona,1:1 (1:1),
Jornada 5 (1951/1952),,,Atlético,-,Real Madrid,3:2 (1:1),
Jornada 5 (1951/1952),,,Athletic,-,Celta,4:2 (2:1),
Jornada 6 (1951/1952),14.10.1951,,Real Madrid,-,Valencia,3:1 (1:1),
Jornada 6 (1951/1952),,,Sporting,-,Deportivo,0:2 (0:2),
Jornada 6 (1951/1952),,,Zaragoza,-,Valladolid,2:1 (1:0),
Jornada 6 (1951/1952),,,Las Palmas,-,Atlético Tetuán,4:1 (2:0),
Jornada 6 (1951/1952),,,Sevilla,-,Espanyol,3:2 (1:0),
Jornada 6 (1951/1952),,,Real Racing,-,Athletic,3:1 (2:0),
Jornada 6 (1951/1952),,,Barcelona,-,Real Sociedad,3:1 (1:0),
Jornada 6 (1951/1952),,,Celta,-,Atlético,0:3 (0:2),
Jornada 7 (1951/1952),21.10.1951,,Real Sociedad,-,Zaragoza,2:0 (0:0),
Jornada 7 (1951/1952),,,Deportivo,-,Atlético Tetuán,2:3 (2:3),
Jornada 7 (1951/1952),,,Atlético,-,Real Racing,7:2 (5:1),
Jornada 7 (1951/1952),,,Valencia,-,Celta,7:2 (4:2),
Jornada 7 (1951/1952),,,Athletic,-,Sevilla,2:0 (0:0),
Jornada 7 (1951/1952),,,Sporting,-,Barcelona,3:2 (1:2),
Jornada 7 (1951/1952),,,Valladolid,-,Real Madrid,2:1 (1:1),
Jornada 7 (1951/1952),,,Espanyol,-,Las Palmas,2:0 (0:0),
Jornada 8 (1951/1952),28.10.1951,,Real Madrid,-,Real Sociedad,0:0 (0:0),
Jornada 8 (1951/1952),,,Sevilla,-,Atlético,3:1 (0:1),
Jornada 8 (1951/1952),,,Barcelona,-,Deportivo,6:1 (3:0),
Jornada 8 (1951/1952),,,Celta,-,Valladolid,2:1 (0:0),
Jornada 8 (1951/1952),,,Las Palmas,-,Athletic,1:1 (0:1),
Jornada 8 (1951/1952),,,Real Racing,-,Valencia,2:1 (1:1),
Jornada 8 (1951/1952),,,Atlético Tetuán,-,Espanyol,3:3 (2:1),
Jornada 8 (1951/1952),,,Zaragoza,-,Sporting,2:1 (2:0),
Jornada 9 (1951/1952),04.11.1951,,Barcelona,-,Zaragoza,4:1 (3:1),
Jornada 9 (1951/1952),,,Athletic,-,Atlético Tetuán,3:1 (2:1),
Jornada 9 (1951/1952),,,Valladolid,-,Real Racing,1:1 (0:1),
Jornada 9 (1951/1952),,,Real Sociedad,-,Celta,4:1 (2:0),
Jornada 9 (1951/1952),,,Valencia,-,Sevilla,2:0 (2:0),
Jornada 9 (1951/1952),,,Deportivo,-,Espanyol,3:1 (1:1),
Jornada 9 (1951/1952),,,Sporting,-,Real Madrid,2:3 (1:1),
Jornada 9 (1951/1952),,,Atlético,-,Las Palmas,4:0 (1:0),
Jornada 10 (1951/1952),11.11.1951,,Atlético Tetuán,-,Atlético,4:1 (3:1),
Jornada 10 (1951/1952),,,Real Racing,-,Real Sociedad,2:4 (0:3),
Jornada 10 (1951/1952),,,Zaragoza,-,Deportivo,1:1 (1:1),
Jornada 10 (1951/1952),,,Sevilla,-,Valladolid,4:1 (3:1),
Jornada 10 (1951/1952),,,Las Palmas,-,Valencia,5:3 (4:0),
Jornada 10 (1951/1952),,,Espanyol,-,Athletic,3:3 (2:1),
Jornada 10 (1951/1952),,,Real Madrid,-,Barcelona,5:1 (3:1),
Jornada 10 (1951/1952),,,Celta,-,Sporting,4:1 (3:1),
Jornada 11 (1951/1952),18.11.1951,,Real Sociedad,-,Sevilla,3:3 (2:1),
Jornada 11 (1951/1952),,,Valencia,-,Atlético Tetuán,5:1 (5:1),
Jornada 11 (1951/1952),,,Sporting,-,Real Racing,3:2 (2:1),
Jornada 11 (1951/1952),,,Barcelona,-,Celta,6:1 (4:0),
Jornada 11 (1951/1952),,,Atlético,-,Espanyol,3:3 (1:2),
Jornada 11 (1951/1952),,,Deportivo,-,Athletic,3:1 (1:1),
Jornada 11 (1951/1952),,,Zaragoza,-,Real Madrid,1:1 (0:1),
Jornada 11 (1951/1952),,,Valladolid,-,Las Palmas,4:1 (2:1),
Jornada 12 (1951/1952),25.11.1951,,Espanyol,-,Valencia,2:3 (1:0),
Jornada 12 (1951/1952),,,Real Madrid,-,Deportivo,3:2 (2:1),
Jornada 12 (1951/1952),,,Atlético Tetuán,-,Valladolid,2:2 (1:0),
Jornada 12 (1951/1952),,,Sevilla,-,Sporting,3:3 (0:2),
Jornada 12 (1951/1952),,,Athletic,-,Atlético,7:3 (3:2),
Jornada 12 (1951/1952),,,Celta,-,Zaragoza,4:1 (2:0),
