Jornada,Fecha,Hora,Local,Resultado,Visitante,Asistencia,Estadio
Jornada 1 (1975/1976),06.09.1975,,Real Sociedad,-,Betis,3:2 (2:2),
Jornada 1 (1975/1976),,,Sevilla,-,Las Palmas,3:0 (2:0),
Jornada 1 (1975/1976),,,Valencia,-,Real Oviedo,2:0 (0:0),
Jornada 1 (1975/1976),,,Real Madrid,-,Real Racing,2:0 (2:0),
Jornada 1 (1975/1976),,,Espanyol,-,Hércules CF,3:1 (2:0),
Jornada 1 (1975/1976),,,Sporting,-,Granada,0:0 (0:0),
Jornada 1 (1975/1976),,,Elche,-,Barcelona,2:3 (1:2),
Jornada 1 (1975/1976),07.09.1975,,UD Salamanca,-,Athletic,2:1 (1:0),
Jornada 1 (1975/1976),,,Zaragoza,-,Atlético,2:1 (1:0),
Jornada 2 (1975/1976),13.09.1975,,Las Palmas,-,Real Sociedad,2:1 (0:0),
Jornada 2 (1975/1976),,,Atlético,-,Sporting,2:2 (1:0),
Jornada 2 (1975/1976),,,Athletic,-,Sevilla,4:1 (0:1),
Jornada 2 (1975/1976),,,Barcelona,-,UD Salamanca,3:1 (2:1),
Jornada 2 (1975/1976),14.09.1975,,Granada,-,Elche,3:2 (2:1),
Jornada 2 (1975/1976),,,Real Racing,-,Zaragoza,4:1 (4:0),
Jornada 2 (1975/1976),,,Hércules CF,-,Valencia,2:0 (0:0),
Jornada 2 (1975/1976),,,Betis,-,Espanyol,1:2 (0:1),
Jornada 2 (1975/1976),,,Real Oviedo,-,Real Madrid,0:0 (0:0),
Jornada 3 (1975/1976),20.09.1975,,Valencia,-,Betis,0:1 (0:0),
Jornada 3 (1975/1976),,,Sevilla,-,Real Sociedad,2:1 (1:1),
Jornada 3 (1975/1976),,,Espanyol,-,Las Palmas,1:0 (0:0),
Jornada 3 (1975/1976),21.09.1975,,Zaragoza,-,Real Oviedo,5:1 (3:0),
Jornada 3 (1975/1976),,,UD Salamanca,-,Granada,1:1 (1:0),
Jornada 3 (1975/1976),,,Real Madrid,-,Hércules CF,4:0 (1:0),
Jornada 3 (1975/1976),,,Sporting,-,Real Racing,1:2 (0:1),
Jornada 3 (1975/1976),,,Athletic,-,Barcelona,2:1 (1:0),
Jornada 3 (1975/1976),,,Elche,-,Atlético,3:1 (1:0),
Jornada 4 (1975/1976),27.09.1975,,Las Palmas,-,Valencia,2:4 (0:2),
Jornada 4 (1975/1976),,,Real Sociedad,-,Espanyol,1:0 (0:0),
Jornada 4 (1975/1976),28.09.1975,,Barcelona,-,Sevilla,2:0 (0:0),
Jornada 4 (1975/1976),,,Atlético,-,UD Salamanca,4:1 (2:0),
Jornada 4 (1975/1976),,,Real Racing,-,Elche,2:1 (1:0),
Jornada 4 (1975/1976),,,Hércules CF,-,Zaragoza,2:0 (1:0),
Jornada 4 (1975/1976),,,Granada,-,Athletic,2:1 (1:0),
Jornada 4 (1975/1976),,,Betis,-,Real Madrid,0:2 (0:1),
Jornada 4 (1975/1976),,,Real Oviedo,-,Sporting,3:1 (2:1),
Jornada 5 (1975/1976),05.10.1975,,Athletic,-,Atlético,2:0 (0:0),
Jornada 5 (1975/1976),,,Elche,-,Real Oviedo,1:0 (0:0),
Jornada 5 (1975/1976),,,Barcelona,-,Granada,3:0 (2:0),
Jornada 5 (1975/1976),,,Sporting,-,Hércules CF,1:3 (1:1),
Jornada 5 (1975/1976),,,UD Salamanca,-,Real Racing,3:0 (2:0),
Jornada 5 (1975/1976),,,Sevilla,-,Espanyol,2:1 (1:0),
Jornada 5 (1975/1976),,,Valencia,-,Real Sociedad,3:1 (1:1),
Jornada 5 (1975/1976),,,Zaragoza,-,Betis,1:2 (0:1),
Jornada 5 (1975/1976),,,Real Madrid,-,Las Palmas,2:1 (0:0),
Jornada 6 (1975/1976),18.10.1975,,Las Palmas,-,Zaragoza,3:2 (1:0),
Jornada 6 (1975/1976),,,Real Sociedad,-,Real Madrid,1:1 (1:0),
Jornada 6 (1975/1976),19.10.1975,,Real Racing,-,Athletic,1:1 (1:0),
Jornada 6 (1975/1976),,,Real Oviedo,-,UD Salamanca,0:1 (0:0),
Jornada 6 (1975/1976),,,Hércules CF,-,Elche,1:0 (0:0),
Jornada 6 (1975/1976),,,Betis,-,Sporting,1:0 (0:0),
Jornada 6 (1975/1976),,,Espanyol,-,Valencia,1:0 (0:0),
Jornada 6 (1975/1976),,,Atlético,-,Barcelona,3:0 (2:0),
Jornada 6 (1975/1976),,,Granada,-,Sevilla,1:1 (0:1),
Jornada 7 (1975/1976),26.10.1975,,Zaragoza,-,Real Sociedad,0:1 (0:0),
Jornada 7 (1975/1976),,,Barcelona,-,Real Racing,2:1 (1:1),
Jornada 7 (1975/1976),,,Athletic,-,Real Oviedo,1:0 (1:0),
Jornada 7 (1975/1976),,,UD Salamanca,-,Hércules CF,0:1 (0:0),
Jornada 7 (1975/1976),,,Granada,-,Atlético,3:4 (2:1),
Jornada 7 (1975/1976),,,Sevilla,-,Valencia,3:1 (3:0),
Jornada 7 (1975/1976),,,Real Madrid,-,Espanyol,3:1 (1:0),
Jornada 7 (1975/1976),,,Sporting,-,Las Palmas,3:0 (2:0),
Jornada 7 (1975/1976),,,Elche,-,Betis,2:3 (1:1),
Jornada 8 (1975/1976),01.11.1975,,Las Palmas,-,Elche,0:0 (0:0),
Jornada 8 (1975/1976),,,Real Sociedad,-,Sporting,1:0 (0:0),
Jornada 8 (1975/1976),,,Atlético,-,Sevilla,1:0 (0:0),
Jornada 8 (1975/1976),,,Valencia,-,Real Madrid,1:1 (0:1),
Jornada 8 (1975/1976),02.11.1975,,Betis,-,UD Salamanca,1:1 (1:0),
Jornada 8 (1975/1976),,,Real Racing,-,Granada,1:1 (0:0),
Jornada 8 (1975/1976),,,Espanyol,-,Zaragoza,2:1 (2:0),
Jornada 8 (1975/1976),,,Real Oviedo,-,Barcelona,1:1 (1:1),
Jornada 8 (1975/1976),,,Hércules CF,-,Athletic,2:2 (2:1),
Jornada 9 (1975/1976),09.11.1975,,Elche,-,Real Sociedad,1:1 (1:0),
Jornada 9 (1975/1976),,,Granada,-,Real Oviedo,1:0 (0:0),
Jornada 9 (1975/1976),,,Barcelona,-,Hércules CF,1:1 (0:1),
Jornada 9 (1975/1976),,,Atlético,-,Real Racing,1:1 (1:1),
Jornada 9 (1975/1976),,,Sevilla,-,Real Madrid,1:1 (0:0),
Jornada 9 (1975/1976),,,Athletic,-,Betis,0:0 (0:0),
Jornada 9 (1975/1976),,,Zaragoza,-,Valencia,0:2 (0:1),
Jornada 9 (1975/1976),,,Sporting,-,Espanyol,6:1 (3:0),
Jornada 9 (1975/1976),,,UD Salamanca,-,Las Palmas,1:0 (1:0),
Jornada 10 (1975/1976),23.11.1975,,Real Racing,-,Sevilla,2:1 (0:0),
Jornada 10 (1975/1976),,,Real Sociedad,-,UD Salamanca,1:1 (1:0),
Jornada 10 (1975/1976),,,Hércules CF,-,Granada,2:0 (2:0),
Jornada 10 (1975/1976),,,Espanyol,-,Elche,2:0 (1:0),
Jornada 10 (1975/1976),,,Real Madrid,-,Zaragoza,3:2 (2:1),
Jornada 10 (1975/1976),,,Real Oviedo,-,Atlético,0:2 (0:0),
Jornada 10 (1975/1976),,,Las Palmas,-,Athletic,2:2 (0:0),
Jornada 10 (1975/1976),,,Betis,-,Barcelona,1:0 (1:0),
Jornada 10 (1975/1976),,,Valencia,-,Sporting,0:0 (0:0),
Jornada 11 (1975/1976),30.11.1975,,Barcelona,-,Las Palmas,3:0 (0:0),
Jornada 11 (1975/1976),,,Athletic,-,Real Sociedad,2:0 (0:0),
Jornada 11 (1975/1976),,,Atlético,-,Hércules CF,3:0 (2:0),
Jornada 11 (1975/1976),,,Real Racing,-,Real Oviedo,2:1 (1:1),
Jornada 11 (1975/1976),,,Sporting,-,Real Madrid,0:2 (0:2),
Jornada 11 (1975/1976),,,Elche,-,Valencia,2:0 (0:0),
Jornada 11 (1975/1976),,,UD Salamanca,-,Espanyol,1:0 (1:0),
Jornada 11 (1975/1976),,,Granada,-,Betis,0:0 (0:0),
Jornada 11 (1975/1976),,,Sevilla,-,Zaragoza,0:0 (0:0),
Jornada 12 (1975/1976),06.12.1975,,Valencia,-,UD Salamanca,1:0 (0:0),
Jornada 12 (1975/1976),,,Las Palmas,-,Granada,1:2 (1:0),
Jornada 12 (1975/1976),07.12.1975,,Espanyol,-,Athletic,3:1 (1:0),
Jornada 12 (1975/1976),,,Real Madrid,-,Elche,2:2 (1:0),
Jornada 12 (1975/1976),,,Hércules CF,-,Real Racing,2:1 (2:0),
Jornada 12 (1975/1976),,,Zaragoza,-,Sporting,2:1 (1:1),
Jornada 12 (1975/1976),,,Betis,-,Atlético,1:3 (0:1),
