Jornada,Fecha,Hora,Local,Resultado,Visitante,Asistencia,Estadio
Jornada 1 (1974/1975),07.09.1974,,Real Sociedad,-,Barcelona,3:2 (2:0),
Jornada 1 (1974/1975),,,Málaga,-,Athletic,2:0 (1:0),
Jornada 1 (1974/1975),,,Sporting,-,Zaragoza,2:0 (1:0),
Jornada 1 (1974/1975),,,Las Palmas,-,Betis,3:1 (2:1),
Jornada 1 (1974/1975),,,Espanyol,-,Celta,2:0 (1:0),
Jornada 1 (1974/1975),,,Hércules CF,-,Real Murcia,2:2 (1:1),
Jornada 1 (1974/1975),,,Valencia,-,Real Madrid,1:2 (1:0),
Jornada 1 (1974/1975),08.09.1974,,UD Salamanca,-,Elche,2:0 (0:0),
Jornada 1 (1974/1975),,,Atlético,-,Granada,0:0 (0:0),
Jornada 2 (1974/1975),14.09.1974,,Barcelona,-,Málaga,5:0 (1:0),
Jornada 2 (1974/1975),,,Real Madrid,-,Hércules CF,2:1 (2:0),
Jornada 2 (1974/1975),,,Elche,-,Atlético,1:0 (0:0),
Jornada 2 (1974/1975),15.09.1974,,Real Murcia,-,UD Salamanca,2:1 (1:1),
Jornada 2 (1974/1975),,,Athletic,-,Sporting,1:4 (0:3),
Jornada 2 (1974/1975),,,Granada,-,Las Palmas,1:1 (0:1),
Jornada 2 (1974/1975),,,Celta,-,Real Sociedad,1:0 (1:0),
Jornada 2 (1974/1975),,,Zaragoza,-,Valencia,3:1 (2:0),
Jornada 2 (1974/1975),,,Betis,-,Espanyol,0:0 (0:0),
Jornada 3 (1974/1975),28.09.1974,,Real Sociedad,-,Málaga,2:0 (1:0),
Jornada 3 (1974/1975),,,UD Salamanca,-,Real Madrid,0:0 (0:0),
Jornada 3 (1974/1975),,,Las Palmas,-,Elche,1:1 (1:0),
Jornada 3 (1974/1975),,,Atlético,-,Real Murcia,1:0 (1:0),
Jornada 3 (1974/1975),29.09.1974,,Valencia,-,Athletic,3:0 (0:0),
Jornada 3 (1974/1975),,,Espanyol,-,Granada,1:0 (1:0),
Jornada 3 (1974/1975),,,Celta,-,Betis,1:1 (1:0),
Jornada 3 (1974/1975),,,Hércules CF,-,Zaragoza,0:1 (0:0),
Jornada 3 (1974/1975),,,Sporting,-,Barcelona,0:1 (0:0),
Jornada 4 (1974/1975),06.10.1974,,Granada,-,Celta,1:0 (0:0),
Jornada 4 (1974/1975),,,Zaragoza,-,UD Salamanca,1:1 (1:0),
Jornada 4 (1974/1975),,,Athletic,-,Hércules CF,2:2 (0:1),
Jornada 4 (1974/1975),,,Real Murcia,-,Las Palmas,1:1 (1:1),
Jornada 4 (1974/1975),,,Betis,-,Real Sociedad,3:0 (1:0),
Jornada 4 (1974/1975),,,Real Madrid,-,Atlético,1:0 (0:0),
Jornada 4 (1974/1975),,,Barcelona,-,Valencia,5:2 (3:1),
Jornada 4 (1974/1975),,,Elche,-,Espanyol,2:4 (1:1),
Jornada 4 (1974/1975),,,Málaga,-,Sporting,3:1 (2:0),
Jornada 5 (1974/1975),19.10.1974,,Hércules CF,-,Barcelona,0:0 (0:0),
Jornada 5 (1974/1975),,,Las Palmas,-,Real Madrid,1:2 (0:2),
Jornada 5 (1974/1975),20.10.1974,,Valencia,-,Málaga,2:0 (2:0),
Jornada 5 (1974/1975),,,Espanyol,-,Real Murcia,2:1 (1:0),
Jornada 5 (1974/1975),,,Betis,-,Granada,1:1 (1:0),
Jornada 5 (1974/1975),,,Celta,-,Elche,1:2 (1:2),
Jornada 5 (1974/1975),,,UD Salamanca,-,Athletic,0:0 (0:0),
Jornada 5 (1974/1975),,,Atlético,-,Zaragoza,4:0 (2:0),
Jornada 5 (1974/1975),,,Real Sociedad,-,Sporting,1:1 (0:1),
Jornada 6 (1974/1975),27.10.1974,,Granada,-,Real Sociedad,1:0 (1:0),
Jornada 6 (1974/1975),,,Barcelona,-,UD Salamanca,3:1 (1:0),
Jornada 6 (1974/1975),,,Málaga,-,Hércules CF,0:1 (0:0),
Jornada 6 (1974/1975),,,Zaragoza,-,Las Palmas,3:1 (3:0),
Jornada 6 (1974/1975),,,Elche,-,Betis,2:0 (0:0),
Jornada 6 (1974/1975),,,Athletic,-,Atlético,3:0 (2:0),
Jornada 6 (1974/1975),,,Sporting,-,Valencia,2:1 (1:0),
Jornada 6 (1974/1975),,,Real Madrid,-,Espanyol,5:0 (3:0),
Jornada 6 (1974/1975),,,Real Murcia,-,Celta,1:0 (1:0),
Jornada 7 (1974/1975),01.11.1974,,Espanyol,-,Zaragoza,2:1 (2:1),
Jornada 7 (1974/1975),,,Atlético,-,Barcelona,3:3 (2:2),
Jornada 7 (1974/1975),02.11.1974,,Las Palmas,-,Athletic,2:0 (1:0),
Jornada 7 (1974/1975),03.11.1974,,Celta,-,Real Madrid,3:3 (1:0),
Jornada 7 (1974/1975),,,Granada,-,Elche,5:0 (1:0),
Jornada 7 (1974/1975),,,UD Salamanca,-,Málaga,1:0 (0:0),
Jornada 7 (1974/1975),,,Betis,-,Real Murcia,1:0 (1:0),
Jornada 7 (1974/1975),,,Hércules CF,-,Sporting,2:0 (1:0),
Jornada 7 (1974/1975),,,Real Sociedad,-,Valencia,1:0 (1:0),
Jornada 8 (1974/1975),10.11.1974,,Real Madrid,-,Betis,3:2 (1:0),
Jornada 8 (1974/1975),,,Sporting,-,UD Salamanca,2:1 (0:0),
Jornada 8 (1974/1975),,,Real Murcia,-,Granada,0:0 (0:0),
Jornada 8 (1974/1975),,,Valencia,-,Hércules CF,1:0 (0:0),
Jornada 8 (1974/1975),,,Zaragoza,-,Celta,4:2 (1:2),
Jornada 8 (1974/1975),,,Elche,-,Real Sociedad,3:0 (1:0),
Jornada 8 (1974/1975),,,Málaga,-,Atlético,0:0 (0:0),
Jornada 8 (1974/1975),,,Athletic,-,Espanyol,1:0 (0:0),
Jornada 8 (1974/1975),,,Barcelona,-,Las Palmas,3:2 (0:1),
Jornada 9 (1974/1975),23.11.1974,,Las Palmas,-,Málaga,1:0 (0:0),
Jornada 9 (1974/1975),24.11.1974,,Celta,-,Athletic,1:0 (0:0),
Jornada 9 (1974/1975),,,Atlético,-,Sporting,2:2 (1:0),
Jornada 9 (1974/1975),,,Elche,-,Real Murcia,3:0 (2:0),
Jornada 9 (1974/1975),,,Real Sociedad,-,Hércules CF,2:2 (2:0),
Jornada 9 (1974/1975),,,UD Salamanca,-,Valencia,0:1 (0:0),
