Jornada,Fecha,Hora,Local,Resultado,Visitante,Asistencia,Estadio
Jornada 1,02.09.1995,,Deportivo,-,Valencia,3:0 (2:0),
Jornada 1,,,Sporting,-,Albacete,3:0 (3:0),
Jornada 1,03.09.1995,,Espanyol,-,UD Salamanca,3:1 (2:1),
Jornada 1,,,CP Mérida,-,Betis,1:1 (1:1),
Jornada 1,,,Athletic,-,Real Racing,4:0 (2:0),
Jornada 1,,,Atlético,-,Real Sociedad,4:1 (1:1),
Jornada 1,,,Sevilla,-,Tenerife,0:1 (0:0),
Jornada 1,,,Celta,-,SD Compostela,0:1 (0:0),
Jornada 1,,,Zaragoza,-,Real Oviedo,1:0 (1:0),
Jornada 1,,,Rayo,-,Real Madrid,1:5 (0:1),
Jornada 1,,,Valladolid,-,Barcelona,0:2 (0:0),
Jornada 1,09.09.1995,,Albacete,-,Sevilla,3:2 (2:1),
Jornada 2,,,Barcelona,-,CP Mérida,2:2 (1:1),
Jornada 2,,,Real Madrid,-,Athletic,1:2 (0:0),
Jornada 2,,,Betis,-,Zaragoza,3:1 (2:0),
Jornada 2,10.09.1995,,Real Sociedad,-,Sporting,2:0 (1:0),
Jornada 2,,,Real Racing,-,Atlético,0:4 (0:0),
Jornada 2,,,Tenerife,-,Espanyol,1:4 (0:2),
Jornada 2,,,UD Salamanca,-,Celta,0:1 (0:0),
Jornada 2,,,SD Compostela,-,Deportivo,4:0 (2:0),
Jornada 2,,,Real Oviedo,-,Rayo,2:0 (1:0),
Jornada 2,,,Valencia,-,Valladolid,1:0 (0:0),
Jornada 2,16.09.1995,,Athletic,-,Atlético,0:2 (0:1),
Jornada 2,,,Valladolid,-,SD Compostela,0:0 (0:0),
Jornada 3,17.09.1995,,CP Mérida,-,Valencia,0:2 (0:0),
Jornada 3,,,Sporting,-,Real Racing,4:2 (2:1),
Jornada 3,,,Sevilla,-,Real Sociedad,2:1 (1:1),
Jornada 3,,,Espanyol,-,Albacete,1:0 (0:0),
Jornada 3,,,Celta,-,Tenerife,2:2 (2:2),
Jornada 3,,,Zaragoza,-,Barcelona,0:3 (0:0),
Jornada 3,,,Rayo,-,Betis,1:2 (1:1),
Jornada 3,,,Real Madrid,-,Real Oviedo,2:3 (2:2),
Jornada 3,,,Deportivo,-,UD Salamanca,2:0 (1:0),
Jornada 3,23.09.1995,,Real Racing,-,Sevilla,1:1 (1:1),
Jornada 3,,,Barcelona,-,Rayo,2:0 (1:0),
