Jornada,Fecha,Hora,Local,Resultado,Visitante,Asistencia,Estadio
Jornada 1 (1931/1932),22.11.1931,,Real Madrid,-,Athletic,1:1 (1:1),
Jornada 1 (1931/1932),,,Espanyol,-,Valencia,3:0 (1:0),
Jornada 1 (1931/1932),,,Arenas de Getxo,-,Donostia FC,2:1 (0:0),
Jornada 1 (1931/1932),,,Alavés,-,Real Racing,1:2 (0:0),
Jornada 1 (1931/1932),,,Real Unión,-,Barcelona,1:3 (1:2),
Jornada 2 (1931/1932),29.11.1931,,Donostia FC,-,Real Madrid,1:2 (1:1),
Jornada 2 (1931/1932),,,Real Racing,-,Espanyol,2:1 (0:1),
Jornada 2 (1931/1932),,,Barcelona,-,Arenas de Getxo,2:2 (2:2),
Jornada 2 (1931/1932),,,Athletic,-,Alavés,3:2 (2:0),
Jornada 2 (1931/1932),,,Valencia,-,Real Unión,5:1 (3:0),
Jornada 3 (1931/1932),20.12.1931,,Valencia,-,Real Madrid,1:1 (0:1),
Jornada 3 (1931/1932),,,Arenas de Getxo,-,Real Racing,3:1 (0:1),
Jornada 3 (1931/1932),,,Alavés,-,Donostia FC,1:2 (0:2),
Jornada 3 (1931/1932),,,Espanyol,-,Barcelona,0:3 (0:0),
Jornada 3 (1931/1932),,,Real Unión,-,Athletic,1:5 (0:2),
Jornada 4 (1931/1932),27.12.1931,,Athletic,-,Barcelona,3:0 (1:0),
Jornada 4 (1931/1932),,,Donostia FC,-,Valencia,7:1 (6:1),
Jornada 4 (1931/1932),,,Espanyol,-,Arenas de Getxo,4:2 (1:1),
Jornada 4 (1931/1932),,,Real Madrid,-,Alavés,5:0 (3:0),
Jornada 4 (1931/1932),,,Real Racing,-,Real Unión,2:2 (2:0),
Jornada 5 (1931/1932),03.01.1932,,Valencia,-,Athletic,0:0 (0:0),
Jornada 5 (1931/1932),,,Arenas de Getxo,-,Real Madrid,2:2 (2:2),
Jornada 5 (1931/1932),,,Donostia FC,-,Real Unión,5:0 (3:0),
Jornada 5 (1931/1932),,,Barcelona,-,Real Racing,4:2 (2:1),
Jornada 5 (1931/1932),06.01.1932,,Alavés,-,Espanyol,4:1 (3:1),
Jornada 6 (1931/1932),10.01.1932,,Real Madrid,-,Espanyol,3:0 (1:0),
Jornada 6 (1931/1932),,,Real Racing,-,Valencia,4:1 (2:0),
Jornada 6 (1931/1932),,,Athletic,-,Donostia FC,5:1 (5:1),
Jornada 6 (1931/1932),,,Real Unión,-,Arenas de Getxo,1:0 (0:0),
Jornada 6 (1931/1932),,,Barcelona,-,Alavés,6:0 (1:0),
Jornada 7 (1931/1932),17.01.1932,,Donostia FC,-,Real Racing,1:5 (0:2),
Jornada 7 (1931/1932),,,Arenas de Getxo,-,Alavés,4:2 (3:1),
Jornada 7 (1931/1932),,,Espanyol,-,Athletic,1:0 (1:0),
Jornada 7 (1931/1932),,,Valencia,-,Barcelona,0:0 (0:0),
Jornada 7 (1931/1932),,,Real Madrid,-,Real Unión,3:2 (2:0),
Jornada 8 (1931/1932),24.01.1932,,Real Racing,-,Real Madrid,0:0 (0:0),
Jornada 8 (1931/1932),,,Real Unión,-,Espanyol,4:1 (1:0),
Jornada 8 (1931/1932),,,Alavés,-,Valencia,2:1 (0:0),
Jornada 8 (1931/1932),,,Barcelona,-,Donostia FC,2:0 (1:0),
Jornada 8 (1931/1932),,,Athletic,-,Arenas de Getxo,4:1 (3:1),
Jornada 9 (1931/1932),31.01.1932,,Real Unión,-,Alavés,0:2 (0:1),
Jornada 9 (1931/1932),,,Real Madrid,-,Barcelona,2:0 (2:0),
Jornada 9 (1931/1932),,,Espanyol,-,Donostia FC,2:0 (1:0),
Jornada 9 (1931/1932),,,Athletic,-,Real Racing,3:2 (1:1),
Jornada 9 (1931/1932),,,Valencia,-,Arenas de Getxo,3:2 (0:2),
Jornada 10 (1931/1932),07.02.1932,,Valencia,-,Espanyol,3:1 (2:1),
Jornada 10 (1931/1932),,,Donostia FC,-,Arenas de Getxo,7:0 (2:0),
Jornada 10 (1931/1932),,,Real Racing,-,Alavés,1:1 (1:1),
Jornada 10 (1931/1932),,,Barcelona,-,Real Unión,3:2 (1:1),
Jornada 10 (1931/1932),,,Athletic,-,Real Madrid,3:3 (2:2),
Jornada 11 (1931/1932),14.02.1932,,Arenas de Getxo,-,Barcelona,1:3 (0:2),
Jornada 11 (1931/1932),,,Alavés,-,Athletic,0:1 (0:1),
Jornada 11 (1931/1932),,,Real Madrid,-,Donostia FC,1:0 (1:0),
Jornada 11 (1931/1932),16.02.1932,,Real Unión,-,Valencia,3:2 (2:0),
Jornada 11 (1931/1932),,,Espanyol,-,Real Racing,6:1 (1:1),
Jornada 12 (1931/1932),21.02.1932,,Barcelona,-,Espanyol,2:2 (1:1),
Jornada 12 (1931/1932),,,Athletic,-,Real Unión,2:1 (0:1),
Jornada 12 (1931/1932),,,Donostia FC,-,Alavés,4:1 (2:0),
Jornada 12 (1931/1932),,,Real Madrid,-,Valencia,4:1 (1:0),
Jornada 12 (1931/1932),,,Real Racing,-,Arenas de Getxo,1:1 (0:1),
Jornada 13 (1931/1932),28.02.1932,,Alavés,-,Real Madrid,0:1 (0:1),
Jornada 13 (1931/1932),,,Barcelona,-,Athletic,1:3 (1:2),
Jornada 13 (1931/1932),,,Arenas de Getxo,-,Espanyol,3:2 (1:2),
Jornada 13 (1931/1932),,,Valencia,-,Donostia FC,4:0 (2:0),
Jornada 13 (1931/1932),,,Real Unión,-,Real Racing,2:2 (1:0),
Jornada 14 (1931/1932),06.03.1932,,Athletic,-,Valencia,7:2 (3:2),
Jornada 14 (1931/1932),,,Espanyol,-,Alavés,4:0 (2:0),
