Jornada,Fecha,Hora,Local,Resultado,Visitante,Asistencia,Estadio
Jornada 1 (1970/1971),12.09.1970,,Real Madrid,-,Valencia,2:0 (1:0),
Jornada 1 (1970/1971),,,Las Palmas,-,Atlético,1:1 (0:0),
Jornada 1 (1970/1971),,,Athletic,-,Barcelona,1:1 (0:1),
Jornada 1 (1970/1971),13.09.1970,,Espanyol,-,Sevilla,0:1 (0:0),
Jornada 1 (1970/1971),,,CE Sabadell,-,Real Sociedad,0:0 (0:0),
Jornada 1 (1970/1971),,,Celta,-,Sporting,2:0 (1:0),
Jornada 1 (1970/1971),,,Zaragoza,-,Málaga,0:0 (0:0),
Jornada 1 (1970/1971),,,Elche,-,Granada,1:1 (1:0),
Jornada 2 (1970/1971),19.09.1970,,Valencia,-,Las Palmas,5:1 (2:0),
Jornada 2 (1970/1971),20.09.1970,,Barcelona,-,Zaragoza,5:2 (4:1),
Jornada 2 (1970/1971),,,Sporting,-,CE Sabadell,3:2 (2:0),
Jornada 2 (1970/1971),,,Málaga,-,Celta,2:1 (0:0),
Jornada 2 (1970/1971),,,Atlético,-,Athletic,2:0 (2:0),
Jornada 2 (1970/1971),,,Sevilla,-,Real Madrid,3:1 (1:1),
Jornada 2 (1970/1971),,,Granada,-,Espanyol,1:0 (1:0),
Jornada 2 (1970/1971),,,Real Sociedad,-,Elche,2:0 (1:0),
Jornada 3 (1970/1971),26.09.1970,,Real Madrid,-,Granada,3:2 (1:1),
Jornada 3 (1970/1971),,,Valencia,-,Sevilla,0:1 (0:0),
Jornada 3 (1970/1971),,,Las Palmas,-,Athletic,1:1 (0:1),
Jornada 3 (1970/1971),27.09.1970,,CE Sabadell,-,Málaga,5:2 (1:2),
Jornada 3 (1970/1971),,,Elche,-,Sporting,5:0 (2:0),
Jornada 3 (1970/1971),,,Espanyol,-,Real Sociedad,0:0 (0:0),
Jornada 3 (1970/1971),,,Celta,-,Barcelona,1:1 (0:1),
Jornada 3 (1970/1971),,,Zaragoza,-,Atlético,0:1 (0:1),
Jornada 4 (1970/1971),04.10.1970,,Athletic,-,Zaragoza,3:0 (1:0),
Jornada 4 (1970/1971),,,Atlético,-,Celta,3:1 (0:1),
Jornada 4 (1970/1971),,,Málaga,-,Elche,1:0 (0:0),
Jornada 4 (1970/1971),,,Granada,-,Valencia,2:2 (1:1),
Jornada 4 (1970/1971),,,Real Sociedad,-,Real Madrid,0:0 (0:0),
Jornada 4 (1970/1971),,,Sporting,-,Espanyol,0:1 (0:1),
Jornada 4 (1970/1971),,,Las Palmas,-,Sevilla,0:0 (0:0),
Jornada 4 (1970/1971),,,Barcelona,-,CE Sabadell,4:1 (2:1),
Jornada 5 (1970/1971),11.10.1970,,CE Sabadell,-,Atlético,0:2 (0:0),
Jornada 5 (1970/1971),,,Sevilla,-,Granada,1:0 (0:0),
Jornada 5 (1970/1971),,,Espanyol,-,Málaga,1:1 (0:0),
Jornada 5 (1970/1971),,,Real Madrid,-,Sporting,1:1 (0:1),
Jornada 5 (1970/1971),,,Valencia,-,Real Sociedad,0:0 (0:0),
Jornada 5 (1970/1971),,,Celta,-,Athletic,2:1 (2:1),
Jornada 5 (1970/1971),,,Elche,-,Barcelona,0:1 (0:1),
