Jornada,Fecha,Hora,Local,Resultado,Visitante,Asistencia,Estadio
Jornada 1 (1943/1944),26.09.1943,,Barcelona,-,Athletic,3:3 (2:1),
Jornada 1 (1943/1944),,,CD Castellón,-,Espanyol,2:1 (0:1),
Jornada 1 (1943/1944),,,Real Sociedad,-,Valencia,2:4 (1:2),
Jornada 1 (1943/1944),,,Atlético,-,Celta,7:0 (1:0),
Jornada 1 (1943/1944),,,Granada,-,Real Oviedo,5:2 (3:0),
Jornada 1 (1943/1944),,,Sevilla,-,CE Sabadell,5:2 (3:2),
Jornada 1 (1943/1944),,,Deportivo,-,Real Madrid,2:2 (1:1),
Jornada 2 (1943/1944),03.10.1943,,Athletic,-,Deportivo,3:1 (2:1),
Jornada 2 (1943/1944),,,CE Sabadell,-,Granada,2:0 (0:0),
Jornada 2 (1943/1944),,,Espanyol,-,Real Sociedad,2:2 (0:1),
Jornada 2 (1943/1944),,,Real Madrid,-,Sevilla,3:5 (3:4),
Jornada 2 (1943/1944),,,Real Oviedo,-,Atlético,4:1 (2:0),
Jornada 2 (1943/1944),,,Valencia,-,Barcelona,3:4 (1:3),
Jornada 2 (1943/1944),,,Celta,-,CD Castellón,2:2 (2:1),
Jornada 3 (1943/1944),10.10.1943,,Granada,-,Real Madrid,2:2 (1:2),
Jornada 3 (1943/1944),,,Real Sociedad,-,Barcelona,1:1 (0:1),
Jornada 3 (1943/1944),,,Sevilla,-,Athletic,3:0 (1:0),
Jornada 3 (1943/1944),,,Deportivo,-,Valencia,0:2 (0:1),
Jornada 3 (1943/1944),,,Espanyol,-,Celta,1:1 (0:1),
Jornada 3 (1943/1944),,,Atlético,-,CE Sabadell,4:3 (1:1),
Jornada 3 (1943/1944),12.10.1943,,CD Castellón,-,Real Oviedo,2:0 (1:0),
Jornada 4 (1943/1944),17.10.1943,,Real Oviedo,-,Espanyol,6:1 (2:0),
Jornada 4 (1943/1944),,,Barcelona,-,Deportivo,3:3 (2:2),
Jornada 4 (1943/1944),,,CE Sabadell,-,CD Castellón,1:0 (0:0),
Jornada 4 (1943/1944),,,Athletic,-,Granada,2:2 (1:1),
Jornada 4 (1943/1944),,,Real Madrid,-,Atlético,3:2 (0:2),
Jornada 4 (1943/1944),,,Celta,-,Real Sociedad,0:2 (0:2),
Jornada 4 (1943/1944),,,Valencia,-,Sevilla,8:0 (5:0),
Jornada 5 (1943/1944),24.10.1943,,Espanyol,-,CE Sabadell,5:1 (3:1),
Jornada 5 (1943/1944),,,CD Castellón,-,Real Madrid,2:1 (2:1),
Jornada 5 (1943/1944),,,Sevilla,-,Barcelona,2:2 (1:1),
Jornada 5 (1943/1944),,,Atlético,-,Athletic,2:1 (2:1),
Jornada 5 (1943/1944),,,Granada,-,Valencia,1:3 (0:2),
Jornada 5 (1943/1944),,,Celta,-,Real Oviedo,0:5 (0:3),
Jornada 5 (1943/1944),,,Real Sociedad,-,Deportivo,2:3 (1:2),
Jornada 6 (1943/1944),07.11.1943,,Athletic,-,CD Castellón,2:3 (1:3),
Jornada 6 (1943/1944),,,Barcelona,-,Granada,7:2 (1:1),
Jornada 6 (1943/1944),,,CE Sabadell,-,Celta,4:0 (2:0),
Jornada 6 (1943/1944),,,Real Oviedo,-,Real Sociedad,3:3 (1:1),
Jornada 6 (1943/1944),,,Deportivo,-,Sevilla,0:3 (0:2),
Jornada 6 (1943/1944),,,Real Madrid,-,Espanyol,3:1 (3:1),
Jornada 6 (1943/1944),,,Valencia,-,Atlético,2:2 (1:1),
Jornada 7 (1943/1944),14.11.1943,,Granada,-,Deportivo,2:2 (2:0),
Jornada 7 (1943/1944),,,Espanyol,-,Athletic,4:0 (4:0),
Jornada 7 (1943/1944),,,Real Oviedo,-,CE Sabadell,9:2 (5:1),
Jornada 7 (1943/1944),,,Celta,-,Real Madrid,1:0 (1:0),
Jornada 7 (1943/1944),,,Real Sociedad,-,Sevilla,0:0 (0:0),
Jornada 7 (1943/1944),,,Atlético,-,Barcelona,2:1 (2:1),
Jornada 7 (1943/1944),,,CD Castellón,-,Valencia,1:1 (0:1),
Jornada 8 (1943/1944),21.11.1943,,Barcelona,-,CD Castellón,1:0 (0:0),
Jornada 8 (1943/1944),,,Sevilla,-,Granada,4:1 (2:1),
Jornada 8 (1943/1944),,,Athletic,-,Celta,5:1 (3:0),
Jornada 8 (1943/1944),,,CE Sabadell,-,Real Sociedad,2:0 (1:0),
Jornada 8 (1943/1944),,,Deportivo,-,Atlético,2:4 (2:1),
Jornada 8 (1943/1944),,,Valencia,-,Espanyol,4:0 (2:0),
Jornada 8 (1943/1944),23.11.1943,,Real Madrid,-,Real Oviedo,2:1 (1:0),
Jornada 9 (1943/1944),28.11.1943,,Espanyol,-,Barcelona,1:3 (1:2),
Jornada 9 (1943/1944),,,Real Oviedo,-,Athletic,1:2 (1:2),
Jornada 9 (1943/1944),,,Celta,-,Valencia,1:2 (1:1),
Jornada 9 (1943/1944),,,Atlético,-,Sevilla,2:2 (2:2),
Jornada 9 (1943/1944),,,CD Castellón,-,Deportivo,2:1 (1:0),
Jornada 9 (1943/1944),,,Real Sociedad,-,Granada,3:0 (3:0),
Jornada 9 (1943/1944),,,CE Sabadell,-,Real Madrid,1:3 (0:1),
Jornada 10 (1943/1944),05.12.1943,,Valencia,-,Real Oviedo,5:3 (3:0),
Jornada 10 (1943/1944),,,Barcelona,-,Celta,3:0 (2:0),
Jornada 10 (1943/1944),,,Athletic,-,CE Sabadell,4:3 (2:3),
Jornada 10 (1943/1944),,,Granada,-,Atlético,2:3 (1:2),
Jornada 10 (1943/1944),,,Deportivo,-,Espanyol,3:1 (3:1),
Jornada 10 (1943/1944),,,Real Madrid,-,Real Sociedad,4:1 (1:0),
Jornada 10 (1943/1944),,,Sevilla,-,CD Castellón,4:0 (2:0),
Jornada 11 (1943/1944),12.12.1943,,Real Oviedo,-,Barcelona,3:3 (0:0),
Jornada 11 (1943/1944),,,Real Madrid,-,Athletic,1:3 (1:0),
Jornada 11 (1943/1944),,,CE Sabadell,-,Valencia,2:4 (1:1),
Jornada 11 (1943/1944),,,Real Sociedad,-,Atlético,2:0 (1:0),
