Jornada,Fecha,Hora,Local,Resultado,Visitante,Asistencia,Estadio
Jornada 1 (1933/1934),05.11.1933,,Real Oviedo,-,Barcelona,7:3 (3:3),
Jornada 1 (1933/1934),,,Valencia,-,Athletic,2:2 (1:2),
Jornada 1 (1933/1934),,,Espanyol,-,Donostia FC,4:0 (3:0),
Jornada 1 (1933/1934),,,Betis,-,Real Racing,2:1 (2:1),
Jornada 1 (1933/1934),,,Arenas de Getxo,-,Real Madrid,3:3 (1:1),
Jornada 2 (1933/1934),12.11.1933,,Barcelona,-,Espanyol,5:0 (2:0),
Jornada 2 (1933/1934),,,Real Madrid,-,Valencia,3:2 (2:1),
Jornada 2 (1933/1934),,,Athletic,-,Betis,5:0 (1:0),
Jornada 2 (1933/1934),,,Real Racing,-,Real Oviedo,4:3 (2:3),
Jornada 2 (1933/1934),,,Donostia FC,-,Arenas de Getxo,4:1 (2:0),
Jornada 3 (1933/1934),18.11.1933,,Arenas de Getxo,-,Barcelona,3:1 (2:1),
Jornada 3 (1933/1934),,,Espanyol,-,Real Racing,5:0 (4:0),
Jornada 3 (1933/1934),,,Valencia,-,Betis,2:1 (0:1),
Jornada 3 (1933/1934),,,Real Oviedo,-,Athletic,2:2 (1:2),
Jornada 3 (1933/1934),,,Real Madrid,-,Donostia FC,2:0 (0:0),
Jornada 4 (1933/1934),26.11.1933,,Barcelona,-,Real Madrid,1:2 (0:2),
Jornada 4 (1933/1934),,,Athletic,-,Espanyol,5:0 (0:0),
Jornada 4 (1933/1934),,,Donostia FC,-,Valencia,3:1 (2:0),
Jornada 4 (1933/1934),,,Betis,-,Real Oviedo,4:2 (1:1),
Jornada 4 (1933/1934),,,Real Racing,-,Arenas de Getxo,4:1 (1:0),
Jornada 5 (1933/1934),03.12.1933,,Real Madrid,-,Real Racing,1:0 (1:0),
Jornada 5 (1933/1934),,,Arenas de Getxo,-,Athletic,2:0 (1:0),
Jornada 5 (1933/1934),,,Donostia FC,-,Barcelona,2:0 (1:0),
Jornada 5 (1933/1934),,,Valencia,-,Real Oviedo,1:0 (0:0),
Jornada 5 (1933/1934),,,Espanyol,-,Betis,3:1 (2:1),
Jornada 6 (1933/1934),10.12.1933,,Athletic,-,Real Madrid,5:1 (2:1),
Jornada 6 (1933/1934),,,Real Oviedo,-,Espanyol,3:1 (3:1),
Jornada 6 (1933/1934),,,Barcelona,-,Valencia,5:2 (2:0),
Jornada 6 (1933/1934),,,Real Racing,-,Donostia FC,1:1 (1:0),
Jornada 6 (1933/1934),,,Betis,-,Arenas de Getxo,2:0 (2:0),
Jornada 7 (1933/1934),17.12.1933,,Real Madrid,-,Betis,0:1 (0:0),
Jornada 7 (1933/1934),,,Arenas de Getxo,-,Real Oviedo,1:1 (1:0),
Jornada 7 (1933/1934),,,Valencia,-,Espanyol,1:0 (0:0),
Jornada 7 (1933/1934),,,Donostia FC,-,Athletic,3:0 (2:0),
Jornada 7 (1933/1934),,,Barcelona,-,Real Racing,6:3 (4:1),
Jornada 8 (1933/1934),24.12.1933,,Real Oviedo,-,Real Madrid,3:2 (1:1),
Jornada 8 (1933/1934),,,Athletic,-,Barcelona,6:1 (3:1),
Jornada 8 (1933/1934),,,Betis,-,Donostia FC,1:1 (1:1),
Jornada 8 (1933/1934),,,Valencia,-,Real Racing,1:2 (1:1),
Jornada 8 (1933/1934),,,Espanyol,-,Arenas de Getxo,6:2 (1:0),
Jornada 9 (1933/1934),31.12.1933,,Donostia FC,-,Real Oviedo,3:1 (3:1),
Jornada 9 (1933/1934),,,Real Racing,-,Athletic,3:2 (1:0),
Jornada 9 (1933/1934),,,Real Madrid,-,Espanyol,3:2 (2:2),
Jornada 9 (1933/1934),,,Arenas de Getxo,-,Valencia,1:2 (1:0),
Jornada 9 (1933/1934),,,Barcelona,-,Betis,5:1 (1:0),
Jornada 10 (1933/1934),07.01.1934,,Athletic,-,Valencia,6:2 (5:1),
Jornada 10 (1933/1934),,,Real Racing,-,Betis,4:1 (1:1),
Jornada 10 (1933/1934),,,Barcelona,-,Real Oviedo,2:0 (1:0),
Jornada 10 (1933/1934),,,Real Madrid,-,Arenas de Getxo,2:1 (1:0),
Jornada 10 (1933/1934),,,Donostia FC,-,Espanyol,3:3 (2:2),
Jornada 11 (1933/1934),13.01.1934,,Espanyol,-,Barcelona,3:2 (2:0),
Jornada 11 (1933/1934),14.01.1934,,Valencia,-,Real Madrid,2:1 (1:1),
Jornada 11 (1933/1934),,,Betis,-,Athletic,1:3 (0:1),
Jornada 11 (1933/1934),,,Arenas de Getxo,-,Donostia FC,0:0 (0:0),
Jornada 11 (1933/1934),,,Real Oviedo,-,Real Racing,3:1 (0:1),
Jornada 12 (1933/1934),21.01.1934,,Donostia FC,-,Real Madrid,0:3 (0:0),
Jornada 12 (1933/1934),,,Barcelona,-,Arenas de Getxo,4:0 (1:0),
Jornada 12 (1933/1934),,,Athletic,-,Real Oviedo,6:2 (2:0),
Jornada 12 (1933/1934),,,Real Racing,-,Espanyol,3:1 (1:0),
Jornada 12 (1933/1934),,,Betis,-,Valencia,2:1 (0:1),
Jornada 13 (1933/1934),28.01.1934,,Real Madrid,-,Barcelona,4:0 (3:0),
Jornada 13 (1933/1934),,,Espanyol,-,Athletic,1:4 (1:1),
Jornada 13 (1933/1934),,,Valencia,-,Donostia FC,4:1 (1:1),
Jornada 13 (1933/1934),,,Real Oviedo,-,Betis,4:3 (1:1),
Jornada 13 (1933/1934),,,Arenas de Getxo,-,Real Racing,2:1 (0:0),
Jornada 14 (1933/1934),04.02.1934,,Betis,-,Espanyol,3:1 (2:1),
Jornada 14 (1933/1934),,,Athletic,-,Arenas de Getxo,9:0 (3:0),
Jornada 14 (1933/1934),,,Real Racing,-,Real Madrid,4:3 (2:0),
Jornada 14 (1933/1934),,,Barcelona,-,Donostia FC,4:0 (1:0),
Jornada 14 (1933/1934),22.02.1934,,Real Oviedo,-,Valencia,7:0 (3:0),
Jornada 15 (1933/1934),11.02.1934,,Valencia,-,Barcelona,2:0 (1:0),
Jornada 15 (1933/1934),,,Real Madrid,-,Athletic,3:0 (2:0),
Jornada 15 (1933/1934),,,Arenas de Getxo,-,Betis,0:1 (0:1),
Jornada 15 (1933/1934),,,Espanyol,-,Real Oviedo,5:2 (2:2),
Jornada 15 (1933/1934),,,Donostia FC,-,Real Racing,2:1 (1:1),
Jornada 16 (1933/1934),18.02.1934,,Espanyol,-,Valencia,2:2 (0:2),
Jornada 16 (1933/1934),,,Athletic,-,Donostia FC,2:1 (1:1),
Jornada 16 (1933/1934),,,Real Racing,-,Barcelona,3:1 (1:0),
Jornada 16 (1933/1934),,,Betis,-,Real Madrid,2:1 (2:1),
Jornada 16 (1933/1934),,,Real Oviedo,-,Arenas de Getxo,7:0 (3:0),
Jornada 17 (1933/1934),25.02.1934,,Barcelona,-,Athletic,2:1 (2:0),
Jornada 17 (1933/1934),,,Arenas de Getxo,-,Espanyol,1:2 (1:1),
Jornada 17 (1933/1934),,,Real Racing,-,Valencia,2:1 (1:1),
Jornada 17 (1933/1934),,,Donostia FC,-,Betis,3:2 (1:0),
Jornada 17 (1933/1934),,,Real Madrid,-,Real Oviedo,5:1 (3:1),
Jornada 18 (1933/1934),04.03.1934,,Valencia,-,Arenas de Getxo,0:0 (0:0),
Jornada 18 (1933/1934),,,Espanyol,-,Real Madrid,2:2 (0:1),
Jornada 18 (1933/1934),,,Betis,-,Barcelona,1:0 (0:0),
Jornada 18 (1933/1934),,,Real Oviedo,-,Donostia FC,3:2 (2:2),
Jornada 18 (1933/1934),,,Athletic,-,Real Racing,3:1 (2:1),
