Jornada,Fecha,Hora,Local,Resultado,Visitante,Asistencia,Estadio
Jornada 1 (1929/1930),01.12.1929,,Real Racing,-,Espanyol,4:1 (1:1),
Jornada 1 (1929/1930),,,Barcelona,-,Real Sociedad,3:0 (2:0),
Jornada 1 (1929/1930),,,Real Unión,-,Arenas de Getxo,3:2 (1:1),
Jornada 1 (1929/1930),,,Atlético,-,CE Europa,5:3 (3:2),
Jornada 1 (1929/1930),,,Athletic,-,Real Madrid,2:1 (2:1),
Jornada 2 (1929/1930),08.12.1929,,Arenas de Getxo,-,Barcelona,1:3 (1:1),
Jornada 2 (1929/1930),,,CE Europa,-,Athletic,2:2 (0:1),
Jornada 2 (1929/1930),,,Espanyol,-,Atlético,1:0 (0:0),
Jornada 2 (1929/1930),,,Real Sociedad,-,Real Racing,7:0 (4:0),
Jornada 2 (1929/1930),,,Real Madrid,-,Real Unión,2:2 (2:0),
Jornada 3 (1929/1930),15.12.1929,,Atlético,-,Real Madrid,2:1 (2:0),
Jornada 3 (1929/1930),,,Barcelona,-,CE Europa,2:1 (2:1),
Jornada 3 (1929/1930),,,Real Racing,-,Arenas de Getxo,2:5 (1:2),
Jornada 3 (1929/1930),,,Real Unión,-,Espanyol,3:3 (1:2),
Jornada 3 (1929/1930),,,Athletic,-,Real Sociedad,2:2 (1:2),
Jornada 4 (1929/1930),22.12.1929,,Real Sociedad,-,Real Madrid,4:0 (2:0),
Jornada 4 (1929/1930),,,Espanyol,-,Athletic,2:2 (2:0),
Jornada 4 (1929/1930),,,Barcelona,-,Real Racing,5:0 (2:0),
Jornada 4 (1929/1930),,,Atlético,-,Real Unión,3:3 (3:0),
Jornada 4 (1929/1930),,,Arenas de Getxo,-,CE Europa,2:3 (2:3),
Jornada 5 (1929/1930),29.12.1929,,CE Europa,-,Real Sociedad,3:2 (2:0),
Jornada 5 (1929/1930),,,Arenas de Getxo,-,Athletic,3:3 (3:3),
Jornada 5 (1929/1930),,,Real Unión,-,Barcelona,1:3 (0:1),
Jornada 5 (1929/1930),,,Real Racing,-,Atlético,3:2 (2:2),
Jornada 5 (1929/1930),,,Real Madrid,-,Espanyol,2:4 (1:1),
Jornada 6 (1929/1930),05.01.1930,,Barcelona,-,Atlético,4:2 (1:1),
Jornada 6 (1929/1930),,,Real Madrid,-,Real Racing,6:0 (3:0),
Jornada 6 (1929/1930),,,Real Sociedad,-,Arenas de Getxo,4:4 (3:2),
Jornada 6 (1929/1930),,,Athletic,-,Real Unión,5:2 (3:2),
Jornada 6 (1929/1930),09.01.1930,,Espanyol,-,CE Europa,1:2 (1:1),
Jornada 7 (1929/1930),12.01.1930,,Arenas de Getxo,-,Espanyol,2:0 (2:0),
Jornada 7 (1929/1930),,,Atlético,-,Real Sociedad,1:1 (0:0),
Jornada 7 (1929/1930),,,Barcelona,-,Athletic,1:1 (1:0),
Jornada 7 (1929/1930),,,CE Europa,-,Real Madrid,1:2 (1:1),
Jornada 7 (1929/1930),,,Real Unión,-,Real Racing,6:3 (2:1),
Jornada 8 (1929/1930),19.01.1930,,Espanyol,-,Barcelona,4:0 (3:0),
Jornada 8 (1929/1930),,,Athletic,-,Atlético,6:1 (2:1),
Jornada 8 (1929/1930),,,Real Madrid,-,Arenas de Getxo,5:2 (1:1),
Jornada 8 (1929/1930),,,Real Sociedad,-,Real Unión,2:3 (1:1),
Jornada 8 (1929/1930),,,Real Racing,-,CE Europa,6:0 (2:0),
Jornada 9 (1929/1930),26.01.1930,,CE Europa,-,Real Unión,0:1 (0:1),
Jornada 9 (1929/1930),,,Barcelona,-,Real Madrid,1:4 (0:3),
Jornada 9 (1929/1930),,,Real Sociedad,-,Espanyol,1:0 (0:0),
Jornada 9 (1929/1930),,,Athletic,-,Real Racing,4:0 (2:0),
Jornada 9 (1929/1930),,,Atlético,-,Arenas de Getxo,1:3 (1:1),
Jornada 10 (1929/1930),02.02.1930,,Real Madrid,-,Athletic,2:3 (0:0),
Jornada 10 (1929/1930),,,CE Europa,-,Atlético,2:0 (2:0),
Jornada 10 (1929/1930),,,Espanyol,-,Real Racing,3:0 (1:0),
Jornada 10 (1929/1930),,,Arenas de Getxo,-,Real Unión,7:2 (3:1),
Jornada 10 (1929/1930),,,Real Sociedad,-,Barcelona,1:2 (1:2),
Jornada 11 (1929/1930),09.02.1930,,Real Unión,-,Real Madrid,2:2 (1:1),
Jornada 11 (1929/1930),,,Real Racing,-,Real Sociedad,2:0 (0:0),
Jornada 11 (1929/1930),,,Barcelona,-,Arenas de Getxo,3:1 (2:1),
Jornada 11 (1929/1930),,,Athletic,-,CE Europa,3:0 (1:0),
Jornada 11 (1929/1930),12.02.1930,,Atlético,-,Espanyol,2:0 (1:0),
Jornada 12 (1929/1930),16.02.1930,,CE Europa,-,Barcelona,0:3 (0:2),
Jornada 12 (1929/1930),,,Espanyol,-,Real Unión,3:1 (1:0),
Jornada 12 (1929/1930),,,Arenas de Getxo,-,Real Racing,5:1 (1:0),
Jornada 12 (1929/1930),,,Real Sociedad,-,Athletic,1:7 (1:3),
Jornada 12 (1929/1930),,,Real Madrid,-,Atlético,4:1 (4:0),
Jornada 13 (1929/1930),23.02.1930,,Real Racing,-,Barcelona,2:1 (0:1),
Jornada 13 (1929/1930),,,Athletic,-,Espanyol,6:0 (2:0),
Jornada 13 (1929/1930),,,Real Unión,-,Atlético,8:2 (3:1),
Jornada 13 (1929/1930),,,Real Madrid,-,Real Sociedad,1:1 (1:1),
Jornada 13 (1929/1930),,,CE Europa,-,Arenas de Getxo,1:2 (1:0),
Jornada 14 (1929/1930),02.03.1930,,Athletic,-,Arenas de Getxo,5:2 (4:0),
Jornada 14 (1929/1930),,,Atlético,-,Real Racing,3:1 (2:1),
Jornada 14 (1929/1930),,,Real Sociedad,-,CE Europa,2:0 (1:0),
Jornada 14 (1929/1930),05.03.1930,,Barcelona,-,Real Unión,4:2 (1:0),
Jornada 14 (1929/1930),,,Espanyol,-,Real Madrid,8:1 (3:1),
Jornada 15 (1929/1930),09.03.1930,,Real Racing,-,Real Madrid,2:0 (2:0),
Jornada 15 (1929/1930),,,Atlético,-,Barcelona,3:2 (2:2),
Jornada 15 (1929/1930),,,Real Unión,-,Athletic,1:1 (1:1),
Jornada 15 (1929/1930),,,CE Europa,-,Espanyol,1:2 (0:1),
Jornada 15 (1929/1930),,,Arenas de Getxo,-,Real Sociedad,3:1 (1:1),
Jornada 16 (1929/1930),16.03.1930,,Espanyol,-,Arenas de Getxo,1:0 (1:0),
Jornada 16 (1929/1930),,,Real Racing,-,Real Unión,4:2 (1:2),
Jornada 16 (1929/1930),,,Real Sociedad,-,Atlético,2:0 (1:0),
Jornada 16 (1929/1930),,,Athletic,-,Barcelona,4:3 (3:3),
Jornada 16 (1929/1930),,,Real Madrid,-,CE Europa,6:1 (1:0),
Jornada 17 (1929/1930),22.03.1930,,CE Europa,-,Real Racing,5:0 (2:0),
Jornada 17 (1929/1930),23.03.1930,,Arenas de Getxo,-,Real Madrid,5:1 (2:1),
Jornada 17 (1929/1930),,,Atlético,-,Athletic,3:4 (3:1),
Jornada 17 (1929/1930),,,Barcelona,-,Espanyol,5:4 (3:2),
Jornada 17 (1929/1930),,,Real Unión,-,Real Sociedad,3:2 (3:0),
Jornada 18 (1929/1930),30.03.1930,,Real Unión,-,CE Europa,3:4 (2:0),
Jornada 18 (1929/1930),,,Real Madrid,-,Barcelona,5:1 (3:0),
Jornada 18 (1929/1930),,,Real Racing,-,Athletic,2:3 (1:2),
Jornada 18 (1929/1930),,,Arenas de Getxo,-,Atlético,2:1 (0:0),
Jornada 18 (1929/1930),,,Espanyol,-,Real Sociedad,3:1 (1:0),
