Jornada,Fecha,Hora,Local,Resultado,Visitante,Asistencia,Estadio
Jornada 1 (1964/1965),13.09.1964,,Las Palmas,-,Barcelona,2:1 (2:0),
Jornada 1 (1964/1965),,,Real Murcia,-,Valencia,1:1 (1:1),
Jornada 1 (1964/1965),,,Deportivo,-,Zaragoza,0:2 (0:2),
Jornada 1 (1964/1965),,,Atlético,-,Betis,2:1 (0:0),
Jornada 1 (1964/1965),,,Levante,-,Real Oviedo,0:0 (0:0),
Jornada 1 (1964/1965),,,Athletic,-,Elche,2:1 (1:1),
Jornada 1 (1964/1965),,,Sevilla,-,Córdoba,2:4 (1:3),
Jornada 1 (1964/1965),,,Espanyol,-,Real Madrid,1:2 (1:1),
Jornada 2 (1964/1965),19.09.1964,,Real Madrid,-,Las Palmas,6:0 (3:0),
Jornada 2 (1964/1965),,,Valencia,-,Levante,2:0 (1:0),
Jornada 2 (1964/1965),20.09.1964,,Barcelona,-,Atlético,2:3 (1:0),
Jornada 2 (1964/1965),,,Zaragoza,-,Real Murcia,5:1 (2:1),
Jornada 2 (1964/1965),,,Elche,-,Sevilla,0:1 (0:0),
Jornada 2 (1964/1965),,,Real Oviedo,-,Athletic,1:0 (0:0),
Jornada 2 (1964/1965),,,Córdoba,-,Espanyol,2:1 (1:0),
Jornada 2 (1964/1965),,,Betis,-,Deportivo,4:0 (1:0),
Jornada 3 (1964/1965),27.09.1964,,Las Palmas,-,Atlético,2:3 (0:2),
Jornada 3 (1964/1965),,,Real Madrid,-,Córdoba,6:1 (3:0),
Jornada 3 (1964/1965),,,Espanyol,-,Elche,1:0 (1:0),
Jornada 3 (1964/1965),,,Sevilla,-,Real Oviedo,1:0 (1:0),
Jornada 3 (1964/1965),,,Levante,-,Zaragoza,0:1 (0:0),
Jornada 3 (1964/1965),,,Athletic,-,Valencia,3:2 (2:1),
Jornada 3 (1964/1965),,,Deportivo,-,Barcelona,1:2 (1:2),
Jornada 3 (1964/1965),,,Real Murcia,-,Betis,1:1 (1:0),
Jornada 4 (1964/1965),04.10.1964,,Atlético,-,Deportivo,1:0 (0:0),
Jornada 4 (1964/1965),,,Barcelona,-,Real Murcia,8:1 (4:0),
Jornada 4 (1964/1965),,,Las Palmas,-,Córdoba,1:0 (0:0),
Jornada 4 (1964/1965),,,Real Oviedo,-,Espanyol,3:1 (1:0),
Jornada 4 (1964/1965),,,Elche,-,Real Madrid,1:1 (1:0),
Jornada 4 (1964/1965),,,Zaragoza,-,Athletic,4:1 (0:0),
Jornada 4 (1964/1965),,,Valencia,-,Sevilla,3:1 (2:1),
Jornada 4 (1964/1965),,,Betis,-,Levante,1:0 (1:0),
Jornada 5 (1964/1965),11.10.1964,,Real Murcia,-,Atlético,1:5 (0:1),
Jornada 5 (1964/1965),,,Córdoba,-,Elche,2:0 (0:0),
Jornada 5 (1964/1965),,,Real Madrid,-,Real Oviedo,3:0 (1:0),
Jornada 5 (1964/1965),,,Deportivo,-,Las Palmas,1:0 (1:0),
Jornada 5 (1964/1965),,,Sevilla,-,Zaragoza,2:1 (1:1),
Jornada 5 (1964/1965),,,Espanyol,-,Valencia,1:2 (1:2),
Jornada 5 (1964/1965),,,Levante,-,Barcelona,5:1 (3:0),
Jornada 5 (1964/1965),,,Athletic,-,Betis,1:0 (1:0),
Jornada 6 (1964/1965),18.10.1964,,Zaragoza,-,Espanyol,1:0 (0:0),
Jornada 6 (1964/1965),,,Real Oviedo,-,Córdoba,1:0 (0:0),
Jornada 6 (1964/1965),,,Deportivo,-,Real Murcia,2:0 (1:0),
Jornada 6 (1964/1965),,,Atlético,-,Levante,3:0 (0:0),
Jornada 6 (1964/1965),,,Barcelona,-,Athletic,4:0 (1:0),
Jornada 6 (1964/1965),,,Valencia,-,Real Madrid,0:0 (0:0),
Jornada 6 (1964/1965),,,Elche,-,Las Palmas,2:0 (1:0),
Jornada 6 (1964/1965),,,Betis,-,Sevilla,2:0 (1:0),
Jornada 7 (1964/1965),25.10.1964,,Real Madrid,-,Zaragoza,1:1 (0:1),
Jornada 7 (1964/1965),,,Las Palmas,-,Real Murcia,0:0 (0:0),
Jornada 7 (1964/1965),,,Levante,-,Deportivo,2:0 (1:0),
Jornada 7 (1964/1965),,,Espanyol,-,Betis,3:0 (1:0),
Jornada 7 (1964/1965),,,Athletic,-,Atlético,2:1 (2:0),
Jornada 7 (1964/1965),,,Córdoba,-,Valencia,1:0 (0:0),
Jornada 7 (1964/1965),,,Sevilla,-,Barcelona,2:1 (1:1),
Jornada 7 (1964/1965),,,Elche,-,Real Oviedo,2:0 (1:0),
Jornada 8 (1964/1965),01.11.1964,,Las Palmas,-,Real Oviedo,3:0 (1:0),
Jornada 8 (1964/1965),,,Atlético,-,Sevilla,3:1 (3:1),
Jornada 8 (1964/1965),,,Real Murcia,-,Levante,1:1 (0:0),
Jornada 8 (1964/1965),,,Zaragoza,-,Córdoba,4:0 (3:0),
Jornada 8 (1964/1965),,,Betis,-,Real Madrid,3:1 (1:0),
Jornada 8 (1964/1965),,,Barcelona,-,Espanyol,1:0 (1:0),
Jornada 8 (1964/1965),,,Deportivo,-,Athletic,1:2 (0:1),
Jornada 8 (1964/1965),,,Valencia,-,Elche,5:0 (2:0),
Jornada 9 (1964/1965),08.11.1964,,Elche,-,Zaragoza,3:1 (1:1),
Jornada 9 (1964/1965),,,Athletic,-,Real Murcia,1:2 (1:1),
Jornada 9 (1964/1965),,,Sevilla,-,Deportivo,2:1 (2:0),
Jornada 9 (1964/1965),,,Córdoba,-,Betis,1:0 (0:0),
Jornada 9 (1964/1965),,,Espanyol,-,Atlético,1:0 (1:0),
Jornada 9 (1964/1965),,,Real Oviedo,-,Valencia,0:1 (0:1),
Jornada 9 (1964/1965),,,Real Madrid,-,Barcelona,4:1 (2:0),
Jornada 9 (1964/1965),,,Levante,-,Las Palmas,2:2 (1:1),
Jornada 10 (1964/1965),22.11.1964,,Las Palmas,-,Valencia,3:2 (1:0),
Jornada 10 (1964/1965),,,Real Murcia,-,Sevilla,1:1 (1:1),
Jornada 10 (1964/1965),,,Barcelona,-,Córdoba,4:1 (3:1),
Jornada 10 (1964/1965),,,Betis,-,Elche,2:2 (2:1),
Jornada 10 (1964/1965),,,Deportivo,-,Espanyol,1:4 (0:1),
Jornada 10 (1964/1965),,,Levante,-,Athletic,2:2 (1:2),
Jornada 10 (1964/1965),,,Atlético,-,Real Madrid,0:1 (0:0),
Jornada 10 (1964/1965),,,Zaragoza,-,Real Oviedo,2:0 (1:0),
Jornada 11 (1964/1965),28.11.1964,,Real Madrid,-,Deportivo,2:0 (1:0),
Jornada 11 (1964/1965),29.11.1964,,Córdoba,-,Atlético,0:0 (0:0),
Jornada 11 (1964/1965),,,Sevilla,-,Levante,5:2 (3:1),
Jornada 11 (1964/1965),,,Espanyol,-,Real Murcia,1:0 (0:0),
Jornada 11 (1964/1965),,,Valencia,-,Zaragoza,3:0 (1:0),
Jornada 11 (1964/1965),,,Las Palmas,-,Athletic,3:1 (1:0),
Jornada 11 (1964/1965),,,Elche,-,Barcelona,2:0 (2:0),
Jornada 11 (1964/1965),,,Real Oviedo,-,Betis,1:2 (0:1),
Jornada 12 (1964/1965),05.12.1964,,Zaragoza,-,Las Palmas,0:0 (0:0),
Jornada 12 (1964/1965),06.12.1964,,Real Murcia,-,Real Madrid,1:2 (0:2),
Jornada 12 (1964/1965),,,Deportivo,-,Córdoba,2:0 (2:0),
Jornada 12 (1964/1965),,,Atlético,-,Elche,2:0 (1:0),
Jornada 12 (1964/1965),,,Barcelona,-,Real Oviedo,5:0 (2:0),
Jornada 12 (1964/1965),,,Levante,-,Espanyol,2:0 (0:0),
