Jornada,Fecha,Hora,Local,Resultado,Visitante,Asistencia,Estadio
Jornada 1 (1928/1929),10.02.1929,,Arenas de Getxo,-,Atlético,2:3 (0:2),
Jornada 1 (1928/1929),,,Espanyol,-,Real Unión,3:2 (1:0),
Jornada 1 (1928/1929),,,Real Madrid,-,CE Europa,5:0 (0:0),
Jornada 1 (1928/1929),,,Real Sociedad,-,Athletic,1:1 (1:1),
Jornada 1 (1928/1929),12.02.1929,,Real Racing,-,Barcelona,0:2 (0:0),
Jornada 2 (1928/1929),17.02.1929,,Barcelona,-,Real Madrid,1:2 (0:1),
Jornada 2 (1928/1929),,,Athletic,-,Espanyol,9:0 (3:0),
Jornada 2 (1928/1929),,,Atlético,-,Real Sociedad,0:3 (0:3),
Jornada 2 (1928/1929),,,Real Unión,-,Real Racing,3:1 (0:1),
Jornada 2 (1928/1929),,,CE Europa,-,Arenas de Getxo,5:2 (2:0),
Jornada 3 (1928/1929),24.02.1929,,Real Sociedad,-,Barcelona,3:0 (2:0),
Jornada 3 (1928/1929),,,Espanyol,-,CE Europa,3:1 (3:0),
Jornada 3 (1928/1929),,,Arenas de Getxo,-,Real Unión,1:1 (1:0),
Jornada 3 (1928/1929),,,Real Racing,-,Athletic,0:4 (0:2),
Jornada 3 (1928/1929),,,Real Madrid,-,Atlético,2:1 (1:1),
Jornada 4 (1928/1929),03.03.1929,,Real Unión,-,Atlético,1:2 (1:1),
Jornada 4 (1928/1929),,,Real Madrid,-,Real Sociedad,2:1 (2:0),
Jornada 4 (1928/1929),,,Espanyol,-,Real Racing,3:0 (1:0),
Jornada 4 (1928/1929),,,Barcelona,-,Arenas de Getxo,2:2 (1:2),
Jornada 4 (1928/1929),,,Athletic,-,CE Europa,2:0 (1:0),
Jornada 5 (1928/1929),10.03.1929,,CE Europa,-,Real Unión,3:3 (2:2),
Jornada 5 (1928/1929),,,Atlético,-,Barcelona,4:1 (2:0),
Jornada 5 (1928/1929),,,Real Racing,-,Real Madrid,1:3 (1:0),
Jornada 5 (1928/1929),,,Real Sociedad,-,Espanyol,1:1 (0:0),
Jornada 5 (1928/1929),,,Arenas de Getxo,-,Athletic,1:0 (1:0),
Jornada 6 (1928/1929),24.03.1929,,Espanyol,-,Real Madrid,4:0 (2:0),
Jornada 6 (1928/1929),,,Real Unión,-,Athletic,6:3 (4:1),
Jornada 6 (1928/1929),,,Arenas de Getxo,-,Real Sociedad,3:0 (1:0),
Jornada 6 (1928/1929),,,Atlético,-,Real Racing,4:0 (2:0),
Jornada 6 (1928/1929),,,Barcelona,-,CE Europa,5:2 (3:0),
Jornada 7 (1928/1929),31.03.1929,,Real Sociedad,-,Real Racing,8:1 (6:1),
Jornada 7 (1928/1929),,,Espanyol,-,Arenas de Getxo,1:2 (0:1),
Jornada 7 (1928/1929),,,CE Europa,-,Atlético,4:1 (1:0),
Jornada 7 (1928/1929),,,Athletic,-,Barcelona,5:1 (1:0),
Jornada 7 (1928/1929),,,Real Madrid,-,Real Unión,2:0 (2:0),
Jornada 8 (1928/1929),07.04.1929,,Arenas de Getxo,-,Real Madrid,3:2 (2:0),
Jornada 8 (1928/1929),,,Atlético,-,Athletic,2:3 (1:1),
Jornada 8 (1928/1929),,,Barcelona,-,Espanyol,1:0 (0:0),
Jornada 8 (1928/1929),,,Real Unión,-,Real Sociedad,2:3 (2:0),
