Jornada,Fecha,Hora,Local,Resultado,Visitante,Asistencia,Estadio
Jornada 1 (1973/1974),01.09.1973,,Real Sociedad,-,Granada,0:2 (0:1),
Jornada 1 (1973/1974),,,Espanyol,-,Real Murcia,3:0 (0:0),
Jornada 1 (1973/1974),,,Real Madrid,-,CD Castellón,0:0 (0:0),
Jornada 1 (1973/1974),,,Valencia,-,Real Oviedo,2:1 (1:1),
Jornada 1 (1973/1974),02.09.1973,,Elche,-,Barcelona,1:0 (1:0),
Jornada 1 (1973/1974),,,Celta,-,Athletic,2:1 (1:1),
Jornada 1 (1973/1974),,,Sporting,-,Atlético,0:3 (0:1),
Jornada 1 (1973/1974),,,Real Racing,-,Zaragoza,1:1 (1:0),
Jornada 1 (1973/1974),,,Las Palmas,-,Málaga,1:0 (1:0),
Jornada 2 (1973/1974),08.09.1973,,Atlético,-,Valencia,3:1 (1:1),
Jornada 2 (1973/1974),,,Real Murcia,-,Real Sociedad,1:1 (1:1),
Jornada 2 (1973/1974),,,Athletic,-,Espanyol,1:0 (1:0),
Jornada 2 (1973/1974),,,Málaga,-,Elche,3:1 (1:1),
Jornada 2 (1973/1974),09.09.1973,,Barcelona,-,Real Racing,0:0 (0:0),
Jornada 2 (1973/1974),,,CD Castellón,-,Sporting,3:2 (1:1),
Jornada 2 (1973/1974),,,Real Oviedo,-,Las Palmas,1:0 (0:0),
Jornada 2 (1973/1974),,,Zaragoza,-,Celta,2:1 (2:0),
Jornada 2 (1973/1974),,,Granada,-,Real Madrid,1:1 (1:1),
Jornada 3 (1973/1974),15.09.1973,,Las Palmas,-,Atlético,1:0 (0:0),
Jornada 3 (1973/1974),,,Sporting,-,Valencia,1:2 (1:1),
Jornada 3 (1973/1974),,,Espanyol,-,Zaragoza,3:1 (1:0),
Jornada 3 (1973/1974),,,Real Madrid,-,Real Murcia,1:1 (0:0),
Jornada 3 (1973/1974),16.09.1973,,Real Sociedad,-,Athletic,2:1 (1:0),
Jornada 3 (1973/1974),,,CD Castellón,-,Granada,1:1 (0:1),
Jornada 3 (1973/1974),,,Real Racing,-,Málaga,1:1 (1:1),
Jornada 3 (1973/1974),,,Elche,-,Real Oviedo,1:1 (0:1),
Jornada 3 (1973/1974),,,Celta,-,Barcelona,2:1 (2:0),
Jornada 4 (1973/1974),22.09.1973,,Valencia,-,Las Palmas,2:0 (2:0),
Jornada 4 (1973/1974),,,Málaga,-,Celta,1:1 (1:0),
Jornada 4 (1973/1974),23.09.1973,,Zaragoza,-,Real Sociedad,0:0 (0:0),
Jornada 4 (1973/1974),,,Real Murcia,-,CD Castellón,3:1 (1:1),
Jornada 4 (1973/1974),,,Atlético,-,Elche,2:1 (1:0),
Jornada 4 (1973/1974),,,Granada,-,Sporting,1:0 (0:0),
Jornada 4 (1973/1974),,,Barcelona,-,Espanyol,3:0 (0:0),
Jornada 4 (1973/1974),,,Athletic,-,Real Madrid,2:1 (2:0),
Jornada 4 (1973/1974),,,Real Oviedo,-,Real Racing,2:1 (1:1),
Jornada 5 (1973/1974),29.09.1973,,Sporting,-,Las Palmas,1:0 (1:0),
Jornada 5 (1973/1974),,,Real Madrid,-,Zaragoza,4:0 (2:0),
Jornada 5 (1973/1974),,,Espanyol,-,Málaga,1:1 (0:1),
Jornada 5 (1973/1974),,,Granada,-,Real Murcia,1:1 (0:0),
Jornada 5 (1973/1974),30.09.1973,,CD Castellón,-,Athletic,0:0 (0:0),
Jornada 5 (1973/1974),,,Celta,-,Real Oviedo,5:1 (1:1),
Jornada 5 (1973/1974),,,Real Racing,-,Atlético,2:1 (1:0),
Jornada 5 (1973/1974),,,Elche,-,Valencia,1:0 (1:0),
Jornada 5 (1973/1974),,,Real Sociedad,-,Barcelona,2:1 (0:1),
Jornada 6 (1973/1974),06.10.1973,,Las Palmas,-,Elche,3:1 (2:0),
Jornada 6 (1973/1974),07.10.1973,,Málaga,-,Real Sociedad,2:0 (1:0),
Jornada 6 (1973/1974),,,Zaragoza,-,CD Castellón,3:2 (0:1),
Jornada 6 (1973/1974),,,Athletic,-,Granada,1:0 (0:0),
Jornada 6 (1973/1974),,,Valencia,-,Real Racing,5:2 (3:1),
Jornada 6 (1973/1974),,,Atlético,-,Celta,2:0 (1:0),
Jornada 6 (1973/1974),,,Real Oviedo,-,Espanyol,1:0 (1:0),
Jornada 6 (1973/1974),,,Barcelona,-,Real Madrid,0:0 (0:0),
Jornada 6 (1973/1974),,,Real Murcia,-,Sporting,2:1 (1:0),
Jornada 7 (1973/1974),12.10.1973,,Espanyol,-,Atlético,1:0 (1:0),
Jornada 7 (1973/1974),,,Real Madrid,-,Málaga,0:0 (0:0),
Jornada 7 (1973/1974),,,Real Sociedad,-,Real Oviedo,2:0 (0:0),
Jornada 7 (1973/1974),,,Sporting,-,Elche,2:0 (0:0),
Jornada 7 (1973/1974),,,Celta,-,Valencia,0:2 (0:2),
Jornada 7 (1973/1974),,,Real Murcia,-,Athletic,0:0 (0:0),
Jornada 7 (1973/1974),,,CD Castellón,-,Barcelona,0:2 (0:1),
Jornada 7 (1973/1974),,,Real Racing,-,Las Palmas,1:0 (1:0),
Jornada 7 (1973/1974),,,Granada,-,Zaragoza,1:2 (0:2),
Jornada 8 (1973/1974),27.10.1973,,Las Palmas,-,Celta,1:0 (0:0),
Jornada 8 (1973/1974),28.10.1973,,Atlético,-,Real Sociedad,5:1 (0:0),
Jornada 8 (1973/1974),,,Málaga,-,CD Castellón,2:1 (1:0),
Jornada 8 (1973/1974),,,Zaragoza,-,Real Murcia,0:0 (0:0),
Jornada 8 (1973/1974),,,Barcelona,-,Granada,4:0 (1:0),
Jornada 8 (1973/1974),,,Athletic,-,Sporting,2:3 (2:2),
Jornada 8 (1973/1974),,,Valencia,-,Espanyol,1:0 (1:0),
Jornada 8 (1973/1974),,,Real Oviedo,-,Real Madrid,1:1 (0:1),
Jornada 8 (1973/1974),,,Elche,-,Real Racing,0:0 (0:0),
Jornada 9 (1973/1974),03.11.1973,,Real Madrid,-,Atlético,2:0 (0:0),
Jornada 9 (1973/1974),04.11.1973,,Athletic,-,Zaragoza,2:1 (2:0),
Jornada 9 (1973/1974),,,Sporting,-,Real Racing,2:0 (1:0),
Jornada 9 (1973/1974),,,Celta,-,Elche,1:0 (1:0),
Jornada 9 (1973/1974),,,Granada,-,Málaga,0:0 (0:0),
Jornada 9 (1973/1974),,,Espanyol,-,Las Palmas,2:0 (0:0),
Jornada 9 (1973/1974),,,Real Sociedad,-,Valencia,3:2 (1:2),
Jornada 9 (1973/1974),,,Real Murcia,-,Barcelona,2:2 (1:2),
Jornada 9 (1973/1974),,,CD Castellón,-,Real Oviedo,2:0 (2:0),
Jornada 10 (1973/1974),10.11.1973,,Las Palmas,-,Real Sociedad,1:0 (0:0),
Jornada 10 (1973/1974),11.11.1973,,Elche,-,Espanyol,0:0 (0:0),
Jornada 10 (1973/1974),,,Atlético,-,CD Castellón,0:0 (0:0),
Jornada 10 (1973/1974),,,Málaga,-,Real Murcia,1:0 (1:0),
Jornada 10 (1973/1974),,,Real Oviedo,-,Granada,3:0 (0:0),
Jornada 10 (1973/1974),,,Real Racing,-,Celta,1:1 (1:1),
Jornada 10 (1973/1974),,,Barcelona,-,Athletic,2:0 (2:0),
Jornada 10 (1973/1974),,,Valencia,-,Real Madrid,1:0 (0:0),
Jornada 10 (1973/1974),,,Zaragoza,-,Sporting,3:0 (1:0),
Jornada 11 (1973/1974),18.11.1973,,Espanyol,-,Real Racing,0:2 (0:0),
Jornada 11 (1973/1974),,,Sporting,-,Celta,2:1 (2:1),
Jornada 11 (1973/1974),,,Real Sociedad,-,Elche,2:1 (1:0),
Jornada 11 (1973/1974),,,Athletic,-,Málaga,1:0 (0:0),
Jornada 11 (1973/1974),,,Zaragoza,-,Barcelona,2:2 (1:1),
Jornada 11 (1973/1974),,,Granada,-,Atlético,1:0 (0:0),
Jornada 11 (1973/1974),,,CD Castellón,-,Valencia,0:0 (0:0),
Jornada 11 (1973/1974),,,Real Murcia,-,Real Oviedo,3:1 (2:0),
Jornada 11 (1973/1974),,,Real Madrid,-,Las Palmas,5:0 (2:0),
Jornada 12 (1973/1974),01.12.1973,,Las Palmas,-,CD Castellón,2:0 (1:0),
Jornada 12 (1973/1974),02.12.1973,,Celta,-,Espanyol,1:2 (1:0),
Jornada 12 (1973/1974),,,Atlético,-,Real Murcia,4:1 (3:0),
Jornada 12 (1973/1974),,,Valencia,-,Granada,1:1 (0:0),
Jornada 12 (1973/1974),,,Barcelona,-,Sporting,5:1 (2:1),
Jornada 12 (1973/1974),,,Real Racing,-,Real Sociedad,0:0 (0:0),
Jornada 12 (1973/1974),,,Real Oviedo,-,Athletic,0:1 (0:1),
Jornada 12 (1973/1974),,,Elche,-,Real Madrid,1:0 (0:0),
Jornada 12 (1973/1974),,,Málaga,-,Zaragoza,0:1 (0:1),
Jornada 13 (1973/1974),09.12.1973,,Zaragoza,-,Real Oviedo,4:2 (0:1),
Jornada 13 (1973/1974),,,Granada,-,Las Palmas,2:1 (1:0),
Jornada 13 (1973/1974),,,Real Madrid,-,Real Racing,3:2 (3:0),
Jornada 13 (1973/1974),,,CD Castellón,-,Elche,0:2 (0:1),
Jornada 13 (1973/1974),,,Athletic,-,Atlético,2:2 (2:1),
Jornada 13 (1973/1974),,,Real Murcia,-,Valencia,1:0 (1:0),
Jornada 13 (1973/1974),,,Sporting,-,Espanyol,3:0 (3:0),
Jornada 13 (1973/1974),,,Real Sociedad,-,Celta,2:1 (1:1),
Jornada 13 (1973/1974),,,Barcelona,-,Málaga,4:0 (2:0),
Jornada 14 (1973/1974),15.12.1973,,Las Palmas,-,Real Murcia,3:0 (1:0),
Jornada 14 (1973/1974),16.12.1973,,Valencia,-,Athletic,0:1 (0:1),
Jornada 14 (1973/1974),,,Real Racing,-,CD Castellón,1:1 (0:1),
Jornada 14 (1973/1974),,,Elche,-,Granada,1:0 (0:0),
Jornada 14 (1973/1974),,,Málaga,-,Sporting,2:0 (2:0),
Jornada 14 (1973/1974),,,Espanyol,-,Real Sociedad,1:0 (1:0),
Jornada 14 (1973/1974),,,Real Oviedo,-,Barcelona,1:3 (1:2),
Jornada 14 (1973/1974),,,Celta,-,Real Madrid,2:1 (1:0),
Jornada 14 (1973/1974),,,Atlético,-,Zaragoza,0:0 (0:0),
Jornada 15 (1973/1974),22.12.1973,,Barcelona,-,Atlético,2:1 (1:0),
Jornada 15 (1973/1974),23.12.1973,,CD Castellón,-,Celta,1:1 (1:1),
Jornada 15 (1973/1974),,,Athletic,-,Las Palmas,2:1 (0:0),
Jornada 15 (1973/1974),,,Málaga,-,Real Oviedo,1:0 (1:0),
Jornada 15 (1973/1974),,,Real Murcia,-,Elche,0:1 (0:1),
Jornada 15 (1973/1974),,,Zaragoza,-,Valencia,2:1 (0:0),
Jornada 15 (1973/1974),,,Real Madrid,-,Espanyol,2:1 (2:1),
Jornada 15 (1973/1974),,,Granada,-,Real Racing,2:0 (1:0),
Jornada 15 (1973/1974),,,Sporting,-,Real Sociedad,3:1 (3:0),
Jornada 16 (1973/1974),29.12.1973,,Las Palmas,-,Zaragoza,1:0 (0:0),
Jornada 16 (1973/1974),30.12.1973,,Atlético,-,Málaga,2:0 (1:0),
Jornada 16 (1973/1974),,,Espanyol,-,CD Castellón,1:0 (0:0),
Jornada 16 (1973/1974),,,Celta,-,Granada,1:0 (1:0),
Jornada 16 (1973/1974),,,Sporting,-,Real Oviedo,0:3 (0:2),
Jornada 16 (1973/1974),,,Elche,-,Athletic,0:0 (0:0),
Jornada 16 (1973/1974),,,Valencia,-,Barcelona,0:2 (0:0),
Jornada 16 (1973/1974),,,Real Sociedad,-,Real Madrid,2:2 (1:1),
Jornada 16 (1973/1974),,,Real Racing,-,Real Murcia,2:0 (2:0),
Jornada 17 (1973/1974),06.01.1974,,Zaragoza,-,Elche,2:1 (0:0),
Jornada 17 (1973/1974),,,Granada,-,Espanyol,2:0 (0:0),
Jornada 17 (1973/1974),,,Málaga,-,Valencia,1:0 (1:0),
Jornada 17 (1973/1974),,,Real Oviedo,-,Atlético,2:0 (0:0),
Jornada 17 (1973/1974),,,CD Castellón,-,Real Sociedad,2:0 (0:0),
Jornada 17 (1973/1974),,,Real Murcia,-,Celta,2:2 (1:0),
Jornada 17 (1973/1974),,,Barcelona,-,Las Palmas,3:0 (0:0),
Jornada 17 (1973/1974),,,Real Madrid,-,Sporting,2:2 (1:2),
Jornada 17 (1973/1974),,,Athletic,-,Real Racing,3:1 (2:1),
Jornada 18 (1973/1974),13.01.1974,,Real Murcia,-,Espanyol,1:0 (1:0),
Jornada 18 (1973/1974),,,Real Oviedo,-,Valencia,1:2 (0:0),
Jornada 18 (1973/1974),,,Granada,-,Real Sociedad,2:1 (1:1),
Jornada 18 (1973/1974),,,Athletic,-,Celta,2:0 (0:0),
Jornada 18 (1973/1974),,,Málaga,-,Las Palmas,1:0 (0:0),
Jornada 18 (1973/1974),,,Atlético,-,Sporting,2:0 (0:0),
Jornada 18 (1973/1974),,,Zaragoza,-,Real Racing,5:1 (1:0),
Jornada 18 (1973/1974),,,Barcelona,-,Elche,2:0 (0:0),
Jornada 18 (1973/1974),,,CD Castellón,-,Real Madrid,2:0 (1:0),
Jornada 19 (1973/1974),19.01.1974,,Las Palmas,-,Real Oviedo,1:2 (1:0),
Jornada 19 (1973/1974),20.01.1974,,Real Racing,-,Barcelona,1:3 (1:2),
Jornada 19 (1973/1974),,,Sporting,-,CD Castellón,4:0 (2:0),
Jornada 19 (1973/1974),,,Real Sociedad,-,Real Murcia,2:1 (1:1),
Jornada 19 (1973/1974),,,Real Madrid,-,Granada,0:1 (0:1),
