Jornada,Fecha,Hora,Local,Resultado,Visitante,Asistencia,Estadio
Jornada 1 (2013/2014),17.08.2013,19:00,Real Sociedad,-,Getafe,2:0 (1:0),
Jornada 1 (2013/2014),,21:00,Valladolid,-,Athletic,1:2 (1:1),
Jornada 1 (2013/2014),,23:00,Valencia,-,Málaga,1:0 (0:0),
Jornada 1 (2013/2014),18.08.2013,19:00,Barcelona,-,Levante,7:0 (6:0),
Jornada 1 (2013/2014),,21:00,Real Madrid,-,Betis,2:1 (1:1),
Jornada 1 (2013/2014),,21:00,Osasuna,-,Granada,1:2 (0:2),
Jornada 1 (2013/2014),,23:00,Sevilla,-,Atlético,1:3 (1:1),
Jornada 1 (2013/2014),19.08.2013,20:00,Rayo,-,Elche,3:0 (2:0),
Jornada 1 (2013/2014),,22:00,Celta,-,Espanyol,2:2 (1:0),
Jornada 1 (2013/2014),,22:00,Almería,-,Villarreal,2:3 (1:0),
Jornada 2 (2013/2014),23.08.2013,20:00,Getafe,-,Almería,2:2 (1:2),
Jornada 2 (2013/2014),,22:00,Athletic,-,Osasuna,2:0 (1:0),
Jornada 2 (2013/2014),24.08.2013,19:00,Elche,-,Real Sociedad,1:1 (1:0),
Jornada 2 (2013/2014),,21:00,Espanyol,-,Valencia,3:1 (1:1),
Jornada 2 (2013/2014),,23:00,Villarreal,-,Valladolid,2:1 (1:1),
Jornada 2 (2013/2014),25.08.2013,19:00,Atlético,-,Rayo,5:0 (3:0),
Jornada 2 (2013/2014),,21:00,Levante,-,Sevilla,0:0 (0:0),
Jornada 2 (2013/2014),,21:00,Málaga,-,Barcelona,0:1 (0:1),
Jornada 2 (2013/2014),,23:00,Betis,-,Celta,1:2 (0:0),
Jornada 2 (2013/2014),26.08.2013,21:00,Granada,-,Real Madrid,0:1 (0:1),
Jornada 3 (2013/2014),30.08.2013,23:00,Almería,-,Elche,2:2 (2:1),
Jornada 3 (2013/2014),,23:00,Rayo,-,Levante,1:2 (0:1),
Jornada 3 (2013/2014),31.08.2013,19:00,Celta,-,Granada,1:1 (1:0),
Jornada 3 (2013/2014),,21:00,Valladolid,-,Getafe,1:0 (0:0),
Jornada 3 (2013/2014),,23:00,Osasuna,-,Villarreal,0:3 (0:2),
Jornada 3 (2013/2014),01.09.2013,12:00,Real Madrid,-,Athletic,3:1 (2:0),
Jornada 3 (2013/2014),,17:00,Espanyol,-,Betis,0:0 (0:0),
Jornada 3 (2013/2014),,19:00,Real Sociedad,-,Atlético,1:2 (0:1),
Jornada 3 (2013/2014),,21:00,Sevilla,-,Málaga,2:2 (1:1),
Jornada 3 (2013/2014),,21:00,Valencia,-,Barcelona,2:3 (2:3),
Jornada 4 (2013/2014),14.09.2013,16:00,Atlético,-,Almería,4:2 (2:1),
Jornada 4 (2013/2014),,18:00,Levante,-,Real Sociedad,0:0 (0:0),
Jornada 4 (2013/2014),,20:00,Barcelona,-,Sevilla,3:2 (1:0),
Jornada 4 (2013/2014),,22:00,Villarreal,-,Real Madrid,2:2 (1:1),
Jornada 4 (2013/2014),15.09.2013,12:00,Granada,-,Espanyol,0:1 (0:0),
Jornada 4 (2013/2014),,17:00,Getafe,-,Osasuna,2:1 (1:1),
Jornada 4 (2013/2014),,19:00,Málaga,-,Rayo,5:0 (2:0),
Jornada 4 (2013/2014),,21:00,Betis,-,Valencia,3:1 (3:0),
Jornada 4 (2013/2014),16.09.2013,20:00,Elche,-,Valladolid,0:0 (0:0),
Jornada 4 (2013/2014),,22:00,Athletic,-,Celta,3:2 (1:1),
Jornada 5 (2013/2014),20.09.2013,21:00,Osasuna,-,Elche,2:1 (1:0),
Jornada 5 (2013/2014),21.09.2013,16:00,Real Sociedad,-,Málaga,0:0 (0:0),
Jornada 5 (2013/2014),,18:00,Almería,-,Levante,2:2 (1:0),
Jornada 5 (2013/2014),,20:00,Rayo,-,Barcelona,0:4 (0:1),
Jornada 5 (2013/2014),,22:00,Valladolid,-,Atlético,0:2 (0:0),
Jornada 5 (2013/2014),22.09.2013,12:00,Betis,-,Granada,0:0 (0:0),
Jornada 5 (2013/2014),,17:00,Celta,-,Villarreal,0:0 (0:0),
Jornada 5 (2013/2014),,19:00,Real Madrid,-,Getafe,4:1 (2:1),
Jornada 5 (2013/2014),,21:00,Valencia,-,Sevilla,3:1 (1:0),
Jornada 5 (2013/2014),23.09.2013,22:00,Espanyol,-,Athletic,3:2 (1:1),
Jornada 6 (2013/2014),24.09.2013,20:00,Levante,-,Valladolid,1:1 (1:1),
Jornada 6 (2013/2014),,20:00,Barcelona,-,Real Sociedad,4:1 (3:0),
Jornada 6 (2013/2014),,22:00,Atlético,-,Osasuna,2:1 (2:1),
Jornada 6 (2013/2014),,22:00,Málaga,-,Almería,2:0 (0:0),
Jornada 6 (2013/2014),25.09.2013,20:00,Granada,-,Valencia,0:1 (0:0),
Jornada 6 (2013/2014),,20:00,Sevilla,-,Rayo,4:1 (1:0),
Jornada 6 (2013/2014),,22:00,Elche,-,Real Madrid,1:2 (0:0),
Jornada 6 (2013/2014),26.09.2013,20:00,Athletic,-,Betis,2:1 (0:0),
Jornada 6 (2013/2014),,22:00,Villarreal,-,Espanyol,2:1 (1:0),
Jornada 6 (2013/2014),,22:00,Getafe,-,Celta,2:0 (1:0),
Jornada 7 (2013/2014),27.09.2013,21:00,Valladolid,-,Málaga,2:2 (0:1),
Jornada 7 (2013/2014),28.09.2013,16:00,Valencia,-,Rayo,1:0 (1:0),
Jornada 7 (2013/2014),,18:00,Almería,-,Barcelona,0:2 (0:1),
Jornada 7 (2013/2014),,20:00,Real Sociedad,-,Sevilla,1:1 (0:1),
Jornada 7 (2013/2014),,22:00,Real Madrid,-,Atlético,0:1 (0:1),
Jornada 7 (2013/2014),29.09.2013,12:00,Osasuna,-,Levante,0:1 (0:0),
Jornada 7 (2013/2014),,17:00,Celta,-,Elche,0:1 (0:0),
Jornada 7 (2013/2014),,19:00,Espanyol,-,Getafe,0:2 (0:0),
Jornada 7 (2013/2014),,21:00,Betis,-,Villarreal,1:0 (1:0),
Jornada 7 (2013/2014),30.09.2013,22:00,Granada,-,Athletic,2:0 (0:0),
Jornada 8 (2013/2014),04.10.2013,20:00,Villarreal,-,Granada,3:0 (1:0),
Jornada 8 (2013/2014),,22:00,Málaga,-,Osasuna,0:1 (0:1),
Jornada 8 (2013/2014),05.10.2013,16:00,Elche,-,Espanyol,2:1 (1:0),
Jornada 8 (2013/2014),,18:00,Rayo,-,Real Sociedad,1:0 (0:0),
Jornada 8 (2013/2014),,20:00,Levante,-,Real Madrid,2:3 (0:0),
Jornada 8 (2013/2014),,22:00,Barcelona,-,Valladolid,4:1 (1:1),
Jornada 8 (2013/2014),06.10.2013,12:00,Atlético,-,Celta,2:1 (1:0),
Jornada 8 (2013/2014),,17:00,Sevilla,-,Almería,2:1 (1:1),
Jornada 8 (2013/2014),,19:00,Getafe,-,Betis,3:1 (3:0),
Jornada 8 (2013/2014),,21:00,Athletic,-,Valencia,1:1 (0:1),
Jornada 9 (2013/2014),19.10.2013,16:00,Real Madrid,-,Málaga,2:0 (0:0),
Jornada 9 (2013/2014),,18:00,Valencia,-,Real Sociedad,1:2 (0:1),
Jornada 9 (2013/2014),,20:00,Osasuna,-,Barcelona,0:0 (0:0),
Jornada 9 (2013/2014),,22:00,Espanyol,-,Atlético,1:0 (0:0),
Jornada 9 (2013/2014),20.10.2013,12:00,Granada,-,Getafe,0:2 (0:0),
Jornada 9 (2013/2014),,17:00,Almería,-,Rayo,0:1 (0:0),
Jornada 9 (2013/2014),,19:00,Betis,-,Elche,1:2 (1:2),
Jornada 9 (2013/2014),,21:00,Valladolid,-,Sevilla,2:2 (0:2),
Jornada 9 (2013/2014),21.10.2013,20:00,Celta,-,Levante,0:1 (0:0),
Jornada 9 (2013/2014),,22:00,Athletic,-,Villarreal,2:0 (2:0),
Jornada 10 (2013/2014),25.10.2013,21:00,Rayo,-,Valladolid,0:3 (0:2),
Jornada 10 (2013/2014),26.10.2013,16:00,Málaga,-,Celta,0:5 (0:2),
Jornada 10 (2013/2014),,18:00,Barcelona,-,Real Madrid,2:1 (1:0),
Jornada 10 (2013/2014),,20:00,Elche,-,Granada,0:1 (0:1),
Jornada 10 (2013/2014),,22:00,Levante,-,Espanyol,3:0 (2:0),
Jornada 10 (2013/2014),27.10.2013,12:00,Sevilla,-,Osasuna,2:1 (0:0),
Jornada 10 (2013/2014),,17:00,Villarreal,-,Valencia,4:1 (2:0),
Jornada 10 (2013/2014),,19:00,Real Sociedad,-,Almería,3:0 (1:0),
Jornada 10 (2013/2014),,21:00,Atlético,-,Betis,5:0 (1:0),
Jornada 10 (2013/2014),28.10.2013,22:00,Getafe,-,Athletic,0:1 (0:1),
Jornada 11 (2013/2014),29.10.2013,20:00,Espanyol,-,Málaga,0:0 (0:0),
Jornada 11 (2013/2014),,22:00,Celta,-,Barcelona,0:3 (0:1),
Jornada 11 (2013/2014),30.10.2013,20:00,Valladolid,-,Real Sociedad,2:2 (0:1),
Jornada 11 (2013/2014),,20:00,Valencia,-,Almería,1:2 (1:0),
Jornada 11 (2013/2014),,22:00,Real Madrid,-,Sevilla,7:3 (3:2),
Jornada 11 (2013/2014),,22:00,Osasuna,-,Rayo,3:1 (2:0),
Jornada 11 (2013/2014),31.10.2013,20:00,Villarreal,-,Getafe,0:2 (0:1),
Jornada 11 (2013/2014),,20:00,Granada,-,Atlético,1:2 (0:1),
Jornada 11 (2013/2014),,22:00,Athletic,-,Elche,2:2 (0:1),
Jornada 11 (2013/2014),,22:00,Betis,-,Levante,0:0 (0:0),
Jornada 12 (2013/2014),01.11.2013,21:00,Barcelona,-,Espanyol,1:0 (0:0),
Jornada 12 (2013/2014),02.11.2013,16:00,Real Sociedad,-,Osasuna,5:0 (1:0),
Jornada 12 (2013/2014),,18:00,Almería,-,Valladolid,1:0 (1:0),
Jornada 12 (2013/2014),,20:00,Rayo,-,Real Madrid,2:3 (0:2),
Jornada 12 (2013/2014),,22:00,Sevilla,-,Celta,0:1 (0:0),
Jornada 12 (2013/2014),03.11.2013,12:00,Getafe,-,Valencia,0:1 (0:1),
Jornada 12 (2013/2014),,17:00,Atlético,-,Athletic,2:0 (2:0),
Jornada 12 (2013/2014),,19:00,Levante,-,Granada,0:1 (0:0),
