Jornada,Fecha,Hora,Local,Resultado,Visitante,Asistencia,Estadio
Jornada 1 (2018/2019),17.08.2018,20:15,Girona,-,Valladolid,0:0 (0:0),
Jornada 1 (2018/2019),,22:15,Betis,-,Levante,0:3 (0:1),
Jornada 1 (2018/2019),18.08.2018,18:15,Celta,-,Espanyol,1:1 (0:1),
Jornada 1 (2018/2019),,20:15,Villarreal,-,Real Sociedad,1:2 (1:1),
Jornada 1 (2018/2019),,22:15,Barcelona,-,Alavés,3:0 (0:0),
Jornada 1 (2018/2019),19.08.2018,18:15,Eibar,-,Huesca,1:2 (0:2),
Jornada 1 (2018/2019),,20:15,Rayo,-,Sevilla,1:4 (0:3),
Jornada 1 (2018/2019),,22:15,Real Madrid,-,Getafe,2:0 (1:0),
Jornada 1 (2018/2019),20.08.2018,20:00,Valencia,-,Atlético,1:1 (0:1),
Jornada 1 (2018/2019),,22:00,Athletic,-,Leganés,2:1 (1:1),
Jornada 2 (2018/2019),24.08.2018,20:15,Getafe,-,Eibar,2:0 (1:0),
Jornada 2 (2018/2019),,22:15,Leganés,-,Real Sociedad,2:2 (0:2),
Jornada 2 (2018/2019),25.08.2018,18:15,Alavés,-,Betis,0:0 (0:0),
Jornada 2 (2018/2019),,20:15,Atlético,-,Rayo,1:0 (0:0),
Jornada 2 (2018/2019),,22:15,Valladolid,-,Barcelona,0:1 (0:0),
Jornada 2 (2018/2019),26.08.2018,18:15,Espanyol,-,Valencia,2:0 (0:0),
Jornada 2 (2018/2019),,22:15,Girona,-,Real Madrid,1:4 (1:1),
Jornada 2 (2018/2019),,22:15,Sevilla,-,Villarreal,0:0 (0:0),
Jornada 2 (2018/2019),27.08.2018,20:15,Levante,-,Celta,1:2 (0:2),
Jornada 2 (2018/2019),,22:00,Athletic,-,Huesca,2:2 (0:0),
Jornada 3 (2018/2019),31.08.2018,20:00,Getafe,-,Valladolid,0:0 (0:0),
Jornada 3 (2018/2019),,22:00,Eibar,-,Real Sociedad,2:1 (1:1),
Jornada 3 (2018/2019),,22:00,Villarreal,-,Girona,0:1 (0:0),
Jornada 3 (2018/2019),01.09.2018,18:30,Celta,-,Atlético,2:0 (0:0),
Jornada 3 (2018/2019),,20:45,Real Madrid,-,Leganés,4:1 (1:1),
Jornada 3 (2018/2019),02.09.2018,12:00,Levante,-,Valencia,2:2 (2:1),
Jornada 3 (2018/2019),,16:15,Alavés,-,Espanyol,2:1 (0:1),
Jornada 3 (2018/2019),,18:30,Barcelona,-,Huesca,8:2 (3:2),
Jornada 3 (2018/2019),,20:45,Betis,-,Sevilla,1:0 (0:0),
Jornada 3 (2018/2019),24.10.2018,19:00,Rayo,-,Athletic,1:1 (1:0),
Jornada 4 (2018/2019),14.09.2018,21:00,Huesca,-,Rayo,0:1 (0:1),
Jornada 4 (2018/2019),15.09.2018,13:00,Atlético,-,Eibar,1:1 (0:0),
Jornada 4 (2018/2019),,16:15,Real Sociedad,-,Barcelona,1:2 (1:0),
Jornada 4 (2018/2019),,18:30,Valencia,-,Betis,0:0 (0:0),
Jornada 4 (2018/2019),,20:45,Athletic,-,Real Madrid,1:1 (1:0),
Jornada 4 (2018/2019),16.09.2018,12:00,Leganés,-,Villarreal,0:1 (0:0),
Jornada 4 (2018/2019),,16:15,Espanyol,-,Levante,1:0 (0:0),
Jornada 4 (2018/2019),,18:30,Valladolid,-,Alavés,0:1 (0:0),
