Jornada,Fecha,Hora,Local,Resultado,Visitante,Asistencia,Estadio
Jornada 1 (2021/2022),13.08.2021,21:00,Valencia,-,Getafe,1:0 (1:0),
Jornada 1 (2021/2022),14.08.2021,19:30,Cádiz CF,-,Levante,1:1 (0:1),
Jornada 1 (2021/2022),,19:30,Mallorca,-,Betis,1:1 (1:0),
Jornada 1 (2021/2022),,22:00,Osasuna,-,Espanyol,0:0 (0:0),
Jornada 1 (2021/2022),,22:00,Alavés,-,Real Madrid,1:4 (0:0),
Jornada 1 (2021/2022),15.08.2021,17:30,Celta,-,Atlético,1:2 (0:1),
Jornada 1 (2021/2022),,20:00,Barcelona,-,Real Sociedad,4:2 (2:0),
Jornada 1 (2021/2022),,22:15,Sevilla,-,Rayo,3:0 (1:0),
Jornada 1 (2021/2022),16.08.2021,20:00,Villarreal,-,Granada,0:0 (0:0),
Jornada 1 (2021/2022),,22:00,Elche,-,Athletic,0:0 (0:0),
Jornada 2 (2021/2022),20.08.2021,21:00,Betis,-,Cádiz CF,1:1 (1:1),
Jornada 2 (2021/2022),21.08.2021,17:00,Alavés,-,Mallorca,0:1 (0:0),
Jornada 2 (2021/2022),,19:30,Espanyol,-,Villarreal,0:0 (0:0),
Jornada 2 (2021/2022),,19:30,Granada,-,Valencia,1:1 (1:0),
Jornada 2 (2021/2022),,22:00,Athletic,-,Barcelona,1:1 (0:0),
Jornada 2 (2021/2022),22.08.2021,17:00,Real Sociedad,-,Rayo,1:0 (0:0),
Jornada 2 (2021/2022),,19:30,Atlético,-,Elche,1:0 (1:0),
Jornada 2 (2021/2022),,22:00,Levante,-,Real Madrid,3:3 (0:1),
Jornada 2 (2021/2022),23.08.2021,20:00,Getafe,-,Sevilla,0:1 (0:0),
Jornada 2 (2021/2022),,22:00,Osasuna,-,Celta,0:0 (0:0),
Jornada 3 (2021/2022),27.08.2021,20:00,Mallorca,-,Espanyol,1:0 (1:0),
Jornada 3 (2021/2022),,22:15,Valencia,-,Alavés,3:0 (2:0),
Jornada 3 (2021/2022),28.08.2021,17:00,Celta,-,Athletic,0:1 (0:1),
Jornada 3 (2021/2022),,19:30,Elche,-,Sevilla,1:1 (1:1),
Jornada 3 (2021/2022),,19:30,Real Sociedad,-,Levante,1:0 (1:0),
Jornada 3 (2021/2022),,22:00,Betis,-,Real Madrid,0:1 (0:0),
Jornada 3 (2021/2022),29.08.2021,17:00,Barcelona,-,Getafe,2:1 (2:1),
Jornada 3 (2021/2022),,19:30,Cádiz CF,-,Osasuna,2:3 (1:0),
Jornada 3 (2021/2022),,19:30,Rayo,-,Granada,4:0 (3:0),
