Jornada,Fecha,Hora,Local,Resultado,Visitante,Asistencia,Estadio
Jornada 1 (1952/1953),14.09.1952,,Real Racing,-,Athletic,2:0 (0:0),
Jornada 1 (1952/1953),,,Celta,-,Espanyol,0:1 (0:1),
Jornada 1 (1952/1953),,,Real Sociedad,-,Valencia,0:0 (0:0),
Jornada 1 (1952/1953),,,Atlético,-,Real Oviedo,5:1 (4:1),
Jornada 1 (1952/1953),,,Zaragoza,-,Valladolid,0:4 (0:2),
Jornada 1 (1952/1953),,,Barcelona,-,Deportivo,4:3 (3:2),
Jornada 1 (1952/1953),,,Sporting,-,Málaga,4:0 (0:0),
Jornada 1 (1952/1953),,,Sevilla,-,Real Madrid,2:2 (1:1),
Jornada 2 (1952/1953),21.09.1952,,Athletic,-,Zaragoza,3:0 (1:0),
Jornada 2 (1952/1953),,,Deportivo,-,Real Racing,0:1 (0:1),
Jornada 2 (1952/1953),,,Valencia,-,Celta,3:2 (2:2),
Jornada 2 (1952/1953),,,Real Oviedo,-,Barcelona,2:1 (1:1),
Jornada 2 (1952/1953),,,Espanyol,-,Sevilla,6:2 (1:2),
Jornada 2 (1952/1953),,,Málaga,-,Atlético,1:3 (0:1),
Jornada 2 (1952/1953),,,Valladolid,-,Real Sociedad,1:2 (0:1),
Jornada 2 (1952/1953),,,Real Madrid,-,Sporting,2:2 (0:1),
Jornada 3 (1952/1953),28.09.1952,,Sevilla,-,Valencia,4:2 (4:1),
Jornada 3 (1952/1953),,,Barcelona,-,Málaga,6:2 (3:1),
Jornada 3 (1952/1953),,,Zaragoza,-,Deportivo,1:2 (1:1),
Jornada 3 (1952/1953),,,Celta,-,Valladolid,2:0 (2:0),
Jornada 3 (1952/1953),,,Sporting,-,Atlético,2:0 (0:0),
Jornada 3 (1952/1953),,,Real Madrid,-,Espanyol,1:2 (1:0),
Jornada 3 (1952/1953),,,Real Sociedad,-,Athletic,3:1 (0:1),
Jornada 3 (1952/1953),,,Real Racing,-,Real Oviedo,0:2 (0:1),
Jornada 4 (1952/1953),05.10.1952,,Real Oviedo,-,Zaragoza,3:2 (1:2),
Jornada 4 (1952/1953),,,Athletic,-,Celta,5:0 (2:0),
Jornada 4 (1952/1953),,,Espanyol,-,Sporting,4:0 (2:0),
Jornada 4 (1952/1953),,,Valladolid,-,Sevilla,0:4 (0:1),
Jornada 4 (1952/1953),,,Valencia,-,Real Madrid,3:2 (3:1),
Jornada 4 (1952/1953),,,Atlético,-,Barcelona,2:1 (2:1),
Jornada 4 (1952/1953),,,Deportivo,-,Real Sociedad,1:0 (0:0),
Jornada 4 (1952/1953),,,Málaga,-,Real Racing,4:2 (1:1),
Jornada 5 (1952/1953),12.10.1952,,Espanyol,-,Valencia,2:1 (0:0),
Jornada 5 (1952/1953),,,Zaragoza,-,Málaga,0:2 (0:1),
Jornada 5 (1952/1953),,,Celta,-,Deportivo,2:0 (0:0),
Jornada 5 (1952/1953),,,Real Madrid,-,Valladolid,3:1 (3:1),
Jornada 5 (1952/1953),,,Real Racing,-,Atlético,3:3 (0:3),
Jornada 5 (1952/1953),,,Sevilla,-,Athletic,1:0 (1:0),
Jornada 5 (1952/1953),,,Sporting,-,Barcelona,0:0 (0:0),
Jornada 5 (1952/1953),,,Real Sociedad,-,Real Oviedo,3:2 (2:1),
Jornada 6 (1952/1953),19.10.1952,,Deportivo,-,Sevilla,2:0 (0:0),
Jornada 6 (1952/1953),,,Valencia,-,Sporting,4:0 (1:0),
Jornada 6 (1952/1953),,,Real Oviedo,-,Celta,4:0 (2:0),
Jornada 6 (1952/1953),,,Barcelona,-,Real Racing,3:1 (3:1),
Jornada 6 (1952/1953),,,Valladolid,-,Espanyol,0:1 (0:1),
Jornada 6 (1952/1953),,,Athletic,-,Real Madrid,2:2 (1:1),
Jornada 6 (1952/1953),,,Atlético,-,Zaragoza,4:1 (1:0),
Jornada 6 (1952/1953),,,Málaga,-,Real Sociedad,2:4 (0:1),
Jornada 7 (1952/1953),26.10.1952,,Sevilla,-,Real Oviedo,2:1 (1:1),
Jornada 7 (1952/1953),,,Celta,-,Málaga,3:1 (3:1),
Jornada 7 (1952/1953),,,Real Madrid,-,Deportivo,5:2 (3:1),
Jornada 7 (1952/1953),,,Sporting,-,Real Racing,2:0 (0:0),
Jornada 7 (1952/1953),,,Real Sociedad,-,Atlético,0:2 (0:1),
Jornada 7 (1952/1953),,,Espanyol,-,Athletic,6:2 (2:1),
Jornada 7 (1952/1953),,,Zaragoza,-,Barcelona,1:5 (1:1),
Jornada 7 (1952/1953),,,Valencia,-,Valladolid,2:0 (1:0),
Jornada 8 (1952/1953),02.11.1952,,Barcelona,-,Real Sociedad,3:0 (0:0),
Jornada 8 (1952/1953),,,Málaga,-,Sevilla,0:3 (0:1),
Jornada 8 (1952/1953),,,Valladolid,-,Sporting,2:2 (2:0),
Jornada 8 (1952/1953),,,Atlético,-,Celta,4:1 (3:1),
Jornada 8 (1952/1953),,,Real Oviedo,-,Real Madrid,3:1 (2:1),
Jornada 8 (1952/1953),,,Athletic,-,Valencia,1:1 (1:1),
Jornada 8 (1952/1953),,,Deportivo,-,Espanyol,2:2 (1:1),
Jornada 8 (1952/1953),,,Real Racing,-,Zaragoza,3:1 (2:1),
Jornada 9 (1952/1953),09.11.1952,,Sporting,-,Zaragoza,2:3 (2:2),
Jornada 9 (1952/1953),,,Real Madrid,-,Málaga,2:0 (1:0),
Jornada 9 (1952/1953),,,Valencia,-,Deportivo,1:1 (0:1),
Jornada 9 (1952/1953),,,Espanyol,-,Real Oviedo,3:0 (2:0),
Jornada 9 (1952/1953),,,Sevilla,-,Atlético,3:1 (1:1),
Jornada 9 (1952/1953),,,Valladolid,-,Athletic,1:0 (1:0),
Jornada 9 (1952/1953),,,Celta,-,Barcelona,3:3 (2:1),
Jornada 9 (1952/1953),,,Real Sociedad,-,Real Racing,3:1 (1:0),
Jornada 10 (1952/1953),16.11.1952,,Barcelona,-,Sevilla,3:2 (1:1),
Jornada 10 (1952/1953),,,Zaragoza,-,Real Sociedad,3:3 (2:1),
Jornada 10 (1952/1953),,,Deportivo,-,Valladolid,1:4 (1:1),
Jornada 10 (1952/1953),,,Athletic,-,Sporting,6:1 (4:0),
Jornada 10 (1952/1953),,,Real Oviedo,-,Valencia,2:3 (0:1),
Jornada 10 (1952/1953),,,Málaga,-,Espanyol,1:1 (1:1),
Jornada 10 (1952/1953),,,Atlético,-,Real Madrid,1:2 (0:1),
Jornada 10 (1952/1953),,,Real Racing,-,Celta,2:0 (0:0),
Jornada 11 (1952/1953),23.11.1952,,Celta,-,Zaragoza,6:1 (2:0),
