Jornada,Fecha,Hora,Local,Resultado,Visitante,Asistencia,Estadio
Jornada 1 (1941/1942),28.09.1941,,Athletic,-,Espanyol,2:4 (0:2),
Jornada 1 (1941/1942),,,Atlético,-,Valencia,3:0 (2:0),
Jornada 1 (1941/1942),,,Granada,-,Celta,1:1 (0:1),
Jornada 1 (1941/1942),,,Sevilla,-,Real Oviedo,10:0 (5:0),
Jornada 1 (1941/1942),,,Barcelona,-,Hércules CF,4:4 (0:3),
Jornada 1 (1941/1942),,,Deportivo,-,CD Castellón,2:1 (1:0),
Jornada 1 (1941/1942),,,Real Sociedad,-,Real Madrid,2:3 (2:1),
Jornada 2 (1941/1942),05.10.1941,,Valencia,-,Real Sociedad,6:0 (5:0),
Jornada 2 (1941/1942),,,Hércules CF,-,Deportivo,4:2 (1:2),
Jornada 2 (1941/1942),,,CD Castellón,-,Sevilla,1:1 (0:1),
Jornada 2 (1941/1942),,,Real Oviedo,-,Atlético,2:3 (1:2),
Jornada 2 (1941/1942),,,Celta,-,Athletic,3:0 (2:0),
Jornada 2 (1941/1942),,,Espanyol,-,Barcelona,5:2 (2:0),
Jornada 2 (1941/1942),,,Real Madrid,-,Granada,5:2 (3:0),
Jornada 3 (1941/1942),12.10.1941,,Athletic,-,Real Madrid,1:0 (1:0),
Jornada 3 (1941/1942),,,Deportivo,-,Espanyol,2:0 (1:0),
Jornada 3 (1941/1942),,,Granada,-,Valencia,1:2 (0:0),
Jornada 3 (1941/1942),,,Atlético,-,Real Sociedad,4:1 (2:1),
Jornada 3 (1941/1942),,,Barcelona,-,Celta,0:2 (0:0),
Jornada 3 (1941/1942),,,Sevilla,-,Hércules CF,7:2 (3:0),
Jornada 3 (1941/1942),,,Real Oviedo,-,CD Castellón,4:4 (3:1),
Jornada 4 (1941/1942),19.10.1941,,Real Madrid,-,Barcelona,4:3 (2:1),
Jornada 4 (1941/1942),,,Hércules CF,-,Real Oviedo,4:1 (2:0),
Jornada 4 (1941/1942),,,Real Sociedad,-,Granada,1:1 (1:1),
Jornada 4 (1941/1942),,,Celta,-,Deportivo,2:1 (1:0),
Jornada 4 (1941/1942),,,Valencia,-,Athletic,1:1 (0:0),
Jornada 4 (1941/1942),,,Espanyol,-,Sevilla,3:1 (1:0),
Jornada 4 (1941/1942),,,CD Castellón,-,Atlético,2:4 (0:2),
Jornada 5 (1941/1942),26.10.1941,,Atlético,-,Granada,3:0 (3:0),
Jornada 5 (1941/1942),,,Deportivo,-,Real Madrid,1:0 (1:0),
Jornada 5 (1941/1942),,,Real Oviedo,-,Espanyol,1:3 (1:1),
Jornada 5 (1941/1942),,,Barcelona,-,Valencia,2:4 (1:3),
Jornada 5 (1941/1942),,,Athletic,-,Real Sociedad,4:1 (1:0),
Jornada 5 (1941/1942),,,Sevilla,-,Celta,2:2 (0:2),
Jornada 5 (1941/1942),,,CD Castellón,-,Hércules CF,4:0 (2:0),
Jornada 6 (1941/1942),02.11.1941,,Espanyol,-,CD Castellón,2:3 (0:0),
Jornada 6 (1941/1942),,,Valencia,-,Deportivo,2:0 (2:0),
Jornada 6 (1941/1942),,,Celta,-,Real Oviedo,2:1 (2:1),
Jornada 6 (1941/1942),,,Real Madrid,-,Sevilla,0:2 (0:2),
Jornada 6 (1941/1942),,,Hércules CF,-,Atlético,2:2 (1:2),
Jornada 6 (1941/1942),,,Real Sociedad,-,Barcelona,2:0 (0:0),
Jornada 6 (1941/1942),,,Granada,-,Athletic,1:3 (1:1),
Jornada 7 (1941/1942),09.11.1941,,CD Castellón,-,Celta,0:3 (0:2),
Jornada 7 (1941/1942),,,Hércules CF,-,Espanyol,1:1 (1:1),
Jornada 7 (1941/1942),,,Barcelona,-,Granada,4:0 (2:0),
Jornada 7 (1941/1942),,,Real Oviedo,-,Real Madrid,2:2 (0:2),
Jornada 7 (1941/1942),,,Deportivo,-,Real Sociedad,3:0 (3:0),
Jornada 7 (1941/1942),,,Atlético,-,Athletic,2:2 (2:0),
Jornada 7 (1941/1942),,,Sevilla,-,Valencia,4:1 (1:0),
Jornada 8 (1941/1942),16.11.1941,,Celta,-,Hércules CF,4:1 (3:0),
Jornada 8 (1941/1942),,,Real Madrid,-,CD Castellón,9:1 (2:0),
Jornada 8 (1941/1942),,,Granada,-,Deportivo,4:1 (1:1),
Jornada 8 (1941/1942),,,Valencia,-,Real Oviedo,5:2 (3:0),
Jornada 8 (1941/1942),,,Real Sociedad,-,Sevilla,2:1 (2:0),
Jornada 8 (1941/1942),,,Espanyol,-,Atlético,5:0 (1:0),
Jornada 8 (1941/1942),,,Athletic,-,Barcelona,6:3 (4:1),
Jornada 9 (1941/1942),23.11.1941,,Atlético,-,Barcelona,5:4 (1:1),
Jornada 9 (1941/1942),,,Deportivo,-,Athletic,2:1 (2:0),
Jornada 9 (1941/1942),,,CD Castellón,-,Valencia,2:2 (1:1),
Jornada 9 (1941/1942),,,Real Oviedo,-,Real Sociedad,3:1 (1:0),
Jornada 9 (1941/1942),,,Espanyol,-,Celta,3:1 (2:0),
Jornada 9 (1941/1942),,,Sevilla,-,Granada,3:0 (3:0),
Jornada 9 (1941/1942),,,Hércules CF,-,Real Madrid,1:2 (0:0),
Jornada 10 (1941/1942),30.11.1941,,Barcelona,-,Deportivo,2:1 (0:0),
Jornada 10 (1941/1942),,,Granada,-,Real Oviedo,8:0 (4:0),
Jornada 10 (1941/1942),,,Valencia,-,Hércules CF,7:1 (2:1),
Jornada 10 (1941/1942),,,Celta,-,Atlético,0:2 (0:0),
Jornada 10 (1941/1942),,,Real Madrid,-,Espanyol,1:1 (1:0),
Jornada 10 (1941/1942),,,Athletic,-,Sevilla,1:1 (1:0),
Jornada 10 (1941/1942),,,Real Sociedad,-,CD Castellón,3:0 (3:0),
Jornada 11 (1941/1942),07.12.1941,,Celta,-,Real Madrid,2:4 (1:1),
Jornada 11 (1941/1942),,,Sevilla,-,Barcelona,1:2 (0:0),
Jornada 11 (1941/1942),,,Real Oviedo,-,Athletic,2:1 (2:1),
Jornada 11 (1941/1942),,,Espanyol,-,Valencia,0:1 (0:1),
Jornada 11 (1941/1942),,,Hércules CF,-,Real Sociedad,3:1 (2:0),
Jornada 11 (1941/1942),,,Atlético,-,Deportivo,0:0 (0:0),
Jornada 11 (1941/1942),,,CD Castellón,-,Granada,3:2 (0:1),
Jornada 12 (1941/1942),14.12.1941,,Atlético,-,Real Madrid,2:0 (0:0),
Jornada 12 (1941/1942),,,Athletic,-,CD Castellón,2:2 (2:0),
