Jornada,Fecha,Hora,Local,Resultado,Visitante,Asistencia,Estadio
Jornada 1 (1959/1960),13.09.1959,,Granada,-,Espanyol,1:0 (0:0),
Jornada 1 (1959/1960),,,Real Sociedad,-,Valencia,2:0 (1:0),
Jornada 1 (1959/1960),,,Las Palmas,-,Atlético,0:3 (0:1),
Jornada 1 (1959/1960),,,Valladolid,-,Zaragoza,2:1 (1:1),
Jornada 1 (1959/1960),,,Real Madrid,-,Betis,7:1 (1:1),
Jornada 1 (1959/1960),,,Real Oviedo,-,Elche,1:1 (0:0),
Jornada 1 (1959/1960),,,Sevilla,-,Osasuna,3:1 (2:0),
Jornada 1 (1959/1960),,,Barcelona,-,Athletic,4:1 (2:0),
Jornada 2 (1959/1960),20.09.1959,,Betis,-,Las Palmas,2:1 (2:1),
Jornada 2 (1959/1960),,,Zaragoza,-,Granada,6:2 (3:1),
Jornada 2 (1959/1960),,,Osasuna,-,Real Oviedo,4:3 (1:1),
Jornada 2 (1959/1960),,,Valencia,-,Real Madrid,2:1 (1:0),
Jornada 2 (1959/1960),,,Atlético,-,Sevilla,3:2 (1:1),
Jornada 2 (1959/1960),,,Elche,-,Barcelona,2:1 (0:0),
Jornada 2 (1959/1960),,,Espanyol,-,Real Sociedad,4:2 (3:1),
Jornada 2 (1959/1960),,,Athletic,-,Valladolid,4:3 (3:2),
Jornada 3 (1959/1960),27.09.1959,,Betis,-,Valencia,2:0 (0:0),
Jornada 3 (1959/1960),,,Barcelona,-,Osasuna,6:0 (0:0),
Jornada 3 (1959/1960),,,Valladolid,-,Elche,1:0 (0:0),
Jornada 3 (1959/1960),,,Real Sociedad,-,Zaragoza,1:0 (1:0),
Jornada 3 (1959/1960),,,Real Oviedo,-,Atlético,1:0 (1:0),
Jornada 3 (1959/1960),,,Real Madrid,-,Espanyol,4:0 (4:0),
Jornada 3 (1959/1960),,,Granada,-,Athletic,3:2 (1:0),
Jornada 3 (1959/1960),,,Las Palmas,-,Sevilla,2:1 (2:0),
Jornada 4 (1959/1960),04.10.1959,,Espanyol,-,Betis,1:1 (0:1),
Jornada 4 (1959/1960),,,Sevilla,-,Real Oviedo,0:1 (0:0),
Jornada 4 (1959/1960),,,Osasuna,-,Valladolid,4:1 (0:1),
Jornada 4 (1959/1960),,,Las Palmas,-,Valencia,1:0 (1:0),
Jornada 4 (1959/1960),,,Zaragoza,-,Real Madrid,2:2 (2:1),
Jornada 4 (1959/1960),,,Atlético,-,Barcelona,0:1 (0:0),
Jornada 4 (1959/1960),,,Athletic,-,Real Sociedad,4:0 (1:0),
Jornada 4 (1959/1960),,,Elche,-,Granada,1:0 (0:0),
Jornada 5 (1959/1960),11.10.1959,,Valladolid,-,Atlético,0:1 (0:1),
Jornada 5 (1959/1960),,,Granada,-,Osasuna,2:1 (1:1),
Jornada 5 (1959/1960),,,Real Sociedad,-,Elche,4:2 (2:1),
Jornada 5 (1959/1960),,,Real Oviedo,-,Las Palmas,1:0 (0:0),
Jornada 5 (1959/1960),,,Barcelona,-,Sevilla,5:0 (5:0),
Jornada 5 (1959/1960),,,Valencia,-,Espanyol,0:0 (0:0),
Jornada 5 (1959/1960),,,Real Madrid,-,Athletic,3:1 (1:1),
Jornada 5 (1959/1960),,,Betis,-,Zaragoza,1:2 (1:1),
Jornada 6 (1959/1960),18.10.1959,,Zaragoza,-,Valencia,3:1 (1:1),
Jornada 6 (1959/1960),,,Sevilla,-,Valladolid,5:0 (1:0),
Jornada 6 (1959/1960),,,Espanyol,-,Las Palmas,0:0 (0:0),
Jornada 6 (1959/1960),,,Atlético,-,Granada,0:2 (0:0),
Jornada 6 (1959/1960),,,Real Oviedo,-,Barcelona,2:0 (0:0),
Jornada 6 (1959/1960),,,Elche,-,Real Madrid,1:5 (0:3),
Jornada 6 (1959/1960),,,Athletic,-,Betis,4:1 (1:0),
Jornada 6 (1959/1960),,,Osasuna,-,Real Sociedad,1:1 (1:1),
Jornada 7 (1959/1960),25.10.1959,,Granada,-,Sevilla,0:1 (0:1),
Jornada 7 (1959/1960),,,Real Madrid,-,Osasuna,7:0 (2:0),
Jornada 7 (1959/1960),,,Betis,-,Elche,2:2 (2:0),
Jornada 7 (1959/1960),,,Espanyol,-,Zaragoza,2:1 (2:0),
Jornada 7 (1959/1960),,,Real Sociedad,-,Atlético,0:3 (0:2),
Jornada 7 (1959/1960),,,Valencia,-,Athletic,3:2 (1:1),
Jornada 7 (1959/1960),,,Las Palmas,-,Barcelona,0:8 (0:6),
Jornada 7 (1959/1960),,,Valladolid,-,Real Oviedo,3:0 (3:0),
Jornada 8 (1959/1960),01.11.1959,,Las Palmas,-,Zaragoza,2:0 (1:0),
Jornada 8 (1959/1960),,,Sevilla,-,Real Sociedad,3:0 (3:0),
Jornada 8 (1959/1960),,,Real Oviedo,-,Granada,2:2 (1:0),
Jornada 8 (1959/1960),,,Barcelona,-,Valladolid,5:1 (2:1),
Jornada 8 (1959/1960),,,Atlético,-,Real Madrid,3:3 (2:2),
Jornada 8 (1959/1960),,,Elche,-,Valencia,2:1 (0:0),
Jornada 8 (1959/1960),,,Athletic,-,Espanyol,2:0 (1:0),
Jornada 8 (1959/1960),,,Osasuna,-,Betis,0:1 (0:0),
Jornada 9 (1959/1960),08.11.1959,,Real Madrid,-,Sevilla,1:0 (1:0),
Jornada 9 (1959/1960),,,Valencia,-,Osasuna,3:0 (1:0),
Jornada 9 (1959/1960),,,Espanyol,-,Elche,3:0 (1:0),
Jornada 9 (1959/1960),,,Valladolid,-,Las Palmas,5:0 (1:0),
Jornada 9 (1959/1960),,,Betis,-,Atlético,1:4 (1:2),
Jornada 9 (1959/1960),,,Zaragoza,-,Athletic,1:2 (0:1),
Jornada 9 (1959/1960),,,Granada,-,Barcelona,0:0 (0:0),
Jornada 9 (1959/1960),,,Real Sociedad,-,Real Oviedo,6:2 (3:0),
Jornada 10 (1959/1960),15.11.1959,,Atlético,-,Valencia,0:0 (0:0),
Jornada 10 (1959/1960),,,Barcelona,-,Real Sociedad,3:0 (2:0),
Jornada 10 (1959/1960),,,Valladolid,-,Granada,3:2 (2:0),
Jornada 10 (1959/1960),,,Sevilla,-,Betis,2:1 (0:0),
Jornada 10 (1959/1960),,,Osasuna,-,Espanyol,1:0 (1:0),
Jornada 10 (1959/1960),,,Las Palmas,-,Athletic,0:2 (0:1),
Jornada 10 (1959/1960),,,Real Oviedo,-,Real Madrid,1:1 (0:0),
Jornada 10 (1959/1960),,,Elche,-,Zaragoza,5:0 (1:0),
Jornada 11 (1959/1960),29.11.1959,,Betis,-,Real Oviedo,3:0 (2:0),
Jornada 11 (1959/1960),,,Las Palmas,-,Granada,1:2 (0:1),
Jornada 11 (1959/1960),,,Zaragoza,-,Osasuna,1:1 (1:0),
Jornada 11 (1959/1960),,,Real Sociedad,-,Valladolid,4:2 (0:0),
Jornada 11 (1959/1960),,,Valencia,-,Sevilla,3:3 (1:2),
