Jornada,Fecha,Hora,Local,Resultado,Visitante,Asistencia,Estadio
Jornada 1 (1994/1995),03.09.1994,,Sevilla,-,Real Madrid,1:4 (0:3),
Jornada 1 (1994/1995),04.09.1994,,Espanyol,-,Real Oviedo,4:2 (1:0),
Jornada 1 (1994/1995),,,Athletic,-,Deportivo,0:2 (0:0),
Jornada 1 (1994/1995),,,Albacete,-,Celta,1:1 (0:1),
Jornada 1 (1994/1995),,,Real Racing,-,Valladolid,0:0 (0:0),
Jornada 1 (1994/1995),,,Zaragoza,-,Tenerife,2:2 (1:2),
Jornada 1 (1994/1995),,,Atlético,-,Valencia,2:4 (1:1),
Jornada 1 (1994/1995),,,Sporting,-,Barcelona,2:1 (2:1),
Jornada 1 (1994/1995),,,SD Compostela,-,Real Sociedad,0:2 (0:1),
Jornada 1 (1994/1995),,,CD Logroñés,-,Betis,0:0 (0:0),
Jornada 2 (1994/1995),10.09.1994,,Celta,-,Athletic,1:1 (1:1),
Jornada 2 (1994/1995),,,Deportivo,-,Sporting,2:1 (2:0),
Jornada 2 (1994/1995),,,Real Madrid,-,CD Logroñés,2:0 (1:0),
Jornada 2 (1994/1995),,,Barcelona,-,Real Racing,2:1 (2:1),
Jornada 2 (1994/1995),,,Tenerife,-,Atlético,1:0 (1:0),
Jornada 2 (1994/1995),11.09.1994,,Betis,-,Albacete,4:1 (2:0),
Jornada 2 (1994/1995),,,Valladolid,-,Espanyol,0:4 (0:1),
Jornada 2 (1994/1995),,,Real Oviedo,-,SD Compostela,2:2 (2:1),
Jornada 2 (1994/1995),,,Real Sociedad,-,Zaragoza,1:2 (0:0),
Jornada 2 (1994/1995),,,Valencia,-,Sevilla,0:1 (0:0),
Jornada 3 (1994/1995),17.09.1994,,Valencia,-,Tenerife,2:1 (1:0),
Jornada 3 (1994/1995),,,Espanyol,-,Barcelona,0:0 (0:0),
Jornada 3 (1994/1995),18.09.1994,,Zaragoza,-,Real Oviedo,2:1 (2:0),
Jornada 3 (1994/1995),,,Albacete,-,Real Madrid,1:1 (0:0),
Jornada 3 (1994/1995),,,Sporting,-,Celta,0:0 (0:0),
Jornada 3 (1994/1995),,,Real Racing,-,Deportivo,1:2 (1:1),
Jornada 3 (1994/1995),,,SD Compostela,-,Valladolid,1:0 (1:0),
Jornada 3 (1994/1995),,,Atlético,-,Real Sociedad,2:1 (1:1),
Jornada 3 (1994/1995),,,Sevilla,-,CD Logroñés,1:0 (1:0),
Jornada 3 (1994/1995),,,Athletic,-,Betis,1:0 (1:0),
Jornada 4 (1994/1995),24.09.1994,,CD Logroñés,-,Albacete,1:1 (0:0),
Jornada 4 (1994/1995),,,Real Madrid,-,Athletic,4:0 (3:0),
Jornada 4 (1994/1995),,,Deportivo,-,Espanyol,1:1 (0:1),
Jornada 4 (1994/1995),,,Barcelona,-,SD Compostela,4:0 (1:0),
Jornada 4 (1994/1995),,,Valladolid,-,Zaragoza,2:0 (0:0),
Jornada 4 (1994/1995),25.09.1994,,Real Sociedad,-,Valencia,0:2 (0:1),
Jornada 4 (1994/1995),,,Betis,-,Sporting,5:0 (1:0),
Jornada 4 (1994/1995),,,Celta,-,Real Racing,2:1 (0:0),
Jornada 4 (1994/1995),,,Tenerife,-,Sevilla,0:0 (0:0),
Jornada 4 (1994/1995),,,Real Oviedo,-,Atlético,1:0 (0:0),
Jornada 5 (1994/1995),01.10.1994,,Valencia,-,Real Oviedo,1:0 (0:0),
Jornada 5 (1994/1995),,,SD Compostela,-,Deportivo,0:1 (0:0),
Jornada 5 (1994/1995),02.10.1994,,Zaragoza,-,Barcelona,2:1 (2:0),
Jornada 5 (1994/1995),,,Athletic,-,CD Logroñés,1:0 (0:0),
Jornada 5 (1994/1995),,,Sporting,-,Real Madrid,1:0 (0:0),
Jornada 5 (1994/1995),,,Real Racing,-,Betis,0:0 (0:0),
Jornada 5 (1994/1995),,,Sevilla,-,Albacete,0:2 (0:0),
Jornada 5 (1994/1995),,,Atlético,-,Valladolid,6:0 (4:0),
Jornada 5 (1994/1995),,,Espanyol,-,Celta,0:0 (0:0),
Jornada 5 (1994/1995),,,Tenerife,-,Real Sociedad,3:0 (0:0),
Jornada 6 (1994/1995),08.10.1994,,Barcelona,-,Atlético,4:3 (3:1),
Jornada 6 (1994/1995),09.10.1994,,Deportivo,-,Zaragoza,3:3 (1:2),
Jornada 6 (1994/1995),,,Real Madrid,-,Real Racing,3:1 (1:0),
Jornada 6 (1994/1995),,,Betis,-,Espanyol,3:1 (1:1),
Jornada 6 (1994/1995),,,CD Logroñés,-,Sporting,1:3 (1:1),
Jornada 6 (1994/1995),,,Albacete,-,Athletic,1:2 (1:0),
Jornada 6 (1994/1995),,,Real Oviedo,-,Tenerife,1:2 (1:2),
Jornada 6 (1994/1995),,,Real Sociedad,-,Sevilla,0:0 (0:0),
Jornada 6 (1994/1995),,,Valladolid,-,Valencia,2:0 (0:0),
Jornada 6 (1994/1995),,,Celta,-,SD Compostela,1:2 (1:0),
Jornada 7 (1994/1995),15.10.1994,,Sevilla,-,Athletic,0:0 (0:0),
Jornada 7 (1994/1995),,,Espanyol,-,Real Madrid,1:2 (0:2),
Jornada 7 (1994/1995),,,Atlético,-,Deportivo,1:1 (1:0),
Jornada 7 (1994/1995),,,Valencia,-,Barcelona,1:2 (1:0),
Jornada 7 (1994/1995),16.10.1994,,Zaragoza,-,Celta,4:0 (3:0),
Jornada 7 (1994/1995),,,Real Racing,-,CD Logroñés,3:0 (2:0),
Jornada 7 (1994/1995),,,Real Sociedad,-,Real Oviedo,3:1 (1:1),
Jornada 7 (1994/1995),,,Sporting,-,Albacete,3:2 (2:0),
Jornada 7 (1994/1995),,,Tenerife,-,Valladolid,0:0 (0:0),
Jornada 7 (1994/1995),,,SD Compostela,-,Betis,1:1 (1:0),
Jornada 8 (1994/1995),22.10.1994,,Celta,-,Atlético,1:0 (1:0),
Jornada 8 (1994/1995),23.10.1994,,Barcelona,-,Tenerife,1:0 (1:0),
Jornada 8 (1994/1995),,,Real Madrid,-,SD Compostela,1:1 (1:0),
Jornada 8 (1994/1995),,,Betis,-,Zaragoza,0:1 (0:0),
Jornada 8 (1994/1995),,,CD Logroñés,-,Espanyol,1:1 (0:0),
Jornada 8 (1994/1995),,,Athletic,-,Sporting,2:0 (1:0),
Jornada 8 (1994/1995),,,Valladolid,-,Real Sociedad,1:1 (1:0),
Jornada 8 (1994/1995),,,Real Oviedo,-,Sevilla,1:0 (1:0),
Jornada 8 (1994/1995),,,Deportivo,-,Valencia,3:1 (1:0),
Jornada 8 (1994/1995),,,Albacete,-,Real Racing,2:0 (0:0),
Jornada 9 (1994/1995),29.10.1994,,Valencia,-,Celta,1:0 (0:0),
Jornada 9 (1994/1995),,,Real Racing,-,Athletic,0:2 (0:0),
Jornada 9 (1994/1995),,,Real Sociedad,-,Barcelona,1:1 (0:1),
Jornada 9 (1994/1995),,,Zaragoza,-,Real Madrid,3:2 (1:0),
Jornada 9 (1994/1995),,,Tenerife,-,Deportivo,1:1 (0:1),
Jornada 9 (1994/1995),30.10.1994,,Atlético,-,Betis,0:2 (0:1),
Jornada 9 (1994/1995),,,Real Oviedo,-,Valladolid,1:0 (0:0),
Jornada 9 (1994/1995),,,SD Compostela,-,CD Logroñés,2:0 (1:0),
Jornada 9 (1994/1995),,,Espanyol,-,Albacete,5:1 (5:1),
Jornada 9 (1994/1995),,,Sevilla,-,Sporting,5:1 (2:0),
Jornada 10 (1994/1995),05.11.1994,,Real Madrid,-,Atlético,4:2 (4:2),
Jornada 10 (1994/1995),06.11.1994,,Barcelona,-,Real Oviedo,1:0 (1:0),
Jornada 10 (1994/1995),,,Celta,-,Tenerife,3:2 (1:1),
Jornada 10 (1994/1995),,,Albacete,-,SD Compostela,1:3 (0:0),
Jornada 10 (1994/1995),,,Athletic,-,Espanyol,1:3 (1:1),
Jornada 10 (1994/1995),,,CD Logroñés,-,Zaragoza,0:0 (0:0),
Jornada 10 (1994/1995),,,Sporting,-,Real Racing,2:3 (0:2),
Jornada 10 (1994/1995),,,Valladolid,-,Sevilla,0:4 (0:2),
Jornada 10 (1994/1995),,,Betis,-,Valencia,1:1 (1:0),
Jornada 10 (1994/1995),,,Deportivo,-,Real Sociedad,3:1 (1:0),
Jornada 11 (1994/1995),19.11.1994,,Valladolid,-,Barcelona,1:3 (0:0),
Jornada 11 (1994/1995),,,Real Oviedo,-,Deportivo,2:0 (1:0),
Jornada 11 (1994/1995),,,Valencia,-,Real Madrid,1:2 (0:1),
Jornada 11 (1994/1995),,,SD Compostela,-,Athletic,0:1 (0:1),
Jornada 11 (1994/1995),20.11.1994,,Zaragoza,-,Albacete,1:0 (0:0),
Jornada 11 (1994/1995),,,Sevilla,-,Real Racing,1:3 (0:1),
Jornada 11 (1994/1995),,,Espanyol,-,Sporting,1:1 (0:0),
Jornada 11 (1994/1995),,,Real Sociedad,-,Celta,2:3 (1:1),
Jornada 11 (1994/1995),,,Tenerife,-,Betis,1:4 (0:2),
Jornada 11 (1994/1995),,,Atlético,-,CD Logroñés,3:0 (1:0),
Jornada 12 (1994/1995),26.11.1994,,Betis,-,Real Sociedad,0:0 (0:0),
Jornada 12 (1994/1995),27.11.1994,,Deportivo,-,Valladolid,4:0 (2:0),
Jornada 12 (1994/1995),,,Real Madrid,-,Tenerife,4:2 (2:1),
Jornada 12 (1994/1995),,,Celta,-,Real Oviedo,0:0 (0:0),
Jornada 12 (1994/1995),,,Albacete,-,Atlético,2:2 (2:0),
Jornada 12 (1994/1995),,,Barcelona,-,Sevilla,0:1 (0:1),
Jornada 12 (1994/1995),,,Sporting,-,SD Compostela,1:1 (0:0),
Jornada 12 (1994/1995),,,CD Logroñés,-,Valencia,2:2 (2:1),
Jornada 12 (1994/1995),,,Real Racing,-,Espanyol,0:0 (0:0),
Jornada 12 (1994/1995),,,Athletic,-,Zaragoza,1:0 (0:0),
Jornada 13 (1994/1995),03.12.1994,,Barcelona,-,Deportivo,1:1 (1:0),
Jornada 13 (1994/1995),,,Atlético,-,Athletic,2:1 (1:0),
Jornada 13 (1994/1995),,,Valencia,-,Albacete,3:3 (2:1),
Jornada 13 (1994/1995),,,Real Sociedad,-,Real Madrid,1:1 (0:0),
Jornada 13 (1994/1995),04.12.1994,,Zaragoza,-,Sporting,3:2 (0:1),
Jornada 13 (1994/1995),,,Sevilla,-,Espanyol,3:0 (3:0),
Jornada 13 (1994/1995),,,Valladolid,-,Celta,1:1 (0:0),
Jornada 13 (1994/1995),,,Real Oviedo,-,Betis,0:0 (0:0),
Jornada 13 (1994/1995),,,Tenerife,-,CD Logroñés,4:0 (2:0),
Jornada 13 (1994/1995),,,SD Compostela,-,Real Racing,2:1 (1:1),
Jornada 14 (1994/1995),10.12.1994,,Athletic,-,Valencia,2:1 (2:1),
Jornada 14 (1994/1995),11.12.1994,,Sporting,-,Atlético,0:2 (0:1),
Jornada 14 (1994/1995),,,Betis,-,Valladolid,1:2 (0:2),
Jornada 14 (1994/1995),,,CD Logroñés,-,Real Sociedad,0:4 (0:2),
Jornada 14 (1994/1995),,,Celta,-,Barcelona,2:4 (0:1),
Jornada 14 (1994/1995),,,Real Madrid,-,Real Oviedo,2:0 (0:0),
Jornada 14 (1994/1995),,,Real Racing,-,Zaragoza,0:1 (0:0),
Jornada 14 (1994/1995),,,Espanyol,-,SD Compostela,2:0 (0:0),
Jornada 14 (1994/1995),,,Deportivo,-,Sevilla,5:1 (4:0),
Jornada 14 (1994/1995),,,Albacete,-,Tenerife,2:1 (0:0),
Jornada 15 (1994/1995),21.12.1994,,Tenerife,-,Athletic,1:0 (0:0),
Jornada 15 (1994/1995),,,Sevilla,-,SD Compostela,3:0 (1:0),
Jornada 15 (1994/1995),,,Deportivo,-,Celta,1:2 (0:1),
Jornada 15 (1994/1995),,,Barcelona,-,Betis,1:1 (0:0),
Jornada 15 (1994/1995),,,Real Sociedad,-,Albacete,2:0 (0:0),
Jornada 15 (1994/1995),,,Zaragoza,-,Espanyol,1:0 (0:0),
Jornada 15 (1994/1995),,,Atlético,-,Real Racing,0:1 (0:1),
Jornada 15 (1994/1995),,,Valencia,-,Sporting,0:0 (0:0),
Jornada 15 (1994/1995),,,Real Oviedo,-,CD Logroñés,1:0 (0:0),
Jornada 15 (1994/1995),22.12.1994,,Valladolid,-,Real Madrid,0:5 (0:3),
Jornada 16 (1994/1995),07.01.1995,,Real Madrid,-,Barcelona,5:0 (3:0),
Jornada 16 (1994/1995),08.01.1995,,Athletic,-,Real Sociedad,0:0 (0:0),
Jornada 16 (1994/1995),,,CD Logroñés,-,Valladolid,0:0 (0:0),
Jornada 16 (1994/1995),,,Celta,-,Sevilla,0:0 (0:0),
Jornada 16 (1994/1995),,,Albacete,-,Real Oviedo,1:0 (1:0),
Jornada 16 (1994/1995),,,Espanyol,-,Atlético,2:0 (1:0),
Jornada 16 (1994/1995),,,SD Compostela,-,Zaragoza,3:2 (2:1),
Jornada 16 (1994/1995),,,Real Racing,-,Valencia,3:2 (0:0),
Jornada 16 (1994/1995),,,Betis,-,Deportivo,0:0 (0:0),
Jornada 16 (1994/1995),,,Sporting,-,Tenerife,1:1 (0:0),
Jornada 17 (1994/1995),14.01.1995,,Deportivo,-,Real Madrid,0:0 (0:0),
Jornada 17 (1994/1995),15.01.1995,,Tenerife,-,Real Racing,3:0 (2:0),
Jornada 17 (1994/1995),,,Sevilla,-,Zaragoza,2:1 (1:0),
Jornada 17 (1994/1995),,,Celta,-,Betis,0:2 (0:1),
Jornada 17 (1994/1995),,,Barcelona,-,CD Logroñés,3:0 (1:0),
Jornada 17 (1994/1995),,,Valladolid,-,Albacete,1:1 (0:0),
Jornada 17 (1994/1995),,,Real Sociedad,-,Sporting,2:2 (1:0),
Jornada 17 (1994/1995),,,Atlético,-,SD Compostela,1:1 (1:1),
Jornada 17 (1994/1995),,,Valencia,-,Espanyol,0:0 (0:0),
Jornada 17 (1994/1995),,,Real Oviedo,-,Athletic,1:1 (1:0),
Jornada 18 (1994/1995),21.01.1995,,CD Logroñés,-,Deportivo,0:1 (0:1),
Jornada 18 (1994/1995),22.01.1995,,Athletic,-,Valladolid,1:1 (0:0),
Jornada 18 (1994/1995),,,Espanyol,-,Tenerife,0:0 (0:0),
Jornada 18 (1994/1995),,,Real Madrid,-,Celta,4:0 (2:0),
Jornada 18 (1994/1995),,,Sevilla,-,Betis,0:1 (0:0),
Jornada 18 (1994/1995),,,Albacete,-,Barcelona,2:2 (2:1),
Jornada 18 (1994/1995),,,Real Racing,-,Real Sociedad,0:0 (0:0),
Jornada 18 (1994/1995),,,Zaragoza,-,Atlético,3:1 (2:0),
Jornada 18 (1994/1995),,,SD Compostela,-,Valencia,1:1 (1:0),
Jornada 18 (1994/1995),,,Sporting,-,Real Oviedo,1:1 (1:0),
Jornada 19 (1994/1995),28.01.1995,,Barcelona,-,Athletic,1:0 (0:0),
Jornada 19 (1994/1995),29.01.1995,,Real Sociedad,-,Espanyol,2:0 (0:0),
Jornada 19 (1994/1995),,,Betis,-,Real Madrid,0:0 (0:0),
Jornada 19 (1994/1995),,,Celta,-,CD Logroñés,0:1 (0:1),
Jornada 19 (1994/1995),,,Deportivo,-,Albacete,2:1 (2:0),
Jornada 19 (1994/1995),,,Real Oviedo,-,Real Racing,3:1 (1:0),
Jornada 19 (1994/1995),,,Tenerife,-,SD Compostela,2:0 (1:0),
