Jornada,Fecha,Hora,Local,Resultado,Visitante,Asistencia,Estadio
Jornada 1 (1963/1964),15.09.1963,,Real Murcia,-,Atlético,2:1 (1:1),
Jornada 1 (1963/1964),,,Betis,-,Sevilla,3:1 (0:0),
Jornada 1 (1963/1964),,,Pontevedra CF,-,Zaragoza,1:1 (0:0),
Jornada 1 (1963/1964),,,Córdoba,-,Real Oviedo,2:1 (1:0),
Jornada 1 (1963/1964),,,Valladolid,-,Elche,2:2 (0:2),
Jornada 1 (1963/1964),,,Espanyol,-,Levante,4:4 (2:2),
Jornada 1 (1963/1964),,,Real Madrid,-,Athletic,3:1 (3:0),
Jornada 1 (1963/1964),13.11.1963,,Valencia,-,Barcelona,0:2 (0:1),
Jornada 2 (1963/1964),21.09.1963,,Barcelona,-,Pontevedra CF,3:1 (2:0),
Jornada 2 (1963/1964),22.09.1963,,Levante,-,Betis,0:1 (0:0),
Jornada 2 (1963/1964),,,Athletic,-,Córdoba,2:0 (1:0),
Jornada 2 (1963/1964),,,Atlético,-,Valladolid,3:1 (0:1),
Jornada 2 (1963/1964),,,Real Oviedo,-,Espanyol,2:1 (1:1),
Jornada 2 (1963/1964),,,Elche,-,Real Madrid,2:0 (0:0),
Jornada 2 (1963/1964),,,Sevilla,-,Valencia,3:0 (0:0),
Jornada 2 (1963/1964),,,Zaragoza,-,Real Murcia,3:2 (3:1),
Jornada 3 (1963/1964),28.09.1963,,Valencia,-,Levante,5:3 (4:1),
Jornada 3 (1963/1964),29.09.1963,,Real Murcia,-,Barcelona,1:5 (1:2),
Jornada 3 (1963/1964),,,Córdoba,-,Elche,2:0 (2:0),
Jornada 3 (1963/1964),,,Betis,-,Real Oviedo,1:0 (0:0),
Jornada 3 (1963/1964),,,Atlético,-,Zaragoza,0:2 (0:1),
Jornada 3 (1963/1964),,,Espanyol,-,Athletic,4:0 (3:0),
Jornada 3 (1963/1964),,,Valladolid,-,Real Madrid,0:3 (0:1),
Jornada 3 (1963/1964),,,Pontevedra CF,-,Sevilla,0:0 (0:0),
Jornada 4 (1963/1964),05.10.1963,,Real Madrid,-,Córdoba,5:2 (3:0),
Jornada 4 (1963/1964),06.10.1963,,Athletic,-,Betis,1:2 (0:2),
Jornada 4 (1963/1964),,,Zaragoza,-,Valladolid,3:0 (1:0),
Jornada 4 (1963/1964),,,Sevilla,-,Real Murcia,2:2 (0:1),
Jornada 4 (1963/1964),,,Real Oviedo,-,Valencia,1:4 (0:1),
Jornada 4 (1963/1964),,,Elche,-,Espanyol,1:0 (0:0),
Jornada 4 (1963/1964),,,Barcelona,-,Atlético,3:1 (3:1),
Jornada 4 (1963/1964),,,Levante,-,Pontevedra CF,3:1 (1:1),
Jornada 5 (1963/1964),13.10.1963,,Valencia,-,Athletic,2:1 (1:0),
Jornada 5 (1963/1964),,,Real Murcia,-,Levante,1:0 (0:0),
Jornada 5 (1963/1964),,,Valladolid,-,Córdoba,0:0 (0:0),
Jornada 5 (1963/1964),,,Betis,-,Elche,0:0 (0:0),
Jornada 5 (1963/1964),,,Atlético,-,Sevilla,1:1 (0:0),
Jornada 5 (1963/1964),,,Zaragoza,-,Barcelona,2:0 (0:0),
Jornada 5 (1963/1964),,,Espanyol,-,Real Madrid,1:0 (1:0),
Jornada 5 (1963/1964),,,Pontevedra CF,-,Real Oviedo,4:1 (3:1),
Jornada 6 (1963/1964),20.10.1963,,Levante,-,Atlético,2:1 (2:1),
Jornada 6 (1963/1964),,,Real Oviedo,-,Real Murcia,0:1 (0:1),
Jornada 6 (1963/1964),,,Barcelona,-,Valladolid,2:1 (1:0),
Jornada 6 (1963/1964),,,Athletic,-,Pontevedra CF,3:1 (3:1),
Jornada 6 (1963/1964),,,Elche,-,Valencia,2:1 (1:1),
Jornada 6 (1963/1964),,,Córdoba,-,Espanyol,3:0 (0:0),
Jornada 6 (1963/1964),,,Real Madrid,-,Betis,1:1 (1:1),
Jornada 6 (1963/1964),,,Sevilla,-,Zaragoza,1:0 (1:0),
Jornada 7 (1963/1964),03.11.1963,,Barcelona,-,Sevilla,6:0 (2:0),
Jornada 7 (1963/1964),,,Zaragoza,-,Levante,4:4 (2:2),
Jornada 7 (1963/1964),,,Betis,-,Córdoba,1:0 (1:0),
Jornada 7 (1963/1964),,,Atlético,-,Real Oviedo,0:1 (0:1),
Jornada 7 (1963/1964),,,Valladolid,-,Espanyol,2:0 (2:0),
Jornada 7 (1963/1964),,,Real Murcia,-,Athletic,2:0 (1:0),
Jornada 7 (1963/1964),,,Valencia,-,Real Madrid,1:4 (1:3),
Jornada 7 (1963/1964),,,Pontevedra CF,-,Elche,0:1 (0:0),
Jornada 8 (1963/1964),09.11.1963,,Real Madrid,-,Pontevedra CF,3:1 (1:0),
Jornada 8 (1963/1964),10.11.1963,,Real Oviedo,-,Zaragoza,2:0 (2:0),
Jornada 8 (1963/1964),,,Athletic,-,Atlético,0:0 (0:0),
Jornada 8 (1963/1964),,,Elche,-,Real Murcia,3:1 (0:0),
Jornada 8 (1963/1964),,,Sevilla,-,Valladolid,2:0 (0:0),
Jornada 8 (1963/1964),,,Córdoba,-,Valencia,1:0 (1:0),
Jornada 8 (1963/1964),,,Levante,-,Barcelona,4:5 (3:4),
Jornada 8 (1963/1964),,,Espanyol,-,Betis,1:1 (0:0),
Jornada 9 (1963/1964),17.11.1963,,Valladolid,-,Betis,3:2 (2:1),
Jornada 9 (1963/1964),,,Sevilla,-,Levante,2:0 (0:0),
Jornada 9 (1963/1964),,,Pontevedra CF,-,Córdoba,2:1 (1:0),
Jornada 9 (1963/1964),,,Barcelona,-,Real Oviedo,2:1 (1:0),
Jornada 9 (1963/1964),,,Valencia,-,Espanyol,2:1 (2:0),
Jornada 9 (1963/1964),,,Zaragoza,-,Athletic,0:2 (0:0),
Jornada 9 (1963/1964),,,Real Murcia,-,Real Madrid,0:3 (0:1),
Jornada 9 (1963/1964),,,Atlético,-,Elche,1:1 (0:0),
Jornada 10 (1963/1964),24.11.1963,,Real Oviedo,-,Sevilla,1:0 (1:0),
Jornada 10 (1963/1964),,,Elche,-,Zaragoza,1:0 (1:0),
Jornada 10 (1963/1964),,,Espanyol,-,Pontevedra CF,0:0 (0:0),
Jornada 10 (1963/1964),,,Córdoba,-,Real Murcia,2:1 (1:0),
Jornada 10 (1963/1964),,,Real Madrid,-,Atlético,5:1 (1:1),
Jornada 10 (1963/1964),,,Betis,-,Valencia,2:0 (1:0),
Jornada 10 (1963/1964),,,Athletic,-,Barcelona,2:0 (2:0),
Jornada 10 (1963/1964),,,Levante,-,Valladolid,1:0 (0:0),
Jornada 11 (1963/1964),07.12.1963,,Barcelona,-,Elche,3:0 (2:0),
