Jornada,Fecha,Hora,Local,Resultado,Visitante,Asistencia,Estadio
Jornada 1 (1944/1945),24.09.1944,,Atlético,-,Barcelona,1:1 (0:0),
Jornada 1 (1944/1945),,,Espanyol,-,Sporting,0:0 (0:0),
Jornada 1 (1944/1945),,,Sevilla,-,Granada,4:1 (2:1),
Jornada 1 (1944/1945),,,Deportivo,-,Real Murcia,3:1 (2:0),
Jornada 1 (1944/1945),,,Valencia,-,CE Sabadell,1:1 (1:1),
Jornada 1 (1944/1945),,,Athletic,-,CD Castellón,1:3 (1:0),
Jornada 1 (1944/1945),,,Real Oviedo,-,Real Madrid,4:0 (3:0),
Jornada 2 (1944/1945),01.10.1944,,CD Castellón,-,Sevilla,2:2 (0:1),
Jornada 2 (1944/1945),,,Barcelona,-,Real Oviedo,0:1 (0:0),
Jornada 2 (1944/1945),,,Granada,-,Atlético,2:1 (0:0),
Jornada 2 (1944/1945),,,Real Murcia,-,Valencia,2:1 (0:0),
Jornada 2 (1944/1945),,,Real Madrid,-,Espanyol,3:0 (2:0),
Jornada 2 (1944/1945),,,CE Sabadell,-,Athletic,1:2 (1:2),
Jornada 2 (1944/1945),,,Sporting,-,Deportivo,3:3 (2:1),
Jornada 3 (1944/1945),08.10.1944,,Deportivo,-,Real Madrid,2:2 (0:1),
Jornada 3 (1944/1945),,,Real Oviedo,-,Espanyol,1:0 (0:0),
Jornada 3 (1944/1945),,,Valencia,-,Sporting,4:1 (2:0),
Jornada 3 (1944/1945),,,Barcelona,-,Granada,4:2 (3:1),
Jornada 3 (1944/1945),,,Athletic,-,Real Murcia,5:1 (2:0),
Jornada 3 (1944/1945),,,Sevilla,-,CE Sabadell,4:0 (1:0),
Jornada 3 (1944/1945),,,Atlético,-,CD Castellón,4:0 (1:0),
Jornada 4 (1944/1945),15.10.1944,,CD Castellón,-,Barcelona,0:1 (0:1),
Jornada 4 (1944/1945),,,Real Murcia,-,Sevilla,3:1 (2:1),
Jornada 4 (1944/1945),,,Espanyol,-,Deportivo,7:1 (7:0),
Jornada 4 (1944/1945),,,Granada,-,Real Oviedo,5:1 (3:0),
Jornada 4 (1944/1945),,,Sporting,-,Athletic,0:2 (0:0),
Jornada 4 (1944/1945),,,CE Sabadell,-,Atlético,0:1 (0:1),
Jornada 4 (1944/1945),,,Real Madrid,-,Valencia,1:1 (0:0),
Jornada 5 (1944/1945),22.10.1944,,Granada,-,CD Castellón,0:2 (0:0),
Jornada 5 (1944/1945),,,Athletic,-,Real Madrid,2:1 (2:0),
Jornada 5 (1944/1945),,,Valencia,-,Espanyol,2:0 (1:0),
Jornada 5 (1944/1945),,,Sevilla,-,Sporting,6:0 (3:0),
Jornada 5 (1944/1945),,,Real Oviedo,-,Deportivo,2:2 (1:1),
Jornada 5 (1944/1945),,,Atlético,-,Real Murcia,4:3 (2:2),
Jornada 5 (1944/1945),,,Barcelona,-,CE Sabadell,2:1 (0:1),
Jornada 6 (1944/1945),29.10.1944,,CE Sabadell,-,Granada,3:2 (1:1),
Jornada 6 (1944/1945),,,CD Castellón,-,Real Oviedo,5:3 (4:2),
Jornada 6 (1944/1945),,,Real Madrid,-,Sevilla,5:0 (5:0),
Jornada 6 (1944/1945),,,Sporting,-,Atlético,2:0 (1:0),
Jornada 6 (1944/1945),,,Deportivo,-,Valencia,2:3 (1:2),
Jornada 6 (1944/1945),,,Real Murcia,-,Barcelona,1:1 (1:1),
Jornada 6 (1944/1945),,,Espanyol,-,Athletic,2:3 (1:1),
Jornada 7 (1944/1945),05.11.1944,,Granada,-,Real Murcia,1:1 (0:0),
Jornada 7 (1944/1945),,,Real Oviedo,-,Valencia,2:0 (2:0),
Jornada 7 (1944/1945),,,CD Castellón,-,CE Sabadell,8:0 (3:0),
Jornada 7 (1944/1945),,,Atlético,-,Real Madrid,0:1 (0:0),
Jornada 7 (1944/1945),,,Athletic,-,Deportivo,5:2 (2:1),
Jornada 7 (1944/1945),,,Sevilla,-,Espanyol,1:1 (1:0),
Jornada 7 (1944/1945),,,Barcelona,-,Sporting,2:0 (0:0),
Jornada 8 (1944/1945),12.11.1944,,Sporting,-,Granada,3:1 (1:0),
Jornada 8 (1944/1945),,,Real Murcia,-,CD Castellón,2:0 (1:0),
Jornada 8 (1944/1945),,,CE Sabadell,-,Real Oviedo,0:0 (0:0),
Jornada 8 (1944/1945),,,Deportivo,-,Sevilla,1:0 (1:0),
Jornada 8 (1944/1945),,,Espanyol,-,Atlético,0:3 (0:2),
Jornada 8 (1944/1945),,,Valencia,-,Athletic,3:0 (2:0),
Jornada 8 (1944/1945),,,Real Madrid,-,Barcelona,1:0 (1:0),
Jornada 9 (1944/1945),19.11.1944,,Real Oviedo,-,Athletic,2:0 (1:0),
Jornada 9 (1944/1945),,,Barcelona,-,Espanyol,1:0 (0:0),
Jornada 9 (1944/1945),,,Sevilla,-,Valencia,3:2 (0:0),
Jornada 9 (1944/1945),,,CD Castellón,-,Sporting,3:0 (1:0),
Jornada 9 (1944/1945),,,Atlético,-,Deportivo,1:1 (1:0),
Jornada 9 (1944/1945),,,CE Sabadell,-,Real Murcia,4:0 (2:0),
Jornada 9 (1944/1945),,,Granada,-,Real Madrid,0:1 (0:0),
Jornada 10 (1944/1945),26.11.1944,,Espanyol,-,Granada,7:2 (4:1),
Jornada 10 (1944/1945),,,Real Murcia,-,Real Oviedo,5:1 (2:0),
Jornada 10 (1944/1945),,,Sporting,-,CE Sabadell,1:0 (1:0),
Jornada 10 (1944/1945),,,Valencia,-,Atlético,5:0 (3:0),
Jornada 10 (1944/1945),,,Deportivo,-,Barcelona,1:2 (0:1),
Jornada 10 (1944/1945),,,Athletic,-,Sevilla,4:0 (2:0),
Jornada 10 (1944/1945),,,Real Madrid,-,CD Castellón,2:1 (0:0),
Jornada 11 (1944/1945),03.12.1944,,CE Sabadell,-,Real Madrid,3:2 (1:1),
Jornada 11 (1944/1945),,,Atlético,-,Athletic,1:0 (0:0),
Jornada 11 (1944/1945),,,CD Castellón,-,Espanyol,2:0 (2:0),
Jornada 11 (1944/1945),,,Barcelona,-,Valencia,1:0 (0:0),
Jornada 11 (1944/1945),,,Real Oviedo,-,Sevilla,2:0 (2:0),
Jornada 11 (1944/1945),,,Real Murcia,-,Sporting,2:2 (1:1),
Jornada 11 (1944/1945),,,Granada,-,Deportivo,3:0 (2:0),
Jornada 12 (1944/1945),10.12.1944,,Athletic,-,Barcelona,4:1 (3:0),
Jornada 12 (1944/1945),,,Deportivo,-,CD Castellón,1:1 (1:1),
Jornada 12 (1944/1945),,,Espanyol,-,CE Sabadell,1:3 (0:1),
Jornada 12 (1944/1945),,,Real Madrid,-,Real Murcia,2:1 (1:1),
Jornada 12 (1944/1945),,,Valencia,-,Granada,4:0 (1:0),
Jornada 12 (1944/1945),,,Sevilla,-,Atlético,4:1 (1:0),
Jornada 12 (1944/1945),,,Real Oviedo,-,Sporting,2:1 (2:0),
Jornada 13 (1944/1945),17.12.1944,,CE Sabadell,-,Deportivo,2:1 (1:1),
Jornada 13 (1944/1945),,,Sporting,-,Real Madrid,0:1 (0:1),
Jornada 13 (1944/1945),,,Granada,-,Athletic,2:3 (2:3),
Jornada 13 (1944/1945),,,Real Murcia,-,Espanyol,1:2 (0:1),
Jornada 13 (1944/1945),,,CD Castellón,-,Valencia,0:0 (0:0),
Jornada 13 (1944/1945),,,Barcelona,-,Sevilla,3:1 (1:1),
Jornada 13 (1944/1945),,,Atlético,-,Real Oviedo,4:3 (3:2),
Jornada 14 (1944/1945),07.01.1945,,Sporting,-,Espanyol,0:1 (0:1),
