Jornada,Fecha,Hora,Local,Resultado,Visitante,Asistencia,Estadio
Jornada 1 (1962/1963),16.09.1962,,Athletic,-,Barcelona,2:3 (2:2),
Jornada 1 (1962/1963),,,Atlético,-,Valencia,5:1 (2:0),
Jornada 1 (1962/1963),,,Deportivo,-,Sevilla,1:0 (1:0),
Jornada 1 (1962/1963),,,Zaragoza,-,Real Oviedo,5:0 (1:0),
Jornada 1 (1962/1963),,,Córdoba,-,Valladolid,1:0 (0:0),
Jornada 1 (1962/1963),,,Mallorca,-,Málaga,5:0 (2:0),
Jornada 1 (1962/1963),,,Osasuna,-,Elche,3:0 (2:0),
Jornada 1 (1962/1963),,,Betis,-,Real Madrid,2:5 (2:2),
Jornada 2 (1962/1963),22.09.1962,,Sevilla,-,Atlético,2:4 (0:1),
Jornada 2 (1962/1963),,,Real Madrid,-,Deportivo,2:1 (0:1),
Jornada 2 (1962/1963),,,Valencia,-,Zaragoza,2:1 (1:1),
Jornada 2 (1962/1963),23.09.1962,,Barcelona,-,Betis,1:0 (1:0),
Jornada 2 (1962/1963),,,Real Oviedo,-,Córdoba,2:0 (0:0),
Jornada 2 (1962/1963),,,Valladolid,-,Osasuna,2:1 (0:1),
Jornada 2 (1962/1963),,,Málaga,-,Athletic,2:0 (1:0),
Jornada 2 (1962/1963),,,Elche,-,Mallorca,2:2 (0:1),
Jornada 3 (1962/1963),30.09.1962,,Deportivo,-,Atlético,1:1 (0:0),
Jornada 3 (1962/1963),,,Athletic,-,Elche,2:1 (1:0),
Jornada 3 (1962/1963),,,Betis,-,Málaga,0:1 (0:0),
Jornada 3 (1962/1963),,,Mallorca,-,Valladolid,0:0 (0:0),
Jornada 3 (1962/1963),,,Zaragoza,-,Sevilla,2:4 (2:2),
Jornada 3 (1962/1963),,,Córdoba,-,Valencia,1:0 (1:0),
Jornada 3 (1962/1963),,,Real Madrid,-,Barcelona,2:0 (1:0),
Jornada 3 (1962/1963),,,Osasuna,-,Real Oviedo,2:3 (1:2),
Jornada 4 (1962/1963),07.10.1962,,Barcelona,-,Deportivo,5:2 (1:2),
Jornada 4 (1962/1963),,,Valencia,-,Osasuna,4:1 (1:1),
Jornada 4 (1962/1963),,,Real Oviedo,-,Mallorca,2:0 (2:0),
Jornada 4 (1962/1963),,,Atlético,-,Zaragoza,2:1 (1:0),
Jornada 4 (1962/1963),,,Málaga,-,Real Madrid,0:4 (0:2),
Jornada 4 (1962/1963),,,Valladolid,-,Athletic,2:1 (0:0),
Jornada 4 (1962/1963),,,Elche,-,Betis,0:3 (0:2),
Jornada 4 (1962/1963),,,Sevilla,-,Córdoba,3:1 (3:0),
