Jornada,Fecha,Hora,Local,Resultado,Visitante,Asistencia,Estadio
Jornada 1 (1953/1954),13.09.1953,,Valencia,-,Athletic,3:0 (3:0),
Jornada 1 (1953/1954),,,Espanyol,-,Atlético,3:1 (1:1),
Jornada 1 (1953/1954),,,Real Jaén,-,Sevilla,3:1 (1:1),
Jornada 1 (1953/1954),,,Sporting,-,Real Oviedo,0:0 (0:0),
Jornada 1 (1953/1954),,,Celta,-,Real Racing,1:2 (0:2),
Jornada 1 (1953/1954),,,Valladolid,-,Deportivo,2:1 (1:1),
Jornada 1 (1953/1954),,,Real Madrid,-,Osasuna,2:0 (1:0),
Jornada 1 (1953/1954),,,Real Sociedad,-,Barcelona,0:3 (0:1),
Jornada 2 (1953/1954),20.09.1953,,Real Oviedo,-,Celta,0:1 (0:1),
Jornada 2 (1953/1954),,,Barcelona,-,Real Jaén,6:2 (1:1),
Jornada 2 (1953/1954),,,Deportivo,-,Sporting,2:1 (2:1),
Jornada 2 (1953/1954),,,Athletic,-,Real Madrid,2:3 (1:2),
Jornada 2 (1953/1954),,,Real Racing,-,Valencia,3:1 (1:0),
Jornada 2 (1953/1954),,,Osasuna,-,Espanyol,2:3 (1:1),
Jornada 2 (1953/1954),,,Atlético,-,Real Sociedad,1:1 (1:0),
Jornada 2 (1953/1954),,,Sevilla,-,Valladolid,3:1 (2:0),
Jornada 3 (1953/1954),27.09.1953,,Real Jaén,-,Atlético,1:0 (0:0),
Jornada 3 (1953/1954),,,Celta,-,Deportivo,3:1 (3:0),
Jornada 3 (1953/1954),,,Real Madrid,-,Real Racing,4:2 (2:0),
Jornada 3 (1953/1954),,,Valencia,-,Real Oviedo,3:0 (1:0),
Jornada 3 (1953/1954),,,Sporting,-,Sevilla,3:1 (2:0),
Jornada 3 (1953/1954),,,Osasuna,-,Athletic,3:2 (1:2),
Jornada 3 (1953/1954),,,Valladolid,-,Barcelona,2:2 (2:1),
Jornada 3 (1953/1954),,,Espanyol,-,Real Sociedad,1:1 (0:1),
Jornada 4 (1953/1954),04.10.1953,,Barcelona,-,Sporting,3:1 (0:0),
Jornada 4 (1953/1954),,,Atlético,-,Valladolid,1:2 (0:0),
Jornada 4 (1953/1954),,,Real Racing,-,Osasuna,3:0 (1:0),
Jornada 4 (1953/1954),,,Deportivo,-,Valencia,1:1 (0:0),
Jornada 4 (1953/1954),,,Real Oviedo,-,Real Madrid,0:4 (0:2),
Jornada 4 (1953/1954),,,Athletic,-,Espanyol,0:0 (0:0),
Jornada 4 (1953/1954),,,Sevilla,-,Celta,1:0 (0:0),
Jornada 4 (1953/1954),,,Real Sociedad,-,Real Jaén,2:1 (1:0),
Jornada 5 (1953/1954),11.10.1953,,Valencia,-,Sevilla,2:3 (1:1),
Jornada 5 (1953/1954),,,Espanyol,-,Real Jaén,1:2 (1:2),
Jornada 5 (1953/1954),,,Real Madrid,-,Deportivo,2:1 (1:0),
Jornada 5 (1953/1954),,,Athletic,-,Real Racing,5:1 (3:0),
Jornada 5 (1953/1954),,,Valladolid,-,Real Sociedad,2:0 (1:0),
Jornada 5 (1953/1954),,,Sporting,-,Atlético,4:2 (2:1),
Jornada 5 (1953/1954),,,Celta,-,Barcelona,0:0 (0:0),
