Jornada,Fecha,Hora,Local,Resultado,Visitante,Asistencia,Estadio
Jornada 1 (1977/1978),03.09.1977,,Las Palmas,-,Burgos CF,0:0 (0:0),
Jornada 1 (1977/1978),,,Sevilla,-,Espanyol,3:1 (2:0),
Jornada 1 (1977/1978),04.09.1977,,UD Salamanca,-,Real Madrid,2:1 (0:1),
Jornada 1 (1977/1978),,,Atlético,-,Valencia,3:0 (0:0),
Jornada 1 (1977/1978),,,Barcelona,-,Real Sociedad,1:0 (1:0),
Jornada 1 (1977/1978),,,Athletic,-,Betis,0:0 (0:0),
Jornada 1 (1977/1978),,,Hércules CF,-,Sporting,1:0 (1:0),
Jornada 1 (1977/1978),,,Real Racing,-,Elche,2:0 (1:0),
Jornada 1 (1977/1978),,,Cádiz CF,-,Rayo,2:1 (0:1),
Jornada 2 (1977/1978),10.09.1977,,Real Sociedad,-,Atlético,4:1 (1:1),
Jornada 2 (1977/1978),,,Valencia,-,Cádiz CF,3:0 (2:0),
Jornada 2 (1977/1978),,,Elche,-,Hércules CF,2:0 (1:0),
Jornada 2 (1977/1978),,,Real Madrid,-,Sevilla,3:0 (1:0),
Jornada 2 (1977/1978),,,Betis,-,Barcelona,0:0 (0:0),
Jornada 2 (1977/1978),,,Sporting,-,Las Palmas,0:0 (0:0),
Jornada 2 (1977/1978),11.09.1977,,Burgos CF,-,UD Salamanca,0:2 (0:2),
Jornada 2 (1977/1978),,,Rayo,-,Real Racing,1:0 (1:0),
Jornada 2 (1977/1978),,,Espanyol,-,Athletic,2:1 (1:0),
Jornada 3 (1977/1978),17.09.1977,,Sevilla,-,Burgos CF,1:0 (0:0),
Jornada 3 (1977/1978),18.09.1977,,Atlético,-,Betis,1:1 (0:0),
Jornada 3 (1977/1978),,,Espanyol,-,Real Madrid,1:4 (0:1),
Jornada 3 (1977/1978),,,Hércules CF,-,Rayo,1:1 (0:0),
Jornada 3 (1977/1978),,,Las Palmas,-,Elche,4:1 (2:0),
Jornada 3 (1977/1978),,,UD Salamanca,-,Sporting,2:3 (1:1),
Jornada 3 (1977/1978),,,Athletic,-,Barcelona,0:0 (0:0),
Jornada 3 (1977/1978),,,Real Racing,-,Valencia,2:2 (0:0),
Jornada 3 (1977/1978),,,Cádiz CF,-,Real Sociedad,2:0 (1:0),
Jornada 4 (1977/1978),24.09.1977,,Betis,-,Cádiz CF,3:0 (1:0),
Jornada 4 (1977/1978),,,Elche,-,UD Salamanca,2:1 (1:0),
Jornada 4 (1977/1978),,,Valencia,-,Hércules CF,6:1 (1:0),
Jornada 4 (1977/1978),,,Rayo,-,Las Palmas,1:1 (0:0),
Jornada 4 (1977/1978),25.09.1977,,Real Madrid,-,Athletic,1:0 (1:0),
Jornada 4 (1977/1978),,,Real Sociedad,-,Real Racing,2:0 (0:0),
Jornada 4 (1977/1978),,,Sporting,-,Sevilla,1:0 (1:0),
Jornada 4 (1977/1978),,,Burgos CF,-,Espanyol,3:2 (2:0),
Jornada 4 (1977/1978),,,Barcelona,-,Atlético,1:0 (0:0),
Jornada 5 (1977/1978),02.10.1977,,Las Palmas,-,Valencia,1:0 (0:0),
Jornada 5 (1977/1978),,,Espanyol,-,Sporting,2:1 (1:0),
Jornada 5 (1977/1978),,,UD Salamanca,-,Rayo,1:0 (1:0),
Jornada 5 (1977/1978),,,Real Madrid,-,Burgos CF,3:0 (0:0),
Jornada 5 (1977/1978),,,Sevilla,-,Elche,3:3 (0:2),
Jornada 5 (1977/1978),,,Cádiz CF,-,Barcelona,0:2 (0:1),
Jornada 5 (1977/1978),,,Athletic,-,Atlético,1:0 (1:0),
Jornada 5 (1977/1978),,,Hércules CF,-,Real Sociedad,1:0 (1:0),
Jornada 5 (1977/1978),,,Real Racing,-,Betis,1:1 (0:1),
Jornada 6 (1977/1978),08.10.1977,,Valencia,-,UD Salamanca,3:1 (1:1),
Jornada 6 (1977/1978),,,Elche,-,Espanyol,2:0 (1:0),
Jornada 6 (1977/1978),09.10.1977,,Burgos CF,-,Athletic,2:2 (2:2),
Jornada 6 (1977/1978),,,Atlético,-,Cádiz CF,4:0 (0:0),
Jornada 6 (1977/1978),,,Betis,-,Hércules CF,1:1 (1:0),
Jornada 6 (1977/1978),,,Barcelona,-,Real Racing,3:0 (2:0),
Jornada 6 (1977/1978),,,Rayo,-,Sevilla,4:1 (4:0),
Jornada 6 (1977/1978),,,Sporting,-,Real Madrid,0:2 (0:0),
Jornada 6 (1977/1978),,,Real Sociedad,-,Las Palmas,4:1 (2:1),
Jornada 7 (1977/1978),15.10.1977,,Athletic,-,Cádiz CF,6:1 (4:0),
Jornada 7 (1977/1978),,,Las Palmas,-,Betis,3:2 (1:1),
Jornada 7 (1977/1978),16.10.1977,,Sevilla,-,Valencia,1:0 (1:0),
Jornada 7 (1977/1978),,,Real Madrid,-,Elche,5:1 (3:1),
Jornada 7 (1977/1978),,,Burgos CF,-,Sporting,0:0 (0:0),
Jornada 7 (1977/1978),,,Espanyol,-,Rayo,2:1 (0:0),
Jornada 7 (1977/1978),,,Hércules CF,-,Barcelona,2:1 (2:1),
Jornada 7 (1977/1978),,,UD Salamanca,-,Real Sociedad,0:0 (0:0),
Jornada 7 (1977/1978),,,Real Racing,-,Atlético,2:0 (1:0),
Jornada 8 (1977/1978),29.10.1977,,Atlético,-,Hércules CF,3:1 (2:1),
Jornada 8 (1977/1978),,,Valencia,-,Espanyol,3:0 (3:0),
Jornada 8 (1977/1978),30.10.1977,,Sporting,-,Athletic,2:2 (1:1),
Jornada 8 (1977/1978),,,Elche,-,Burgos CF,1:0 (0:0),
Jornada 8 (1977/1978),,,Betis,-,UD Salamanca,0:1 (0:1),
Jornada 8 (1977/1978),,,Cádiz CF,-,Real Racing,0:0 (0:0),
Jornada 8 (1977/1978),,,Real Sociedad,-,Sevilla,4:0 (2:0),
Jornada 8 (1977/1978),,,Rayo,-,Real Madrid,3:2 (1:0),
Jornada 8 (1977/1978),,,Barcelona,-,Las Palmas,5:0 (0:0),
Jornada 9 (1977/1978),06.11.1977,,Espanyol,-,Real Sociedad,2:0 (2:0),
Jornada 9 (1977/1978),,,Sporting,-,Elche,3:0 (1:0),
Jornada 9 (1977/1978),,,Burgos CF,-,Rayo,2:1 (0:0),
Jornada 9 (1977/1978),,,Hércules CF,-,Cádiz CF,0:0 (0:0),
Jornada 9 (1977/1978),,,UD Salamanca,-,Barcelona,1:0 (0:0),
Jornada 9 (1977/1978),,,Sevilla,-,Betis,1:0 (0:0),
Jornada 9 (1977/1978),,,Las Palmas,-,Atlético,3:0 (0:0),
Jornada 9 (1977/1978),,,Real Madrid,-,Valencia,1:0 (1:0),
Jornada 9 (1977/1978),,,Athletic,-,Real Racing,3:0 (2:0),
Jornada 10 (1977/1978),12.11.1977,,Valencia,-,Burgos CF,1:0 (0:0),
Jornada 10 (1977/1978),,,Elche,-,Athletic,2:1 (1:0),
Jornada 10 (1977/1978),13.11.1977,,Betis,-,Espanyol,3:1 (1:1),
Jornada 10 (1977/1978),,,Atlético,-,UD Salamanca,4:2 (0:0),
Jornada 10 (1977/1978),,,Real Racing,-,Hércules CF,1:0 (0:0),
