Jornada,Fecha,Hora,Local,Resultado,Visitante,Asistencia,Estadio
Jornada 1 (1939/1940),03.12.1939,,Betis,-,Valencia,0:3 (0:1),
Jornada 1 (1939/1940),,,Athletic,-,Atlético,1:3 (1:0),
Jornada 1 (1939/1940),,,Real Madrid,-,Sevilla,1:3 (1:1),
Jornada 1 (1939/1940),,,Zaragoza,-,Celta,3:2 (2:0),
Jornada 1 (1939/1940),,,Hércules CF,-,Real Racing,3:1 (2:1),
Jornada 1 (1939/1940),,,Barcelona,-,Espanyol,0:1 (0:1),
Jornada 2 (1939/1940),10.12.1939,,Real Racing,-,Real Madrid,2:1 (0:0),
Jornada 2 (1939/1940),,,Celta,-,Barcelona,1:2 (0:1),
Jornada 2 (1939/1940),,,Sevilla,-,Athletic,3:3 (0:2),
Jornada 2 (1939/1940),,,Valencia,-,Zaragoza,0:0 (0:0),
Jornada 2 (1939/1940),,,Atlético,-,Betis,0:0 (0:0),
Jornada 2 (1939/1940),,,Espanyol,-,Hércules CF,3:3 (2:1),
Jornada 3 (1939/1940),17.12.1939,,Athletic,-,Betis,6:1 (1:0),
Jornada 3 (1939/1940),,,Hércules CF,-,Celta,6:1 (4:1),
Jornada 3 (1939/1940),,,Real Madrid,-,Espanyol,3:1 (2:0),
Jornada 3 (1939/1940),,,Barcelona,-,Valencia,4:1 (2:0),
Jornada 3 (1939/1940),,,Sevilla,-,Real Racing,8:2 (2:2),
Jornada 3 (1939/1940),,,Zaragoza,-,Atlético,4:3 (0:1),
Jornada 4 (1939/1940),24.12.1939,,Betis,-,Zaragoza,0:0 (0:0),
Jornada 4 (1939/1940),,,Valencia,-,Hércules CF,2:1 (0:1),
Jornada 4 (1939/1940),,,Espanyol,-,Sevilla,2:1 (0:0),
Jornada 4 (1939/1940),,,Real Racing,-,Athletic,3:0 (1:0),
Jornada 4 (1939/1940),,,Atlético,-,Barcelona,3:0 (1:0),
Jornada 4 (1939/1940),,,Celta,-,Real Madrid,2:3 (1:3),
Jornada 5 (1939/1940),31.12.1939,,Real Madrid,-,Valencia,2:1 (1:1),
Jornada 5 (1939/1940),,,Hércules CF,-,Atlético,4:1 (1:1),
Jornada 5 (1939/1940),,,Athletic,-,Zaragoza,1:1 (0:1),
Jornada 5 (1939/1940),,,Barcelona,-,Betis,2:0 (1:0),
Jornada 5 (1939/1940),,,Sevilla,-,Celta,1:4 (0:2),
Jornada 5 (1939/1940),,,Real Racing,-,Espanyol,2:3 (0:2),
Jornada 6 (1939/1940),07.01.1940,,Valencia,-,Sevilla,2:2 (1:1),
Jornada 6 (1939/1940),,,Espanyol,-,Athletic,3:4 (1:1),
Jornada 6 (1939/1940),,,Atlético,-,Real Madrid,2:1 (1:1),
Jornada 6 (1939/1940),,,Zaragoza,-,Barcelona,3:1 (1:1),
Jornada 6 (1939/1940),,,Betis,-,Hércules CF,4:3 (1:2),
Jornada 6 (1939/1940),09.01.1940,,Celta,-,Real Racing,5:1 (1:0),
Jornada 7 (1939/1940),14.01.1940,,Espanyol,-,Celta,4:1 (2:0),
Jornada 7 (1939/1940),,,Athletic,-,Barcelona,7:5 (3:1),
Jornada 7 (1939/1940),,,Real Racing,-,Valencia,2:1 (1:0),
