Jornada,Fecha,Hora,Local,Resultado,Visitante,Asistencia,Estadio
Jornada 1 (1992/1993),05.09.1992,,Valencia,-,Rayo,1:0 (0:0),
Jornada 1 (1992/1993),,,Barcelona,-,Real Madrid,2:1 (1:0),
Jornada 1 (1992/1993),06.09.1992,,Zaragoza,-,Espanyol,2:1 (0:0),
Jornada 1 (1992/1993),,,Albacete,-,Sevilla,3:4 (1:1),
Jornada 1 (1992/1993),,,Real Burgos,-,Real Sociedad,4:0 (2:0),
Jornada 1 (1992/1993),,,Deportivo,-,Celta,2:0 (2:0),
Jornada 1 (1992/1993),,,CD Logroñés,-,Real Oviedo,1:0 (1:0),
Jornada 1 (1992/1993),,,Sporting,-,Osasuna,0:0 (0:0),
Jornada 1 (1992/1993),,,Athletic,-,Cádiz CF,2:1 (2:0),
Jornada 1 (1992/1993),,,Atlético,-,Tenerife,3:2 (1:0),
Jornada 2 (1992/1993),12.09.1992,,Real Sociedad,-,Sporting,1:2 (0:1),
Jornada 2 (1992/1993),,,Tenerife,-,Barcelona,1:1 (0:1),
Jornada 2 (1992/1993),13.09.1992,,Osasuna,-,Albacete,3:0 (1:0),
Jornada 2 (1992/1993),,,Rayo,-,CD Logroñés,2:1 (1:0),
Jornada 2 (1992/1993),,,Real Madrid,-,Real Burgos,3:0 (1:0),
Jornada 2 (1992/1993),,,Sevilla,-,Deportivo,1:3 (0:2),
Jornada 2 (1992/1993),,,Cádiz CF,-,Zaragoza,1:1 (1:0),
Jornada 2 (1992/1993),,,Espanyol,-,Atlético,1:3 (0:1),
Jornada 2 (1992/1993),,,Real Oviedo,-,Athletic,1:0 (1:0),
Jornada 2 (1992/1993),,,Celta,-,Valencia,0:0 (0:0),
Jornada 3 (1992/1993),19.09.1992,,Valencia,-,Sevilla,1:1 (1:1),
Jornada 3 (1992/1993),,,Atlético,-,Barcelona,1:4 (1:2),
Jornada 3 (1992/1993),,,CD Logroñés,-,Celta,0:1 (0:1),
Jornada 3 (1992/1993),20.09.1992,,Deportivo,-,Osasuna,2:1 (1:0),
Jornada 3 (1992/1993),,,Real Burgos,-,Tenerife,0:3 (0:2),
Jornada 3 (1992/1993),,,Athletic,-,Rayo,4:2 (2:1),
Jornada 3 (1992/1993),,,Espanyol,-,Cádiz CF,1:2 (0:2),
Jornada 3 (1992/1993),,,Albacete,-,Real Sociedad,1:2 (1:1),
Jornada 3 (1992/1993),,,Zaragoza,-,Real Oviedo,1:0 (0:0),
Jornada 3 (1992/1993),,,Sporting,-,Real Madrid,0:0 (0:0),
Jornada 4 (1992/1993),26.09.1992,,Real Madrid,-,Albacete,3:0 (0:0),
Jornada 4 (1992/1993),,,Sevilla,-,CD Logroñés,3:0 (2:0),
Jornada 4 (1992/1993),,,Real Sociedad,-,Deportivo,0:2 (0:0),
Jornada 4 (1992/1993),,,Osasuna,-,Valencia,2:2 (2:1),
Jornada 4 (1992/1993),27.09.1992,,Barcelona,-,Real Burgos,4:1 (3:1),
Jornada 4 (1992/1993),,,Tenerife,-,Sporting,0:2 (0:0),
Jornada 4 (1992/1993),,,Rayo,-,Zaragoza,0:0 (0:0),
Jornada 4 (1992/1993),,,Cádiz CF,-,Atlético,1:1 (0:0),
Jornada 4 (1992/1993),,,Celta,-,Athletic,1:0 (1:0),
Jornada 4 (1992/1993),,,Real Oviedo,-,Espanyol,2:2 (0:0),
Jornada 5 (1992/1993),03.10.1992,,Deportivo,-,Real Madrid,3:2 (1:2),
Jornada 5 (1992/1993),04.10.1992,,CD Logroñés,-,Osasuna,1:1 (1:0),
Jornada 5 (1992/1993),,,Cádiz CF,-,Real Oviedo,0:2 (0:0),
Jornada 5 (1992/1993),,,Albacete,-,Tenerife,1:0 (0:0),
Jornada 5 (1992/1993),,,Atlético,-,Real Burgos,2:0 (1:0),
Jornada 5 (1992/1993),,,Valencia,-,Real Sociedad,1:0 (0:0),
Jornada 5 (1992/1993),,,Athletic,-,Sevilla,2:1 (0:1),
Jornada 5 (1992/1993),,,Espanyol,-,Rayo,2:2 (1:1),
Jornada 5 (1992/1993),,,Sporting,-,Barcelona,1:1 (0:1),
Jornada 5 (1992/1993),,,Zaragoza,-,Celta,0:0 (0:0),
Jornada 6 (1992/1993),07.10.1992,,Sevilla,-,Zaragoza,1:0 (0:0),
Jornada 6 (1992/1993),,,Barcelona,-,Albacete,3:3 (3:1),
Jornada 6 (1992/1993),,,Real Sociedad,-,CD Logroñés,3:0 (1:0),
Jornada 6 (1992/1993),,,Rayo,-,Cádiz CF,1:1 (0:0),
Jornada 6 (1992/1993),,,Real Burgos,-,Sporting,2:1 (0:0),
Jornada 6 (1992/1993),,,Real Oviedo,-,Atlético,1:4 (0:1),
Jornada 6 (1992/1993),,,Celta,-,Espanyol,0:1 (0:0),
Jornada 6 (1992/1993),,,Osasuna,-,Athletic,1:2 (1:2),
Jornada 6 (1992/1993),,,Tenerife,-,Deportivo,3:1 (2:1),
Jornada 6 (1992/1993),08.10.1992,,Real Madrid,-,Valencia,2:0 (0:0),
Jornada 7 (1992/1993),17.10.1992,,Deportivo,-,Barcelona,1:0 (0:0),
Jornada 7 (1992/1993),18.10.1992,,Atlético,-,Sporting,1:1 (1:0),
Jornada 7 (1992/1993),,,Real Oviedo,-,Rayo,1:1 (0:0),
Jornada 7 (1992/1993),,,Valencia,-,Tenerife,2:1 (1:0),
Jornada 7 (1992/1993),,,Albacete,-,Real Burgos,4:0 (2:0),
Jornada 7 (1992/1993),,,Zaragoza,-,Osasuna,3:2 (3:1),
Jornada 7 (1992/1993),,,Athletic,-,Real Sociedad,2:0 (2:0),
Jornada 7 (1992/1993),,,Espanyol,-,Sevilla,1:1 (0:0),
Jornada 7 (1992/1993),,,CD Logroñés,-,Real Madrid,0:3 (0:1),
Jornada 7 (1992/1993),,,Cádiz CF,-,Celta,1:1 (1:0),
Jornada 8 (1992/1993),24.10.1992,,Real Madrid,-,Athletic,2:0 (1:0),
Jornada 8 (1992/1993),25.10.1992,,Real Sociedad,-,Zaragoza,1:1 (0:0),
Jornada 8 (1992/1993),,,Tenerife,-,CD Logroñés,1:1 (0:0),
Jornada 8 (1992/1993),,,Sevilla,-,Cádiz CF,1:0 (1:0),
Jornada 8 (1992/1993),,,Celta,-,Real Oviedo,0:0 (0:0),
Jornada 8 (1992/1993),,,Sporting,-,Albacete,1:0 (0:0),
Jornada 8 (1992/1993),,,Rayo,-,Atlético,2:0 (2:0),
Jornada 8 (1992/1993),,,Barcelona,-,Valencia,3:0 (1:0),
Jornada 8 (1992/1993),,,Osasuna,-,Espanyol,1:3 (0:1),
Jornada 8 (1992/1993),,,Real Burgos,-,Deportivo,0:0 (0:0),
Jornada 9 (1992/1993),31.10.1992,,Zaragoza,-,Real Madrid,0:1 (0:1),
Jornada 9 (1992/1993),,,CD Logroñés,-,Barcelona,1:2 (1:2),
Jornada 9 (1992/1993),01.11.1992,,Deportivo,-,Sporting,2:1 (1:0),
Jornada 9 (1992/1993),,,Athletic,-,Tenerife,2:2 (1:0),
Jornada 9 (1992/1993),,,Atlético,-,Albacete,3:2 (2:0),
Jornada 9 (1992/1993),,,Valencia,-,Real Burgos,5:0 (5:0),
Jornada 9 (1992/1993),,,Cádiz CF,-,Osasuna,0:2 (0:1),
Jornada 9 (1992/1993),,,Rayo,-,Celta,0:1 (0:1),
Jornada 9 (1992/1993),,,Espanyol,-,Real Sociedad,4:1 (3:0),
Jornada 9 (1992/1993),,,Real Oviedo,-,Sevilla,1:1 (1:1),
Jornada 10 (1992/1993),07.11.1992,,Barcelona,-,Athletic,2:1 (1:0),
Jornada 10 (1992/1993),08.11.1992,,Osasuna,-,Real Oviedo,2:1 (2:1),
Jornada 10 (1992/1993),,,Tenerife,-,Zaragoza,2:2 (2:1),
Jornada 10 (1992/1993),,,Real Burgos,-,CD Logroñés,2:2 (0:0),
Jornada 10 (1992/1993),,,Sevilla,-,Rayo,3:2 (1:1),
Jornada 10 (1992/1993),,,Real Sociedad,-,Cádiz CF,3:0 (1:0),
Jornada 10 (1992/1993),,,Celta,-,Atlético,0:2 (0:0),
Jornada 10 (1992/1993),,,Sporting,-,Valencia,1:0 (0:0),
Jornada 10 (1992/1993),,,Real Madrid,-,Espanyol,3:1 (0:1),
Jornada 10 (1992/1993),,,Albacete,-,Deportivo,1:1 (0:0),
Jornada 11 (1992/1993),21.11.1992,,Zaragoza,-,Barcelona,1:6 (0:3),
Jornada 11 (1992/1993),,,Cádiz CF,-,Real Madrid,1:1 (0:0),
Jornada 11 (1992/1993),22.11.1992,,Real Oviedo,-,Real Sociedad,2:2 (1:1),
Jornada 11 (1992/1993),,,Espanyol,-,Tenerife,0:0 (0:0),
Jornada 11 (1992/1993),,,Athletic,-,Real Burgos,1:1 (1:0),
Jornada 11 (1992/1993),,,Rayo,-,Osasuna,1:0 (1:0),
Jornada 11 (1992/1993),,,CD Logroñés,-,Sporting,1:2 (0:2),
Jornada 11 (1992/1993),,,Valencia,-,Albacete,2:0 (0:0),
Jornada 11 (1992/1993),,,Celta,-,Sevilla,1:2 (1:2),
