Jornada,Fecha,Hora,Local,Resultado,Visitante,Asistencia,Estadio
Jornada 1 (1961/1962),02.09.1961,,Betis,-,Mallorca,0:1 (0:0),
Jornada 1 (1961/1962),,,Real Madrid,-,Elche,3:1 (1:1),
Jornada 1 (1961/1962),03.09.1961,,Osasuna,-,Espanyol,2:2 (2:2),
Jornada 1 (1961/1962),,,Zaragoza,-,Valencia,3:0 (2:0),
Jornada 1 (1961/1962),,,Real Oviedo,-,Atlético,0:0 (0:0),
Jornada 1 (1961/1962),,,Barcelona,-,Sevilla,3:2 (3:0),
Jornada 1 (1961/1962),,,Tenerife,-,Real Sociedad,4:1 (2:0),
Jornada 1 (1961/1962),,,Athletic,-,Real Racing,0:1 (0:1),
Jornada 2 (1961/1962),09.09.1961,,Atlético,-,Betis,1:0 (0:0),
Jornada 2 (1961/1962),,,Valencia,-,Real Oviedo,3:0 (1:0),
Jornada 2 (1961/1962),10.09.1961,,Sevilla,-,Athletic,2:1 (0:0),
Jornada 2 (1961/1962),,,Espanyol,-,Tenerife,2:0 (0:0),
Jornada 2 (1961/1962),,,Elche,-,Zaragoza,5:3 (1:2),
Jornada 2 (1961/1962),,,Real Racing,-,Real Madrid,0:2 (0:1),
Jornada 2 (1961/1962),,,Real Sociedad,-,Barcelona,2:1 (1:0),
Jornada 2 (1961/1962),,,Mallorca,-,Osasuna,2:0 (0:0),
Jornada 3 (1961/1962),16.09.1961,,Real Madrid,-,Sevilla,2:1 (2:0),
Jornada 3 (1961/1962),17.09.1961,,Betis,-,Valencia,3:1 (2:1),
Jornada 3 (1961/1962),,,Espanyol,-,Mallorca,0:2 (0:0),
Jornada 3 (1961/1962),,,Real Oviedo,-,Elche,1:1 (1:0),
Jornada 3 (1961/1962),,,Zaragoza,-,Real Racing,6:1 (3:0),
Jornada 3 (1961/1962),,,Osasuna,-,Atlético,3:1 (2:1),
Jornada 3 (1961/1962),,,Tenerife,-,Barcelona,1:3 (1:3),
Jornada 3 (1961/1962),,,Athletic,-,Real Sociedad,3:3 (0:1),
Jornada 4 (1961/1962),23.09.1961,,Atlético,-,Espanyol,5:2 (2:1),
Jornada 4 (1961/1962),,,Valencia,-,Osasuna,2:0 (2:0),
Jornada 4 (1961/1962),24.09.1961,,Sevilla,-,Zaragoza,4:0 (2:0),
Jornada 4 (1961/1962),,,Elche,-,Betis,1:1 (0:1),
Jornada 4 (1961/1962),,,Real Racing,-,Real Oviedo,3:0 (2:0),
Jornada 4 (1961/1962),,,Real Sociedad,-,Real Madrid,0:1 (0:0),
Jornada 4 (1961/1962),,,Barcelona,-,Athletic,4:2 (2:0),
Jornada 4 (1961/1962),,,Tenerife,-,Mallorca,3:0 (2:0),
Jornada 5 (1961/1962),30.09.1961,,Real Madrid,-,Barcelona,2:0 (1:0),
Jornada 5 (1961/1962),01.10.1961,,Mallorca,-,Atlético,0:3 (0:2),
Jornada 5 (1961/1962),,,Athletic,-,Tenerife,5:0 (3:0),
Jornada 5 (1961/1962),,,Osasuna,-,Elche,3:0 (1:0),
Jornada 5 (1961/1962),,,Betis,-,Real Racing,1:0 (1:0),
Jornada 5 (1961/1962),,,Real Oviedo,-,Sevilla,1:1 (1:0),
Jornada 5 (1961/1962),,,Espanyol,-,Valencia,2:2 (1:0),
Jornada 5 (1961/1962),,,Zaragoza,-,Real Sociedad,6:3 (4:1),
Jornada 6 (1961/1962),07.10.1961,,Atlético,-,Tenerife,1:0 (0:0),
Jornada 6 (1961/1962),08.10.1961,,Elche,-,Espanyol,6:2 (2:1),
Jornada 6 (1961/1962),,,Real Racing,-,Osasuna,1:3 (0:2),
Jornada 6 (1961/1962),,,Real Sociedad,-,Real Oviedo,2:0 (0:0),
Jornada 6 (1961/1962),,,Valencia,-,Mallorca,3:1 (1:0),
Jornada 6 (1961/1962),,,Athletic,-,Real Madrid,0:2 (0:1),
Jornada 6 (1961/1962),,,Sevilla,-,Betis,1:2 (1:1),
Jornada 6 (1961/1962),,,Barcelona,-,Zaragoza,1:1 (1:0),
Jornada 7 (1961/1962),11.10.1961,,Espanyol,-,Real Racing,3:2 (1:1),
Jornada 7 (1961/1962),,,Atlético,-,Valencia,0:0 (0:0),
Jornada 7 (1961/1962),12.10.1961,,Real Oviedo,-,Barcelona,0:2 (0:0),
Jornada 7 (1961/1962),,,Mallorca,-,Elche,3:1 (3:1),
Jornada 7 (1961/1962),,,Betis,-,Real Sociedad,2:1 (1:0),
Jornada 7 (1961/1962),,,Zaragoza,-,Athletic,4:2 (3:1),
Jornada 7 (1961/1962),,,Tenerife,-,Real Madrid,0:3 (0:1),
Jornada 7 (1961/1962),,,Osasuna,-,Sevilla,1:3 (0:1),
Jornada 8 (1961/1962),15.10.1961,,Barcelona,-,Betis,6:1 (2:0),
Jornada 8 (1961/1962),,,Real Madrid,-,Zaragoza,2:1 (0:0),
Jornada 8 (1961/1962),,,Real Racing,-,Mallorca,4:0 (1:0),
Jornada 8 (1961/1962),,,Real Sociedad,-,Osasuna,1:1 (1:1),
Jornada 8 (1961/1962),,,Sevilla,-,Espanyol,3:1 (0:0),
Jornada 8 (1961/1962),,,Elche,-,Atlético,1:2 (1:0),
Jornada 8 (1961/1962),,,Tenerife,-,Valencia,2:1 (0:1),
Jornada 8 (1961/1962),,,Athletic,-,Real Oviedo,0:1 (0:1),
Jornada 9 (1961/1962),22.10.1961,,Mallorca,-,Sevilla,3:2 (2:1),
Jornada 9 (1961/1962),,,Zaragoza,-,Tenerife,3:1 (0:1),
Jornada 9 (1961/1962),,,Valencia,-,Elche,0:0 (0:0),
Jornada 9 (1961/1962),,,Espanyol,-,Real Sociedad,2:2 (0:2),
Jornada 9 (1961/1962),,,Betis,-,Athletic,1:1 (0:1),
Jornada 9 (1961/1962),,,Osasuna,-,Barcelona,3:1 (2:0),
Jornada 9 (1961/1962),,,Real Oviedo,-,Real Madrid,1:0 (1:0),
Jornada 9 (1961/1962),,,Atlético,-,Real Racing,1:0 (1:0),
Jornada 10 (1961/1962),29.10.1961,,Real Madrid,-,Betis,2:0 (1:0),
Jornada 10 (1961/1962),,,Zaragoza,-,Real Oviedo,5:1 (1:0),
Jornada 10 (1961/1962),,,Real Sociedad,-,Mallorca,0:0 (0:0),
Jornada 10 (1961/1962),,,Athletic,-,Osasuna,0:0 (0:0),
Jornada 10 (1961/1962),,,Sevilla,-,Atlético,1:1 (1:0),
Jornada 10 (1961/1962),,,Real Racing,-,Valencia,3:2 (1:1),
Jornada 10 (1961/1962),,,Barcelona,-,Espanyol,2:0 (1:0),
Jornada 10 (1961/1962),,,Tenerife,-,Elche,1:3 (0:3),
Jornada 11 (1961/1962),01.11.1961,,Atlético,-,Real Sociedad,1:0 (0:0),
Jornada 11 (1961/1962),,,Elche,-,Real Racing,2:1 (0:0),
Jornada 11 (1961/1962),,,Betis,-,Zaragoza,2:2 (2:1),
Jornada 11 (1961/1962),,,Espanyol,-,Athletic,0:3 (0:3),
Jornada 11 (1961/1962),,,Mallorca,-,Barcelona,3:1 (2:0),
Jornada 11 (1961/1962),,,Osasuna,-,Real Madrid,1:3 (1:1),
Jornada 11 (1961/1962),,,Tenerife,-,Real Oviedo,1:4 (0:1),
Jornada 11 (1961/1962),15.11.1961,,Valencia,-,Sevilla,2:1 (0:0),
Jornada 12 (1961/1962),05.11.1961,,Real Sociedad,-,Valencia,1:1 (1:1),
Jornada 12 (1961/1962),,,Real Racing,-,Tenerife,2:1 (2:0),
Jornada 12 (1961/1962),,,Athletic,-,Mallorca,3:0 (2:0),
Jornada 12 (1961/1962),,,Zaragoza,-,Osasuna,6:3 (3:0),
Jornada 12 (1961/1962),,,Barcelona,-,Atlético,5:1 (3:1),
Jornada 12 (1961/1962),,,Sevilla,-,Elche,2:0 (0:0),
Jornada 12 (1961/1962),,,Real Madrid,-,Espanyol,3:1 (2:1),
Jornada 12 (1961/1962),,,Real Oviedo,-,Betis,1:1 (0:0),
Jornada 13 (1961/1962),19.11.1961,,Real Racing,-,Sevilla,1:1 (0:0),
Jornada 13 (1961/1962),,,Betis,-,Tenerife,2:0 (1:0),
Jornada 13 (1961/1962),,,Osasuna,-,Real Oviedo,2:2 (1:1),
Jornada 13 (1961/1962),,,Elche,-,Real Sociedad,4:2 (3:0),
Jornada 13 (1961/1962),,,Atlético,-,Athletic,2:0 (0:0),
Jornada 13 (1961/1962),,,Valencia,-,Barcelona,6:2 (3:0),
Jornada 13 (1961/1962),,,Mallorca,-,Real Madrid,0:2 (0:2),
Jornada 13 (1961/1962),,,Espanyol,-,Zaragoza,1:3 (0:2),
Jornada 14 (1961/1962),26.11.1961,,Athletic,-,Valencia,0:0 (0:0),
Jornada 14 (1961/1962),,,Betis,-,Osasuna,1:1 (0:0),
Jornada 14 (1961/1962),,,Zaragoza,-,Mallorca,3:0 (1:0),
