Jornada,Fecha,Hora,Local,Resultado,Visitante,Asistencia,Estadio
Jornada 1 (1934/1935),02.12.1934,,Sevilla,-,Atlético,4:0 (1:0),
Jornada 1 (1934/1935),,,Real Racing,-,Donostia FC,2:1 (1:1),
Jornada 1 (1934/1935),,,Real Madrid,-,Betis,0:1 (0:1),
Jornada 1 (1934/1935),,,Athletic,-,Real Oviedo,4:0 (2:0),
Jornada 1 (1934/1935),,,Barcelona,-,Arenas de Getxo,4:0 (2:0),
Jornada 1 (1934/1935),,,Valencia,-,Espanyol,1:3 (0:2),
Jornada 2 (1934/1935),09.12.1934,,Donostia FC,-,Real Madrid,1:2 (1:1),
Jornada 2 (1934/1935),,,Betis,-,Barcelona,2:1 (1:1),
Jornada 2 (1934/1935),,,Espanyol,-,Athletic,1:3 (1:2),
Jornada 2 (1934/1935),,,Arenas de Getxo,-,Valencia,2:1 (0:1),
Jornada 2 (1934/1935),,,Real Oviedo,-,Sevilla,4:2 (3:2),
Jornada 2 (1934/1935),,,Atlético,-,Real Racing,3:1 (1:0),
Jornada 3 (1934/1935),16.12.1934,,Barcelona,-,Donostia FC,4:0 (2:0),
Jornada 3 (1934/1935),,,Arenas de Getxo,-,Betis,0:3 (0:1),
Jornada 3 (1934/1935),,,Valencia,-,Athletic,1:0 (1:0),
Jornada 3 (1934/1935),,,Sevilla,-,Espanyol,5:1 (3:0),
Jornada 3 (1934/1935),,,Real Racing,-,Real Oviedo,1:3 (1:2),
Jornada 3 (1934/1935),,,Real Madrid,-,Atlético,2:0 (1:0),
Jornada 4 (1934/1935),23.12.1934,,Espanyol,-,Real Racing,4:2 (2:1),
Jornada 4 (1934/1935),,,Donostia FC,-,Arenas de Getxo,3:2 (2:1),
Jornada 4 (1934/1935),,,Athletic,-,Sevilla,4:0 (3:0),
Jornada 4 (1934/1935),,,Betis,-,Valencia,3:0 (1:0),
Jornada 4 (1934/1935),,,Atlético,-,Barcelona,1:3 (1:1),
Jornada 4 (1934/1935),,,Real Oviedo,-,Real Madrid,0:3 (0:1),
Jornada 5 (1934/1935),30.12.1934,,Real Madrid,-,Espanyol,7:2 (5:1),
Jornada 5 (1934/1935),,,Arenas de Getxo,-,Atlético,3:1 (1:1),
Jornada 5 (1934/1935),,,Valencia,-,Sevilla,2:1 (1:1),
Jornada 5 (1934/1935),,,Betis,-,Donostia FC,1:0 (1:0),
Jornada 5 (1934/1935),,,Barcelona,-,Real Oviedo,5:2 (1:1),
Jornada 5 (1934/1935),,,Real Racing,-,Athletic,6:0 (1:0),
Jornada 6 (1934/1935),06.01.1935,,Atlético,-,Betis,4:2 (2:1),
Jornada 6 (1934/1935),,,Donostia FC,-,Valencia,3:1 (1:1),
Jornada 6 (1934/1935),,,Real Oviedo,-,Arenas de Getxo,4:1 (3:0),
Jornada 6 (1934/1935),,,Athletic,-,Real Madrid,4:1 (3:0),
Jornada 6 (1934/1935),,,Espanyol,-,Barcelona,4:1 (2:0),
Jornada 6 (1934/1935),,,Sevilla,-,Real Racing,2:0 (2:0),
Jornada 7 (1934/1935),13.01.1935,,Valencia,-,Real Racing,2:0 (2:0),
Jornada 7 (1934/1935),,,Barcelona,-,Athletic,2:2 (1:1),
Jornada 7 (1934/1935),,,Arenas de Getxo,-,Espanyol,0:4 (0:1),
Jornada 7 (1934/1935),,,Donostia FC,-,Atlético,4:0 (3:0),
Jornada 7 (1934/1935),,,Real Madrid,-,Sevilla,3:1 (2:0),
Jornada 7 (1934/1935),,,Betis,-,Real Oviedo,2:1 (1:0),
Jornada 8 (1934/1935),20.01.1935,,Athletic,-,Arenas de Getxo,8:0 (3:0),
Jornada 8 (1934/1935),,,Espanyol,-,Betis,1:1 (1:0),
Jornada 8 (1934/1935),,,Real Oviedo,-,Donostia FC,4:0 (1:0),
Jornada 8 (1934/1935),,,Atlético,-,Valencia,5:2 (2:0),
Jornada 8 (1934/1935),,,Real Racing,-,Real Madrid,1:2 (0:1),
Jornada 8 (1934/1935),,,Sevilla,-,Barcelona,3:1 (2:0),
Jornada 9 (1934/1935),27.01.1935,,Valencia,-,Real Madrid,4:1 (2:0),
Jornada 9 (1934/1935),,,Barcelona,-,Real Racing,1:1 (1:0),
Jornada 9 (1934/1935),,,Atlético,-,Real Oviedo,3:3 (2:1),
Jornada 9 (1934/1935),,,Arenas de Getxo,-,Sevilla,3:2 (2:1),
Jornada 9 (1934/1935),,,Betis,-,Athletic,1:0 (0:0),
Jornada 9 (1934/1935),,,Donostia FC,-,Espanyol,1:4 (1:1),
Jornada 10 (1934/1935),03.02.1935,,Real Madrid,-,Barcelona,8:2 (5:1),
Jornada 10 (1934/1935),,,Espanyol,-,Atlético,0:2 (0:2),
Jornada 10 (1934/1935),,,Athletic,-,Donostia FC,7:0 (3:0),
Jornada 10 (1934/1935),,,Sevilla,-,Betis,0:3 (0:2),
Jornada 10 (1934/1935),,,Valencia,-,Real Oviedo,0:4 (0:3),
Jornada 10 (1934/1935),,,Real Racing,-,Arenas de Getxo,0:0 (0:0),
Jornada 11 (1934/1935),10.02.1935,,Betis,-,Real Racing,3:1 (1:0),
Jornada 11 (1934/1935),,,Arenas de Getxo,-,Real Madrid,1:2 (0:2),
Jornada 11 (1934/1935),,,Atlético,-,Athletic,2:2 (0:1),
Jornada 11 (1934/1935),,,Real Oviedo,-,Espanyol,8:3 (4:2),
Jornada 11 (1934/1935),,,Barcelona,-,Valencia,3:2 (1:0),
Jornada 11 (1934/1935),,,Donostia FC,-,Sevilla,0:0 (0:0),
Jornada 12 (1934/1935),17.02.1935,,Arenas de Getxo,-,Barcelona,2:2 (0:1),
Jornada 12 (1934/1935),,,Real Oviedo,-,Athletic,3:2 (1:1),
Jornada 12 (1934/1935),,,Espanyol,-,Valencia,1:2 (0:1),
Jornada 12 (1934/1935),,,Atlético,-,Sevilla,1:0 (0:0),
Jornada 12 (1934/1935),,,Donostia FC,-,Real Racing,2:3 (2:2),
Jornada 12 (1934/1935),,,Betis,-,Real Madrid,1:0 (0:0),
Jornada 13 (1934/1935),24.02.1935,,Athletic,-,Espanyol,1:2 (0:1),
Jornada 13 (1934/1935),,,Real Racing,-,Atlético,2:2 (2:2),
Jornada 13 (1934/1935),,,Real Madrid,-,Donostia FC,2:0 (0:0),
Jornada 13 (1934/1935),,,Barcelona,-,Betis,4:0 (1:0),
Jornada 13 (1934/1935),,,Sevilla,-,Real Oviedo,3:1 (2:0),
Jornada 13 (1934/1935),,,Valencia,-,Arenas de Getxo,2:0 (1:0),
Jornada 14 (1934/1935),03.03.1935,,Espanyol,-,Sevilla,1:4 (0:1),
Jornada 14 (1934/1935),,,Real Oviedo,-,Real Racing,3:0 (2:0),
Jornada 14 (1934/1935),,,Atlético,-,Real Madrid,2:2 (1:1),
Jornada 14 (1934/1935),,,Donostia FC,-,Barcelona,2:1 (1:0),
