Jornada,Fecha,Hora,Local,Resultado,Visitante,Asistencia,Estadio
Jornada 1 (1954/1955),12.09.1954,,Real Madrid,-,Valencia,1:2 (0:2),
Jornada 1 (1954/1955),,,Las Palmas,-,Atlético,4:1 (1:0),
Jornada 1 (1954/1955),,,Barcelona,-,Sevilla,4:2 (4:0),
Jornada 1 (1954/1955),,,Valladolid,-,Real Sociedad,1:0 (0:0),
Jornada 1 (1954/1955),,,Málaga,-,Celta,0:0 (0:0),
Jornada 1 (1954/1955),,,Deportivo,-,Hércules CF,2:1 (1:0),
Jornada 1 (1954/1955),,,Athletic,-,Alavés,4:0 (2:0),
Jornada 1 (1954/1955),,,Real Racing,-,Espanyol,3:1 (2:1),
Jornada 2 (1954/1955),19.09.1954,,Celta,-,Real Racing,2:1 (1:1),
Jornada 2 (1954/1955),,,Atlético,-,Málaga,2:2 (1:0),
Jornada 2 (1954/1955),,,Hércules CF,-,Valladolid,2:1 (2:1),
Jornada 2 (1954/1955),,,Real Sociedad,-,Real Madrid,1:3 (0:1),
Jornada 2 (1954/1955),,,Espanyol,-,Athletic,1:3 (0:1),
Jornada 2 (1954/1955),,,Alavés,-,Barcelona,2:2 (2:1),
Jornada 2 (1954/1955),,,Valencia,-,Las Palmas,4:0 (2:0),
Jornada 2 (1954/1955),,,Sevilla,-,Deportivo,3:2 (2:0),
Jornada 3 (1954/1955),26.09.1954,,Real Racing,-,Atlético,2:4 (2:3),
Jornada 3 (1954/1955),,,Deportivo,-,Alavés,3:0 (1:0),
Jornada 3 (1954/1955),,,Real Sociedad,-,Hércules CF,4:0 (1:0),
Jornada 3 (1954/1955),,,Real Madrid,-,Las Palmas,7:0 (6:0),
Jornada 3 (1954/1955),,,Valladolid,-,Sevilla,2:5 (0:3),
Jornada 3 (1954/1955),,,Málaga,-,Valencia,1:1 (0:1),
Jornada 3 (1954/1955),,,Barcelona,-,Espanyol,1:0 (0:0),
Jornada 3 (1954/1955),,,Athletic,-,Celta,2:2 (2:1),
Jornada 4 (1954/1955),03.10.1954,,Valencia,-,Real Racing,8:1 (4:0),
Jornada 4 (1954/1955),,,Alavés,-,Valladolid,1:4 (0:1),
Jornada 4 (1954/1955),,,Espanyol,-,Deportivo,2:2 (2:1),
Jornada 4 (1954/1955),,,Atlético,-,Athletic,1:2 (1:2),
Jornada 4 (1954/1955),,,Hércules CF,-,Real Madrid,1:1 (1:0),
Jornada 4 (1954/1955),,,Celta,-,Barcelona,1:1 (1:1),
Jornada 4 (1954/1955),,,Sevilla,-,Real Sociedad,5:2 (3:2),
Jornada 4 (1954/1955),,,Las Palmas,-,Málaga,2:1 (1:0),
Jornada 5 (1954/1955),10.10.1954,,Barcelona,-,Atlético,4:0 (1:0),
Jornada 5 (1954/1955),,,Real Sociedad,-,Alavés,2:0 (1:0),
Jornada 5 (1954/1955),,,Real Madrid,-,Málaga,4:1 (2:0),
Jornada 5 (1954/1955),,,Real Racing,-,Las Palmas,2:1 (1:0),
Jornada 5 (1954/1955),,,Hércules CF,-,Sevilla,1:1 (1:1),
Jornada 5 (1954/1955),,,Athletic,-,Valencia,7:0 (2:0),
Jornada 5 (1954/1955),,,Valladolid,-,Espanyol,4:2 (2:2),
Jornada 5 (1954/1955),,,Deportivo,-,Celta,4:2 (2:2),
Jornada 6 (1954/1955),17.10.1954,,Las Palmas,-,Athletic,3:3 (2:1),
Jornada 6 (1954/1955),,,Atlético,-,Deportivo,2:1 (1:0),
Jornada 6 (1954/1955),,,Celta,-,Valladolid,2:2 (2:2),
Jornada 6 (1954/1955),,,Alavés,-,Hércules CF,2:0 (1:0),
Jornada 6 (1954/1955),,,Valencia,-,Barcelona,4:1 (2:0),
Jornada 6 (1954/1955),,,Sevilla,-,Real Madrid,1:0 (1:0),
Jornada 6 (1954/1955),,,Málaga,-,Real Racing,3:1 (1:0),
Jornada 6 (1954/1955),,,Espanyol,-,Real Sociedad,1:0 (1:0),
Jornada 7 (1954/1955),24.10.1954,,Real Sociedad,-,Celta,5:0 (2:0),
Jornada 7 (1954/1955),,,Sevilla,-,Alavés,1:2 (1:1),
Jornada 7 (1954/1955),,,Athletic,-,Málaga,6:1 (2:1),
Jornada 7 (1954/1955),,,Barcelona,-,Las Palmas,1:0 (0:0),
Jornada 7 (1954/1955),,,Valladolid,-,Atlético,2:2 (2:2),
Jornada 7 (1954/1955),,,Deportivo,-,Valencia,2:1 (1:1),
Jornada 7 (1954/1955),,,Hércules CF,-,Espanyol,0:0 (0:0),
Jornada 7 (1954/1955),,,Real Madrid,-,Real Racing,3:0 (0:0),
Jornada 8 (1954/1955),31.10.1954,,Atlético,-,Real Sociedad,4:0 (2:0),
Jornada 8 (1954/1955),,,Espanyol,-,Sevilla,2:0 (1:0),
Jornada 8 (1954/1955),,,Celta,-,Hércules CF,1:1 (1:1),
Jornada 8 (1954/1955),,,Las Palmas,-,Deportivo,2:1 (1:0),
Jornada 8 (1954/1955),,,Alavés,-,Real Madrid,2:4 (0:1),
Jornada 8 (1954/1955),,,Real Racing,-,Athletic,1:4 (0:1),
Jornada 8 (1954/1955),,,Málaga,-,Barcelona,1:2 (0:1),
Jornada 8 (1954/1955),,,Valencia,-,Valladolid,2:1 (0:0),
Jornada 9 (1954/1955),07.11.1954,,Hércules CF,-,Atlético,4:0 (0:0),
Jornada 9 (1954/1955),,,Deportivo,-,Málaga,3:2 (1:1),
Jornada 9 (1954/1955),,,Barcelona,-,Real Racing,7:0 (2:0),
Jornada 9 (1954/1955),,,Sevilla,-,Celta,5:2 (2:1),
Jornada 9 (1954/1955),,,Real Sociedad,-,Valencia,3:0 (1:0),
Jornada 9 (1954/1955),,,Alavés,-,Espanyol,2:2 (0:2),
Jornada 9 (1954/1955),,,Real Madrid,-,Athletic,3:1 (2:0),
Jornada 9 (1954/1955),,,Valladolid,-,Las Palmas,2:1 (2:1),
Jornada 10 (1954/1955),14.11.1954,,Las Palmas,-,Real Sociedad,2:2 (2:0),
Jornada 10 (1954/1955),,,Málaga,-,Valladolid,1:2 (1:0),
Jornada 10 (1954/1955),,,Celta,-,Alavés,2:0 (1:0),
Jornada 10 (1954/1955),,,Valencia,-,Hércules CF,8:2 (3:2),
Jornada 10 (1954/1955),,,Atlético,-,Sevilla,0:3 (0:3),
Jornada 10 (1954/1955),,,Athletic,-,Barcelona,1:1 (1:1),
Jornada 10 (1954/1955),,,Espanyol,-,Real Madrid,1:3 (0:1),
Jornada 10 (1954/1955),,,Real Racing,-,Deportivo,2:1 (0:1),
Jornada 11 (1954/1955),21.11.1954,,Alavés,-,Atlético,2:0 (1:0),
Jornada 11 (1954/1955),,,Real Sociedad,-,Málaga,1:1 (0:1),
Jornada 11 (1954/1955),,,Valladolid,-,Real Racing,3:1 (2:1),
Jornada 11 (1954/1955),,,Espanyol,-,Celta,4:0 (1:0),
Jornada 11 (1954/1955),,,Sevilla,-,Valencia,2:1 (0:0),
Jornada 11 (1954/1955),,,Deportivo,-,Athletic,1:1 (1:1),
Jornada 11 (1954/1955),,,Real Madrid,-,Barcelona,3:0 (1:0),
Jornada 11 (1954/1955),,,Hércules CF,-,Las Palmas,4:0 (3:0),
