Jornada,Fecha,Hora,Local,Resultado,Visitante,Asistencia,Estadio
Jornada 1 (1976/1977),04.09.1976,,Athletic,-,Real Racing,1:0 (0:0),
Jornada 1 (1976/1977),,,Sevilla,-,Elche,0:0 (0:0),
Jornada 1 (1976/1977),,,Zaragoza,-,Real Sociedad,1:1 (1:1),
Jornada 1 (1976/1977),05.09.1976,,UD Salamanca,-,Real Madrid,0:1 (0:0),
Jornada 1 (1976/1977),,,Burgos CF,-,Espanyol,1:2 (0:0),
Jornada 1 (1976/1977),,,Hércules CF,-,Betis,1:0 (1:0),
Jornada 1 (1976/1977),,,Valencia,-,Celta,2:0 (0:0),
Jornada 1 (1976/1977),,,Barcelona,-,Las Palmas,4:0 (2:0),
Jornada 1 (1976/1977),,,Atlético,-,Málaga,2:0 (2:0),
Jornada 2 (1976/1977),11.09.1976,,Betis,-,Sevilla,0:1 (0:0),
Jornada 2 (1976/1977),,,Elche,-,Burgos CF,0:0 (0:0),
Jornada 2 (1976/1977),,,Las Palmas,-,Hércules CF,1:0 (1:0),
Jornada 2 (1976/1977),,,Real Sociedad,-,Valencia,2:2 (0:0),
Jornada 2 (1976/1977),,,Málaga,-,UD Salamanca,1:0 (0:0),
Jornada 2 (1976/1977),12.09.1976,,Espanyol,-,Zaragoza,2:0 (0:0),
Jornada 2 (1976/1977),,,Celta,-,Atlético,1:0 (0:0),
Jornada 2 (1976/1977),,,Real Madrid,-,Athletic,2:3 (0:2),
Jornada 2 (1976/1977),,,Real Racing,-,Barcelona,1:0 (1:0),
Jornada 3 (1976/1977),19.09.1976,,Hércules CF,-,Real Racing,2:0 (1:0),
Jornada 3 (1976/1977),,,Valencia,-,Espanyol,4:1 (1:1),
Jornada 3 (1976/1977),,,Atlético,-,UD Salamanca,2:1 (0:0),
Jornada 3 (1976/1977),,,Zaragoza,-,Elche,5:3 (4:0),
Jornada 3 (1976/1977),,,Athletic,-,Málaga,1:1 (1:0),
Jornada 3 (1976/1977),,,Barcelona,-,Real Madrid,3:1 (1:0),
Jornada 3 (1976/1977),,,Celta,-,Real Sociedad,1:0 (0:0),
Jornada 3 (1976/1977),,,Burgos CF,-,Betis,2:1 (2:1),
Jornada 3 (1976/1977),,,Sevilla,-,Las Palmas,2:1 (1:0),
Jornada 4 (1976/1977),25.09.1976,,Real Sociedad,-,Atlético,2:0 (0:0),
Jornada 4 (1976/1977),,,Málaga,-,Barcelona,1:0 (0:0),
Jornada 4 (1976/1977),26.09.1976,,Real Racing,-,Sevilla,2:0 (1:0),
Jornada 4 (1976/1977),,,Las Palmas,-,Burgos CF,4:1 (2:0),
Jornada 4 (1976/1977),,,Real Madrid,-,Hércules CF,4:0 (1:0),
Jornada 4 (1976/1977),,,Betis,-,Zaragoza,2:1 (1:0),
Jornada 4 (1976/1977),,,Elche,-,Valencia,1:4 (0:1),
Jornada 4 (1976/1977),,,UD Salamanca,-,Athletic,3:0 (1:0),
Jornada 4 (1976/1977),,,Espanyol,-,Celta,2:0 (1:0),
Jornada 5 (1976/1977),03.10.1976,,Atlético,-,Athletic,2:1 (1:1),
Jornada 5 (1976/1977),,,Burgos CF,-,Real Racing,1:1 (0:0),
Jornada 5 (1976/1977),,,Barcelona,-,UD Salamanca,4:1 (3:0),
Jornada 5 (1976/1977),,,Celta,-,Elche,1:1 (0:1),
Jornada 5 (1976/1977),,,Hércules CF,-,Málaga,1:0 (1:0),
Jornada 5 (1976/1977),,,Sevilla,-,Real Madrid,1:1 (1:0),
Jornada 5 (1976/1977),,,Real Sociedad,-,Espanyol,3:3 (1:0),
Jornada 5 (1976/1977),,,Valencia,-,Betis,2:2 (1:1),
Jornada 5 (1976/1977),,,Zaragoza,-,Las Palmas,2:1 (0:0),
Jornada 6 (1976/1977),16.10.1976,,Real Madrid,-,Burgos CF,1:0 (0:0),
Jornada 6 (1976/1977),,,Las Palmas,-,Valencia,2:1 (0:1),
Jornada 6 (1976/1977),,,Athletic,-,Barcelona,1:3 (1:2),
Jornada 6 (1976/1977),17.10.1976,,Espanyol,-,Atlético,1:4 (0:3),
Jornada 6 (1976/1977),,,UD Salamanca,-,Hércules CF,1:0 (0:0),
Jornada 6 (1976/1977),,,Betis,-,Celta,1:0 (0:0),
Jornada 6 (1976/1977),,,Real Racing,-,Zaragoza,1:0 (0:0),
Jornada 6 (1976/1977),,,Málaga,-,Sevilla,0:0 (0:0),
Jornada 6 (1976/1977),,,Elche,-,Real Sociedad,2:0 (1:0),
Jornada 7 (1976/1977),23.10.1976,,Real Sociedad,-,Betis,3:0 (1:0),
Jornada 7 (1976/1977),24.10.1976,,Hércules CF,-,Athletic,0:0 (0:0),
Jornada 7 (1976/1977),,,Espanyol,-,Elche,2:0 (1:0),
Jornada 7 (1976/1977),,,Burgos CF,-,Málaga,3:0 (1:0),
Jornada 7 (1976/1977),,,Sevilla,-,UD Salamanca,2:0 (0:0),
Jornada 7 (1976/1977),,,Atlético,-,Barcelona,3:1 (3:0),
Jornada 7 (1976/1977),,,Zaragoza,-,Real Madrid,2:4 (0:3),
Jornada 7 (1976/1977),,,Valencia,-,Real Racing,4:2 (2:0),
Jornada 7 (1976/1977),,,Celta,-,Las Palmas,1:0 (0:0),
Jornada 8 (1976/1977),30.10.1976,,Athletic,-,Sevilla,4:0 (3:0),
Jornada 8 (1976/1977),,,Real Madrid,-,Valencia,2:0 (1:0),
Jornada 8 (1976/1977),31.10.1976,,Elche,-,Atlético,0:1 (0:0),
Jornada 8 (1976/1977),,,UD Salamanca,-,Burgos CF,3:1 (1:1),
Jornada 8 (1976/1977),,,Barcelona,-,Hércules CF,1:1 (1:0),
Jornada 8 (1976/1977),,,Real Racing,-,Celta,1:0 (1:0),
Jornada 8 (1976/1977),,,Las Palmas,-,Real Sociedad,2:0 (1:0),
Jornada 8 (1976/1977),,,Betis,-,Espanyol,5:1 (3:0),
Jornada 8 (1976/1977),,,Málaga,-,Zaragoza,2:1 (1:1),
Jornada 9 (1976/1977),07.11.1976,,Elche,-,Betis,2:0 (2:0),
Jornada 9 (1976/1977),,,Valencia,-,Málaga,3:1 (1:0),
Jornada 9 (1976/1977),,,Zaragoza,-,UD Salamanca,2:0 (1:0),
Jornada 9 (1976/1977),,,Atlético,-,Hércules CF,1:0 (1:0),
Jornada 9 (1976/1977),,,Celta,-,Real Madrid,2:0 (1:0),
Jornada 9 (1976/1977),,,Espanyol,-,Las Palmas,2:0 (1:0),
Jornada 9 (1976/1977),,,Burgos CF,-,Athletic,2:2 (1:2),
Jornada 9 (1976/1977),,,Sevilla,-,Barcelona,0:1 (0:0),
Jornada 9 (1976/1977),,,Real Sociedad,-,Real Racing,3:1 (1:0),
Jornada 10 (1976/1977),14.11.1976,,Hércules CF,-,Sevilla,0:0 (0:0),
Jornada 10 (1976/1977),,,Barcelona,-,Burgos CF,3:0 (2:0),
Jornada 10 (1976/1977),,,Las Palmas,-,Elche,0:0 (0:0),
Jornada 10 (1976/1977),,,Málaga,-,Celta,1:1 (0:0),
Jornada 10 (1976/1977),,,Real Madrid,-,Real Sociedad,2:2 (1:1),
Jornada 10 (1976/1977),,,Betis,-,Atlético,1:0 (0:0),
Jornada 10 (1976/1977),,,UD Salamanca,-,Valencia,0:0 (0:0),
Jornada 10 (1976/1977),,,Real Racing,-,Espanyol,2:2 (2:1),
Jornada 10 (1976/1977),,,Athletic,-,Zaragoza,3:1 (1:0),
Jornada 11 (1976/1977),21.11.1976,,Real Sociedad,-,Málaga,1:0 (0:0),
Jornada 11 (1976/1977),,,Atlético,-,Sevilla,3:3 (0:1),
Jornada 11 (1976/1977),,,Celta,-,UD Salamanca,0:1 (0:1),
Jornada 11 (1976/1977),,,Burgos CF,-,Hércules CF,1:1 (1:1),
Jornada 11 (1976/1977),,,Espanyol,-,Real Madrid,4:1 (1:0),
Jornada 11 (1976/1977),,,Valencia,-,Athletic,2:0 (1:0),
Jornada 11 (1976/1977),,,Zaragoza,-,Barcelona,0:0 (0:0),
Jornada 11 (1976/1977),,,Elche,-,Real Racing,4:1 (2:1),
Jornada 11 (1976/1977),,,Betis,-,Las Palmas,2:2 (1:2),
Jornada 12 (1976/1977),27.11.1976,,Las Palmas,-,Atlético,1:1 (1:0),
Jornada 12 (1976/1977),28.11.1976,,UD Salamanca,-,Real Sociedad,1:1 (1:1),
Jornada 12 (1976/1977),,,Sevilla,-,Burgos CF,2:0 (0:0),
Jornada 12 (1976/1977),,,Real Madrid,-,Elche,5:2 (2:1),
Jornada 12 (1976/1977),,,Athletic,-,Celta,2:2 (1:1),
Jornada 12 (1976/1977),,,Hércules CF,-,Zaragoza,1:1 (1:0),
Jornada 12 (1976/1977),,,Barcelona,-,Valencia,6:1 (2:0),
Jornada 12 (1976/1977),,,Málaga,-,Espanyol,1:1 (1:1),
Jornada 12 (1976/1977),,,Real Racing,-,Betis,4:3 (1:0),
Jornada 13 (1976/1977),04.12.1976,,Las Palmas,-,Real Racing,4:1 (2:1),
Jornada 13 (1976/1977),05.12.1976,,Elche,-,Málaga,3:0 (1:0),
Jornada 13 (1976/1977),,,Zaragoza,-,Sevilla,0:0 (0:0),
Jornada 13 (1976/1977),,,Valencia,-,Hércules CF,3:1 (2:0),
Jornada 13 (1976/1977),,,Atlético,-,Burgos CF,0:3 (0:0),
Jornada 13 (1976/1977),,,Celta,-,Barcelona,0:0 (0:0),
Jornada 13 (1976/1977),,,Betis,-,Real Madrid,2:0 (0:0),
Jornada 13 (1976/1977),,,Real Sociedad,-,Athletic,5:0 (3:0),
Jornada 13 (1976/1977),,,Espanyol,-,UD Salamanca,4:0 (1:0),
Jornada 14 (1976/1977),12.12.1976,,Barcelona,-,Real Sociedad,2:1 (1:0),
Jornada 14 (1976/1977),,,UD Salamanca,-,Elche,1:0 (1:0),
Jornada 14 (1976/1977),,,Real Madrid,-,Las Palmas,3:0 (1:0),
Jornada 14 (1976/1977),,,Hércules CF,-,Celta,2:1 (0:0),
Jornada 14 (1976/1977),,,Burgos CF,-,Zaragoza,2:0 (1:0),
Jornada 14 (1976/1977),,,Real Racing,-,Atlético,0:0 (0:0),
Jornada 14 (1976/1977),,,Sevilla,-,Valencia,0:0 (0:0),
Jornada 14 (1976/1977),,,Athletic,-,Espanyol,5:2 (3:0),
Jornada 14 (1976/1977),,,Málaga,-,Betis,0:1 (0:0),
Jornada 15 (1976/1977),18.12.1976,,Las Palmas,-,Málaga,2:1 (1:1),
Jornada 15 (1976/1977),19.12.1976,,Celta,-,Sevilla,0:0 (0:0),
Jornada 15 (1976/1977),,,Atlético,-,Zaragoza,2:0 (1:0),
Jornada 15 (1976/1977),,,Real Sociedad,-,Hércules CF,3:0 (1:0),
Jornada 15 (1976/1977),,,Valencia,-,Burgos CF,3:1 (1:1),
Jornada 15 (1976/1977),,,Espanyol,-,Barcelona,2:3 (0:1),
Jornada 15 (1976/1977),,,Real Racing,-,Real Madrid,3:3 (1:2),
Jornada 15 (1976/1977),,,Betis,-,UD Salamanca,2:1 (0:0),
Jornada 15 (1976/1977),,,Elche,-,Athletic,2:1 (2:0),
Jornada 16 (1976/1977),02.01.1977,,Burgos CF,-,Celta,1:0 (0:0),
Jornada 16 (1976/1977),,,Barcelona,-,Elche,4:1 (1:0),
Jornada 16 (1976/1977),,,UD Salamanca,-,Las Palmas,0:0 (0:0),
Jornada 16 (1976/1977),,,Athletic,-,Betis,1:0 (0:0),
Jornada 16 (1976/1977),,,Sevilla,-,Real Sociedad,0:3 (0:1),
Jornada 16 (1976/1977),,,Zaragoza,-,Valencia,2:2 (1:0),
Jornada 16 (1976/1977),,,Hércules CF,-,Espanyol,2:0 (2:0),
Jornada 16 (1976/1977),,,Atlético,-,Real Madrid,4:0 (1:0),
Jornada 16 (1976/1977),,,Málaga,-,Real Racing,1:2 (1:2),
Jornada 17 (1976/1977),08.01.1977,,Las Palmas,-,Athletic,2:1 (0:1),
Jornada 17 (1976/1977),09.01.1977,,Real Sociedad,-,Burgos CF,4:1 (1:0),
Jornada 17 (1976/1977),,,Betis,-,Barcelona,1:3 (1:0),
Jornada 17 (1976/1977),,,Valencia,-,Atlético,2:3 (0:1),
Jornada 17 (1976/1977),,,Espanyol,-,Sevilla,0:0 (0:0),
Jornada 17 (1976/1977),,,Celta,-,Zaragoza,0:0 (0:0),
Jornada 17 (1976/1977),,,Real Madrid,-,Málaga,4:1 (1:1),
Jornada 17 (1976/1977),,,Elche,-,Hércules CF,2:1 (1:0),
Jornada 17 (1976/1977),,,Real Racing,-,UD Salamanca,0:1 (0:0),
Jornada 18 (1976/1977),15.01.1977,,Las Palmas,-,Barcelona,2:1 (1:1),
Jornada 18 (1976/1977),16.01.1977,,Real Racing,-,Athletic,1:1 (1:0),
