Jornada,Fecha,Hora,Local,Resultado,Visitante,Asistencia,Estadio
Jornada 1 (1989/1990),02.09.1989,,Valencia,-,Atlético,1:3 (0:1),
Jornada 1 (1989/1990),,,Athletic,-,Real Sociedad,1:0 (0:0),
Jornada 1 (1989/1990),,,Málaga,-,Celta,1:1 (1:1),
Jornada 1 (1989/1990),,,Valladolid,-,Barcelona,2:0 (1:0),
Jornada 1 (1989/1990),03.09.1989,,Real Madrid,-,Sporting,2:0 (2:0),
Jornada 1 (1989/1990),,,Real Oviedo,-,CD Castellón,1:1 (0:1),
Jornada 1 (1989/1990),,,Osasuna,-,Mallorca,1:0 (1:0),
Jornada 1 (1989/1990),,,Zaragoza,-,Rayo,3:0 (0:0),
Jornada 1 (1989/1990),,,Cádiz CF,-,CD Logroñés,0:1 (0:0),
Jornada 1 (1989/1990),,,Sevilla,-,Tenerife,1:0 (0:0),
Jornada 2 (1989/1990),09.09.1989,,Barcelona,-,Osasuna,4:0 (1:0),
Jornada 2 (1989/1990),,,Atlético,-,Cádiz CF,1:0 (1:0),
Jornada 2 (1989/1990),,,CD Castellón,-,Real Madrid,0:0 (0:0),
Jornada 2 (1989/1990),10.09.1989,,CD Logroñés,-,Málaga,1:0 (0:0),
Jornada 2 (1989/1990),,,Rayo,-,Valladolid,2:1 (2:0),
Jornada 2 (1989/1990),,,Mallorca,-,Real Oviedo,2:2 (1:1),
Jornada 2 (1989/1990),,,Real Sociedad,-,Zaragoza,2:1 (1:0),
Jornada 2 (1989/1990),,,Celta,-,Sevilla,0:1 (0:0),
Jornada 2 (1989/1990),,,Sporting,-,Valencia,1:1 (1:0),
Jornada 2 (1989/1990),,,Tenerife,-,Athletic,1:1 (0:0),
Jornada 3 (1989/1990),16.09.1989,,Real Oviedo,-,Barcelona,2:0 (2:0),
Jornada 3 (1989/1990),17.09.1989,,CD Castellón,-,Mallorca,1:2 (1:2),
Jornada 3 (1989/1990),,,Real Madrid,-,Valencia,6:2 (3:2),
Jornada 3 (1989/1990),,,Zaragoza,-,Tenerife,3:3 (1:1),
Jornada 3 (1989/1990),,,Sevilla,-,CD Logroñés,3:1 (2:0),
Jornada 3 (1989/1990),,,Osasuna,-,Rayo,2:1 (1:0),
Jornada 3 (1989/1990),,,Athletic,-,Celta,2:0 (1:0),
Jornada 3 (1989/1990),,,Málaga,-,Atlético,0:0 (0:0),
Jornada 3 (1989/1990),,,Cádiz CF,-,Sporting,2:0 (2:0),
Jornada 3 (1989/1990),,,Valladolid,-,Real Sociedad,1:0 (0:0),
Jornada 4 (1989/1990),23.09.1989,,Atlético,-,Sevilla,1:0 (0:0),
Jornada 4 (1989/1990),24.09.1989,,Celta,-,Zaragoza,2:2 (1:0),
Jornada 4 (1989/1990),,,Valencia,-,Cádiz CF,3:0 (2:0),
Jornada 4 (1989/1990),,,Barcelona,-,CD Castellón,2:0 (0:0),
Jornada 4 (1989/1990),,,Real Sociedad,-,Osasuna,1:0 (1:0),
Jornada 4 (1989/1990),,,Sporting,-,Málaga,0:1 (0:1),
Jornada 4 (1989/1990),,,Rayo,-,Real Oviedo,1:1 (1:0),
Jornada 4 (1989/1990),,,CD Logroñés,-,Athletic,1:0 (1:0),
Jornada 4 (1989/1990),,,Tenerife,-,Valladolid,0:0 (0:0),
Jornada 4 (1989/1990),,,Mallorca,-,Real Madrid,0:0 (0:0),
