Jornada,Fecha,Hora,Local,Resultado,Visitante,Asistencia,Estadio
Jornada 1 (1950/1951),10.09.1950,,Athletic,-,Atlético,4:0 (2:0),
Jornada 1 (1950/1951),,,Barcelona,-,Real Sociedad,8:2 (4:2),
Jornada 1 (1950/1951),,,UE Lleida,-,Celta,2:3 (1:2),
Jornada 1 (1950/1951),,,CD Alcoyano,-,Real Racing,3:3 (0:2),
Jornada 1 (1950/1951),,,Deportivo,-,Valladolid,0:1 (0:0),
Jornada 1 (1950/1951),,,Valencia,-,Málaga,3:1 (1:1),
Jornada 1 (1950/1951),,,Sevilla,-,Real Murcia,5:0 (2:0),
Jornada 1 (1950/1951),,,Real Madrid,-,Espanyol,6:2 (2:2),
Jornada 2 (1950/1951),17.09.1950,,Valladolid,-,Sevilla,4:1 (1:1),
Jornada 2 (1950/1951),,,Málaga,-,UE Lleida,9:0 (5:0),
Jornada 2 (1950/1951),,,Real Racing,-,Deportivo,4:2 (2:1),
Jornada 2 (1950/1951),,,Real Sociedad,-,Real Madrid,6:2 (2:0),
Jornada 2 (1950/1951),,,Real Murcia,-,Athletic,3:6 (2:1),
Jornada 2 (1950/1951),,,Atlético,-,Barcelona,6:4 (3:1),
Jornada 2 (1950/1951),,,Espanyol,-,Valencia,2:2 (2:0),
Jornada 2 (1950/1951),,,Celta,-,CD Alcoyano,6:2 (4:1),
Jornada 3 (1950/1951),24.09.1950,,Valencia,-,Real Sociedad,1:1 (0:1),
Jornada 3 (1950/1951),,,Atlético,-,Real Murcia,2:2 (0:1),
Jornada 3 (1950/1951),,,CD Alcoyano,-,Málaga,2:1 (2:0),
Jornada 3 (1950/1951),,,Athletic,-,Valladolid,1:1 (1:0),
Jornada 3 (1950/1951),,,Deportivo,-,Celta,4:1 (2:0),
Jornada 3 (1950/1951),,,UE Lleida,-,Espanyol,5:4 (2:3),
Jornada 3 (1950/1951),,,Barcelona,-,Real Madrid,7:2 (3:1),
