Jornada,Fecha,Hora,Local,Resultado,Visitante,Asistencia,Estadio
Jornada 1 (1978/1979),02.09.1978,,Las Palmas,-,Sevilla,2:1 (0:0),
Jornada 1 (1978/1979),,,Athletic,-,Rayo,2:0 (1:0),
Jornada 1 (1978/1979),,,Sporting,-,Atlético,4:1 (0:1),
Jornada 1 (1978/1979),03.09.1978,,Celta,-,Espanyol,0:1 (0:0),
Jornada 1 (1978/1979),,,Real Madrid,-,Valencia,2:1 (2:1),
Jornada 1 (1978/1979),,,Burgos CF,-,Real Sociedad,1:1 (0:1),
Jornada 1 (1978/1979),,,RC Recreativo,-,Zaragoza,3:0 (2:0),
Jornada 1 (1978/1979),,,Barcelona,-,Real Racing,1:0 (0:0),
Jornada 1 (1978/1979),,,Hércules CF,-,UD Salamanca,1:0 (1:0),
Jornada 2 (1978/1979),09.09.1978,,Sevilla,-,Athletic,0:0 (0:0),
Jornada 2 (1978/1979),,,Real Sociedad,-,RC Recreativo,2:3 (1:1),
Jornada 2 (1978/1979),,,Espanyol,-,Sporting,1:0 (1:0),
Jornada 2 (1978/1979),,,Valencia,-,Barcelona,2:1 (1:0),
Jornada 2 (1978/1979),,,Atlético,-,Hércules CF,3:0 (1:0),
Jornada 2 (1978/1979),10.09.1978,,Rayo,-,Burgos CF,2:2 (0:2),
Jornada 2 (1978/1979),,,Real Racing,-,Las Palmas,2:4 (2:2),
Jornada 2 (1978/1979),,,Zaragoza,-,Celta,2:1 (1:0),
Jornada 2 (1978/1979),,,UD Salamanca,-,Real Madrid,1:1 (0:1),
Jornada 3 (1978/1979),16.09.1978,,RC Recreativo,-,Rayo,0:0 (0:0),
Jornada 3 (1978/1979),17.09.1978,,Celta,-,Real Sociedad,1:0 (1:0),
Jornada 3 (1978/1979),,,Hércules CF,-,Real Madrid,1:2 (1:0),
Jornada 3 (1978/1979),,,Barcelona,-,UD Salamanca,3:0 (2:0),
Jornada 3 (1978/1979),,,Athletic,-,Real Racing,4:1 (1:1),
Jornada 3 (1978/1979),,,Sporting,-,Zaragoza,1:0 (0:0),
Jornada 3 (1978/1979),,,Atlético,-,Espanyol,1:0 (1:0),
Jornada 3 (1978/1979),,,Las Palmas,-,Valencia,2:0 (1:0),
Jornada 3 (1978/1979),,,Burgos CF,-,Sevilla,2:2 (1:1),
Jornada 4 (1978/1979),23.09.1978,,Espanyol,-,Hércules CF,2:1 (1:0),
Jornada 4 (1978/1979),,,Valencia,-,Athletic,0:0 (0:0),
Jornada 4 (1978/1979),,,Real Madrid,-,Barcelona,3:1 (2:1),
Jornada 4 (1978/1979),24.09.1978,,Rayo,-,Celta,2:0 (1:0),
Jornada 4 (1978/1979),,,Sevilla,-,RC Recreativo,6:1 (4:0),
Jornada 4 (1978/1979),,,Real Racing,-,Burgos CF,2:2 (2:1),
Jornada 4 (1978/1979),,,UD Salamanca,-,Las Palmas,1:0 (0:0),
Jornada 4 (1978/1979),,,Zaragoza,-,Atlético,4:3 (2:3),
Jornada 4 (1978/1979),,,Real Sociedad,-,Sporting,2:0 (2:0),
Jornada 5 (1978/1979),07.10.1978,,Espanyol,-,Zaragoza,1:0 (1:0),
Jornada 5 (1978/1979),08.10.1978,,Las Palmas,-,Real Madrid,2:2 (1:0),
Jornada 5 (1978/1979),,,Atlético,-,Real Sociedad,2:2 (0:2),
Jornada 5 (1978/1979),,,Sporting,-,Rayo,3:0 (2:0),
Jornada 5 (1978/1979),,,Athletic,-,UD Salamanca,3:0 (0:0),
Jornada 5 (1978/1979),,,RC Recreativo,-,Real Racing,2:1 (1:0),
Jornada 5 (1978/1979),,,Hércules CF,-,Barcelona,0:2 (0:0),
Jornada 5 (1978/1979),,,Burgos CF,-,Valencia,1:1 (0:0),
Jornada 5 (1978/1979),,,Celta,-,Sevilla,1:1 (0:0),
Jornada 6 (1978/1979),14.10.1978,,Valencia,-,RC Recreativo,1:0 (0:0),
Jornada 6 (1978/1979),,,Barcelona,-,Las Palmas,4:0 (2:0),
Jornada 6 (1978/1979),,,Real Madrid,-,Athletic,2:1 (0:0),
Jornada 6 (1978/1979),15.10.1978,,Real Sociedad,-,Espanyol,2:1 (1:0),
Jornada 6 (1978/1979),,,UD Salamanca,-,Burgos CF,1:1 (1:0),
Jornada 6 (1978/1979),,,Zaragoza,-,Hércules CF,1:2 (0:0),
Jornada 6 (1978/1979),,,Sevilla,-,Sporting,1:1 (1:0),
Jornada 6 (1978/1979),,,Rayo,-,Atlético,1:3 (0:2),
Jornada 6 (1978/1979),,,Real Racing,-,Celta,2:0 (1:0),
Jornada 7 (1978/1979),21.10.1978,,Espanyol,-,Rayo,2:1 (1:1),
Jornada 7 (1978/1979),22.10.1978,,Celta,-,Valencia,0:0 (0:0),
Jornada 7 (1978/1979),,,Sporting,-,Real Racing,1:0 (0:0),
Jornada 7 (1978/1979),,,Hércules CF,-,Las Palmas,1:0 (1:0),
Jornada 7 (1978/1979),,,RC Recreativo,-,UD Salamanca,1:2 (1:0),
Jornada 7 (1978/1979),,,Athletic,-,Barcelona,3:1 (2:0),
Jornada 7 (1978/1979),,,Burgos CF,-,Real Madrid,2:2 (1:1),
Jornada 7 (1978/1979),,,Zaragoza,-,Real Sociedad,4:0 (3:0),
Jornada 7 (1978/1979),,,Atlético,-,Sevilla,2:2 (1:2),
Jornada 8 (1978/1979),28.10.1978,,Real Madrid,-,RC Recreativo,4:0 (2:0),
Jornada 8 (1978/1979),,,Barcelona,-,Burgos CF,2:0 (1:0),
Jornada 8 (1978/1979),,,Valencia,-,Sporting,4:0 (1:0),
Jornada 8 (1978/1979),29.10.1978,,Las Palmas,-,Athletic,1:1 (1:0),
Jornada 8 (1978/1979),,,Real Sociedad,-,Hércules CF,2:1 (0:0),
Jornada 8 (1978/1979),,,UD Salamanca,-,Celta,1:0 (0:0),
Jornada 8 (1978/1979),,,Sevilla,-,Espanyol,4:3 (1:2),
Jornada 8 (1978/1979),,,Rayo,-,Zaragoza,1:0 (1:0),
Jornada 8 (1978/1979),31.10.1978,,Real Racing,-,Atlético,1:1 (0:1),
Jornada 9 (1978/1979),05.11.1978,,Atlético,-,Valencia,2:1 (1:1),
Jornada 9 (1978/1979),,,Espanyol,-,Real Racing,2:3 (2:1),
Jornada 9 (1978/1979),,,Real Sociedad,-,Rayo,2:0 (1:0),
Jornada 9 (1978/1979),,,Sporting,-,UD Salamanca,1:0 (0:0),
Jornada 9 (1978/1979),,,Celta,-,Real Madrid,2:2 (1:1),
Jornada 9 (1978/1979),,,Zaragoza,-,Sevilla,3:2 (3:1),
Jornada 9 (1978/1979),,,Hércules CF,-,Athletic,0:1 (0:1),
Jornada 9 (1978/1979),,,RC Recreativo,-,Barcelona,0:0 (0:0),
Jornada 9 (1978/1979),,,Burgos CF,-,Las Palmas,1:1 (1:1),
Jornada 10 (1978/1979),18.11.1978,,Las Palmas,-,RC Recreativo,3:0 (1:0),
Jornada 10 (1978/1979),,,Valencia,-,Espanyol,2:1 (1:0),
Jornada 10 (1978/1979),19.11.1978,,Sevilla,-,Real Sociedad,1:0 (0:0),
Jornada 10 (1978/1979),,,Athletic,-,Burgos CF,1:2 (1:0),
Jornada 10 (1978/1979),,,Rayo,-,Hércules CF,3:0 (3:0),
Jornada 10 (1978/1979),,,Real Madrid,-,Sporting,3:2 (1:0),
Jornada 10 (1978/1979),,,Real Racing,-,Zaragoza,3:2 (3:2),
Jornada 10 (1978/1979),,,UD Salamanca,-,Atlético,2:2 (0:2),
Jornada 10 (1978/1979),,,Barcelona,-,Celta,6:0 (2:0),
Jornada 11 (1978/1979),25.11.1978,,Rayo,-,Sevilla,1:0 (0:0),
Jornada 11 (1978/1979),26.11.1978,,Real Sociedad,-,Real Racing,3:0 (1:0),
Jornada 11 (1978/1979),,,RC Recreativo,-,Athletic,3:2 (1:0),
Jornada 11 (1978/1979),,,Hércules CF,-,Burgos CF,1:0 (1:0),
Jornada 11 (1978/1979),,,Espanyol,-,UD Salamanca,2:1 (1:1),
Jornada 11 (1978/1979),,,Sporting,-,Barcelona,3:1 (1:1),
Jornada 11 (1978/1979),,,Atlético,-,Real Madrid,2:2 (1:1),
Jornada 11 (1978/1979),,,Celta,-,Las Palmas,1:2 (1:1),
Jornada 11 (1978/1979),,,Zaragoza,-,Valencia,3:0 (1:0),
Jornada 12 (1978/1979),02.12.1978,,Las Palmas,-,Sporting,0:0 (0:0),
Jornada 12 (1978/1979),,,Valencia,-,Real Sociedad,1:0 (0:0),
Jornada 12 (1978/1979),03.12.1978,,Barcelona,-,Atlético,2:4 (0:2),
Jornada 12 (1978/1979),,,Burgos CF,-,RC Recreativo,1:0 (1:0),
Jornada 12 (1978/1979),,,Real Racing,-,Rayo,1:0 (0:0),
Jornada 12 (1978/1979),,,Sevilla,-,Hércules CF,1:0 (0:0),
Jornada 12 (1978/1979),,,UD Salamanca,-,Zaragoza,3:1 (1:0),
Jornada 12 (1978/1979),,,Real Madrid,-,Espanyol,0:0 (0:0),
Jornada 12 (1978/1979),,,Athletic,-,Celta,3:1 (2:0),
Jornada 13 (1978/1979),17.12.1978,,Sevilla,-,Real Racing,3:1 (2:1),
Jornada 13 (1978/1979),,,Atlético,-,Las Palmas,1:1 (1:0),
Jornada 13 (1978/1979),,,Real Sociedad,-,UD Salamanca,3:1 (1:0),
Jornada 13 (1978/1979),,,Hércules CF,-,RC Recreativo,2:0 (2:0),
Jornada 13 (1978/1979),,,Sporting,-,Athletic,4:3 (2:1),
Jornada 13 (1978/1979),,,Espanyol,-,Barcelona,0:2 (0:1),
Jornada 13 (1978/1979),,,Zaragoza,-,Real Madrid,1:0 (1:0),
Jornada 13 (1978/1979),,,Rayo,-,Valencia,0:1 (0:0),
Jornada 13 (1978/1979),,,Celta,-,Burgos CF,3:2 (1:0),
Jornada 14 (1978/1979),30.12.1978,,Real Madrid,-,Real Sociedad,2:1 (1:1),
Jornada 14 (1978/1979),,,Barcelona,-,Zaragoza,5:0 (4:0),
Jornada 14 (1978/1979),,,Valencia,-,Sevilla,5:2 (2:0),
Jornada 14 (1978/1979),,,Athletic,-,Atlético,2:1 (0:0),
Jornada 14 (1978/1979),,,Las Palmas,-,Espanyol,3:0 (1:0),
Jornada 14 (1978/1979),31.12.1978,,UD Salamanca,-,Rayo,1:1 (0:1),
Jornada 14 (1978/1979),,,Real Racing,-,Hércules CF,0:2 (0:0),
Jornada 14 (1978/1979),,,Burgos CF,-,Sporting,0:2 (0:1),
Jornada 14 (1978/1979),,,RC Recreativo,-,Celta,1:2 (1:1),
Jornada 15 (1978/1979),06.01.1979,,Atlético,-,Burgos CF,1:2 (0:0),
Jornada 15 (1978/1979),07.01.1979,,Real Racing,-,Valencia,3:1 (1:0),
Jornada 15 (1978/1979),,,Hércules CF,-,Celta,2:0 (0:0),
Jornada 15 (1978/1979),,,Zaragoza,-,Las Palmas,3:1 (1:0),
Jornada 15 (1978/1979),,,Sporting,-,RC Recreativo,2:0 (2:0),
Jornada 15 (1978/1979),,,Real Sociedad,-,Barcelona,2:0 (2:0),
Jornada 15 (1978/1979),,,Rayo,-,Real Madrid,1:1 (0:0),
Jornada 15 (1978/1979),,,Sevilla,-,UD Salamanca,2:1 (1:0),
Jornada 15 (1978/1979),,,Espanyol,-,Athletic,1:0 (0:0),
Jornada 16 (1978/1979),14.01.1979,,Athletic,-,Zaragoza,2:2 (1:1),
Jornada 16 (1978/1979),,,Barcelona,-,Rayo,9:0 (4:0),
Jornada 16 (1978/1979),,,Celta,-,Sporting,1:1 (1:0),
Jornada 16 (1978/1979),,,Las Palmas,-,Real Sociedad,2:0 (1:0),
Jornada 16 (1978/1979),,,Real Madrid,-,Sevilla,1:1 (1:0),
Jornada 16 (1978/1979),,,RC Recreativo,-,Atlético,0:1 (0:0),
Jornada 16 (1978/1979),,,Hércules CF,-,Valencia,3:0 (2:0),
Jornada 16 (1978/1979),,,Burgos CF,-,Espanyol,1:0 (0:0),
Jornada 16 (1978/1979),,,UD Salamanca,-,Real Racing,1:0 (0:0),
Jornada 17 (1978/1979),21.01.1979,,Espanyol,-,RC Recreativo,1:0 (1:0),
Jornada 17 (1978/1979),,,Real Racing,-,Real Madrid,1:1 (0:1),
Jornada 17 (1978/1979),,,Sevilla,-,Barcelona,1:1 (0:1),
Jornada 17 (1978/1979),,,Real Sociedad,-,Athletic,2:1 (1:0),
Jornada 17 (1978/1979),,,Atlético,-,Celta,4:0 (2:0),
Jornada 17 (1978/1979),,,Rayo,-,Las Palmas,2:2 (1:1),
Jornada 17 (1978/1979),,,Sporting,-,Hércules CF,2:0 (2:0),
Jornada 17 (1978/1979),,,Valencia,-,UD Salamanca,0:0 (0:0),
Jornada 17 (1978/1979),,,Zaragoza,-,Burgos CF,4:2 (1:0),
Jornada 18 (1978/1979),28.01.1979,,Real Racing,-,Barcelona,2:1 (0:0),
Jornada 18 (1978/1979),,,Rayo,-,Athletic,1:0 (0:0),
Jornada 18 (1978/1979),,,Espanyol,-,Celta,1:1 (1:0),
Jornada 18 (1978/1979),,,Sevilla,-,Las Palmas,0:1 (0:0),
Jornada 18 (1978/1979),,,Atlético,-,Sporting,0:0 (0:0),
Jornada 18 (1978/1979),,,UD Salamanca,-,Hércules CF,1:0 (1:0),
Jornada 18 (1978/1979),,,Real Sociedad,-,Burgos CF,4:1 (4:0),
Jornada 18 (1978/1979),,,Zaragoza,-,RC Recreativo,1:1 (1:1),
Jornada 18 (1978/1979),,,Valencia,-,Real Madrid,0:1 (0:0),
Jornada 19 (1978/1979),03.02.1979,,Real Madrid,-,UD Salamanca,3:1 (1:0),
Jornada 19 (1978/1979),,,Las Palmas,-,Real Racing,1:2 (1:1),
Jornada 19 (1978/1979),04.02.1979,,Burgos CF,-,Rayo,1:1 (1:1),
Jornada 19 (1978/1979),,,Celta,-,Zaragoza,5:3 (2:2),
Jornada 19 (1978/1979),,,RC Recreativo,-,Real Sociedad,1:2 (1:1),
Jornada 19 (1978/1979),,,Athletic,-,Sevilla,2:3 (1:2),
Jornada 19 (1978/1979),,,Hércules CF,-,Atlético,0:0 (0:0),
Jornada 19 (1978/1979),,,Sporting,-,Espanyol,0:0 (0:0),
Jornada 19 (1978/1979),,,Barcelona,-,Valencia,1:1 (1:1),
