Jornada,Fecha,Hora,Local,Resultado,Visitante,Asistencia,Estadio
Jornada 1 (1965/1966),04.09.1965,,Sevilla,-,Valencia,1:1 (0:1),
Jornada 1 (1965/1966),,,Real Madrid,-,CE Sabadell,1:0 (0:0),
Jornada 1 (1965/1966),,,Málaga,-,Pontevedra CF,0:0 (0:0),
Jornada 1 (1965/1966),05.09.1965,,Las Palmas,-,Espanyol,1:1 (1:1),
Jornada 1 (1965/1966),,,Zaragoza,-,Atlético,2:2 (1:1),
Jornada 1 (1965/1966),,,Athletic,-,Betis,6:1 (2:0),
Jornada 1 (1965/1966),,,Barcelona,-,Mallorca,3:1 (0:0),
Jornada 1 (1965/1966),,,Elche,-,Córdoba,2:0 (1:0),
Jornada 2 (1965/1966),12.09.1965,,Mallorca,-,Las Palmas,4:1 (2:1),
Jornada 2 (1965/1966),,,Valencia,-,Málaga,1:0 (1:0),
Jornada 2 (1965/1966),,,Espanyol,-,Zaragoza,1:1 (0:0),
Jornada 2 (1965/1966),,,Córdoba,-,Sevilla,0:0 (0:0),
Jornada 2 (1965/1966),,,CE Sabadell,-,Barcelona,1:3 (0:2),
Jornada 2 (1965/1966),,,Betis,-,Real Madrid,1:2 (1:0),
Jornada 2 (1965/1966),,,Atlético,-,Elche,3:0 (1:0),
Jornada 2 (1965/1966),,,Pontevedra CF,-,Athletic,3:0 (2:0),
Jornada 3 (1965/1966),18.09.1965,,Real Madrid,-,Pontevedra CF,1:0 (0:0),
Jornada 3 (1965/1966),19.09.1965,,Sevilla,-,Atlético,1:1 (0:0),
Jornada 3 (1965/1966),,,Málaga,-,Córdoba,1:3 (1:0),
Jornada 3 (1965/1966),,,Mallorca,-,CE Sabadell,0:1 (0:0),
Jornada 3 (1965/1966),,,Las Palmas,-,Zaragoza,2:1 (1:1),
Jornada 3 (1965/1966),,,Athletic,-,Valencia,1:0 (1:0),
Jornada 3 (1965/1966),,,Elche,-,Espanyol,3:0 (2:0),
Jornada 3 (1965/1966),,,Barcelona,-,Betis,4:1 (1:0),
Jornada 4 (1965/1966),26.09.1965,,Betis,-,Mallorca,1:2 (0:1),
Jornada 4 (1965/1966),,,Espanyol,-,Sevilla,1:0 (1:0),
Jornada 4 (1965/1966),,,Valencia,-,Real Madrid,3:0 (1:0),
Jornada 4 (1965/1966),,,Córdoba,-,Athletic,1:0 (0:0),
Jornada 4 (1965/1966),,,Atlético,-,Málaga,1:0 (1:0),
Jornada 4 (1965/1966),,,Zaragoza,-,Elche,6:1 (3:1),
Jornada 4 (1965/1966),,,Las Palmas,-,CE Sabadell,1:0 (1:0),
Jornada 4 (1965/1966),,,Pontevedra CF,-,Barcelona,2:0 (1:0),
Jornada 5 (1965/1966),03.10.1965,,Sevilla,-,Zaragoza,1:1 (0:0),
Jornada 5 (1965/1966),,,Málaga,-,Espanyol,0:0 (0:0),
