Jornada,Fecha,Hora,Local,Resultado,Visitante,Asistencia,Estadio
Jornada 1 (1940/1941),29.09.1940,,Sevilla,-,Barcelona,11:1 (4:1),
Jornada 1 (1940/1941),,,Valencia,-,Athletic,2:2 (0:2),
Jornada 1 (1940/1941),,,Atlético,-,Celta,5:4 (1:3),
Jornada 1 (1940/1941),,,Espanyol,-,Real Oviedo,5:0 (2:0),
Jornada 1 (1940/1941),,,Hércules CF,-,Real Murcia,4:0 (2:0),
Jornada 1 (1940/1941),,,Zaragoza,-,Real Madrid,1:1 (1:0),
Jornada 2 (1940/1941),06.10.1940,,Celta,-,Espanyol,7:1 (5:1),
Jornada 2 (1940/1941),,,Barcelona,-,Valencia,4:3 (1:3),
Jornada 2 (1940/1941),,,Real Murcia,-,Atlético,1:1 (0:1),
Jornada 2 (1940/1941),,,Real Oviedo,-,Sevilla,0:4 (0:1),
Jornada 2 (1940/1941),,,Athletic,-,Zaragoza,0:0 (0:0),
Jornada 2 (1940/1941),,,Real Madrid,-,Hércules CF,5:3 (3:0),
Jornada 3 (1940/1941),12.10.1940,,Zaragoza,-,Barcelona,2:1 (1:1),
Jornada 3 (1940/1941),13.10.1940,,Sevilla,-,Valencia,10:3 (5:2),
Jornada 3 (1940/1941),,,Real Oviedo,-,Celta,4:3 (1:2),
Jornada 3 (1940/1941),,,Atlético,-,Real Madrid,3:1 (1:1),
Jornada 3 (1940/1941),,,Espanyol,-,Real Murcia,2:1 (1:0),
Jornada 3 (1940/1941),,,Hércules CF,-,Athletic,1:0 (0:0),
Jornada 4 (1940/1941),20.10.1940,,Real Murcia,-,Real Oviedo,1:2 (1:2),
Jornada 4 (1940/1941),,,Barcelona,-,Hércules CF,3:2 (2:2),
Jornada 4 (1940/1941),,,Valencia,-,Zaragoza,1:0 (0:0),
Jornada 4 (1940/1941),,,Celta,-,Sevilla,2:2 (2:2),
Jornada 4 (1940/1941),,,Athletic,-,Atlético,0:5 (0:2),
Jornada 4 (1940/1941),,,Real Madrid,-,Espanyol,4:1 (1:0),
Jornada 5 (1940/1941),27.10.1940,,Atlético,-,Barcelona,4:4 (2:1),
Jornada 5 (1940/1941),,,Espanyol,-,Athletic,1:1 (1:1),
Jornada 5 (1940/1941),,,Hércules CF,-,Valencia,0:2 (0:2),
Jornada 5 (1940/1941),,,Sevilla,-,Zaragoza,4:1 (1:1),
Jornada 5 (1940/1941),,,Celta,-,Real Murcia,5:1 (2:1),
Jornada 5 (1940/1941),,,Real Oviedo,-,Real Madrid,0:2 (0:1),
Jornada 6 (1940/1941),03.11.1940,,Real Madrid,-,Celta,3:1 (2:1),
Jornada 6 (1940/1941),,,Real Murcia,-,Sevilla,2:1 (0:1),
Jornada 6 (1940/1941),,,Zaragoza,-,Hércules CF,7:0 (3:0),
Jornada 6 (1940/1941),,,Barcelona,-,Espanyol,2:3 (2:2),
Jornada 6 (1940/1941),,,Valencia,-,Atlético,3:1 (2:1),
Jornada 6 (1940/1941),,,Athletic,-,Real Oviedo,2:1 (2:1),
Jornada 7 (1940/1941),10.11.1940,,Sevilla,-,Hércules CF,8:3 (5:1),
Jornada 7 (1940/1941),,,Real Murcia,-,Real Madrid,3:1 (3:1),
Jornada 7 (1940/1941),,,Real Oviedo,-,Barcelona,3:1 (1:1),
Jornada 7 (1940/1941),,,Celta,-,Athletic,1:2 (0:2),
Jornada 7 (1940/1941),,,Espanyol,-,Valencia,2:1 (2:1),
Jornada 7 (1940/1941),,,Atlético,-,Zaragoza,3:1 (1:1),
Jornada 8 (1940/1941),17.11.1940,,Athletic,-,Real Murcia,6:1 (3:0),
Jornada 8 (1940/1941),,,Valencia,-,Real Oviedo,5:1 (2:1),
Jornada 8 (1940/1941),,,Barcelona,-,Celta,2:0 (1:0),
Jornada 8 (1940/1941),,,Real Madrid,-,Sevilla,4:1 (1:0),
Jornada 8 (1940/1941),,,Zaragoza,-,Espanyol,0:3 (0:1),
Jornada 8 (1940/1941),,,Hércules CF,-,Atlético,3:3 (2:2),
Jornada 9 (1940/1941),24.11.1940,,Real Murcia,-,Barcelona,1:3 (1:3),
Jornada 9 (1940/1941),,,Espanyol,-,Hércules CF,1:2 (0:1),
Jornada 9 (1940/1941),,,Real Oviedo,-,Zaragoza,5:4 (1:1),
Jornada 9 (1940/1941),,,Sevilla,-,Atlético,1:1 (1:0),
Jornada 9 (1940/1941),,,Real Madrid,-,Athletic,0:1 (0:0),
Jornada 9 (1940/1941),,,Celta,-,Valencia,6:2 (4:2),
Jornada 10 (1940/1941),01.12.1940,,Barcelona,-,Real Madrid,3:0 (0:0),
Jornada 10 (1940/1941),,,Sevilla,-,Athletic,1:0 (0:0),
Jornada 10 (1940/1941),,,Atlético,-,Espanyol,5:3 (1:1),
Jornada 10 (1940/1941),,,Zaragoza,-,Celta,1:0 (0:0),
Jornada 10 (1940/1941),,,Hércules CF,-,Real Oviedo,3:0 (0:0),
Jornada 10 (1940/1941),,,Valencia,-,Real Murcia,3:3 (2:1),
Jornada 11 (1940/1941),08.12.1940,,Celta,-,Hércules CF,2:0 (0:0),
Jornada 11 (1940/1941),,,Athletic,-,Barcelona,3:1 (2:0),
Jornada 11 (1940/1941),,,Real Madrid,-,Valencia,6:1 (4:0),
Jornada 11 (1940/1941),,,Real Oviedo,-,Atlético,4:3 (2:1),
Jornada 11 (1940/1941),,,Espanyol,-,Sevilla,4:3 (2:1),
Jornada 11 (1940/1941),,,Real Murcia,-,Zaragoza,1:0 (0:0),
Jornada 12 (1940/1941),15.12.1940,,Athletic,-,Valencia,5:0 (2:0),
Jornada 12 (1940/1941),,,Celta,-,Atlético,0:2 (0:2),
Jornada 12 (1940/1941),,,Barcelona,-,Sevilla,4:0 (2:0),
Jornada 12 (1940/1941),,,Real Madrid,-,Zaragoza,6:0 (4:0),
Jornada 12 (1940/1941),,,Real Murcia,-,Hércules CF,0:0 (0:0),
Jornada 12 (1940/1941),,,Real Oviedo,-,Espanyol,3:3 (1:3),
Jornada 13 (1940/1941),22.12.1940,,Hércules CF,-,Real Madrid,0:3 (0:2),
Jornada 13 (1940/1941),,,Valencia,-,Barcelona,3:1 (2:1),
Jornada 13 (1940/1941),,,Zaragoza,-,Athletic,2:2 (0:1),
Jornada 13 (1940/1941),,,Espanyol,-,Celta,4:1 (1:0),
Jornada 13 (1940/1941),,,Sevilla,-,Real Oviedo,4:1 (2:1),
Jornada 13 (1940/1941),,,Atlético,-,Real Murcia,6:0 (1:0),
Jornada 14 (1940/1941),29.12.1940,,Barcelona,-,Zaragoza,2:0 (1:0),
Jornada 14 (1940/1941),,,Celta,-,Real Oviedo,3:1 (3:1),
Jornada 14 (1940/1941),,,Real Murcia,-,Espanyol,3:1 (0:1),
Jornada 14 (1940/1941),,,Real Madrid,-,Atlético,1:4 (0:2),
Jornada 14 (1940/1941),,,Athletic,-,Hércules CF,4:0 (1:0),
Jornada 14 (1940/1941),,,Valencia,-,Sevilla,4:1 (2:0),
Jornada 15 (1940/1941),05.01.1941,,Real Oviedo,-,Real Murcia,2:1 (1:0),
Jornada 15 (1940/1941),,,Sevilla,-,Celta,3:0 (0:0),
Jornada 15 (1940/1941),,,Zaragoza,-,Valencia,1:2 (1:0),
Jornada 15 (1940/1941),,,Hércules CF,-,Barcelona,1:3 (1:2),
Jornada 15 (1940/1941),,,Espanyol,-,Real Madrid,3:2 (2:1),
Jornada 15 (1940/1941),06.01.1941,,Atlético,-,Athletic,1:1 (0:0),
Jornada 16 (1940/1941),19.01.1941,,Barcelona,-,Atlético,2:4 (0:3),
Jornada 16 (1940/1941),,,Zaragoza,-,Sevilla,0:3 (0:3),
Jornada 16 (1940/1941),,,Real Murcia,-,Celta,3:0 (1:0),
Jornada 16 (1940/1941),,,Valencia,-,Hércules CF,6:0 (2:0),
Jornada 16 (1940/1941),,,Athletic,-,Espanyol,6:2 (3:1),
Jornada 16 (1940/1941),21.01.1941,,Real Madrid,-,Real Oviedo,1:0 (0:0),
Jornada 17 (1940/1941),26.01.1941,,Atlético,-,Valencia,2:2 (1:1),
Jornada 17 (1940/1941),,,Sevilla,-,Real Murcia,3:2 (1:1),
Jornada 17 (1940/1941),,,Real Oviedo,-,Athletic,0:2 (0:1),
Jornada 17 (1940/1941),,,Espanyol,-,Barcelona,3:1 (0:1),
Jornada 17 (1940/1941),,,Celta,-,Real Madrid,1:2 (1:2),
Jornada 17 (1940/1941),,,Hércules CF,-,Zaragoza,1:0 (1:0),
Jornada 18 (1940/1941),02.02.1941,,Real Madrid,-,Real Murcia,2:1 (1:0),
Jornada 18 (1940/1941),,,Valencia,-,Espanyol,3:0 (2:0),
Jornada 18 (1940/1941),,,Zaragoza,-,Atlético,1:1 (0:1),
Jornada 18 (1940/1941),,,Hércules CF,-,Sevilla,1:0 (1:0),
Jornada 18 (1940/1941),,,Athletic,-,Celta,4:1 (2:1),
Jornada 18 (1940/1941),,,Barcelona,-,Real Oviedo,7:0 (4:0),
Jornada 19 (1940/1941),09.02.1941,,Atlético,-,Hércules CF,7:1 (2:0),
Jornada 19 (1940/1941),,,Espanyol,-,Zaragoza,3:0 (1:0),
Jornada 19 (1940/1941),,,Real Oviedo,-,Valencia,3:3 (2:1),
Jornada 19 (1940/1941),,,Real Murcia,-,Athletic,1:3 (1:2),
Jornada 19 (1940/1941),,,Sevilla,-,Real Madrid,5:4 (3:2),
Jornada 19 (1940/1941),,,Celta,-,Barcelona,1:4 (1:1),
Jornada 20 (1940/1941),16.02.1941,,Athletic,-,Real Madrid,3:1 (2:1),
Jornada 20 (1940/1941),,,Barcelona,-,Real Murcia,3:0 (0:0),
Jornada 20 (1940/1941),,,Zaragoza,-,Real Oviedo,3:0 (1:0),
Jornada 20 (1940/1941),,,Valencia,-,Celta,5:1 (3:0),
Jornada 20 (1940/1941),,,Hércules CF,-,Espanyol,3:2 (2:1),
