Jornada,Fecha,Hora,Local,Resultado,Visitante,Asistencia,Estadio
Jornada 1 (1945/1946),23.09.1945,,Real Oviedo,-,Espanyol,1:0 (1:0),
Jornada 1 (1945/1946),,,Valencia,-,Atlético,6:1 (1:1),
Jornada 1 (1945/1946),,,Hércules CF,-,Sevilla,1:2 (1:2),
Jornada 1 (1945/1946),,,Barcelona,-,Sporting,2:0 (0:0),
Jornada 1 (1945/1946),,,Celta,-,CD Castellón,4:0 (2:0),
Jornada 1 (1945/1946),,,Real Murcia,-,CD Alcoyano,2:3 (1:2),
Jornada 1 (1945/1946),,,Real Madrid,-,Athletic,1:1 (1:0),
Jornada 2 (1945/1946),30.09.1945,,CD Alcoyano,-,Real Oviedo,1:1 (1:1),
Jornada 2 (1945/1946),,,Sporting,-,Hércules CF,2:0 (2:0),
Jornada 2 (1945/1946),,,Sevilla,-,Celta,3:3 (2:0),
Jornada 2 (1945/1946),,,Athletic,-,Valencia,2:2 (2:2),
Jornada 2 (1945/1946),,,Espanyol,-,Barcelona,0:2 (0:0),
Jornada 2 (1945/1946),,,CD Castellón,-,Real Madrid,0:3 (0:1),
Jornada 2 (1945/1946),,,Atlético,-,Real Murcia,0:0 (0:0),
Jornada 3 (1945/1946),07.10.1945,,Real Murcia,-,Athletic,0:0 (0:0),
Jornada 3 (1945/1946),,,Hércules CF,-,Espanyol,0:0 (0:0),
Jornada 3 (1945/1946),,,Real Madrid,-,Valencia,1:1 (0:0),
Jornada 3 (1945/1946),,,Real Oviedo,-,Atlético,3:3 (2:1),
Jornada 3 (1945/1946),,,CD Castellón,-,Sevilla,2:2 (0:2),
Jornada 3 (1945/1946),,,Celta,-,Sporting,2:3 (1:2),
Jornada 3 (1945/1946),,,Barcelona,-,CD Alcoyano,2:0 (1:0),
Jornada 4 (1945/1946),14.10.1945,,Sevilla,-,Real Madrid,2:1 (1:1),
Jornada 4 (1945/1946),,,CD Alcoyano,-,Hércules CF,3:1 (2:0),
Jornada 4 (1945/1946),,,Sporting,-,CD Castellón,2:0 (1:0),
Jornada 4 (1945/1946),,,Valencia,-,Real Murcia,2:0 (2:0),
Jornada 4 (1945/1946),,,Atlético,-,Barcelona,2:0 (0:0),
Jornada 4 (1945/1946),,,Athletic,-,Real Oviedo,2:4 (2:0),
Jornada 4 (1945/1946),,,Espanyol,-,Celta,4:1 (2:1),
Jornada 5 (1945/1946),21.10.1945,,Celta,-,CD Alcoyano,6:1 (3:1),
Jornada 5 (1945/1946),,,Barcelona,-,Athletic,0:6 (0:3),
Jornada 5 (1945/1946),,,CD Castellón,-,Espanyol,4:1 (0:0),
Jornada 5 (1945/1946),,,Real Oviedo,-,Valencia,3:0 (1:0),
Jornada 5 (1945/1946),,,Hércules CF,-,Atlético,3:2 (1:0),
Jornada 5 (1945/1946),,,Sevilla,-,Sporting,3:2 (1:1),
Jornada 5 (1945/1946),,,Real Madrid,-,Real Murcia,3:1 (3:0),
Jornada 6 (1945/1946),28.10.1945,,CD Alcoyano,-,CD Castellón,1:1 (1:0),
Jornada 6 (1945/1946),,,Athletic,-,Hércules CF,6:0 (1:0),
Jornada 6 (1945/1946),,,Real Murcia,-,Real Oviedo,0:3 (0:1),
Jornada 6 (1945/1946),,,Atlético,-,Celta,3:2 (2:0),
Jornada 6 (1945/1946),,,Espanyol,-,Sevilla,1:1 (1:0),
Jornada 6 (1945/1946),,,Sporting,-,Real Madrid,1:1 (0:1),
Jornada 6 (1945/1946),,,Valencia,-,Barcelona,0:1 (0:1),
Jornada 7 (1945/1946),04.11.1945,,Barcelona,-,Real Murcia,1:1 (1:0),
Jornada 7 (1945/1946),,,Hércules CF,-,Valencia,2:1 (2:1),
Jornada 7 (1945/1946),,,Sevilla,-,CD Alcoyano,4:2 (4:1),
Jornada 7 (1945/1946),,,Celta,-,Athletic,1:2 (1:1),
Jornada 7 (1945/1946),,,Real Madrid,-,Real Oviedo,3:1 (1:1),
Jornada 7 (1945/1946),,,Sporting,-,Espanyol,4:1 (3:0),
Jornada 7 (1945/1946),,,CD Castellón,-,Atlético,2:1 (0:0),
Jornada 8 (1945/1946),18.11.1945,,Real Murcia,-,Hércules CF,1:1 (0:0),
Jornada 8 (1945/1946),,,Athletic,-,CD Castellón,7:1 (1:1),
Jornada 8 (1945/1946),,,CD Alcoyano,-,Sporting,4:1 (3:0),
Jornada 8 (1945/1946),,,Valencia,-,Celta,5:1 (2:1),
Jornada 8 (1945/1946),,,Atlético,-,Sevilla,1:1 (1:1),
Jornada 8 (1945/1946),,,Real Oviedo,-,Barcelona,1:1 (0:0),
Jornada 8 (1945/1946),,,Espanyol,-,Real Madrid,1:1 (0:1),
Jornada 9 (1945/1946),25.11.1945,,Sevilla,-,Athletic,4:2 (2:1),
Jornada 9 (1945/1946),,,CD Castellón,-,Valencia,1:0 (0:0),
Jornada 9 (1945/1946),,,Sporting,-,Atlético,3:2 (3:0),
Jornada 9 (1945/1946),,,Hércules CF,-,Real Oviedo,0:3 (0:1),
Jornada 9 (1945/1946),,,Celta,-,Real Murcia,1:1 (0:0),
Jornada 9 (1945/1946),,,Espanyol,-,CD Alcoyano,2:1 (2:1),
Jornada 9 (1945/1946),,,Real Madrid,-,Barcelona,3:2 (1:0),
Jornada 10 (1945/1946),02.12.1945,,Athletic,-,Sporting,2:3 (2:1),
Jornada 10 (1945/1946),,,Real Oviedo,-,Celta,1:0 (0:0),
Jornada 10 (1945/1946),,,Barcelona,-,Hércules CF,5:3 (3:3),
Jornada 10 (1945/1946),,,Atlético,-,Espanyol,7:3 (2:3),
Jornada 10 (1945/1946),,,CD Alcoyano,-,Real Madrid,1:3 (0:2),
Jornada 10 (1945/1946),,,Valencia,-,Sevilla,1:0 (0:0),
Jornada 10 (1945/1946),,,Real Murcia,-,CD Castellón,2:3 (2:0),
Jornada 11 (1945/1946),09.12.1945,,Celta,-,Barcelona,1:5 (1:3),
Jornada 11 (1945/1946),,,Espanyol,-,Athletic,1:5 (1:3),
Jornada 11 (1945/1946),,,Sporting,-,Valencia,1:2 (1:2),
Jornada 11 (1945/1946),,,CD Alcoyano,-,Atlético,3:1 (3:1),
Jornada 11 (1945/1946),,,CD Castellón,-,Real Oviedo,1:1 (1:1),
Jornada 11 (1945/1946),,,Real Madrid,-,Hércules CF,2:0 (1:0),
Jornada 11 (1945/1946),,,Sevilla,-,Real Murcia,3:1 (1:1),
Jornada 12 (1945/1946),16.12.1945,,Valencia,-,Espanyol,3:2 (2:2),
Jornada 12 (1945/1946),,,Athletic,-,CD Alcoyano,2:0 (0:0),
Jornada 12 (1945/1946),,,Barcelona,-,CD Castellón,4:0 (3:0),
Jornada 12 (1945/1946),,,Real Murcia,-,Sporting,1:0 (0:0),
Jornada 12 (1945/1946),,,Hércules CF,-,Celta,1:4 (0:1),
Jornada 12 (1945/1946),,,Real Madrid,-,Atlético,2:1 (1:0),
Jornada 12 (1945/1946),,,Real Oviedo,-,Sevilla,1:1 (0:1),
Jornada 13 (1945/1946),30.12.1945,,Espanyol,-,Real Murcia,0:1 (0:1),
Jornada 13 (1945/1946),,,Celta,-,Real Madrid,3:0 (1:0),
Jornada 13 (1945/1946),,,Sevilla,-,Barcelona,2:3 (1:0),
Jornada 13 (1945/1946),,,Atlético,-,Athletic,1:0 (0:0),
Jornada 13 (1945/1946),,,CD Alcoyano,-,Valencia,1:2 (1:2),
Jornada 13 (1945/1946),,,Sporting,-,Real Oviedo,1:0 (1:0),
Jornada 13 (1945/1946),,,CD Castellón,-,Hércules CF,2:1 (0:1),
Jornada 14 (1945/1946),06.01.1946,,Sporting,-,Barcelona,2:0 (0:0),
Jornada 14 (1945/1946),,,Atlético,-,Valencia,0:0 (0:0),
Jornada 14 (1945/1946),,,CD Castellón,-,Celta,2:1 (1:0),
Jornada 14 (1945/1946),,,Espanyol,-,Real Oviedo,1:2 (1:1),
Jornada 14 (1945/1946),,,Sevilla,-,Hércules CF,2:1 (1:0),
Jornada 14 (1945/1946),,,CD Alcoyano,-,Real Murcia,1:0 (0:0),
Jornada 14 (1945/1946),,,Athletic,-,Real Madrid,3:2 (3:1),
