Jornada,Fecha,Hora,Local,Resultado,Visitante,Asistencia,Estadio
Jornada 1 (2000/2001),09.09.2000,,Zaragoza,-,Espanyol,1:2 (0:0),
Jornada 1 (2000/2001),,,Real Madrid,-,Valencia,2:1 (0:0),
Jornada 1 (2000/2001),,,Barcelona,-,Málaga,2:1 (2:0),
Jornada 1 (2000/2001),,,Deportivo,-,Athletic,2:0 (0:0),
Jornada 1 (2000/2001),,,Real Sociedad,-,Real Racing,2:2 (0:0),
Jornada 1 (2000/2001),10.09.2000,,Villarreal,-,Rayo,1:5 (0:3),
Jornada 1 (2000/2001),,,Las Palmas,-,Alavés,0:3 (0:1),
Jornada 1 (2000/2001),,,Numancia,-,Real Oviedo,1:0 (0:0),
Jornada 1 (2000/2001),,,Mallorca,-,Valladolid,1:1 (1:0),
Jornada 1 (2000/2001),,,Osasuna,-,Celta,0:2 (0:0),
Jornada 2 (2000/2001),16.09.2000,,Real Racing,-,Deportivo,0:3 (0:1),
Jornada 2 (2000/2001),,,Athletic,-,Barcelona,3:1 (1:1),
Jornada 2 (2000/2001),,,Málaga,-,Real Madrid,3:3 (1:1),
Jornada 2 (2000/2001),,,Valencia,-,Mallorca,4:0 (1:0),
Jornada 2 (2000/2001),,,Valladolid,-,Numancia,2:0 (1:0),
Jornada 2 (2000/2001),17.09.2000,,Espanyol,-,Osasuna,1:2 (0:0),
Jornada 2 (2000/2001),,,Real Oviedo,-,Las Palmas,2:2 (0:1),
Jornada 2 (2000/2001),,,Rayo,-,Zaragoza,0:0 (0:0),
Jornada 2 (2000/2001),,,Celta,-,Real Sociedad,4:1 (3:0),
Jornada 2 (2000/2001),,,Alavés,-,Villarreal,0:1 (0:0),
Jornada 3 (2000/2001),23.09.2000,,Real Sociedad,-,Deportivo,1:1 (1:0),
Jornada 3 (2000/2001),,,Barcelona,-,Real Racing,3:1 (1:0),
Jornada 3 (2000/2001),,,Real Madrid,-,Athletic,4:1 (2:0),
Jornada 3 (2000/2001),,,Las Palmas,-,Valladolid,1:1 (0:1),
Jornada 3 (2000/2001),,,Zaragoza,-,Alavés,2:2 (1:2),
Jornada 3 (2000/2001),24.09.2000,,Mallorca,-,Málaga,0:1 (0:0),
Jornada 3 (2000/2001),,,Osasuna,-,Rayo,2:2 (1:1),
Jornada 3 (2000/2001),,,Celta,-,Espanyol,1:0 (1:0),
Jornada 3 (2000/2001),,,Numancia,-,Valencia,0:3 (0:0),
Jornada 3 (2000/2001),,,Villarreal,-,Real Oviedo,1:0 (1:0),
Jornada 4 (2000/2001),30.09.2000,,Real Racing,-,Real Madrid,0:0 (0:0),
Jornada 4 (2000/2001),01.10.2000,,Real Oviedo,-,Zaragoza,2:1 (2:0),
Jornada 4 (2000/2001),,,Deportivo,-,Barcelona,2:0 (0:0),
Jornada 4 (2000/2001),,,Athletic,-,Mallorca,2:1 (1:1),
Jornada 4 (2000/2001),,,Málaga,-,Numancia,1:3 (1:2),
Jornada 4 (2000/2001),,,Valladolid,-,Villarreal,0:0 (0:0),
Jornada 4 (2000/2001),,,Alavés,-,Osasuna,2:0 (0:0),
Jornada 4 (2000/2001),,,Rayo,-,Celta,3:0 (1:0),
Jornada 4 (2000/2001),,,Valencia,-,Las Palmas,5:1 (2:0),
Jornada 4 (2000/2001),18.10.2000,,Espanyol,-,Real Sociedad,1:2 (1:2),
Jornada 5 (2000/2001),14.10.2000,,Las Palmas,-,Málaga,2:1 (0:0),
Jornada 5 (2000/2001),,,Real Sociedad,-,Barcelona,0:6 (0:6),
Jornada 5 (2000/2001),,,Espanyol,-,Rayo,0:0 (0:0),
Jornada 5 (2000/2001),,,Real Madrid,-,Deportivo,3:0 (2:0),
Jornada 5 (2000/2001),,,Villarreal,-,Valencia,1:1 (0:0),
Jornada 5 (2000/2001),15.10.2000,,Numancia,-,Athletic,0:0 (0:0),
Jornada 5 (2000/2001),,,Mallorca,-,Real Racing,2:1 (0:1),
Jornada 5 (2000/2001),,,Zaragoza,-,Valladolid,0:0 (0:0),
Jornada 5 (2000/2001),,,Osasuna,-,Real Oviedo,0:0 (0:0),
Jornada 5 (2000/2001),,,Celta,-,Alavés,1:1 (1:1),
