Jornada,Equipo,ELO
1,Sporting,1256.84
1,Athletic,1409.75
1,Valencia,1550.32
1,Espanyol,1446.65
1,Cádiz CF,1005.71
1,Las Palmas,1156.49
1,Zaragoza,1159.28
1,Sevilla,1465.62
1,Osasuna,1139.5
1,Atlético,1620.84
1,Betis,1421.03
1,CE Sabadell,678.42
1,Real Sociedad,1493.61
1,Real Madrid,1728.14
1,Real Murcia,988.98
1,Valladolid,1203.5
1,Barcelona,1815.38
1,Celta,1430.84
1,CD Logroñés,745.9
1,Mallorca,1206.03
1,Real Oviedo,1007.8499999999999
1,Málaga,1212.46
1,Elche,1216.32
1,CD Castellón,705.32
1,Rayo,1301.05
1,Tenerife,1103.42
1,Real Burgos,729.99
1,Deportivo,1250.84
1,Albacete,1001.3599999999999
1,Real Racing,1066.52
1,UE Lleida,847.63
1,SD Compostela,1018.1600000000001
1,CP Mérida,919.72
1,UD Salamanca,857.16
1,Hércules CF,1055.2
1,CF Extremadura,969.92
1,Alavés,1421.15
1,Villarreal,1503.49
1,Numancia,1054.12
1,RC Recreativo,1070.07
1,Getafe,1434.35
1,Levante,1435.28
1,Gimnàstic de Tarragona,1050.87
1,Almería,1185.2
1,Xerez CD,1189.14
1,Granada,1127.88
1,Eibar,1439.52
1,Córdoba,1098.36
1,Leganés,1332.65
1,Girona,1384.73
1,Huesca,1512.44
2,Sporting,1256.84
2,Athletic,1414.35
2,Valencia,1520.85
2,Espanyol,1476.12
2,Cádiz CF,1005.71
2,Las Palmas,1156.49
2,Zaragoza,1159.28
2,Sevilla,1467.36
2,Osasuna,1139.5
2,Atlético,1624.79
2,Betis,1421.04
2,CE Sabadell,678.42
2,Real Sociedad,1486.69
2,Real Madrid,1735.16
2,Real Murcia,988.98
2,Valladolid,1202.67
2,Barcelona,1816.21
2,Celta,1445.44
2,CD Logroñés,745.9
2,Mallorca,1206.03
2,Real Oviedo,1007.8499999999999
2,Málaga,1212.46
2,Elche,1216.32
2,CD Castellón,705.32
2,Rayo,1297.1
2,Tenerife,1103.42
2,Real Burgos,729.99
2,Deportivo,1250.84
2,Albacete,1001.3599999999999
2,Real Racing,1066.52
2,UE Lleida,847.63
2,SD Compostela,1018.1600000000001
