Jornada,Equipo,ELO
1,Betis,1317.21
1,Athletic,1494.89
1,Real Madrid,1698.41
1,Zaragoza,1471.89
1,Hércules CF,1187.77
1,Barcelona,1571.4
1,Real Racing,1271.52
1,Celta,1046.89
1,Sevilla,1342.19
1,Valencia,1443.64
1,Atlético,1598.32
1,Espanyol,1452.01
1,Real Murcia,1310.14
1,Real Oviedo,1289.46
1,Granada,1257.2
1,Deportivo,1220.6
1,Real Sociedad,1342.71
1,CD Castellón,821.86
1,CE Sabadell,1371.28
1,Sporting,1049.84
1,CD Alcoyano,874.12
1,Gimnàstic de Tarragona,902.8
1,Valladolid,1242.06
1,Málaga,1290.53
1,UE Lleida,855.63
1,Atlético Tetuán,988.93
1,Las Palmas,1395.11
1,Real Jaén,1101.71
1,Osasuna,1337.64
1,Alavés,1100.92
1,CyD Leonesa,1031.04
1,CD Condal,1170.91
1,Elche,1381.28
1,Mallorca,1342.64
1,Tenerife,1243.71
1,Córdoba,1323.72
1,Pontevedra CF,1370.85
1,Levante,1312.17
2,Betis,1345.1
2,Athletic,1475.92
2,Real Madrid,1708.86
2,Zaragoza,1453.39
2,Hércules CF,1187.77
2,Barcelona,1581.05
2,Real Racing,1271.52
2,Celta,1046.89
2,Sevilla,1339.83
2,Valencia,1416.1
2,Atlético,1603.24
2,Espanyol,1442.36
2,Real Murcia,1310.14
2,Real Oviedo,1289.46
2,Granada,1257.2
2,Deportivo,1220.6
2,Real Sociedad,1332.26
2,CD Castellón,821.86
2,CE Sabadell,1398.82
2,Sporting,1049.84
2,CD Alcoyano,874.12
2,Gimnàstic de Tarragona,902.8
2,Valladolid,1242.06
2,Málaga,1292.89
2,UE Lleida,855.63
2,Atlético Tetuán,988.93
2,Las Palmas,1367.22
2,Real Jaén,1101.71
2,Osasuna,1337.64
2,Alavés,1100.92
2,CyD Leonesa,1031.04
2,CD Condal,1170.91
2,Elche,1400.25
2,Mallorca,1342.64
2,Tenerife,1243.71
2,Córdoba,1318.8
2,Pontevedra CF,1389.35
2,Levante,1312.17
3,Betis,1332.89
3,Athletic,1480.62
3,Real Madrid,1698.84
3,Zaragoza,1463.41
3,Hércules CF,1187.77
3,Barcelona,1576.35
3,Real Racing,1271.52
3,Celta,1046.89
3,Sevilla,1313.26
3,Valencia,1443.2
3,Atlético,1610.08
3,Espanyol,1466.83
3,Real Murcia,1310.14
3,Real Oviedo,1289.46
3,Granada,1257.2
3,Deportivo,1220.6
3,Real Sociedad,1330.45
3,CD Castellón,821.86
3,CE Sabadell,1411.03
3,Sporting,1049.84
3,CD Alcoyano,874.12
3,Gimnàstic de Tarragona,902.8
3,Valladolid,1242.06
3,Málaga,1294.7
