Jornada,Equipo,ELO
1,Sporting,1396.42
1,Athletic,1472.75
1,Valencia,1561.35
1,Espanyol,1417.84
1,Cádiz CF,1180.71
1,Las Palmas,1160.83
1,Zaragoza,1418.19
1,Sevilla,1490.61
1,Osasuna,1455.72
1,Atlético,1497.2
1,Betis,1382.12
1,CE Sabadell,853.42
1,Real Sociedad,1319.68
1,Real Madrid,1806.46
1,Real Murcia,1163.98
1,Valladolid,1323.33
1,Barcelona,1852.94
1,Celta,1283.6
1,CD Logroñés,920.9
1,Mallorca,1349.96
1,Real Oviedo,1182.85
1,Málaga,1473.22
1,Elche,699.5
1,CD Castellón,880.32
1,Rayo,1170.55
1,Tenerife,1278.42
1,Real Burgos,904.99
1,Deportivo,1366.73
1,Albacete,1176.36
1,Real Racing,1380.75
1,UE Lleida,1022.6300000000001
1,SD Compostela,1193.16
1,CP Mérida,1094.72
1,UD Salamanca,1032.16
1,Hércules CF,1230.2
1,CF Extremadura,1144.92
1,Alavés,1246.05
1,Villarreal,1487.86
1,Numancia,1229.12
1,RC Recreativo,1245.07
1,Getafe,1403.04
1,Levante,1391.81
1,Gimnàstic de Tarragona,1225.87
1,Almería,1281.01
1,Xerez CD,1364.14
1,Granada,1461.54
2,Sporting,1378.87
2,Athletic,1461.53
2,Valencia,1568.88
2,Espanyol,1400.64
2,Cádiz CF,1180.71
2,Las Palmas,1160.83
2,Zaragoza,1410.37
2,Sevilla,1504.31
2,Osasuna,1457.62
2,Atlético,1495.3
2,Betis,1399.78
2,CE Sabadell,853.42
2,Real Sociedad,1337.23
2,Real Madrid,1814.28
2,Real Murcia,1163.98
2,Valladolid,1323.33
2,Barcelona,1861.06
2,Celta,1283.6
2,CD Logroñés,920.9
2,Mallorca,1367.16
2,Real Oviedo,1182.85
2,Málaga,1459.52
2,Elche,699.5
2,CD Castellón,880.32
2,Rayo,1181.77
2,Tenerife,1278.42
2,Real Burgos,904.99
2,Deportivo,1366.73
2,Albacete,1176.36
2,Real Racing,1373.22
2,UE Lleida,1022.6300000000001
2,SD Compostela,1193.16
2,CP Mérida,1094.72
2,UD Salamanca,1032.16
2,Hércules CF,1230.2
2,CF Extremadura,1144.92
2,Alavés,1246.05
2,Villarreal,1479.74
2,Numancia,1229.12
2,RC Recreativo,1245.07
2,Getafe,1402.52
2,Levante,1392.33
2,Gimnàstic de Tarragona,1225.87
2,Almería,1281.01
2,Xerez CD,1364.14
2,Granada,1443.88
3,Sporting,1367.67
3,Athletic,1444.61
3,Valencia,1580.29
3,Espanyol,1417.56
3,Cádiz CF,1180.71
3,Las Palmas,1160.83
3,Zaragoza,1401.14
3,Sevilla,1503.18
3,Osasuna,1468.82
3,Atlético,1483.89
3,Betis,1412.85
3,CE Sabadell,853.42
3,Real Sociedad,1351.73
3,Real Madrid,1818.19
3,Real Murcia,1163.98
3,Valladolid,1323.33
3,Barcelona,1846.56
3,Celta,1283.6
3,CD Logroñés,920.9
3,Mallorca,1354.09
3,Real Oviedo,1182.85
3,Málaga,1491.49
3,Elche,699.5
3,CD Castellón,880.32
3,Rayo,1191.0
3,Tenerife,1278.42
3,Real Burgos,904.99
3,Deportivo,1366.73
3,Albacete,1176.36
3,Real Racing,1374.1
3,UE Lleida,1022.6300000000001
3,SD Compostela,1193.16
3,CP Mérida,1094.72
3,UD Salamanca,1032.16
3,Hércules CF,1230.2
3,CF Extremadura,1144.92
3,Alavés,1246.05
3,Villarreal,1480.87
3,Numancia,1229.12
3,RC Recreativo,1245.07
3,Getafe,1398.61
3,Levante,1391.45
3,Gimnàstic de Tarragona,1225.87
3,Almería,1281.01
3,Xerez CD,1364.14
3,Granada,1411.91
4,Sporting,1361.12
4,Athletic,1428.88
4,Valencia,1586.84
4,Espanyol,1402.46
4,Cádiz CF,1180.71
4,Las Palmas,1160.83
4,Zaragoza,1416.24
4,Sevilla,1511.68
4,Osasuna,1459.49
4,Atlético,1507.13
4,Betis,1428.58
4,CE Sabadell,853.42
4,Real Sociedad,1343.23
4,Real Madrid,1791.63
4,Real Murcia,1163.98
4,Valladolid,1323.33
4,Barcelona,1855.89
4,Celta,1283.6
4,CD Logroñés,920.9
4,Mallorca,1345.09
4,Real Oviedo,1182.85
4,Málaga,1500.49
4,Elche,699.5
4,CD Castellón,880.32
4,Rayo,1213.14
4,Tenerife,1278.42
4,Real Burgos,904.99
4,Deportivo,1366.73
4,Albacete,1176.36
4,Real Racing,1350.86
4,UE Lleida,1022.6300000000001
4,SD Compostela,1193.16
4,CP Mérida,1094.72
4,UD Salamanca,1032.16
4,Hércules CF,1230.2
4,CF Extremadura,1144.92
