Jornada,Equipo,ELO
1,Sporting,1165.06
1,Athletic,1402.63
1,Valencia,1716.88
1,Espanyol,1466.87
1,Cádiz CF,1104.62
1,Las Palmas,1385.83
1,Zaragoza,1370.44
1,Sevilla,1524.16
1,Osasuna,1440.62
1,Atlético,1406.98
1,Betis,1577.63
1,CE Sabadell,1078.42
1,Real Sociedad,1554.05
1,Real Madrid,1620.37
1,Real Murcia,1004.6700000000001
1,Valladolid,1467.03
1,Barcelona,1627.09
1,Celta,1579.01
1,CD Logroñés,1145.9
1,Mallorca,1486.61
1,Real Oviedo,1407.85
1,Málaga,1558.37
1,Elche,924.5
1,CD Castellón,1105.32
1,Rayo,1538.51
1,Tenerife,1361.04
1,Real Burgos,1129.99
1,Deportivo,1650.42
1,Albacete,1257.55
1,Real Racing,1448.76
1,UE Lleida,1247.63
1,SD Compostela,1418.16
1,CP Mérida,1319.72
1,UD Salamanca,1257.16
1,Hércules CF,1242.42
1,CF Extremadura,1369.92
1,Alavés,1466.05
1,Villarreal,1452.07
1,Numancia,1382.22
1,RC Recreativo,1487.47
2,Sporting,1165.06
2,Athletic,1392.78
2,Valencia,1729.03
2,Espanyol,1449.64
2,Cádiz CF,1104.62
2,Las Palmas,1385.83
2,Zaragoza,1370.44
2,Sevilla,1518.96
2,Osasuna,1433.98
2,Atlético,1412.18
2,Betis,1579.59
2,CE Sabadell,1078.42
2,Real Sociedad,1571.28
2,Real Madrid,1618.41
2,Real Murcia,1004.6700000000001
2,Valladolid,1480.83
2,Barcelona,1636.94
2,Celta,1595.92
2,CD Logroñés,1145.9
2,Mallorca,1469.7
2,Real Oviedo,1407.85
2,Málaga,1571.96
2,Elche,924.5
2,CD Castellón,1105.32
2,Rayo,1524.92
2,Tenerife,1361.04
2,Real Burgos,1129.99
2,Deportivo,1657.06
2,Albacete,1257.55
2,Real Racing,1463.89
2,UE Lleida,1247.63
2,SD Compostela,1418.16
2,CP Mérida,1319.72
2,UD Salamanca,1257.16
2,Hércules CF,1242.42
2,CF Extremadura,1369.92
2,Alavés,1450.92
2,Villarreal,1438.27
2,Numancia,1382.22
2,RC Recreativo,1475.32
3,Sporting,1165.06
3,Athletic,1398.35
3,Valencia,1722.25
3,Espanyol,1438.04
3,Cádiz CF,1104.62
3,Las Palmas,1385.83
3,Zaragoza,1370.44
3,Sevilla,1513.39
3,Osasuna,1419.16
3,Atlético,1451.15
3,Betis,1579.21
3,CE Sabadell,1078.42
3,Real Sociedad,1571.66
3,Real Madrid,1633.23
3,Real Murcia,1004.6700000000001
3,Valladolid,1468.67
3,Barcelona,1648.54
3,Celta,1615.13
3,CD Logroñés,1145.9
3,Mallorca,1430.73
3,Real Oviedo,1407.85
3,Málaga,1578.74
3,Elche,924.5
3,CD Castellón,1105.32
3,Rayo,1543.8
3,Tenerife,1361.04
3,Real Burgos,1129.99
3,Deportivo,1669.22
3,Albacete,1257.55
3,Real Racing,1445.01
3,UE Lleida,1247.63
3,SD Compostela,1418.16
3,CP Mérida,1319.72
3,UD Salamanca,1257.16
3,Hércules CF,1242.42
3,CF Extremadura,1369.92
3,Alavés,1464.81
3,Villarreal,1424.38
3,Numancia,1382.22
3,RC Recreativo,1456.11
4,Sporting,1165.06
4,Athletic,1377.62
4,Valencia,1737.45
4,Espanyol,1441.46
4,Cádiz CF,1104.62
4,Las Palmas,1385.83
4,Zaragoza,1370.44
4,Sevilla,1509.97
4,Osasuna,1410.69
4,Atlético,1451.38
4,Betis,1613.72
4,CE Sabadell,1078.42
4,Real Sociedad,1580.13
4,Real Madrid,1626.17
4,Real Murcia,1004.6700000000001
4,Valladolid,1475.73
4,Barcelona,1614.03
4,Celta,1613.46
4,CD Logroñés,1145.9
4,Mallorca,1451.46
4,Real Oviedo,1407.85
4,Málaga,1580.41
4,Elche,924.5
4,CD Castellón,1105.32
4,Rayo,1528.6
4,Tenerife,1361.04
4,Real Burgos,1129.99
4,Deportivo,1676.01
4,Albacete,1257.55
4,Real Racing,1444.06
4,UE Lleida,1247.63
4,SD Compostela,1418.16
4,CP Mérida,1319.72
4,UD Salamanca,1257.16
4,Hércules CF,1242.42
4,CF Extremadura,1369.92
4,Alavés,1458.02
4,Villarreal,1425.33
4,Numancia,1382.22
4,RC Recreativo,1455.88
5,Sporting,1165.06
5,Athletic,1395.23
5,Valencia,1718.1
5,Espanyol,1419.27
5,Cádiz CF,1104.62
5,Las Palmas,1385.83
5,Zaragoza,1370.44
5,Sevilla,1514.61
5,Osasuna,1419.11
5,Atlético,1436.65
5,Betis,1609.08
5,CE Sabadell,1078.42
5,Real Sociedad,1590.34
5,Real Madrid,1642.05
5,Real Murcia,1004.6700000000001
5,Valladolid,1465.52
5,Barcelona,1605.61
5,Celta,1632.81
5,CD Logroñés,1145.9
5,Mallorca,1473.65
5,Real Oviedo,1407.85
5,Málaga,1595.14
5,Elche,924.5
5,CD Castellón,1105.32
5,Rayo,1523.98
5,Tenerife,1361.04
5,Real Burgos,1129.99
5,Deportivo,1639.83
5,Albacete,1257.55
5,Real Racing,1480.24
5,UE Lleida,1247.63
5,SD Compostela,1418.16
5,CP Mérida,1319.72
5,UD Salamanca,1257.16
5,Hércules CF,1242.42
5,CF Extremadura,1369.92
5,Alavés,1442.14
5,Villarreal,1429.95
5,Numancia,1382.22
5,RC Recreativo,1438.27
6,Sporting,1165.06
6,Athletic,1403.54
6,Valencia,1707.39
6,Espanyol,1443.37
6,Cádiz CF,1104.62
6,Las Palmas,1385.83
6,Zaragoza,1370.44
6,Sevilla,1496.33
6,Osasuna,1437.39
6,Atlético,1447.36
6,Betis,1589.31
6,CE Sabadell,1078.42
6,Real Sociedad,1583.9
6,Real Madrid,1609.26
6,Real Murcia,1004.6700000000001
6,Valladolid,1485.45
6,Barcelona,1585.68
6,Celta,1614.02
6,CD Logroñés,1145.9
6,Mallorca,1493.42
6,Real Oviedo,1407.85
6,Málaga,1586.83
6,Elche,924.5
