Jornada,Equipo,ELO
1,Sporting,1372.53
1,Athletic,1517.3
1,Valencia,1383.07
1,Espanyol,1318.36
1,Cádiz CF,1055.71
1,Las Palmas,1363.3
1,Zaragoza,1209.28
1,Sevilla,1432.48
1,Osasuna,1278.26
1,Atlético,1693.2
1,Betis,1347.2
1,CE Sabadell,728.42
1,Real Sociedad,1418.84
1,Real Madrid,1801.51
1,Real Murcia,1038.98
1,Valladolid,1220.27
1,Barcelona,1787.61
1,Celta,1436.72
1,CD Logroñés,795.9
1,Mallorca,1256.03
1,Real Oviedo,1057.85
1,Málaga,1430.14
1,Elche,1266.32
1,CD Castellón,755.32
1,Rayo,1344.78
1,Tenerife,1153.42
1,Real Burgos,779.99
1,Deportivo,1361.08
1,Albacete,1051.36
1,Real Racing,1116.52
1,UE Lleida,897.63
1,SD Compostela,1068.16
1,CP Mérida,969.72
1,UD Salamanca,907.16
1,Hércules CF,1105.2
1,CF Extremadura,1019.9200000000001
1,Alavés,1160.84
1,Villarreal,1442.92
1,Numancia,1104.12
1,RC Recreativo,1120.07
1,Getafe,1253.59
1,Levante,1240.75
1,Gimnàstic de Tarragona,1100.87
1,Almería,1235.2
1,Xerez CD,1239.14
1,Granada,1373.24
1,Eibar,1279.04
1,Córdoba,1148.36
1,Leganés,1512.32
2,Sporting,1363.83
2,Athletic,1512.28
2,Valencia,1364.46
2,Espanyol,1323.34
2,Cádiz CF,1055.71
2,Las Palmas,1397.73
2,Zaragoza,1209.28
2,Sevilla,1432.96
2,Osasuna,1264.18
2,Atlético,1685.55
2,Betis,1347.84
2,CE Sabadell,728.42
2,Real Sociedad,1432.92
2,Real Madrid,1804.66
2,Real Murcia,1038.98
2,Valladolid,1220.27
2,Barcelona,1792.63
2,Celta,1433.57
2,CD Logroñés,795.9
2,Mallorca,1256.03
2,Real Oviedo,1057.85
2,Málaga,1425.16
2,Elche,1266.32
2,CD Castellón,755.32
2,Rayo,1344.78
2,Tenerife,1153.42
2,Real Burgos,779.99
2,Deportivo,1360.44
2,Albacete,1051.36
2,Real Racing,1116.52
2,UE Lleida,897.63
2,SD Compostela,1068.16
2,CP Mérida,969.72
2,UD Salamanca,907.16
2,Hércules CF,1105.2
2,CF Extremadura,1019.9200000000001
2,Alavés,1169.54
2,Villarreal,1442.44
2,Numancia,1104.12
2,RC Recreativo,1120.07
2,Getafe,1253.59
2,Levante,1240.75
2,Gimnàstic de Tarragona,1100.87
2,Almería,1235.2
2,Xerez CD,1239.14
2,Granada,1338.81
2,Eibar,1297.65
2,Córdoba,1148.36
2,Leganés,1519.97
3,Sporting,1384.32
3,Athletic,1520.77
3,Valencia,1349.35
3,Espanyol,1328.23
3,Cádiz CF,1055.71
3,Las Palmas,1384.77
3,Zaragoza,1209.28
3,Sevilla,1445.92
3,Osasuna,1261.72
3,Atlético,1698.27
3,Betis,1362.95
3,CE Sabadell,728.42
3,Real Sociedad,1428.03
3,Real Madrid,1807.12
3,Real Murcia,1038.98
3,Valladolid,1220.27
3,Barcelona,1764.57
3,Celta,1420.85
3,CD Logroñés,795.9
3,Mallorca,1256.03
3,Real Oviedo,1057.85
3,Málaga,1403.44
3,Elche,1266.32
3,CD Castellón,755.32
3,Rayo,1344.78
3,Tenerife,1153.42
3,Real Burgos,779.99
3,Deportivo,1351.95
3,Albacete,1051.36
3,Real Racing,1116.52
3,UE Lleida,897.63
3,SD Compostela,1068.16
3,CP Mérida,969.72
3,UD Salamanca,907.16
3,Hércules CF,1105.2
3,CF Extremadura,1019.9200000000001
3,Alavés,1197.6
3,Villarreal,1464.16
3,Numancia,1104.12
3,RC Recreativo,1120.07
3,Getafe,1253.59
3,Levante,1240.75
3,Gimnàstic de Tarragona,1100.87
3,Almería,1235.2
3,Xerez CD,1239.14
3,Granada,1322.69
3,Eibar,1313.77
3,Córdoba,1148.36
3,Leganés,1499.48
4,Sporting,1373.81
4,Athletic,1528.6
4,Valencia,1341.52
4,Espanyol,1325.5
4,Cádiz CF,1055.71
4,Las Palmas,1399.96
4,Zaragoza,1209.28
4,Sevilla,1440.11
4,Osasuna,1268.58
4,Atlético,1708.78
4,Betis,1361.1
4,CE Sabadell,728.42
4,Real Sociedad,1415.11
4,Real Madrid,1809.85
4,Real Murcia,1038.98
4,Valladolid,1220.27
4,Barcelona,1776.53
4,Celta,1413.99
4,CD Logroñés,795.9
4,Mallorca,1256.03
4,Real Oviedo,1057.85
4,Málaga,1388.25
4,Elche,1266.32
4,CD Castellón,755.32
4,Rayo,1344.78
4,Tenerife,1153.42
4,Real Burgos,779.99
4,Deportivo,1345.28
4,Albacete,1051.36
4,Real Racing,1116.52
4,UE Lleida,897.63
4,SD Compostela,1068.16
4,CP Mérida,969.72
4,UD Salamanca,907.16
4,Hércules CF,1105.2
4,CF Extremadura,1019.9200000000001
4,Alavés,1204.27
4,Villarreal,1477.08
4,Numancia,1104.12
4,RC Recreativo,1120.07
4,Getafe,1253.59
4,Levante,1240.75
4,Gimnàstic de Tarragona,1100.87
4,Almería,1235.2
4,Xerez CD,1239.14
4,Granada,1324.54
4,Eibar,1319.58
4,Córdoba,1148.36
4,Leganés,1487.52
5,Sporting,1361.05
5,Athletic,1535.41
5,Valencia,1350.52
5,Espanyol,1337.58
5,Cádiz CF,1055.71
5,Las Palmas,1372.38
5,Zaragoza,1209.28
5,Sevilla,1451.3
5,Osasuna,1256.5
5,Atlético,1711.86
5,Betis,1349.91
5,CE Sabadell,728.42
5,Real Sociedad,1442.69
5,Real Madrid,1797.96
5,Real Murcia,1038.98
5,Valladolid,1220.27
5,Barcelona,1773.45
5,Celta,1426.75
5,CD Logroñés,795.9
5,Mallorca,1256.03
5,Real Oviedo,1057.85
5,Málaga,1399.85
5,Elche,1266.32
5,CD Castellón,755.32
5,Rayo,1344.78
5,Tenerife,1153.42
5,Real Burgos,779.99
5,Deportivo,1336.46
5,Albacete,1051.36
5,Real Racing,1116.52
5,UE Lleida,897.63
5,SD Compostela,1068.16
5,CP Mérida,969.72
5,UD Salamanca,907.16
5,Hércules CF,1105.2
5,CF Extremadura,1019.9200000000001
5,Alavés,1195.27
5,Villarreal,1488.97
5,Numancia,1104.12
5,RC Recreativo,1120.07
5,Getafe,1253.59
5,Levante,1240.75
5,Gimnàstic de Tarragona,1100.87
5,Almería,1235.2
5,Xerez CD,1239.14
5,Granada,1317.73
5,Eibar,1307.98
5,Córdoba,1148.36
5,Leganés,1496.34
6,Sporting,1354.7
6,Athletic,1552.83
6,Valencia,1370.66
6,Espanyol,1320.47
6,Cádiz CF,1055.71
6,Las Palmas,1385.84
6,Zaragoza,1209.28
6,Sevilla,1433.88
6,Osasuna,1247.0
6,Atlético,1714.84
6,Betis,1366.39
6,CE Sabadell,728.42
6,Real Sociedad,1411.4
6,Real Madrid,1784.5
6,Real Murcia,1038.98
6,Valladolid,1220.27
6,Barcelona,1779.8
6,Celta,1443.86
6,CD Logroñés,795.9
6,Mallorca,1256.03
6,Real Oviedo,1057.85
6,Málaga,1383.37
6,Elche,1266.32
6,CD Castellón,755.32
6,Rayo,1344.78
6,Tenerife,1153.42
6,Real Burgos,779.99
6,Deportivo,1333.48
6,Albacete,1051.36
