Jornada,Equipo,ELO
1,Betis,919.52
1,Athletic,1775.11
1,Real Madrid,1711.68
1,Zaragoza,1347.05
1,Hércules CF,1286.96
1,Barcelona,1753.73
1,Real Racing,1300.86
1,Celta,1408.99
1,Sevilla,1621.78
1,Valencia,1565.0
1,Atlético,1601.18
1,Espanyol,1486.16
1,Real Murcia,1390.65
1,Real Oviedo,1374.09
1,Granada,1186.03
1,Deportivo,1441.21
1,Real Sociedad,1478.3
1,CD Castellón,1096.86
1,CE Sabadell,1156.0
1,Sporting,1269.15
1,CD Alcoyano,1149.12
1,Gimnàstic de Tarragona,1177.8
1,Valladolid,1484.49
1,Málaga,1319.77
1,UE Lleida,1130.63
1,Atlético Tetuán,1263.93
1,Las Palmas,1448.42
1,Real Jaén,1466.99
1,Osasuna,1451.76
1,Alavés,1375.92
1,CyD Leonesa,1306.04
1,CD Condal,1479.82
2,Betis,919.52
2,Athletic,1767.71
2,Real Madrid,1702.54
2,Zaragoza,1352.88
2,Hércules CF,1286.96
2,Barcelona,1729.94
2,Real Racing,1300.86
2,Celta,1410.8
2,Sevilla,1633.86
2,Valencia,1552.92
2,Atlético,1608.58
2,Espanyol,1495.3
2,Real Murcia,1390.65
2,Real Oviedo,1374.09
2,Granada,1186.03
2,Deportivo,1456.7
2,Real Sociedad,1491.62
2,CD Castellón,1096.86
2,CE Sabadell,1156.0
2,Sporting,1269.15
2,CD Alcoyano,1149.12
2,Gimnàstic de Tarragona,1177.8
2,Valladolid,1508.28
2,Málaga,1319.77
2,UE Lleida,1130.63
2,Atlético Tetuán,1263.93
2,Las Palmas,1446.61
2,Real Jaén,1451.5
2,Osasuna,1438.44
2,Alavés,1375.92
2,CyD Leonesa,1306.04
2,CD Condal,1473.99
3,Betis,919.52
3,Athletic,1774.08
3,Real Madrid,1699.42
3,Zaragoza,1384.61
3,Hércules CF,1286.96
3,Barcelona,1752.18
3,Real Racing,1300.86
3,Celta,1413.68
3,Sevilla,1636.98
3,Valencia,1572.58
3,Atlético,1586.34
3,Espanyol,1463.57
3,Real Murcia,1390.65
3,Real Oviedo,1374.09
3,Granada,1186.03
3,Deportivo,1433.19
3,Real Sociedad,1477.89
3,CD Castellón,1096.86
3,CE Sabadell,1156.0
3,Sporting,1269.15
3,CD Alcoyano,1149.12
3,Gimnàstic de Tarragona,1177.8
3,Valladolid,1522.01
3,Málaga,1319.77
3,UE Lleida,1130.63
3,Atlético Tetuán,1263.93
3,Las Palmas,1470.12
3,Real Jaén,1445.13
3,Osasuna,1418.78
3,Alavés,1375.92
3,CyD Leonesa,1306.04
3,CD Condal,1471.11
4,Betis,919.52
4,Athletic,1777.63
4,Real Madrid,1661.3
4,Zaragoza,1373.68
4,Hércules CF,1286.96
4,Barcelona,1756.39
4,Real Racing,1300.86
4,Celta,1394.09
4,Sevilla,1647.91
4,Valencia,1534.27
4,Atlético,1606.46
4,Espanyol,1483.16
4,Real Murcia,1390.65
4,Real Oviedo,1374.09
4,Granada,1186.03
4,Deportivo,1429.64
4,Real Sociedad,1457.77
4,CD Castellón,1096.86
4,CE Sabadell,1156.0
4,Sporting,1269.15
