Jornada,Equipo,ELO
1,Betis,1421.02
1,Athletic,1583.87
1,Real Madrid,1722.05
1,Zaragoza,1568.5
1,Hércules CF,1136.96
1,Barcelona,1691.34
1,Real Racing,1396.52
1,Celta,1171.89
1,Sevilla,1465.33
1,Valencia,1468.1
1,Atlético,1600.07
1,Espanyol,1454.99
1,Real Murcia,1240.65
1,Real Oviedo,1406.79
1,Granada,1291.14
1,Deportivo,1383.03
1,Real Sociedad,1425.74
1,CD Castellón,946.86
1,CE Sabadell,1006.0
1,Sporting,1174.84
1,CD Alcoyano,999.1199999999999
1,Gimnàstic de Tarragona,1027.8
1,Valladolid,1390.51
1,Málaga,1179.04
1,UE Lleida,980.63
1,Atlético Tetuán,1113.93
1,Las Palmas,1182.21
1,Real Jaén,1226.71
1,Osasuna,1472.12
1,Alavés,1225.92
1,CyD Leonesa,1156.04
1,CD Condal,1295.91
1,Elche,1450.62
1,Mallorca,1439.63
1,Tenerife,1368.71
1,Córdoba,1510.41
2,Betis,1416.0
2,Athletic,1542.22
2,Real Madrid,1725.64
2,Zaragoza,1550.03
2,Hércules CF,1136.96
2,Barcelona,1696.36
2,Real Racing,1396.52
2,Celta,1171.89
2,Sevilla,1450.92
2,Valencia,1486.57
2,Atlético,1614.48
2,Espanyol,1454.99
2,Real Murcia,1240.65
2,Real Oviedo,1436.26
2,Granada,1291.14
2,Deportivo,1379.44
2,Real Sociedad,1425.74
2,CD Castellón,946.86
2,CE Sabadell,1006.0
2,Sporting,1174.84
2,CD Alcoyano,999.1199999999999
2,Gimnàstic de Tarragona,1027.8
2,Valladolid,1408.25
2,Málaga,1220.69
2,UE Lleida,980.63
2,Atlético Tetuán,1113.93
2,Las Palmas,1182.21
2,Real Jaén,1226.71
2,Osasuna,1454.38
2,Alavés,1225.92
2,CyD Leonesa,1156.04
2,CD Condal,1295.91
2,Elche,1450.11
2,Mallorca,1440.14
2,Tenerife,1368.71
2,Córdoba,1480.94
3,Betis,1394.24
3,Athletic,1552.9
3,Real Madrid,1746.57
3,Zaragoza,1520.83
3,Hércules CF,1136.96
3,Barcelona,1675.43
3,Real Racing,1396.52
3,Celta,1171.89
3,Sevilla,1480.12
3,Valencia,1471.92
3,Atlético,1605.05
3,Espanyol,1454.99
3,Real Murcia,1240.65
3,Real Oviedo,1451.43
3,Granada,1291.14
3,Deportivo,1388.87
3,Real Sociedad,1425.74
3,CD Castellón,946.86
3,CE Sabadell,1006.0
3,Sporting,1174.84
3,CD Alcoyano,999.1199999999999
3,Gimnàstic de Tarragona,1027.8
3,Valladolid,1409.71
3,Málaga,1242.45
3,UE Lleida,980.63
3,Atlético Tetuán,1113.93
3,Las Palmas,1182.21
3,Real Jaén,1226.71
3,Osasuna,1439.21
3,Alavés,1225.92
3,CyD Leonesa,1156.04
3,CD Condal,1295.91
3,Elche,1439.43
3,Mallorca,1438.68
3,Tenerife,1368.71
3,Córdoba,1495.59
4,Betis,1426.8
4,Athletic,1532.86
4,Real Madrid,1750.06
4,Zaragoza,1509.84
4,Hércules CF,1136.96
4,Barcelona,1684.72
4,Real Racing,1396.52
4,Celta,1171.89
4,Sevilla,1503.99
4,Valencia,1498.05
4,Atlético,1616.04
4,Espanyol,1454.99
4,Real Murcia,1240.65
4,Real Oviedo,1473.44
4,Granada,1291.14
4,Deportivo,1379.58
4,Real Sociedad,1425.74
4,CD Castellón,946.86
4,CE Sabadell,1006.0
4,Sporting,1174.84
4,CD Alcoyano,999.1199999999999
4,Gimnàstic de Tarragona,1027.8
4,Valladolid,1429.75
4,Málaga,1238.96
4,UE Lleida,980.63
4,Atlético Tetuán,1113.93
4,Las Palmas,1182.21
4,Real Jaén,1226.71
4,Osasuna,1413.08
4,Alavés,1225.92
4,CyD Leonesa,1156.04
4,CD Condal,1295.91
4,Elche,1406.87
4,Mallorca,1416.67
4,Tenerife,1368.71
4,Córdoba,1471.72
5,Betis,1426.94
5,Athletic,1551.84
5,Real Madrid,1759.14
5,Zaragoza,1524.5
5,Hércules CF,1136.96
5,Barcelona,1689.5
5,Real Racing,1396.52
5,Celta,1171.89
5,Sevilla,1499.9
5,Valencia,1515.64
5,Atlético,1609.75
5,Espanyol,1454.99
5,Real Murcia,1240.65
5,Real Oviedo,1454.46
5,Granada,1291.14
5,Deportivo,1364.92
5,Real Sociedad,1425.74
