Jornada,Equipo,ELO
1,Betis,1169.52
1,Athletic,1642.76
1,Real Madrid,1649.44
1,Zaragoza,1230.77
1,Hércules CF,1290.27
1,Barcelona,1695.68
1,Real Racing,1203.16
1,Celta,1490.98
1,Sevilla,1653.56
1,Valencia,1593.87
1,Atlético,1607.1
1,Espanyol,1486.93
1,Real Murcia,1465.13
1,Real Oviedo,1578.63
1,Granada,1436.03
1,Deportivo,1378.25
1,Real Sociedad,1283.76
1,CD Castellón,1482.32
1,CE Sabadell,1365.11
1,Sporting,1510.69
1,CD Alcoyano,1411.04
2,Betis,1169.52
2,Athletic,1635.86
2,Real Madrid,1668.61
2,Zaragoza,1230.77
2,Hércules CF,1290.27
2,Barcelona,1670.07
2,Real Racing,1203.16
2,Celta,1480.71
2,Sevilla,1679.17
2,Valencia,1604.14
2,Atlético,1597.47
2,Espanyol,1502.86
2,Real Murcia,1445.96
2,Real Oviedo,1575.54
2,Granada,1436.03
2,Deportivo,1362.32
2,Real Sociedad,1283.76
2,CD Castellón,1489.22
2,CE Sabadell,1374.74
2,Sporting,1513.78
2,CD Alcoyano,1411.04
3,Betis,1169.52
3,Athletic,1660.86
3,Real Madrid,1643.61
3,Zaragoza,1230.77
3,Hércules CF,1290.27
3,Barcelona,1645.43
3,Real Racing,1203.16
3,Celta,1470.96
3,Sevilla,1644.2
3,Valencia,1639.11
3,Atlético,1607.22
3,Espanyol,1538.67
3,Real Murcia,1463.16
3,Real Oviedo,1553.61
3,Granada,1436.03
3,Deportivo,1386.96
3,Real Sociedad,1283.76
3,CD Castellón,1453.41
3,CE Sabadell,1396.67
3,Sporting,1496.58
3,CD Alcoyano,1411.04
4,Betis,1169.52
4,Athletic,1640.09
4,Real Madrid,1659.76
4,Zaragoza,1230.77
4,Hércules CF,1290.27
4,Barcelona,1659.59
4,Real Racing,1203.16
4,Celta,1474.7
4,Sevilla,1628.25
4,Valencia,1624.95
4,Atlético,1623.17
4,Espanyol,1522.52
4,Real Murcia,1460.13
4,Real Oviedo,1549.87
4,Granada,1436.03
4,Deportivo,1389.98
4,Real Sociedad,1283.76
4,CD Castellón,1450.39
4,CE Sabadell,1399.7
4,Sporting,1517.35
4,CD Alcoyano,1411.04
5,Betis,1169.52
5,Athletic,1645.87
5,Real Madrid,1666.41
5,Zaragoza,1230.77
5,Hércules CF,1290.27
5,Barcelona,1657.92
5,Real Racing,1203.16
5,Celta,1496.59
5,Sevilla,1600.33
5,Valencia,1615.52
5,Atlético,1624.84
5,Espanyol,1536.72
5,Real Murcia,1438.24
5,Real Oviedo,1577.79
5,Granada,1436.03
5,Deportivo,1399.41
5,Real Sociedad,1283.76
5,CD Castellón,1443.74
5,CE Sabadell,1393.92
5,Sporting,1503.15
5,CD Alcoyano,1411.04
6,Betis,1169.52
6,Athletic,1625.61
6,Real Madrid,1679.6
6,Zaragoza,1230.77
6,Hércules CF,1290.27
6,Barcelona,1675.59
6,Real Racing,1203.16
6,Celta,1516.85
6,Sevilla,1593.36
6,Valencia,1593.28
6,Atlético,1647.08
6,Espanyol,1504.97
6,Real Murcia,1445.21
6,Real Oviedo,1560.12
6,Granada,1436.03
6,Deportivo,1386.22
6,Real Sociedad,1283.76
6,CD Castellón,1415.93
6,CE Sabadell,1425.67
6,Sporting,1530.96
6,CD Alcoyano,1411.04
7,Betis,1169.52
7,Athletic,1659.43
7,Real Madrid,1699.57
7,Zaragoza,1230.77
7,Hércules CF,1290.27
7,Barcelona,1681.64
7,Real Racing,1203.16
7,Celta,1493.22
7,Sevilla,1559.54
7,Valencia,1561.7
7,Atlético,1623.5
7,Espanyol,1528.6
7,Real Murcia,1439.16
7,Real Oviedo,1591.7
7,Granada,1436.03
7,Deportivo,1409.8
7,Real Sociedad,1283.76
7,CD Castellón,1450.34
7,CE Sabadell,1391.26
7,Sporting,1510.99
7,CD Alcoyano,1411.04
8,Betis,1169.52
8,Athletic,1645.93
8,Real Madrid,1688.21
8,Zaragoza,1230.77
8,Hércules CF,1290.27
8,Barcelona,1695.14
8,Real Racing,1203.16
8,Celta,1491.26
8,Sevilla,1580.36
8,Valencia,1542.4
8,Atlético,1649.7
8,Espanyol,1507.78
8,Real Murcia,1458.46
8,Real Oviedo,1565.5
8,Granada,1436.03
8,Deportivo,1393.42
8,Real Sociedad,1283.76
8,CD Castellón,1452.3
8,CE Sabadell,1402.62
8,Sporting,1527.37
8,CD Alcoyano,1411.04
9,Betis,1169.52
9,Athletic,1627.34
9,Real Madrid,1680.0
9,Zaragoza,1230.77
9,Hércules CF,1290.27
9,Barcelona,1702.46
9,Real Racing,1203.16
9,Celta,1499.47
9,Sevilla,1599.02
9,Valencia,1560.99
9,Atlético,1656.9
9,Espanyol,1500.46
9,Real Murcia,1451.26
9,Real Oviedo,1558.17
9,Granada,1436.03
9,Deportivo,1400.75
9,Real Sociedad,1283.76
9,CD Castellón,1433.64
9,CE Sabadell,1387.64
9,Sporting,1542.35
9,CD Alcoyano,1411.04
10,Betis,1169.52
10,Athletic,1596.71
10,Real Madrid,1634.2
10,Zaragoza,1230.77
10,Hércules CF,1290.27
