Jornada,Equipo,ELO
1,Betis,1266.38
1,Athletic,1351.76
1,Real Madrid,1446.05
1,Zaragoza,1306.25
1,Hércules CF,1037.77
1,Barcelona,1442.22
1,Real Racing,1153.66
1,Celta,1368.53
1,Sevilla,1237.04
1,Valencia,1405.65
1,Atlético,1533.46
1,Espanyol,1465.15
1,Real Murcia,1175.08
1,Real Oviedo,1267.63
1,Granada,1329.08
1,Deportivo,1224.45
1,Real Sociedad,1321.7
1,CD Castellón,1259.94
1,CE Sabadell,1187.63
1,Sporting,1289.04
1,CD Alcoyano,724.12
1,Gimnàstic de Tarragona,752.8
1,Valladolid,1092.06
1,Málaga,1316.76
1,UE Lleida,705.63
1,Atlético Tetuán,838.93
1,Las Palmas,1355.49
1,Real Jaén,951.71
1,Osasuna,1187.64
1,Alavés,950.92
1,CyD Leonesa,881.04
1,CD Condal,1020.9100000000001
1,Elche,1221.92
1,Mallorca,1195.78
1,Tenerife,1093.71
1,Córdoba,1233.06
1,Pontevedra CF,1145.96
1,Levante,1162.17
1,Burgos CF,1200.92
2,Betis,1266.38
2,Athletic,1370.72
2,Real Madrid,1440.86
2,Zaragoza,1323.22
2,Hércules CF,1037.77
2,Barcelona,1431.33
2,Real Racing,1164.55
2,Celta,1351.56
2,Sevilla,1237.04
2,Valencia,1390.85
2,Atlético,1548.26
2,Espanyol,1446.19
2,Real Murcia,1181.46
2,Real Oviedo,1285.62
2,Granada,1334.27
2,Deportivo,1224.45
2,Real Sociedad,1315.32
2,CD Castellón,1275.56
2,CE Sabadell,1187.63
2,Sporting,1273.42
2,CD Alcoyano,724.12
2,Gimnàstic de Tarragona,752.8
2,Valladolid,1092.06
2,Málaga,1333.52
2,UE Lleida,705.63
2,Atlético Tetuán,838.93
2,Las Palmas,1337.5
2,Real Jaén,951.71
2,Osasuna,1187.64
2,Alavés,950.92
2,CyD Leonesa,881.04
2,CD Condal,1020.9100000000001
2,Elche,1205.16
2,Mallorca,1195.78
2,Tenerife,1093.71
2,Córdoba,1233.06
2,Pontevedra CF,1145.96
2,Levante,1162.17
2,Burgos CF,1200.92
3,Betis,1266.38
3,Athletic,1354.02
3,Real Madrid,1430.73
3,Zaragoza,1308.14
3,Hércules CF,1037.77
3,Barcelona,1413.66
3,Real Racing,1171.77
3,Celta,1369.23
3,Sevilla,1237.04
3,Valencia,1400.57
3,Atlético,1526.03
3,Espanyol,1461.27
3,Real Murcia,1191.59
3,Real Oviedo,1281.98
3,Granada,1331.59
3,Deportivo,1224.45
3,Real Sociedad,1332.02
3,CD Castellón,1278.24
3,CE Sabadell,1187.63
