Jornada,Equipo,ELO
1,Sporting,1265.06
1,Athletic,1611.45
1,Valencia,1596.94
1,Espanyol,1604.88
1,Cádiz CF,1204.62
1,Las Palmas,1124.95
1,Zaragoza,1564.17
1,Sevilla,1405.48
1,Osasuna,1315.64
1,Atlético,1632.46
1,Betis,1559.31
1,CE Sabadell,1178.42
1,Real Sociedad,1635.08
1,Real Madrid,1643.3
1,Real Murcia,1104.67
1,Valladolid,1568.23
1,Barcelona,1622.19
1,Celta,1563.36
1,CD Logroñés,1245.9
1,Mallorca,1579.39
1,Real Oviedo,1460.67
1,Málaga,1166.55
1,Elche,1024.5
1,CD Castellón,1205.32
1,Rayo,1386.96
1,Tenerife,1533.82
1,Real Burgos,1229.99
1,Deportivo,1548.52
1,Albacete,1357.55
1,Real Racing,1519.03
1,UE Lleida,1347.63
1,SD Compostela,1518.16
1,CP Mérida,1419.72
1,UD Salamanca,1562.66
1,Hércules CF,1342.42
1,CF Extremadura,1442.1
1,Alavés,1502.83
1,Villarreal,1481.07
2,Sporting,1265.06
2,Athletic,1628.36
2,Valencia,1580.53
2,Espanyol,1580.36
2,Cádiz CF,1204.62
2,Las Palmas,1124.95
2,Zaragoza,1586.7
2,Sevilla,1405.48
2,Osasuna,1315.64
2,Atlético,1650.78
2,Betis,1536.78
2,CE Sabadell,1178.42
2,Real Sociedad,1630.54
2,Real Madrid,1654.65
2,Real Murcia,1104.67
2,Valladolid,1556.88
2,Barcelona,1629.74
2,Celta,1559.64
2,CD Logroñés,1245.9
2,Mallorca,1603.91
2,Real Oviedo,1476.83
2,Málaga,1166.55
2,Elche,1024.5
2,CD Castellón,1205.32
2,Rayo,1386.96
2,Tenerife,1538.36
2,Real Burgos,1229.99
2,Deportivo,1564.93
2,Albacete,1357.55
2,Real Racing,1502.12
2,UE Lleida,1347.63
2,SD Compostela,1518.16
2,CP Mérida,1419.72
2,UD Salamanca,1544.34
2,Hércules CF,1342.42
2,CF Extremadura,1434.55
2,Alavés,1486.67
2,Villarreal,1484.79
3,Sporting,1265.06
3,Athletic,1635.48
3,Valencia,1591.07
3,Espanyol,1583.56
3,Cádiz CF,1204.62
3,Las Palmas,1124.95
3,Zaragoza,1568.24
3,Sevilla,1405.48
3,Osasuna,1315.64
3,Atlético,1647.58
3,Betis,1520.93
3,CE Sabadell,1178.42
3,Real Sociedad,1615.02
3,Real Madrid,1653.5
3,Real Murcia,1104.67
3,Valladolid,1557.01
3,Barcelona,1630.89
3,Celta,1559.51
3,CD Logroñés,1245.9
3,Mallorca,1619.43
3,Real Oviedo,1464.94
3,Málaga,1166.55
3,Elche,1024.5
3,CD Castellón,1205.32
3,Rayo,1386.96
3,Tenerife,1550.25
3,Real Burgos,1229.99
3,Deportivo,1540.73
3,Albacete,1357.55
3,Real Racing,1517.97
3,UE Lleida,1347.63
3,SD Compostela,1518.16
3,CP Mérida,1419.72
3,UD Salamanca,1568.54
3,Hércules CF,1342.42
3,CF Extremadura,1427.43
3,Alavés,1505.13
3,Villarreal,1474.25
4,Sporting,1265.06
4,Athletic,1621.81
4,Valencia,1565.99
4,Espanyol,1567.37
4,Cádiz CF,1204.62
4,Las Palmas,1124.95
4,Zaragoza,1587.81
4,Sevilla,1405.48
4,Osasuna,1315.64
4,Atlético,1673.72
4,Betis,1516.73
4,CE Sabadell,1178.42
4,Real Sociedad,1588.88
4,Real Madrid,1667.17
4,Real Murcia,1104.67
4,Valladolid,1582.09
4,Barcelona,1627.65
4,Celta,1562.75
4,CD Logroñés,1245.9
4,Mallorca,1612.75
4,Real Oviedo,1471.62
4,Málaga,1166.55
4,Elche,1024.5
4,CD Castellón,1205.32
4,Rayo,1386.96
4,Tenerife,1533.97
4,Real Burgos,1229.99
4,Deportivo,1556.92
4,Albacete,1357.55
4,Real Racing,1498.4
4,UE Lleida,1347.63
4,SD Compostela,1518.16
4,CP Mérida,1419.72
4,UD Salamanca,1521.4
4,Hércules CF,1342.42
4,CF Extremadura,1431.63
4,Alavés,1521.41
4,Villarreal,1521.39
5,Sporting,1265.06
5,Athletic,1604.97
5,Valencia,1547.15
5,Espanyol,1565.26
5,Cádiz CF,1204.62
5,Las Palmas,1124.95
5,Zaragoza,1601.03
5,Sevilla,1405.48
5,Osasuna,1315.64
5,Atlético,1638.9
5,Betis,1537.03
5,CE Sabadell,1178.42
5,Real Sociedad,1609.64
5,Real Madrid,1646.87
5,Real Murcia,1104.67
5,Valladolid,1565.18
5,Barcelona,1646.49
5,Celta,1579.59
5,CD Logroñés,1245.9
5,Mallorca,1609.18
5,Real Oviedo,1506.44
5,Málaga,1166.55
5,Elche,1024.5
5,CD Castellón,1205.32
5,Rayo,1386.96
5,Tenerife,1537.54
5,Real Burgos,1229.99
5,Deportivo,1536.16
5,Albacete,1357.55
5,Real Racing,1513.77
5,UE Lleida,1347.63
5,SD Compostela,1518.16
5,CP Mérida,1419.72
5,UD Salamanca,1538.31
5,Hércules CF,1342.42
5,CF Extremadura,1418.41
5,Alavés,1506.04
5,Villarreal,1523.5
6,Sporting,1265.06
6,Athletic,1624.05
6,Valencia,1528.07
6,Espanyol,1550.84
6,Cádiz CF,1204.62
6,Las Palmas,1124.95
6,Zaragoza,1588.5
6,Sevilla,1405.48
6,Osasuna,1315.64
6,Atlético,1655.27
6,Betis,1511.71
6,CE Sabadell,1178.42
6,Real Sociedad,1605.75
6,Real Madrid,1659.4
6,Real Murcia,1104.67
6,Valladolid,1579.6
6,Barcelona,1641.66
6,Celta,1604.91
6,CD Logroñés,1245.9
6,Mallorca,1619.44
6,Real Oviedo,1475.82
6,Málaga,1166.55
6,Elche,1024.5
6,CD Castellón,1205.32
6,Rayo,1386.96
6,Tenerife,1521.17
6,Real Burgos,1229.99
6,Deportivo,1566.78
6,Albacete,1357.55
6,Real Racing,1530.5
6,UE Lleida,1347.63
6,SD Compostela,1518.16
6,CP Mérida,1419.72
6,UD Salamanca,1543.14
6,Hércules CF,1342.42
6,CF Extremadura,1401.68
6,Alavés,1495.78
6,Villarreal,1527.39
7,Sporting,1265.06
7,Athletic,1606.33
7,Valencia,1559.97
7,Espanyol,1540.11
7,Cádiz CF,1204.62
7,Las Palmas,1124.95
7,Zaragoza,1566.73
7,Sevilla,1405.48
7,Osasuna,1315.64
7,Atlético,1618.35
7,Betis,1479.81
7,CE Sabadell,1178.42
7,Real Sociedad,1619.08
7,Real Madrid,1653.72
7,Real Murcia,1104.67
7,Valladolid,1566.27
7,Barcelona,1652.39
7,Celta,1626.68
7,CD Logroñés,1245.9
7,Mallorca,1656.36
7,Real Oviedo,1478.18
7,Málaga,1166.55
7,Elche,1024.5
7,CD Castellón,1205.32
7,Rayo,1386.96
7,Tenerife,1523.26
7,Real Burgos,1229.99
7,Deportivo,1564.69
7,Albacete,1357.55
7,Real Racing,1536.18
7,UE Lleida,1347.63
7,SD Compostela,1518.16
7,CP Mérida,1419.72
7,UD Salamanca,1560.86
7,Hércules CF,1342.42
7,CF Extremadura,1419.91
7,Alavés,1477.55
7,Villarreal,1525.03
8,Sporting,1265.06
8,Athletic,1603.32
8,Valencia,1589.37
8,Espanyol,1543.12
8,Cádiz CF,1204.62
8,Las Palmas,1124.95
8,Zaragoza,1537.33
8,Sevilla,1405.48
8,Osasuna,1315.64
8,Atlético,1636.1
8,Betis,1497.53
8,CE Sabadell,1178.42
8,Real Sociedad,1593.0
8,Real Madrid,1667.55
8,Real Murcia,1104.67
8,Valladolid,1577.11
8,Barcelona,1678.47
8,Celta,1622.6
8,CD Logroñés,1245.9
8,Mallorca,1652.23
8,Real Oviedo,1467.34
8,Málaga,1166.55
8,Elche,1024.5
8,CD Castellón,1205.32
8,Rayo,1386.96
8,Tenerife,1552.24
8,Real Burgos,1229.99
8,Deportivo,1568.82
8,Albacete,1357.55
8,Real Racing,1540.26
8,UE Lleida,1347.63
8,SD Compostela,1518.16
8,CP Mérida,1419.72
8,UD Salamanca,1543.14
8,Hércules CF,1342.42
8,CF Extremadura,1406.08
8,Alavés,1459.8
8,Villarreal,1496.05
9,Sporting,1265.06
9,Athletic,1579.79
9,Valencia,1614.16
9,Espanyol,1555.66
9,Cádiz CF,1204.62
9,Las Palmas,1124.95
9,Zaragoza,1551.99
9,Sevilla,1405.48
9,Osasuna,1315.64
9,Atlético,1633.04
9,Betis,1484.99
9,CE Sabadell,1178.42
9,Real Sociedad,1616.53
9,Real Madrid,1658.98
9,Real Murcia,1104.67
9,Valladolid,1575.97
9,Barcelona,1656.23
9,Celta,1637.55
9,CD Logroñés,1245.9
9,Mallorca,1660.57
9,Real Oviedo,1489.58
9,Málaga,1166.55
9,Elche,1024.5
9,CD Castellón,1205.32
9,Rayo,1386.96
9,Tenerife,1553.38
9,Real Burgos,1229.99
9,Deportivo,1571.88
9,Albacete,1357.55
9,Real Racing,1515.47
9,UE Lleida,1347.63
9,SD Compostela,1518.16
9,CP Mérida,1419.72
9,UD Salamanca,1528.48
9,Hércules CF,1342.42
9,CF Extremadura,1391.13
9,Alavés,1468.37
9,Villarreal,1487.71
10,Sporting,1265.06
10,Athletic,1551.14
10,Valencia,1591.58
10,Espanyol,1584.19
10,Cádiz CF,1204.62
10,Las Palmas,1124.95
10,Zaragoza,1523.46
10,Sevilla,1405.48
10,Osasuna,1315.64
10,Atlético,1612.92
10,Betis,1504.62
10,CE Sabadell,1178.42
10,Real Sociedad,1596.9
10,Real Madrid,1643.67
10,Real Murcia,1104.67
10,Valladolid,1593.83
10,Barcelona,1676.77
10,Celta,1652.86
10,CD Logroñés,1245.9
10,Mallorca,1642.71
10,Real Oviedo,1518.23
10,Málaga,1166.55
10,Elche,1024.5
10,CD Castellón,1205.32
10,Rayo,1386.96
10,Tenerife,1532.84
10,Real Burgos,1229.99
10,Deportivo,1567.25
10,Albacete,1357.55
10,Real Racing,1545.38
10,UE Lleida,1347.63
10,SD Compostela,1518.16
10,CP Mérida,1419.72
10,UD Salamanca,1498.57
10,Hércules CF,1342.42
10,CF Extremadura,1413.71
10,Alavés,1473.0
10,Villarreal,1507.83
11,Sporting,1265.06
11,Athletic,1564.8
11,Valencia,1617.83
11,Espanyol,1582.41
11,Cádiz CF,1204.62
11,Las Palmas,1124.95
11,Zaragoza,1526.79
11,Sevilla,1405.48
11,Osasuna,1315.64
11,Atlético,1648.14
11,Betis,1519.6
11,CE Sabadell,1178.42
11,Real Sociedad,1593.57
11,Real Madrid,1617.42
11,Real Murcia,1104.67
11,Valladolid,1558.61
11,Barcelona,1660.94
11,Celta,1619.13
11,CD Logroñés,1245.9
11,Mallorca,1658.54
11,Real Oviedo,1503.25
11,Málaga,1166.55
11,Elche,1024.5
11,CD Castellón,1205.32
11,Rayo,1386.96
11,Tenerife,1519.18
11,Real Burgos,1229.99
11,Deportivo,1579.23
11,Albacete,1357.55
11,Real Racing,1547.16
11,UE Lleida,1347.63
11,SD Compostela,1518.16
11,CP Mérida,1419.72
11,UD Salamanca,1509.53
11,Hércules CF,1342.42
11,CF Extremadura,1402.75
11,Alavés,1506.73
11,Villarreal,1495.85
12,Sporting,1265.06
12,Athletic,1583.02
12,Valencia,1617.89
12,Espanyol,1561.14
12,Cádiz CF,1204.62
12,Las Palmas,1124.95
12,Zaragoza,1540.23
12,Sevilla,1405.48
12,Osasuna,1315.64
12,Atlético,1663.09
12,Betis,1534.0
12,CE Sabadell,1178.42
12,Real Sociedad,1606.07
12,Real Madrid,1633.39
12,Real Murcia,1104.67
12,Valladolid,1545.05
12,Barcelona,1645.99
12,Celta,1619.07
12,CD Logroñés,1245.9
12,Mallorca,1640.32
12,Real Oviedo,1489.81
12,Málaga,1166.55
12,Elche,1024.5
12,CD Castellón,1205.32
12,Rayo,1386.96
12,Tenerife,1504.78
12,Real Burgos,1229.99
12,Deportivo,1592.79
12,Albacete,1357.55
12,Real Racing,1534.66
12,UE Lleida,1347.63
12,SD Compostela,1518.16
12,CP Mérida,1419.72
12,UD Salamanca,1493.56
12,Hércules CF,1342.42
12,CF Extremadura,1424.02
12,Alavés,1483.16
12,Villarreal,1519.42
13,Sporting,1265.06
13,Athletic,1586.64
13,Valencia,1626.98
13,Espanyol,1564.42
13,Cádiz CF,1204.62
13,Las Palmas,1124.95
13,Zaragoza,1538.6
13,Sevilla,1405.48
13,Osasuna,1315.64
13,Atlético,1659.47
13,Betis,1523.86
13,CE Sabadell,1178.42
13,Real Sociedad,1617.94
13,Real Madrid,1630.11
13,Real Murcia,1104.67
13,Valladolid,1529.57
13,Barcelona,1629.38
13,Celta,1613.53
13,CD Logroñés,1245.9
13,Mallorca,1650.46
13,Real Oviedo,1506.08
13,Málaga,1166.55
13,Elche,1024.5
13,CD Castellón,1205.32
13,Rayo,1386.96
13,Tenerife,1506.41
13,Real Burgos,1229.99
13,Deportivo,1609.4
13,Albacete,1357.55
13,Real Racing,1518.39
13,UE Lleida,1347.63
13,SD Compostela,1518.16
13,CP Mérida,1419.72
13,UD Salamanca,1499.1
13,Hércules CF,1342.42
13,CF Extremadura,1412.15
13,Alavés,1474.07
13,Villarreal,1534.9
14,Sporting,1265.06
14,Athletic,1602.0
14,Valencia,1636.32
14,Espanyol,1544.78
14,Cádiz CF,1204.62
14,Las Palmas,1124.95
14,Zaragoza,1528.67
14,Sevilla,1405.48
14,Osasuna,1315.64
14,Atlético,1653.52
14,Betis,1529.81
14,CE Sabadell,1178.42
14,Real Sociedad,1604.03
14,Real Madrid,1644.02
14,Real Murcia,1104.67
14,Valladolid,1553.84
14,Barcelona,1600.46
14,Celta,1633.17
14,CD Logroñés,1245.9
14,Mallorca,1660.39
14,Real Oviedo,1516.69
14,Málaga,1166.55
14,Elche,1024.5
14,CD Castellón,1205.32
14,Rayo,1386.96
14,Tenerife,1506.96
14,Real Burgos,1229.99
14,Deportivo,1594.04
14,Albacete,1357.55
14,Real Racing,1517.84
14,UE Lleida,1347.63
14,SD Compostela,1518.16
14,CP Mérida,1419.72
14,UD Salamanca,1489.76
14,Hércules CF,1342.42
14,CF Extremadura,1401.54
14,Alavés,1449.8
14,Villarreal,1563.82
15,Sporting,1265.06
15,Athletic,1614.84
15,Valencia,1618.19
15,Espanyol,1562.91
15,Cádiz CF,1204.62
15,Las Palmas,1124.95
15,Zaragoza,1534.18
15,Sevilla,1405.48
15,Osasuna,1315.64
15,Atlético,1648.01
15,Betis,1532.73
15,CE Sabadell,1178.42
15,Real Sociedad,1628.79
15,Real Madrid,1624.54
15,Real Murcia,1104.67
15,Valladolid,1541.35
15,Barcelona,1612.95
15,Celta,1608.41
15,CD Logroñés,1245.9
15,Mallorca,1654.17
15,Real Oviedo,1536.17
15,Málaga,1166.55
15,Elche,1024.5
15,CD Castellón,1205.32
15,Rayo,1386.96
15,Tenerife,1502.25
15,Real Burgos,1229.99
15,Deportivo,1591.12
15,Albacete,1357.55
15,Real Racing,1524.06
15,UE Lleida,1347.63
15,SD Compostela,1518.16
15,CP Mérida,1419.72
15,UD Salamanca,1473.69
15,Hércules CF,1342.42
15,CF Extremadura,1406.25
15,Alavés,1465.87
15,Villarreal,1550.98
16,Sporting,1265.06
16,Athletic,1626.25
16,Valencia,1641.74
16,Espanyol,1573.7
16,Cádiz CF,1204.62
16,Las Palmas,1124.95
16,Zaragoza,1560.74
16,Sevilla,1405.48
16,Osasuna,1315.64
16,Atlético,1657.49
16,Betis,1563.08
16,CE Sabadell,1178.42
16,Real Sociedad,1605.24
16,Real Madrid,1646.7
16,Real Murcia,1104.67
16,Valladolid,1529.94
16,Barcelona,1637.25
16,Celta,1635.02
16,CD Logroñés,1245.9
16,Mallorca,1630.92
16,Real Oviedo,1509.56
16,Málaga,1166.55
16,Elche,1024.5
16,CD Castellón,1205.32
16,Rayo,1386.96
16,Tenerife,1480.09
16,Real Burgos,1229.99
16,Deportivo,1564.56
16,Albacete,1357.55
16,Real Racing,1514.58
16,UE Lleida,1347.63
16,SD Compostela,1518.16
16,CP Mérida,1419.72
16,UD Salamanca,1462.9
16,Hércules CF,1342.42
16,CF Extremadura,1429.5
16,Alavés,1441.57
16,Villarreal,1520.63
17,Sporting,1265.06
17,Athletic,1604.12
17,Valencia,1635.93
17,Espanyol,1567.89
17,Cádiz CF,1204.62
17,Las Palmas,1124.95
17,Zaragoza,1558.9
17,Sevilla,1405.48
17,Osasuna,1315.64
17,Atlético,1673.3
17,Betis,1589.17
17,CE Sabadell,1178.42
17,Real Sociedad,1625.72
17,Real Madrid,1631.63
17,Real Murcia,1104.67
17,Valladolid,1503.85
17,Barcelona,1659.38
17,Celta,1648.31
17,CD Logroñés,1245.9
17,Mallorca,1645.99
17,Real Oviedo,1515.37
17,Málaga,1166.55
17,Elche,1024.5
17,CD Castellón,1205.32
17,Rayo,1386.96
17,Tenerife,1466.8
17,Real Burgos,1229.99
17,Deportivo,1548.08
17,Albacete,1357.55
17,Real Racing,1531.06
17,UE Lleida,1347.63
17,SD Compostela,1518.16
17,CP Mérida,1419.72
17,UD Salamanca,1442.42
17,Hércules CF,1342.42
17,CF Extremadura,1413.69
17,Alavés,1447.38
17,Villarreal,1522.47
18,Sporting,1265.06
18,Athletic,1612.44
18,Valencia,1628.7
18,Espanyol,1570.53
18,Cádiz CF,1204.62
18,Las Palmas,1124.95
18,Zaragoza,1578.16
