Jornada,Local,Visitante,Resultado,Differencia Gol,Ganador,Año
1,Real Madrid,Atlético,2:1,1,Real Madrid,2007/2008
1,Real Murcia,Zaragoza,2:1,1,Real Murcia,2007/2008
1,Sevilla,Getafe,4:1,3,Sevilla,2007/2008
1,Athletic,Osasuna,0:0,0,Empate,2007/2008
1,Real Racing,Barcelona,0:0,0,Empate,2007/2008
1,Mallorca,Levante,3:0,3,Mallorca,2007/2008
1,Deportivo,Almería,0:3,3,Almería,2007/2008
1,RC Recreativo,Betis,1:1,0,Empate,2007/2008
1,Valencia,Villarreal,0:3,3,Villarreal,2007/2008
1,Espanyol,Valladolid,0:1,1,Valladolid,2007/2008
2,Zaragoza,Real Racing,1:1,0,Empate,2007/2008
2,Levante,Real Murcia,0:0,0,Empate,2007/2008
2,Barcelona,Athletic,3:1,2,Barcelona,2007/2008
2,Almería,Valencia,1:2,1,Valencia,2007/2008
2,Valladolid,Deportivo,2:2,0,Empate,2007/2008
2,Betis,Espanyol,2:2,0,Empate,2007/2008
2,Getafe,RC Recreativo,1:1,0,Empate,2007/2008
2,Atlético,Mallorca,1:1,0,Empate,2007/2008
2,Villarreal,Real Madrid,0:5,5,Real Madrid,2007/2008
2,Osasuna,Sevilla,1:1,0,Empate,2007/2008
3,Real Madrid,Almería,3:1,2,Real Madrid,2007/2008
3,Valencia,Valladolid,2:1,1,Valencia,2007/2008
3,Athletic,Zaragoza,1:1,0,Empate,2007/2008
3,Real Racing,Levante,1:0,1,Real Racing,2007/2008
3,Real Murcia,Atlético,1:1,0,Empate,2007/2008
3,Mallorca,Villarreal,0:1,1,Villarreal,2007/2008
3,Deportivo,Betis,1:0,1,Deportivo,2007/2008
3,Espanyol,Getafe,1:0,1,Espanyol,2007/2008
3,Sevilla,RC Recreativo,4:1,3,Sevilla,2007/2008
3,Osasuna,Barcelona,0:0,0,Empate,2007/2008
4,RC Recreativo,Espanyol,2:1,1,RC Recreativo,2007/2008
4,Barcelona,Sevilla,2:1,1,Barcelona,2007/2008
4,Zaragoza,Osasuna,2:1,1,Zaragoza,2007/2008
4,Levante,Athletic,1:2,1,Athletic,2007/2008
4,Villarreal,Real Murcia,2:0,2,Villarreal,2007/2008
4,Almería,Mallorca,1:1,0,Empate,2007/2008
4,Betis,Valencia,1:2,1,Valencia,2007/2008
4,Getafe,Deportivo,0:0,0,Empate,2007/2008
4,Atlético,Real Racing,4:0,4,Atlético,2007/2008
4,Valladolid,Real Madrid,1:1,0,Empate,2007/2008
5,Sevilla,Espanyol,2:3,1,Espanyol,2007/2008
5,Osasuna,Levante,4:1,3,Osasuna,2007/2008
5,Real Racing,Villarreal,0:2,2,Villarreal,2007/2008
5,Real Murcia,Almería,0:1,1,Almería,2007/2008
5,Mallorca,Valladolid,4:2,2,Mallorca,2007/2008
5,Valencia,Getafe,2:1,1,Valencia,2007/2008
5,Deportivo,RC Recreativo,0:2,2,RC Recreativo,2007/2008
5,Athletic,Atlético,0:2,2,Atlético,2007/2008
5,Barcelona,Zaragoza,4:1,3,Barcelona,2007/2008
5,Real Madrid,Betis,2:0,2,Real Madrid,2007/2008
6,Zaragoza,Sevilla,2:0,2,Zaragoza,2007/2008
6,Levante,Barcelona,1:4,3,Barcelona,2007/2008
6,Atlético,Osasuna,2:0,2,Atlético,2007/2008
6,Villarreal,Athletic,1:0,1,Villarreal,2007/2008
