Jornada,Local,Visitante,Resultado,Differencia Gol,Ganador,Año
1,Málaga,Valencia,1:2,1,Valencia,1949/1950
1,Real Madrid,Sevilla,4:2,2,Real Madrid,1949/1950
1,Espanyol,Real Sociedad,2:2,0,Empate,1949/1950
1,Celta,Real Oviedo,3:1,2,Celta,1949/1950
1,Gimnàstic de Tarragona,Deportivo,3:2,1,Gimnàstic de Tarragona,1949/1950
1,Athletic,Barcelona,3:1,2,Athletic,1949/1950
1,Valladolid,Atlético,0:1,1,Atlético,1949/1950
2,Sevilla,Valladolid,2:3,1,Valladolid,1949/1950
2,Atlético,Málaga,3:2,1,Atlético,1949/1950
2,Valencia,Celta,1:2,1,Celta,1949/1950
2,Real Oviedo,Espanyol,2:3,1,Espanyol,1949/1950
2,Real Sociedad,Athletic,2:3,1,Athletic,1949/1950
2,Deportivo,Real Madrid,3:0,3,Deportivo,1949/1950
2,Barcelona,Gimnàstic de Tarragona,10:1,9,Barcelona,1949/1950
3,Real Madrid,Barcelona,6:1,5,Real Madrid,1949/1950
3,Espanyol,Valencia,6:4,2,Espanyol,1949/1950
3,Celta,Atlético,2:0,2,Celta,1949/1950
3,Gimnàstic de Tarragona,Real Sociedad,2:1,1,Gimnàstic de Tarragona,1949/1950
3,Athletic,Real Oviedo,3:0,3,Athletic,1949/1950
3,Sevilla,Deportivo,2:2,0,Empate,1949/1950
3,Valladolid,Málaga,3:3,0,Empate,1949/1950
4,Real Sociedad,Real Madrid,1:1,0,Empate,1949/1950
4,Málaga,Celta,2:0,2,Málaga,1949/1950
4,Real Oviedo,Gimnàstic de Tarragona,1:1,0,Empate,1949/1950
4,Deportivo,Valladolid,1:0,1,Deportivo,1949/1950
4,Valencia,Athletic,4:1,3,Valencia,1949/1950
4,Barcelona,Sevilla,7:0,7,Barcelona,1949/1950
4,Atlético,Espanyol,5:2,3,Atlético,1949/1950
5,Espanyol,Málaga,2:2,0,Empate,1949/1950
5,Deportivo,Barcelona,3:0,3,Deportivo,1949/1950
5,Gimnàstic de Tarragona,Valencia,1:1,0,Empate,1949/1950
5,Athletic,Atlético,1:0,1,Athletic,1949/1950
5,Sevilla,Real Sociedad,3:4,1,Real Sociedad,1949/1950
5,Valladolid,Celta,4:1,3,Valladolid,1949/1950
5,Real Madrid,Real Oviedo,6:2,4,Real Madrid,1949/1950
6,Atlético,Gimnàstic de Tarragona,5:1,4,Atlético,1949/1950
6,Real Sociedad,Deportivo,0:1,1,Deportivo,1949/1950
6,Barcelona,Valladolid,2:2,0,Empate,1949/1950
6,Real Oviedo,Sevilla,1:0,1,Real Oviedo,1949/1950
6,Celta,Espanyol,4:1,3,Celta,1949/1950
6,Valencia,Real Madrid,2:2,0,Empate,1949/1950
6,Málaga,Athletic,2:3,1,Athletic,1949/1950
7,Deportivo,Real Oviedo,2:2,0,Empate,1949/1950
7,Real Madrid,Atlético,4:2,2,Real Madrid,1949/1950
7,Gimnàstic de Tarragona,Málaga,5:1,4,Gimnàstic de Tarragona,1949/1950
7,Valladolid,Espanyol,4:0,4,Valladolid,1949/1950
7,Athletic,Celta,4:1,3,Athletic,1949/1950
7,Sevilla,Valencia,2:2,0,Empate,1949/1950
7,Barcelona,Real Sociedad,2:0,2,Barcelona,1949/1950
8,Valencia,Deportivo,3:0,3,Valencia,1949/1950
8,Celta,Gimnàstic de Tarragona,10:1,9,Celta,1949/1950
8,Real Sociedad,Valladolid,1:1,0,Empate,1949/1950
8,Atlético,Sevilla,0:1,1,Sevilla,1949/1950
8,Espanyol,Athletic,4:1,3,Espanyol,1949/1950
8,Real Oviedo,Barcelona,0:2,2,Barcelona,1949/1950
8,Málaga,Real Madrid,1:3,2,Real Madrid,1949/1950
9,Gimnàstic de Tarragona,Espanyol,3:1,2,Gimnàstic de Tarragona,1949/1950
9,Barcelona,Valencia,2:0,2,Barcelona,1949/1950
9,Deportivo,Atlético,3:1,2,Deportivo,1949/1950
9,Real Madrid,Celta,1:0,1,Real Madrid,1949/1950
9,Real Sociedad,Real Oviedo,7:0,7,Real Sociedad,1949/1950
9,Sevilla,Málaga,3:1,2,Sevilla,1949/1950
9,Valladolid,Athletic,6:2,4,Valladolid,1949/1950
10,Real Oviedo,Valladolid,2:2,0,Empate,1949/1950
10,Valencia,Real Sociedad,0:0,0,Empate,1949/1950
10,Málaga,Deportivo,2:1,1,Málaga,1949/1950
10,Atlético,Barcelona,4:1,3,Atlético,1949/1950
10,Espanyol,Real Madrid,1:1,0,Empate,1949/1950
10,Celta,Sevilla,4:2,2,Celta,1949/1950
10,Athletic,Gimnàstic de Tarragona,7:0,7,Athletic,1949/1950
11,Real Madrid,Athletic,2:2,0,Empate,1949/1950
11,Sevilla,Espanyol,2:1,1,Sevilla,1949/1950
11,Real Oviedo,Valencia,2:0,2,Real Oviedo,1949/1950
11,Real Sociedad,Atlético,4:1,3,Real Sociedad,1949/1950
11,Deportivo,Celta,1:1,0,Empate,1949/1950
11,Barcelona,Málaga,4:0,4,Barcelona,1949/1950
11,Valladolid,Gimnàstic de Tarragona,3:0,3,Valladolid,1949/1950
12,Gimnàstic de Tarragona,Real Madrid,0:3,3,Real Madrid,1949/1950
12,Espanyol,Deportivo,3:2,1,Espanyol,1949/1950
12,Atlético,Real Oviedo,4:1,3,Atlético,1949/1950
12,Málaga,Real Sociedad,5:2,3,Málaga,1949/1950
12,Athletic,Sevilla,2:3,1,Sevilla,1949/1950
12,Celta,Barcelona,6:4,2,Celta,1949/1950
12,Valladolid,Valencia,3:2,1,Valladolid,1949/1950
13,Sevilla,Gimnàstic de Tarragona,9:0,9,Sevilla,1949/1950
13,Deportivo,Athletic,1:1,0,Empate,1949/1950
13,Barcelona,Espanyol,1:2,1,Espanyol,1949/1950
13,Valencia,Atlético,6:0,6,Valencia,1949/1950
13,Real Sociedad,Celta,4:0,4,Real Sociedad,1949/1950
13,Real Madrid,Valladolid,1:1,0,Empate,1949/1950
13,Real Oviedo,Málaga,2:2,0,Empate,1949/1950
14,Barcelona,Athletic,5:0,5,Barcelona,1949/1950
14,Real Sociedad,Espanyol,5:0,5,Real Sociedad,1949/1950
14,Real Oviedo,Celta,1:2,1,Celta,1949/1950
14,Atlético,Valladolid,2:1,1,Atlético,1949/1950
14,Valencia,Málaga,4:0,4,Valencia,1949/1950
14,Deportivo,Gimnàstic de Tarragona,1:0,1,Deportivo,1949/1950
14,Sevilla,Real Madrid,2:1,1,Sevilla,1949/1950
15,Athletic,Real Sociedad,5:2,3,Athletic,1949/1950
15,Espanyol,Real Oviedo,1:1,0,Empate,1949/1950
15,Valladolid,Sevilla,1:1,0,Empate,1949/1950
15,Málaga,Atlético,3:3,0,Empate,1949/1950
15,Celta,Valencia,3:2,1,Celta,1949/1950
15,Gimnàstic de Tarragona,Barcelona,1:4,3,Barcelona,1949/1950
15,Real Madrid,Deportivo,1:1,0,Empate,1949/1950
16,Barcelona,Real Madrid,2:3,1,Real Madrid,1949/1950
16,Real Oviedo,Athletic,3:1,2,Real Oviedo,1949/1950
16,Valencia,Espanyol,4:0,4,Valencia,1949/1950
16,Deportivo,Sevilla,3:0,3,Deportivo,1949/1950
16,Atlético,Celta,4:2,2,Atlético,1949/1950
16,Málaga,Valladolid,2:1,1,Málaga,1949/1950
16,Real Sociedad,Gimnàstic de Tarragona,3:1,2,Real Sociedad,1949/1950
17,Sevilla,Barcelona,5:2,3,Sevilla,1949/1950
17,Gimnàstic de Tarragona,Real Oviedo,3:2,1,Gimnàstic de Tarragona,1949/1950
17,Celta,Málaga,1:0,1,Celta,1949/1950
17,Valladolid,Deportivo,1:1,0,Empate,1949/1950
17,Athletic,Valencia,3:6,3,Valencia,1949/1950
17,Real Madrid,Real Sociedad,2:2,0,Empate,1949/1950
17,Espanyol,Atlético,0:2,2,Atlético,1949/1950
18,Valencia,Gimnàstic de Tarragona,5:1,4,Valencia,1949/1950
18,Real Oviedo,Real Madrid,2:0,2,Real Oviedo,1949/1950
18,Atlético,Athletic,6:6,0,Empate,1949/1950
18,Málaga,Espanyol,4:1,3,Málaga,1949/1950
18,Real Sociedad,Sevilla,5:0,5,Real Sociedad,1949/1950
18,Celta,Valladolid,4:0,4,Celta,1949/1950
18,Barcelona,Deportivo,2:0,2,Barcelona,1949/1950
19,Athletic,Málaga,2:1,1,Athletic,1949/1950
19,Sevilla,Real Oviedo,7:0,7,Sevilla,1949/1950
19,Espanyol,Celta,3:0,3,Espanyol,1949/1950
19,Deportivo,Real Sociedad,4:4,0,Empate,1949/1950
19,Gimnàstic de Tarragona,Atlético,0:4,4,Atlético,1949/1950
19,Valladolid,Barcelona,2:1,1,Valladolid,1949/1950
19,Real Madrid,Valencia,2:2,0,Empate,1949/1950
20,Celta,Athletic,1:1,0,Empate,1949/1950
20,Málaga,Gimnàstic de Tarragona,5:1,4,Málaga,1949/1950
20,Real Oviedo,Deportivo,0:2,2,Deportivo,1949/1950
20,Espanyol,Valladolid,0:4,4,Valladolid,1949/1950
20,Real Sociedad,Barcelona,2:4,2,Barcelona,1949/1950
20,Atlético,Real Madrid,5:1,4,Atlético,1949/1950
20,Valencia,Sevilla,5:0,5,Valencia,1949/1950
21,Barcelona,Real Oviedo,5:0,5,Barcelona,1949/1950
21,Real Madrid,Málaga,2:1,1,Real Madrid,1949/1950
21,Gimnàstic de Tarragona,Celta,1:5,4,Celta,1949/1950
21,Valladolid,Real Sociedad,0:0,0,Empate,1949/1950
21,Sevilla,Atlético,0:1,1,Atlético,1949/1950
21,Deportivo,Valencia,5:1,4,Deportivo,1949/1950
21,Athletic,Espanyol,4:0,4,Athletic,1949/1950
22,Valencia,Barcelona,4:0,4,Valencia,1949/1950
22,Málaga,Sevilla,2:0,2,Málaga,1949/1950
22,Real Oviedo,Real Sociedad,0:0,0,Empate,1949/1950
22,Athletic,Valladolid,3:2,1,Athletic,1949/1950
22,Atlético,Deportivo,6:1,5,Atlético,1949/1950
22,Espanyol,Gimnàstic de Tarragona,3:1,2,Espanyol,1949/1950
22,Celta,Real Madrid,5:2,3,Celta,1949/1950
23,Sevilla,Celta,4:3,1,Sevilla,1949/1950
23,Barcelona,Atlético,1:0,1,Barcelona,1949/1950
23,Valladolid,Real Oviedo,2:2,0,Empate,1949/1950
23,Real Madrid,Espanyol,1:1,0,Empate,1949/1950
23,Gimnàstic de Tarragona,Athletic,5:3,2,Gimnàstic de Tarragona,1949/1950
23,Real Sociedad,Valencia,1:1,0,Empate,1949/1950
23,Deportivo,Málaga,1:0,1,Deportivo,1949/1950
24,Athletic,Real Madrid,6:2,4,Athletic,1949/1950
24,Málaga,Barcelona,0:0,0,Empate,1949/1950
24,Espanyol,Sevilla,2:1,1,Espanyol,1949/1950
24,Atlético,Real Sociedad,5:3,2,Atlético,1949/1950
24,Valencia,Real Oviedo,2:1,1,Valencia,1949/1950
24,Gimnàstic de Tarragona,Valladolid,4:1,3,Gimnàstic de Tarragona,1949/1950
24,Celta,Deportivo,2:3,1,Deportivo,1949/1950
25,Sevilla,Athletic,5:3,2,Sevilla,1949/1950
25,Real Madrid,Gimnàstic de Tarragona,5:1,4,Real Madrid,1949/1950
25,Real Sociedad,Málaga,1:0,1,Real Sociedad,1949/1950
25,Valencia,Valladolid,4:1,3,Valencia,1949/1950
25,Barcelona,Celta,2:1,1,Barcelona,1949/1950
25,Deportivo,Espanyol,2:1,1,Deportivo,1949/1950
25,Real Oviedo,Atlético,1:3,2,Atlético,1949/1950
26,Athletic,Deportivo,2:2,0,Empate,1949/1950
26,Valladolid,Real Madrid,1:4,3,Real Madrid,1949/1950
26,Espanyol,Barcelona,2:2,0,Empate,1949/1950
26,Atlético,Valencia,4:4,0,Empate,1949/1950
