Jornada,Local,Visitante,Resultado,Differencia Gol,Ganador,Año
1,Zaragoza,Espanyol,1:2,1,Espanyol,2000/2001
1,Real Madrid,Valencia,2:1,1,Real Madrid,2000/2001
1,Barcelona,Málaga,2:1,1,Barcelona,2000/2001
1,Deportivo,Athletic,2:0,2,Deportivo,2000/2001
1,Real Sociedad,Real Racing,2:2,0,Empate,2000/2001
1,Villarreal,Rayo,1:5,4,Rayo,2000/2001
1,Las Palmas,Alavés,0:3,3,Alavés,2000/2001
1,Numancia,Real Oviedo,1:0,1,Numancia,2000/2001
1,Mallorca,Valladolid,1:1,0,Empate,2000/2001
1,Osasuna,Celta,0:2,2,Celta,2000/2001
2,Real Racing,Deportivo,0:3,3,Deportivo,2000/2001
2,Athletic,Barcelona,3:1,2,Athletic,2000/2001
2,Málaga,Real Madrid,3:3,0,Empate,2000/2001
2,Valencia,Mallorca,4:0,4,Valencia,2000/2001
2,Valladolid,Numancia,2:0,2,Valladolid,2000/2001
2,Espanyol,Osasuna,1:2,1,Osasuna,2000/2001
2,Real Oviedo,Las Palmas,2:2,0,Empate,2000/2001
2,Rayo,Zaragoza,0:0,0,Empate,2000/2001
2,Celta,Real Sociedad,4:1,3,Celta,2000/2001
2,Alavés,Villarreal,0:1,1,Villarreal,2000/2001
3,Real Sociedad,Deportivo,1:1,0,Empate,2000/2001
3,Barcelona,Real Racing,3:1,2,Barcelona,2000/2001
3,Real Madrid,Athletic,4:1,3,Real Madrid,2000/2001
3,Las Palmas,Valladolid,1:1,0,Empate,2000/2001
3,Zaragoza,Alavés,2:2,0,Empate,2000/2001
3,Mallorca,Málaga,0:1,1,Málaga,2000/2001
3,Osasuna,Rayo,2:2,0,Empate,2000/2001
3,Celta,Espanyol,1:0,1,Celta,2000/2001
3,Numancia,Valencia,0:3,3,Valencia,2000/2001
3,Villarreal,Real Oviedo,1:0,1,Villarreal,2000/2001
4,Real Racing,Real Madrid,0:0,0,Empate,2000/2001
4,Real Oviedo,Zaragoza,2:1,1,Real Oviedo,2000/2001
4,Deportivo,Barcelona,2:0,2,Deportivo,2000/2001
4,Athletic,Mallorca,2:1,1,Athletic,2000/2001
4,Málaga,Numancia,1:3,2,Numancia,2000/2001
4,Valladolid,Villarreal,0:0,0,Empate,2000/2001
4,Alavés,Osasuna,2:0,2,Alavés,2000/2001
4,Rayo,Celta,3:0,3,Rayo,2000/2001
4,Valencia,Las Palmas,5:1,4,Valencia,2000/2001
4,Espanyol,Real Sociedad,1:2,1,Real Sociedad,2000/2001
5,Las Palmas,Málaga,2:1,1,Las Palmas,2000/2001
5,Real Sociedad,Barcelona,0:6,6,Barcelona,2000/2001
5,Espanyol,Rayo,0:0,0,Empate,2000/2001
5,Real Madrid,Deportivo,3:0,3,Real Madrid,2000/2001
5,Villarreal,Valencia,1:1,0,Empate,2000/2001
5,Numancia,Athletic,0:0,0,Empate,2000/2001
5,Mallorca,Real Racing,2:1,1,Mallorca,2000/2001
5,Zaragoza,Valladolid,0:0,0,Empate,2000/2001
5,Osasuna,Real Oviedo,0:0,0,Empate,2000/2001
5,Celta,Alavés,1:1,0,Empate,2000/2001
6,Barcelona,Real Madrid,2:0,2,Barcelona,2000/2001
6,Deportivo,Mallorca,1:1,0,Empate,2000/2001
6,Valencia,Zaragoza,1:0,1,Valencia,2000/2001
6,Valladolid,Osasuna,1:1,0,Empate,2000/2001
6,Real Racing,Numancia,4:2,2,Real Racing,2000/2001
6,Athletic,Las Palmas,0:3,3,Las Palmas,2000/2001
6,Real Oviedo,Celta,3:1,2,Real Oviedo,2000/2001
6,Alavés,Espanyol,1:0,1,Alavés,2000/2001
6,Rayo,Real Sociedad,4:1,3,Rayo,2000/2001
6,Málaga,Villarreal,2:1,1,Málaga,2000/2001
7,Villarreal,Athletic,0:0,0,Empate,2000/2001
7,Mallorca,Barcelona,2:0,2,Mallorca,2000/2001
7,Numancia,Deportivo,1:2,1,Deportivo,2000/2001
7,Las Palmas,Real Racing,2:1,1,Las Palmas,2000/2001
7,Zaragoza,Málaga,1:1,0,Empate,2000/2001
7,Real Sociedad,Real Madrid,1:4,3,Real Madrid,2000/2001
7,Osasuna,Valencia,1:2,1,Valencia,2000/2001
7,Celta,Valladolid,2:1,1,Celta,2000/2001
7,Espanyol,Real Oviedo,2:0,2,Espanyol,2000/2001
7,Rayo,Alavés,0:1,1,Alavés,2000/2001
8,Deportivo,Las Palmas,4:0,4,Deportivo,2000/2001
8,Málaga,Osasuna,3:1,2,Málaga,2000/2001
8,Alavés,Real Sociedad,0:1,1,Real Sociedad,2000/2001
8,Barcelona,Numancia,1:1,0,Empate,2000/2001
8,Athletic,Zaragoza,1:2,1,Zaragoza,2000/2001
