Jornada,Local,Visitante,Resultado,Differencia Gol,Ganador,Año
1,Real Oviedo,Espanyol,1:0,1,Real Oviedo,1945/1946
1,Valencia,Atlético,6:1,5,Valencia,1945/1946
1,Hércules CF,Sevilla,1:2,1,Sevilla,1945/1946
1,Barcelona,Sporting,2:0,2,Barcelona,1945/1946
1,Celta,CD Castellón,4:0,4,Celta,1945/1946
1,Real Murcia,CD Alcoyano,2:3,1,CD Alcoyano,1945/1946
1,Real Madrid,Athletic,1:1,0,Empate,1945/1946
2,CD Alcoyano,Real Oviedo,1:1,0,Empate,1945/1946
2,Sporting,Hércules CF,2:0,2,Sporting,1945/1946
2,Sevilla,Celta,3:3,0,Empate,1945/1946
2,Athletic,Valencia,2:2,0,Empate,1945/1946
2,Espanyol,Barcelona,0:2,2,Barcelona,1945/1946
2,CD Castellón,Real Madrid,0:3,3,Real Madrid,1945/1946
2,Atlético,Real Murcia,0:0,0,Empate,1945/1946
3,Real Murcia,Athletic,0:0,0,Empate,1945/1946
3,Hércules CF,Espanyol,0:0,0,Empate,1945/1946
3,Real Madrid,Valencia,1:1,0,Empate,1945/1946
3,Real Oviedo,Atlético,3:3,0,Empate,1945/1946
3,CD Castellón,Sevilla,2:2,0,Empate,1945/1946
3,Celta,Sporting,2:3,1,Sporting,1945/1946
3,Barcelona,CD Alcoyano,2:0,2,Barcelona,1945/1946
4,Sevilla,Real Madrid,2:1,1,Sevilla,1945/1946
4,CD Alcoyano,Hércules CF,3:1,2,CD Alcoyano,1945/1946
4,Sporting,CD Castellón,2:0,2,Sporting,1945/1946
4,Valencia,Real Murcia,2:0,2,Valencia,1945/1946
4,Atlético,Barcelona,2:0,2,Atlético,1945/1946
4,Athletic,Real Oviedo,2:4,2,Real Oviedo,1945/1946
4,Espanyol,Celta,4:1,3,Espanyol,1945/1946
5,Celta,CD Alcoyano,6:1,5,Celta,1945/1946
5,Barcelona,Athletic,0:6,6,Athletic,1945/1946
5,CD Castellón,Espanyol,4:1,3,CD Castellón,1945/1946
5,Real Oviedo,Valencia,3:0,3,Real Oviedo,1945/1946
5,Hércules CF,Atlético,3:2,1,Hércules CF,1945/1946
5,Sevilla,Sporting,3:2,1,Sevilla,1945/1946
5,Real Madrid,Real Murcia,3:1,2,Real Madrid,1945/1946
6,CD Alcoyano,CD Castellón,1:1,0,Empate,1945/1946
6,Athletic,Hércules CF,6:0,6,Athletic,1945/1946
6,Real Murcia,Real Oviedo,0:3,3,Real Oviedo,1945/1946
6,Atlético,Celta,3:2,1,Atlético,1945/1946
6,Espanyol,Sevilla,1:1,0,Empate,1945/1946
6,Sporting,Real Madrid,1:1,0,Empate,1945/1946
6,Valencia,Barcelona,0:1,1,Barcelona,1945/1946
7,Barcelona,Real Murcia,1:1,0,Empate,1945/1946
7,Hércules CF,Valencia,2:1,1,Hércules CF,1945/1946
7,Sevilla,CD Alcoyano,4:2,2,Sevilla,1945/1946
7,Celta,Athletic,1:2,1,Athletic,1945/1946
7,Real Madrid,Real Oviedo,3:1,2,Real Madrid,1945/1946
7,Sporting,Espanyol,4:1,3,Sporting,1945/1946
7,CD Castellón,Atlético,2:1,1,CD Castellón,1945/1946
8,Real Murcia,Hércules CF,1:1,0,Empate,1945/1946
8,Athletic,CD Castellón,7:1,6,Athletic,1945/1946
8,CD Alcoyano,Sporting,4:1,3,CD Alcoyano,1945/1946
8,Valencia,Celta,5:1,4,Valencia,1945/1946
8,Atlético,Sevilla,1:1,0,Empate,1945/1946
8,Real Oviedo,Barcelona,1:1,0,Empate,1945/1946
8,Espanyol,Real Madrid,1:1,0,Empate,1945/1946
9,Sevilla,Athletic,4:2,2,Sevilla,1945/1946
9,CD Castellón,Valencia,1:0,1,CD Castellón,1945/1946
9,Sporting,Atlético,3:2,1,Sporting,1945/1946
9,Hércules CF,Real Oviedo,0:3,3,Real Oviedo,1945/1946
9,Celta,Real Murcia,1:1,0,Empate,1945/1946
9,Espanyol,CD Alcoyano,2:1,1,Espanyol,1945/1946
9,Real Madrid,Barcelona,3:2,1,Real Madrid,1945/1946
10,Athletic,Sporting,2:3,1,Sporting,1945/1946
10,Real Oviedo,Celta,1:0,1,Real Oviedo,1945/1946
10,Barcelona,Hércules CF,5:3,2,Barcelona,1945/1946
10,Atlético,Espanyol,7:3,4,Atlético,1945/1946
10,CD Alcoyano,Real Madrid,1:3,2,Real Madrid,1945/1946
10,Valencia,Sevilla,1:0,1,Valencia,1945/1946
10,Real Murcia,CD Castellón,2:3,1,CD Castellón,1945/1946
11,Celta,Barcelona,1:5,4,Barcelona,1945/1946
11,Espanyol,Athletic,1:5,4,Athletic,1945/1946
11,Sporting,Valencia,1:2,1,Valencia,1945/1946
11,CD Alcoyano,Atlético,3:1,2,CD Alcoyano,1945/1946
11,CD Castellón,Real Oviedo,1:1,0,Empate,1945/1946
11,Real Madrid,Hércules CF,2:0,2,Real Madrid,1945/1946
11,Sevilla,Real Murcia,3:1,2,Sevilla,1945/1946
12,Valencia,Espanyol,3:2,1,Valencia,1945/1946
12,Athletic,CD Alcoyano,2:0,2,Athletic,1945/1946
12,Barcelona,CD Castellón,4:0,4,Barcelona,1945/1946
12,Real Murcia,Sporting,1:0,1,Real Murcia,1945/1946
12,Hércules CF,Celta,1:4,3,Celta,1945/1946
12,Real Madrid,Atlético,2:1,1,Real Madrid,1945/1946
12,Real Oviedo,Sevilla,1:1,0,Empate,1945/1946
13,Espanyol,Real Murcia,0:1,1,Real Murcia,1945/1946
13,Celta,Real Madrid,3:0,3,Celta,1945/1946
13,Sevilla,Barcelona,2:3,1,Barcelona,1945/1946
13,Atlético,Athletic,1:0,1,Atlético,1945/1946
13,CD Alcoyano,Valencia,1:2,1,Valencia,1945/1946
13,Sporting,Real Oviedo,1:0,1,Sporting,1945/1946
13,CD Castellón,Hércules CF,2:1,1,CD Castellón,1945/1946
14,Sporting,Barcelona,2:0,2,Sporting,1945/1946
14,Atlético,Valencia,0:0,0,Empate,1945/1946
14,CD Castellón,Celta,2:1,1,CD Castellón,1945/1946
14,Espanyol,Real Oviedo,1:2,1,Real Oviedo,1945/1946
14,Sevilla,Hércules CF,2:1,1,Sevilla,1945/1946
14,CD Alcoyano,Real Murcia,1:0,1,CD Alcoyano,1945/1946
14,Athletic,Real Madrid,3:2,1,Athletic,1945/1946
15,Hércules CF,Sporting,2:1,1,Hércules CF,1945/1946
15,Real Madrid,CD Castellón,4:0,4,Real Madrid,1945/1946
15,Celta,Sevilla,4:0,4,Celta,1945/1946
15,Real Murcia,Atlético,0:0,0,Empate,1945/1946
15,Barcelona,Espanyol,1:0,1,Barcelona,1945/1946
15,Valencia,Athletic,1:2,1,Athletic,1945/1946
15,Real Oviedo,CD Alcoyano,3:2,1,Real Oviedo,1945/1946
16,Valencia,Real Madrid,1:1,0,Empate,1945/1946
16,CD Alcoyano,Barcelona,3:3,0,Empate,1945/1946
16,Sporting,Celta,2:1,1,Sporting,1945/1946
16,Atlético,Real Oviedo,2:2,0,Empate,1945/1946
16,Espanyol,Hércules CF,5:2,3,Espanyol,1945/1946
16,Athletic,Real Murcia,6:1,5,Athletic,1945/1946
16,Sevilla,CD Castellón,3:2,1,Sevilla,1945/1946
17,Real Oviedo,Athletic,1:2,1,Athletic,1945/1946
17,Real Madrid,Sevilla,1:1,0,Empate,1945/1946
17,Hércules CF,CD Alcoyano,1:0,1,Hércules CF,1945/1946
17,CD Castellón,Sporting,2:0,2,CD Castellón,1945/1946
17,Celta,Espanyol,4:1,3,Celta,1945/1946
17,Barcelona,Atlético,2:1,1,Barcelona,1945/1946
17,Real Murcia,Valencia,2:2,0,Empate,1945/1946
18,Espanyol,CD Castellón,4:1,3,Espanyol,1945/1946
18,Real Murcia,Real Madrid,1:0,1,Real Murcia,1945/1946
18,Athletic,Barcelona,2:1,1,Athletic,1945/1946
18,Sporting,Sevilla,1:2,1,Sevilla,1945/1946
18,CD Alcoyano,Celta,4:2,2,CD Alcoyano,1945/1946
18,Valencia,Real Oviedo,2:2,0,Empate,1945/1946
18,Atlético,Hércules CF,5:2,3,Atlético,1945/1946
