Jornada,Local,Visitante,Resultado,Differencia Gol,Ganador,Año
1,Mallorca,Real Madrid,1:2,1,Real Madrid,1999/2000
1,Valencia,Real Racing,1:2,1,Real Racing,1999/2000
1,Athletic,Betis,1:0,1,Athletic,1999/2000
1,Atlético,Rayo,0:2,2,Rayo,1999/2000
1,Numancia,Valladolid,1:0,1,Numancia,1999/2000
1,Sevilla,Real Sociedad,2:2,0,Empate,1999/2000
1,Real Oviedo,Celta,1:0,1,Real Oviedo,1999/2000
1,Málaga,Espanyol,1:0,1,Málaga,1999/2000
1,Deportivo,Alavés,4:1,3,Deportivo,1999/2000
1,Barcelona,Zaragoza,2:0,2,Barcelona,1999/2000
2,Real Sociedad,Atlético,4:1,3,Real Sociedad,1999/2000
2,Rayo,Mallorca,2:1,1,Rayo,1999/2000
2,Betis,Deportivo,0:0,0,Empate,1999/2000
2,Alavés,Málaga,2:1,1,Alavés,1999/2000
2,Real Racing,Barcelona,1:2,1,Barcelona,1999/2000
2,Celta,Sevilla,2:1,1,Celta,1999/2000
2,Real Madrid,Numancia,4:1,3,Real Madrid,1999/2000
2,Espanyol,Valencia,3:2,1,Espanyol,1999/2000
2,Valladolid,Athletic,1:0,1,Valladolid,1999/2000
2,Zaragoza,Real Oviedo,4:0,4,Zaragoza,1999/2000
3,Valencia,Alavés,0:2,2,Alavés,1999/2000
3,Barcelona,Espanyol,3:0,3,Barcelona,1999/2000
3,Deportivo,Valladolid,2:0,2,Deportivo,1999/2000
3,Real Oviedo,Real Racing,1:2,1,Real Racing,1999/2000
3,Athletic,Real Madrid,2:2,0,Empate,1999/2000
3,Mallorca,Numancia,3:0,3,Mallorca,1999/2000
3,Málaga,Betis,3:0,3,Málaga,1999/2000
3,Atlético,Celta,1:2,1,Celta,1999/2000
3,Rayo,Real Sociedad,2:1,1,Rayo,1999/2000
3,Sevilla,Zaragoza,0:0,0,Empate,1999/2000
4,Betis,Valencia,1:0,1,Betis,1999/2000
4,Alavés,Barcelona,2:1,1,Alavés,1999/2000
4,Espanyol,Real Oviedo,2:1,1,Espanyol,1999/2000
4,Valladolid,Málaga,4:2,2,Valladolid,1999/2000
4,Real Madrid,Deportivo,1:1,0,Empate,1999/2000
4,Real Sociedad,Mallorca,2:1,1,Real Sociedad,1999/2000
4,Numancia,Athletic,1:1,0,Empate,1999/2000
4,Real Racing,Sevilla,2:2,0,Empate,1999/2000
4,Zaragoza,Atlético,1:1,0,Empate,1999/2000
4,Celta,Rayo,0:1,1,Rayo,1999/2000
5,Málaga,Real Madrid,1:1,0,Empate,1999/2000
5,Valencia,Valladolid,0:0,0,Empate,1999/2000
5,Barcelona,Betis,4:1,3,Barcelona,1999/2000
5,Real Sociedad,Celta,0:2,2,Celta,1999/2000
5,Rayo,Zaragoza,0:1,1,Zaragoza,1999/2000
5,Mallorca,Athletic,2:1,1,Mallorca,1999/2000
5,Deportivo,Numancia,0:2,2,Numancia,1999/2000
5,Real Oviedo,Alavés,1:0,1,Real Oviedo,1999/2000
5,Atlético,Real Racing,2:0,2,Atlético,1999/2000
5,Sevilla,Espanyol,1:2,1,Espanyol,1999/2000
6,Numancia,Málaga,1:1,0,Empate,1999/2000
6,Valladolid,Barcelona,0:2,2,Barcelona,1999/2000
6,Espanyol,Atlético,3:1,2,Espanyol,1999/2000
6,Real Racing,Rayo,1:1,0,Empate,1999/2000
6,Athletic,Deportivo,2:3,1,Deportivo,1999/2000
6,Real Madrid,Valencia,2:3,1,Valencia,1999/2000
6,Betis,Real Oviedo,1:0,1,Betis,1999/2000
6,Zaragoza,Real Sociedad,2:0,2,Zaragoza,1999/2000
6,Celta,Mallorca,1:0,1,Celta,1999/2000
6,Alavés,Sevilla,0:0,0,Empate,1999/2000
7,Málaga,Athletic,3:4,1,Athletic,1999/2000
7,Sevilla,Betis,3:0,3,Sevilla,1999/2000
7,Mallorca,Deportivo,2:2,0,Empate,1999/2000
7,Atlético,Alavés,1:0,1,Atlético,1999/2000
7,Barcelona,Real Madrid,2:2,0,Empate,1999/2000
7,Real Oviedo,Valladolid,1:1,0,Empate,1999/2000
7,Rayo,Espanyol,2:1,1,Rayo,1999/2000
7,Celta,Zaragoza,2:1,1,Celta,1999/2000
7,Valencia,Numancia,4:0,4,Valencia,1999/2000
7,Real Sociedad,Real Racing,2:5,3,Real Racing,1999/2000
8,Deportivo,Málaga,4:1,3,Deportivo,1999/2000
8,Real Racing,Celta,3:0,3,Real Racing,1999/2000
8,Athletic,Valencia,1:0,1,Athletic,1999/2000
8,Numancia,Barcelona,3:3,0,Empate,1999/2000
8,Real Madrid,Real Oviedo,2:2,0,Empate,1999/2000
8,Zaragoza,Mallorca,3:0,3,Zaragoza,1999/2000
8,Espanyol,Real Sociedad,0:0,0,Empate,1999/2000
8,Valladolid,Sevilla,2:1,1,Valladolid,1999/2000
8,Alavés,Rayo,0:1,1,Rayo,1999/2000
8,Betis,Atlético,2:1,1,Betis,1999/2000
9,Valencia,Deportivo,2:0,2,Valencia,1999/2000
9,Sevilla,Real Madrid,1:1,0,Empate,1999/2000
9,Barcelona,Athletic,4:0,4,Barcelona,1999/2000
9,Real Sociedad,Alavés,1:1,0,Empate,1999/2000
9,Mallorca,Málaga,2:1,1,Mallorca,1999/2000
