Jornada,Local,Visitante,Resultado,Differencia Gol,Ganador,Año
1,Sevilla,Barcelona,11:1,10,Sevilla,1940/1941
1,Valencia,Athletic,2:2,0,Empate,1940/1941
1,Atlético,Celta,5:4,1,Atlético,1940/1941
1,Espanyol,Real Oviedo,5:0,5,Espanyol,1940/1941
1,Hércules CF,Real Murcia,4:0,4,Hércules CF,1940/1941
1,Zaragoza,Real Madrid,1:1,0,Empate,1940/1941
2,Celta,Espanyol,7:1,6,Celta,1940/1941
2,Barcelona,Valencia,4:3,1,Barcelona,1940/1941
2,Real Murcia,Atlético,1:1,0,Empate,1940/1941
2,Real Oviedo,Sevilla,0:4,4,Sevilla,1940/1941
2,Athletic,Zaragoza,0:0,0,Empate,1940/1941
2,Real Madrid,Hércules CF,5:3,2,Real Madrid,1940/1941
3,Zaragoza,Barcelona,2:1,1,Zaragoza,1940/1941
3,Sevilla,Valencia,10:3,7,Sevilla,1940/1941
3,Real Oviedo,Celta,4:3,1,Real Oviedo,1940/1941
3,Atlético,Real Madrid,3:1,2,Atlético,1940/1941
3,Espanyol,Real Murcia,2:1,1,Espanyol,1940/1941
3,Hércules CF,Athletic,1:0,1,Hércules CF,1940/1941
4,Real Murcia,Real Oviedo,1:2,1,Real Oviedo,1940/1941
4,Barcelona,Hércules CF,3:2,1,Barcelona,1940/1941
4,Valencia,Zaragoza,1:0,1,Valencia,1940/1941
4,Celta,Sevilla,2:2,0,Empate,1940/1941
4,Athletic,Atlético,0:5,5,Atlético,1940/1941
4,Real Madrid,Espanyol,4:1,3,Real Madrid,1940/1941
5,Atlético,Barcelona,4:4,0,Empate,1940/1941
5,Espanyol,Athletic,1:1,0,Empate,1940/1941
5,Hércules CF,Valencia,0:2,2,Valencia,1940/1941
5,Sevilla,Zaragoza,4:1,3,Sevilla,1940/1941
5,Celta,Real Murcia,5:1,4,Celta,1940/1941
5,Real Oviedo,Real Madrid,0:2,2,Real Madrid,1940/1941
6,Real Madrid,Celta,3:1,2,Real Madrid,1940/1941
6,Real Murcia,Sevilla,2:1,1,Real Murcia,1940/1941
6,Zaragoza,Hércules CF,7:0,7,Zaragoza,1940/1941
6,Barcelona,Espanyol,2:3,1,Espanyol,1940/1941
6,Valencia,Atlético,3:1,2,Valencia,1940/1941
6,Athletic,Real Oviedo,2:1,1,Athletic,1940/1941
7,Sevilla,Hércules CF,8:3,5,Sevilla,1940/1941
7,Real Murcia,Real Madrid,3:1,2,Real Murcia,1940/1941
7,Real Oviedo,Barcelona,3:1,2,Real Oviedo,1940/1941
7,Celta,Athletic,1:2,1,Athletic,1940/1941
7,Espanyol,Valencia,2:1,1,Espanyol,1940/1941
7,Atlético,Zaragoza,3:1,2,Atlético,1940/1941
8,Athletic,Real Murcia,6:1,5,Athletic,1940/1941
8,Valencia,Real Oviedo,5:1,4,Valencia,1940/1941
8,Barcelona,Celta,2:0,2,Barcelona,1940/1941
8,Real Madrid,Sevilla,4:1,3,Real Madrid,1940/1941
8,Zaragoza,Espanyol,0:3,3,Espanyol,1940/1941
8,Hércules CF,Atlético,3:3,0,Empate,1940/1941
9,Real Murcia,Barcelona,1:3,2,Barcelona,1940/1941
9,Espanyol,Hércules CF,1:2,1,Hércules CF,1940/1941
9,Real Oviedo,Zaragoza,5:4,1,Real Oviedo,1940/1941
9,Sevilla,Atlético,1:1,0,Empate,1940/1941
9,Real Madrid,Athletic,0:1,1,Athletic,1940/1941
9,Celta,Valencia,6:2,4,Celta,1940/1941
10,Barcelona,Real Madrid,3:0,3,Barcelona,1940/1941
10,Sevilla,Athletic,1:0,1,Sevilla,1940/1941
10,Atlético,Espanyol,5:3,2,Atlético,1940/1941
10,Zaragoza,Celta,1:0,1,Zaragoza,1940/1941
10,Hércules CF,Real Oviedo,3:0,3,Hércules CF,1940/1941
10,Valencia,Real Murcia,3:3,0,Empate,1940/1941
11,Celta,Hércules CF,2:0,2,Celta,1940/1941
11,Athletic,Barcelona,3:1,2,Athletic,1940/1941
11,Real Madrid,Valencia,6:1,5,Real Madrid,1940/1941
11,Real Oviedo,Atlético,4:3,1,Real Oviedo,1940/1941
