Jornada,Local,Visitante,Resultado,Differencia Gol,Ganador,Año
1,Athletic,Sevilla,0:2,2,Sevilla,1991/1992
1,Valencia,Deportivo,2:1,1,Valencia,1991/1992
1,Cádiz CF,Real Madrid,0:1,1,Real Madrid,1991/1992
1,Zaragoza,Espanyol,1:1,0,Empate,1991/1992
1,Barcelona,Real Sociedad,2:0,2,Barcelona,1991/1992
1,Valladolid,Sporting,0:1,1,Sporting,1991/1992
1,Real Oviedo,Mallorca,0:0,0,Empate,1991/1992
1,Atlético,Real Burgos,2:0,2,Atlético,1991/1992
1,Tenerife,CD Logroñés,3:0,3,Tenerife,1991/1992
1,Osasuna,Albacete,2:0,2,Osasuna,1991/1992
2,Sevilla,Barcelona,4:2,2,Sevilla,1991/1992
2,Sporting,Athletic,3:2,1,Sporting,1991/1992
2,Deportivo,Tenerife,1:1,0,Empate,1991/1992
2,CD Logroñés,Cádiz CF,2:1,1,CD Logroñés,1991/1992
2,Real Burgos,Osasuna,4:0,4,Real Burgos,1991/1992
2,Real Madrid,Valladolid,1:0,1,Real Madrid,1991/1992
2,Espanyol,Real Oviedo,0:1,1,Real Oviedo,1991/1992
2,Real Sociedad,Zaragoza,0:0,0,Empate,1991/1992
2,Albacete,Valencia,1:0,1,Albacete,1991/1992
2,Mallorca,Atlético,0:2,2,Atlético,1991/1992
3,Real Oviedo,Real Sociedad,2:0,2,Real Oviedo,1991/1992
3,Valencia,Real Burgos,1:1,0,Empate,1991/1992
3,Athletic,Real Madrid,1:4,3,Real Madrid,1991/1992
3,Barcelona,Zaragoza,3:1,2,Barcelona,1991/1992
3,Osasuna,Mallorca,1:0,1,Osasuna,1991/1992
3,Sevilla,Sporting,2:1,1,Sevilla,1991/1992
3,Tenerife,Albacete,2:3,1,Albacete,1991/1992
3,Valladolid,CD Logroñés,1:2,1,CD Logroñés,1991/1992
3,Cádiz CF,Deportivo,1:0,1,Cádiz CF,1991/1992
3,Atlético,Espanyol,3:0,3,Atlético,1991/1992
4,Zaragoza,Real Oviedo,3:2,1,Zaragoza,1991/1992
4,Real Madrid,Sevilla,3:1,2,Real Madrid,1991/1992
4,Real Sociedad,Atlético,0:2,2,Atlético,1991/1992
4,Sporting,Barcelona,2:1,1,Sporting,1991/1992
4,Real Burgos,Tenerife,3:1,2,Real Burgos,1991/1992
4,Albacete,Cádiz CF,0:1,1,Cádiz CF,1991/1992
4,Espanyol,Osasuna,3:2,1,Espanyol,1991/1992
4,Deportivo,Valladolid,1:0,1,Deportivo,1991/1992
4,CD Logroñés,Athletic,0:1,1,Athletic,1991/1992
4,Mallorca,Valencia,0:1,1,Valencia,1991/1992
5,Valencia,Espanyol,1:0,1,Valencia,1991/1992
5,Tenerife,Mallorca,0:1,1,Mallorca,1991/1992
5,Athletic,Deportivo,0:0,0,Empate,1991/1992
5,Valladolid,Albacete,1:0,1,Valladolid,1991/1992
5,Cádiz CF,Real Burgos,0:2,2,Real Burgos,1991/1992
5,Atlético,Zaragoza,2:1,1,Atlético,1991/1992
5,Osasuna,Real Sociedad,1:0,1,Osasuna,1991/1992
5,Sevilla,CD Logroñés,0:1,1,CD Logroñés,1991/1992
5,Sporting,Real Madrid,1:4,3,Real Madrid,1991/1992
5,Barcelona,Real Oviedo,1:2,1,Real Oviedo,1991/1992
6,Real Oviedo,Atlético,0:1,1,Atlético,1991/1992
6,Real Madrid,Barcelona,1:1,0,Empate,1991/1992
6,Real Sociedad,Valencia,3:1,2,Real Sociedad,1991/1992
6,Espanyol,Tenerife,2:2,0,Empate,1991/1992
6,Mallorca,Cádiz CF,1:0,1,Mallorca,1991/1992
6,Zaragoza,Osasuna,2:0,2,Zaragoza,1991/1992
6,Real Burgos,Valladolid,1:0,1,Real Burgos,1991/1992
6,Deportivo,Sevilla,3:1,2,Deportivo,1991/1992
6,Albacete,Athletic,4:0,4,Albacete,1991/1992
6,CD Logroñés,Sporting,0:0,0,Empate,1991/1992
7,Barcelona,Atlético,1:0,1,Barcelona,1991/1992
7,Sporting,Deportivo,1:0,1,Sporting,1991/1992
7,Real Madrid,CD Logroñés,3:0,3,Real Madrid,1991/1992
7,Sevilla,Albacete,3:0,3,Sevilla,1991/1992
7,Athletic,Real Burgos,0:0,0,Empate,1991/1992
7,Valladolid,Mallorca,2:1,1,Valladolid,1991/1992
7,Valencia,Zaragoza,0:1,1,Zaragoza,1991/1992
7,Tenerife,Real Sociedad,0:0,0,Empate,1991/1992
7,Cádiz CF,Espanyol,2:1,1,Cádiz CF,1991/1992
7,Osasuna,Real Oviedo,1:0,1,Osasuna,1991/1992
