Jornada,Local,Visitante,Resultado,Differencia Gol,Ganador,Año
1,Athletic,Barcelona,0:2,2,Barcelona,1960/1961
1,Espanyol,Valencia,3:0,3,Espanyol,1960/1961
1,Elche,Sevilla,2:2,0,Empate,1960/1961
1,Real Racing,Zaragoza,2:1,1,Real Racing,1960/1961
1,Valladolid,Real Oviedo,3:0,3,Valladolid,1960/1961
1,Real Sociedad,Granada,1:0,1,Real Sociedad,1960/1961
1,Betis,Mallorca,2:0,2,Betis,1960/1961
1,Atlético,Real Madrid,1:0,1,Atlético,1960/1961
2,Valencia,Athletic,1:0,1,Valencia,1960/1961
2,Real Oviedo,Betis,2:1,1,Real Oviedo,1960/1961
2,Granada,Elche,1:1,0,Empate,1960/1961
2,Mallorca,Real Racing,2:1,1,Mallorca,1960/1961
2,Zaragoza,Atlético,4:1,3,Zaragoza,1960/1961
2,Sevilla,Espanyol,2:0,2,Sevilla,1960/1961
2,Real Madrid,Real Sociedad,3:1,2,Real Madrid,1960/1961
2,Barcelona,Valladolid,2:0,2,Barcelona,1960/1961
3,Valencia,Sevilla,6:0,6,Valencia,1960/1961
3,Betis,Barcelona,1:3,2,Barcelona,1960/1961
3,Atlético,Mallorca,2:1,1,Atlético,1960/1961
3,Espanyol,Granada,3:1,2,Espanyol,1960/1961
3,Athletic,Valladolid,4:1,3,Athletic,1960/1961
3,Real Sociedad,Zaragoza,2:2,0,Empate,1960/1961
3,Elche,Real Madrid,3:4,1,Real Madrid,1960/1961
3,Real Racing,Real Oviedo,3:0,3,Real Racing,1960/1961
4,Mallorca,Real Sociedad,0:0,0,Empate,1960/1961
4,Valladolid,Betis,5:1,4,Valladolid,1960/1961
4,Barcelona,Real Racing,2:0,2,Barcelona,1960/1961
4,Granada,Valencia,2:2,0,Empate,1960/1961
4,Sevilla,Athletic,3:1,2,Sevilla,1960/1961
4,Real Madrid,Espanyol,2:0,2,Real Madrid,1960/1961
4,Real Oviedo,Atlético,0:0,0,Empate,1960/1961
4,Zaragoza,Elche,1:1,0,Empate,1960/1961
5,Valencia,Real Madrid,0:1,1,Real Madrid,1960/1961
5,Espanyol,Zaragoza,5:0,5,Espanyol,1960/1961
5,Elche,Mallorca,2:0,2,Elche,1960/1961
5,Sevilla,Granada,0:0,0,Empate,1960/1961
5,Real Racing,Valladolid,3:1,2,Real Racing,1960/1961
5,Athletic,Betis,0:0,0,Empate,1960/1961
5,Atlético,Barcelona,2:0,2,Atlético,1960/1961
5,Real Sociedad,Real Oviedo,2:0,2,Real Sociedad,1960/1961
6,Zaragoza,Valencia,1:1,0,Empate,1960/1961
6,Betis,Real Racing,0:0,0,Empate,1960/1961
6,Barcelona,Real Sociedad,6:2,4,Barcelona,1960/1961
6,Real Oviedo,Elche,4:0,4,Real Oviedo,1960/1961
6,Mallorca,Espanyol,3:0,3,Mallorca,1960/1961
6,Granada,Athletic,2:0,2,Granada,1960/1961
6,Real Madrid,Sevilla,1:1,0,Empate,1960/1961
6,Valladolid,Atlético,0:2,2,Atlético,1960/1961
7,Valencia,Mallorca,2:1,1,Valencia,1960/1961
7,Sevilla,Zaragoza,1:1,0,Empate,1960/1961
7,Real Sociedad,Valladolid,0:0,0,Empate,1960/1961
7,Athletic,Real Racing,3:1,2,Athletic,1960/1961
7,Atlético,Betis,2:2,0,Empate,1960/1961
7,Elche,Barcelona,2:1,1,Elche,1960/1961
7,Granada,Real Madrid,2:3,1,Real Madrid,1960/1961
7,Espanyol,Real Oviedo,4:1,3,Espanyol,1960/1961
8,Mallorca,Sevilla,2:2,0,Empate,1960/1961
8,Real Racing,Atlético,1:1,0,Empate,1960/1961
8,Zaragoza,Granada,4:1,3,Zaragoza,1960/1961
8,Valladolid,Elche,2:1,1,Valladolid,1960/1961
8,Real Madrid,Athletic,3:1,2,Real Madrid,1960/1961
8,Real Oviedo,Valencia,2:2,0,Empate,1960/1961
8,Barcelona,Espanyol,4:1,3,Barcelona,1960/1961
8,Betis,Real Sociedad,5:1,4,Betis,1960/1961
9,Elche,Betis,1:1,0,Empate,1960/1961
9,Granada,Mallorca,4:0,4,Granada,1960/1961
