Jornada,Local,Visitante,Resultado,Differencia Gol,Ganador,Año
1,Donostia FC,Barcelona,2:2,0,Empate,1932/1933
1,Athletic,Betis,9:1,8,Athletic,1932/1933
1,Alavés,Real Racing,8:2,6,Alavés,1932/1933
1,Valencia,Arenas de Getxo,3:2,1,Valencia,1932/1933
1,Espanyol,Real Madrid,2:1,1,Espanyol,1932/1933
2,Real Racing,Athletic,0:1,1,Athletic,1932/1933
2,Arenas de Getxo,Espanyol,0:2,2,Espanyol,1932/1933
2,Betis,Valencia,3:2,1,Betis,1932/1933
2,Real Madrid,Donostia FC,6:2,4,Real Madrid,1932/1933
2,Barcelona,Alavés,2:0,2,Barcelona,1932/1933
3,Alavés,Real Madrid,0:1,1,Real Madrid,1932/1933
3,Athletic,Arenas de Getxo,3:1,2,Athletic,1932/1933
3,Valencia,Barcelona,2:2,0,Empate,1932/1933
3,Espanyol,Real Racing,2:1,1,Espanyol,1932/1933
3,Betis,Donostia FC,4:2,2,Betis,1932/1933
4,Athletic,Espanyol,0:2,2,Espanyol,1932/1933
4,Real Racing,Valencia,2:0,2,Real Racing,1932/1933
4,Real Madrid,Betis,4:1,3,Real Madrid,1932/1933
4,Barcelona,Arenas de Getxo,5:2,3,Barcelona,1932/1933
4,Donostia FC,Alavés,3:1,2,Donostia FC,1932/1933
5,Arenas de Getxo,Real Racing,2:1,1,Arenas de Getxo,1932/1933
5,Alavés,Athletic,0:2,2,Athletic,1932/1933
5,Betis,Barcelona,2:1,1,Betis,1932/1933
5,Espanyol,Donostia FC,3:0,3,Espanyol,1932/1933
5,Real Madrid,Valencia,6:0,6,Real Madrid,1932/1933
6,Barcelona,Real Madrid,1:1,0,Empate,1932/1933
6,Donostia FC,Athletic,2:4,2,Athletic,1932/1933
6,Valencia,Espanyol,1:1,0,Empate,1932/1933
6,Real Racing,Betis,2:2,0,Empate,1932/1933
6,Arenas de Getxo,Alavés,3:0,3,Arenas de Getxo,1932/1933
7,Real Madrid,Real Racing,4:1,3,Real Madrid,1932/1933
7,Betis,Arenas de Getxo,1:1,0,Empate,1932/1933
7,Donostia FC,Valencia,4:1,3,Donostia FC,1932/1933
7,Athletic,Barcelona,1:3,2,Barcelona,1932/1933
7,Espanyol,Alavés,3:1,2,Espanyol,1932/1933
8,Valencia,Athletic,1:5,4,Athletic,1932/1933
8,Arenas de Getxo,Real Madrid,1:5,4,Real Madrid,1932/1933
8,Barcelona,Espanyol,1:1,0,Empate,1932/1933
8,Real Racing,Donostia FC,7:1,6,Real Racing,1932/1933
8,Alavés,Betis,2:0,2,Alavés,1932/1933
9,Valencia,Alavés,5:2,3,Valencia,1932/1933
9,Athletic,Real Madrid,0:2,2,Real Madrid,1932/1933
9,Betis,Espanyol,1:2,1,Espanyol,1932/1933
9,Barcelona,Real Racing,4:0,4,Barcelona,1932/1933
9,Donostia FC,Arenas de Getxo,2:1,1,Donostia FC,1932/1933
10,Real Madrid,Espanyol,2:0,2,Real Madrid,1932/1933
10,Arenas de Getxo,Valencia,2:2,0,Empate,1932/1933
10,Barcelona,Donostia FC,3:2,1,Barcelona,1932/1933
10,Real Racing,Alavés,9:0,9,Real Racing,1932/1933
10,Betis,Athletic,1:5,4,Athletic,1932/1933
11,Donostia FC,Real Madrid,1:2,1,Real Madrid,1932/1933
11,Alavés,Barcelona,2:1,1,Alavés,1932/1933
11,Valencia,Betis,2:1,1,Valencia,1932/1933
11,Athletic,Real Racing,9:5,4,Athletic,1932/1933
11,Espanyol,Arenas de Getxo,3:2,1,Espanyol,1932/1933
12,Arenas de Getxo,Athletic,4:2,2,Arenas de Getxo,1932/1933
12,Real Madrid,Alavés,2:0,2,Real Madrid,1932/1933
12,Donostia FC,Betis,2:2,0,Empate,1932/1933
12,Real Racing,Espanyol,3:1,2,Real Racing,1932/1933
12,Barcelona,Valencia,4:2,2,Barcelona,1932/1933
13,Betis,Real Madrid,0:0,0,Empate,1932/1933
13,Arenas de Getxo,Barcelona,5:1,4,Arenas de Getxo,1932/1933
13,Espanyol,Athletic,2:5,3,Athletic,1932/1933
13,Valencia,Real Racing,6:2,4,Valencia,1932/1933
13,Alavés,Donostia FC,1:0,1,Alavés,1932/1933
14,Donostia FC,Espanyol,6:1,5,Donostia FC,1932/1933
14,Athletic,Alavés,4:0,4,Athletic,1932/1933
14,Real Racing,Arenas de Getxo,2:1,1,Real Racing,1932/1933
14,Valencia,Real Madrid,0:1,1,Real Madrid,1932/1933
14,Barcelona,Betis,4:1,3,Barcelona,1932/1933
15,Real Madrid,Barcelona,2:1,1,Real Madrid,1932/1933
15,Espanyol,Valencia,5:2,3,Espanyol,1932/1933
15,Athletic,Donostia FC,1:2,1,Donostia FC,1932/1933
15,Betis,Real Racing,3:2,1,Betis,1932/1933
15,Alavés,Arenas de Getxo,1:1,0,Empate,1932/1933
16,Alavés,Espanyol,1:0,1,Alavés,1932/1933
16,Valencia,Donostia FC,2:2,0,Empate,1932/1933
16,Barcelona,Athletic,2:3,1,Athletic,1932/1933
16,Real Racing,Real Madrid,4:2,2,Real Racing,1932/1933
16,Arenas de Getxo,Betis,3:3,0,Empate,1932/1933
17,Espanyol,Barcelona,2:1,1,Espanyol,1932/1933
17,Athletic,Valencia,8:2,6,Athletic,1932/1933
17,Donostia FC,Real Racing,8:0,8,Donostia FC,1932/1933
17,Real Madrid,Arenas de Getxo,8:2,6,Real Madrid,1932/1933
17,Betis,Alavés,3:1,2,Betis,1932/1933
18,Real Racing,Barcelona,4:4,0,Empate,1932/1933
18,Real Madrid,Athletic,0:1,1,Athletic,1932/1933
18,Alavés,Valencia,1:1,0,Empate,1932/1933
18,Arenas de Getxo,Donostia FC,6:0,6,Arenas de Getxo,1932/1933
18,Espanyol,Betis,1:2,1,Betis,1932/1933
