Jornada,Local,Visitante,Resultado,Differencia Gol,Ganador,Año
1,Barcelona,Córdoba,4:1,3,Barcelona,1966/1967
1,Zaragoza,Espanyol,2:0,2,Zaragoza,1966/1967
1,Deportivo,Valencia,0:1,1,Valencia,1966/1967
1,Athletic,Atlético,1:0,1,Athletic,1966/1967
1,Real Madrid,Elche,4:1,3,Real Madrid,1966/1967
1,Las Palmas,Granada,1:1,0,Empate,1966/1967
1,Hércules CF,CE Sabadell,0:0,0,Empate,1966/1967
1,Sevilla,Pontevedra CF,0:0,0,Empate,1966/1967
2,Valencia,Las Palmas,2:1,1,Valencia,1966/1967
2,Granada,Zaragoza,6:2,4,Granada,1966/1967
2,Córdoba,Deportivo,1:0,1,Córdoba,1966/1967
2,CE Sabadell,Athletic,1:0,1,CE Sabadell,1966/1967
2,Pontevedra CF,Real Madrid,0:1,1,Real Madrid,1966/1967
2,Espanyol,Sevilla,3:1,2,Espanyol,1966/1967
2,Elche,Hércules CF,4:0,4,Elche,1966/1967
2,Atlético,Barcelona,0:1,1,Barcelona,1966/1967
3,Las Palmas,Zaragoza,2:3,1,Zaragoza,1966/1967
3,Hércules CF,Pontevedra CF,1:0,1,Hércules CF,1966/1967
3,Valencia,Córdoba,3:1,2,Valencia,1966/1967
3,Barcelona,CE Sabadell,2:0,2,Barcelona,1966/1967
3,Athletic,Elche,2:1,1,Athletic,1966/1967
3,Deportivo,Atlético,0:1,1,Atlético,1966/1967
3,Real Madrid,Espanyol,1:1,0,Empate,1966/1967
3,Sevilla,Granada,3:1,2,Sevilla,1966/1967
4,Zaragoza,Sevilla,2:1,1,Zaragoza,1966/1967
4,CE Sabadell,Deportivo,3:0,3,CE Sabadell,1966/1967
4,Espanyol,Hércules CF,4:1,3,Espanyol,1966/1967
4,Pontevedra CF,Athletic,1:1,0,Empate,1966/1967
4,Granada,Real Madrid,1:1,0,Empate,1966/1967
4,Elche,Barcelona,4:3,1,Elche,1966/1967
4,Atlético,Valencia,1:1,0,Empate,1966/1967
4,Las Palmas,Córdoba,2:1,1,Las Palmas,1966/1967
5,Real Madrid,Zaragoza,3:1,2,Real Madrid,1966/1967
5,Córdoba,Atlético,1:0,1,Córdoba,1966/1967
5,Barcelona,Pontevedra CF,0:1,1,Pontevedra CF,1966/1967
5,Valencia,CE Sabadell,6:1,5,Valencia,1966/1967
5,Hércules CF,Granada,2:1,1,Hércules CF,1966/1967
5,Sevilla,Las Palmas,2:0,2,Sevilla,1966/1967
5,Athletic,Espanyol,1:3,2,Espanyol,1966/1967
5,Deportivo,Elche,1:1,0,Empate,1966/1967
6,Granada,Athletic,1:1,0,Empate,1966/1967
6,Zaragoza,Hércules CF,2:0,2,Zaragoza,1966/1967
6,Pontevedra CF,Deportivo,1:0,1,Pontevedra CF,1966/1967
6,CE Sabadell,Córdoba,3:0,3,CE Sabadell,1966/1967
