Jornada,Local,Visitante,Resultado,Differencia Gol,Ganador,Año
1,Málaga,Sevilla,0:0,0,Empate,2015/2016
1,Espanyol,Getafe,1:0,1,Espanyol,2015/2016
1,Deportivo,Real Sociedad,0:0,0,Empate,2015/2016
1,Atlético,Las Palmas,1:0,1,Atlético,2015/2016
1,Rayo,Valencia,0:0,0,Empate,2015/2016
1,Athletic,Barcelona,0:1,1,Barcelona,2015/2016
1,Sporting,Real Madrid,0:0,0,Empate,2015/2016
1,Levante,Celta,1:2,1,Celta,2015/2016
1,Betis,Villarreal,1:1,0,Empate,2015/2016
1,Granada,Eibar,1:3,2,Eibar,2015/2016
2,Villarreal,Espanyol,3:1,2,Villarreal,2015/2016
2,Real Sociedad,Sporting,0:0,0,Empate,2015/2016
2,Barcelona,Málaga,1:0,1,Barcelona,2015/2016
2,Celta,Rayo,3:0,3,Celta,2015/2016
2,Real Madrid,Betis,5:0,5,Real Madrid,2015/2016
2,Eibar,Athletic,2:0,2,Eibar,2015/2016
2,Sevilla,Atlético,0:3,3,Atlético,2015/2016
2,Valencia,Deportivo,1:1,0,Empate,2015/2016
2,Las Palmas,Levante,0:0,0,Empate,2015/2016
2,Getafe,Granada,1:2,1,Granada,2015/2016
3,Levante,Sevilla,1:1,0,Empate,2015/2016
3,Espanyol,Real Madrid,0:6,6,Real Madrid,2015/2016
3,Sporting,Valencia,0:1,1,Valencia,2015/2016
3,Atlético,Barcelona,1:2,1,Barcelona,2015/2016
3,Betis,Real Sociedad,1:0,1,Betis,2015/2016
3,Granada,Villarreal,1:3,2,Villarreal,2015/2016
3,Athletic,Getafe,3:1,2,Athletic,2015/2016
3,Celta,Las Palmas,3:3,0,Empate,2015/2016
3,Málaga,Eibar,0:0,0,Empate,2015/2016
3,Rayo,Deportivo,1:3,2,Deportivo,2015/2016
4,Getafe,Málaga,1:0,1,Getafe,2015/2016
4,Real Madrid,Granada,1:0,1,Real Madrid,2015/2016
4,Valencia,Betis,0:0,0,Empate,2015/2016
4,Eibar,Atlético,0:2,2,Atlético,2015/2016
4,Real Sociedad,Espanyol,2:3,1,Espanyol,2015/2016
4,Sevilla,Celta,1:2,1,Celta,2015/2016
4,Deportivo,Sporting,2:3,1,Sporting,2015/2016
4,Villarreal,Athletic,3:1,2,Villarreal,2015/2016
4,Las Palmas,Rayo,0:1,1,Rayo,2015/2016
4,Barcelona,Levante,4:1,3,Barcelona,2015/2016
5,Atlético,Getafe,2:0,2,Atlético,2015/2016
5,Espanyol,Valencia,1:0,1,Espanyol,2015/2016
5,Granada,Real Sociedad,0:3,3,Real Sociedad,2015/2016
5,Celta,Barcelona,4:1,3,Celta,2015/2016
5,Levante,Eibar,2:2,0,Empate,2015/2016
5,Rayo,Sporting,2:1,1,Rayo,2015/2016
5,Athletic,Real Madrid,1:2,1,Real Madrid,2015/2016
5,Las Palmas,Sevilla,2:0,2,Las Palmas,2015/2016
5,Málaga,Villarreal,0:1,1,Villarreal,2015/2016
5,Betis,Deportivo,1:2,1,Deportivo,2015/2016
6,Valencia,Granada,1:0,1,Valencia,2015/2016
6,Barcelona,Las Palmas,2:1,1,Barcelona,2015/2016
6,Real Madrid,Málaga,0:0,0,Empate,2015/2016
6,Sevilla,Rayo,3:2,1,Sevilla,2015/2016
6,Villarreal,Atlético,1:0,1,Villarreal,2015/2016
6,Eibar,Celta,1:1,0,Empate,2015/2016
6,Sporting,Betis,1:2,1,Betis,2015/2016
6,Deportivo,Espanyol,3:0,3,Deportivo,2015/2016
6,Getafe,Levante,3:0,3,Getafe,2015/2016
6,Real Sociedad,Athletic,0:0,0,Empate,2015/2016
7,Celta,Getafe,0:0,0,Empate,2015/2016
7,Sevilla,Barcelona,2:1,1,Sevilla,2015/2016
7,Granada,Deportivo,1:1,0,Empate,2015/2016
7,Espanyol,Sporting,1:2,1,Sporting,2015/2016
7,Las Palmas,Eibar,0:2,2,Eibar,2015/2016
7,Málaga,Real Sociedad,3:1,2,Málaga,2015/2016
7,Rayo,Betis,0:2,2,Betis,2015/2016
7,Athletic,Valencia,3:1,2,Athletic,2015/2016
7,Levante,Villarreal,1:0,1,Levante,2015/2016
7,Atlético,Real Madrid,1:1,0,Empate,2015/2016
8,Real Madrid,Levante,3:0,3,Real Madrid,2015/2016
8,Eibar,Sevilla,1:1,0,Empate,2015/2016
8,Barcelona,Rayo,5:2,3,Barcelona,2015/2016
8,Valencia,Málaga,3:0,3,Valencia,2015/2016
8,Betis,Espanyol,1:3,2,Espanyol,2015/2016
8,Villarreal,Celta,1:2,1,Celta,2015/2016
8,Real Sociedad,Atlético,0:2,2,Atlético,2015/2016
8,Getafe,Las Palmas,4:0,4,Getafe,2015/2016
8,Deportivo,Athletic,2:2,0,Empate,2015/2016
8,Sporting,Granada,3:3,0,Empate,2015/2016
9,Rayo,Espanyol,3:0,3,Rayo,2015/2016
9,Celta,Real Madrid,1:3,2,Real Madrid,2015/2016
9,Granada,Betis,1:1,0,Empate,2015/2016
9,Sevilla,Getafe,5:0,5,Sevilla,2015/2016
9,Málaga,Deportivo,2:0,2,Málaga,2015/2016
9,Levante,Real Sociedad,0:4,4,Real Sociedad,2015/2016
9,Las Palmas,Villarreal,0:0,0,Empate,2015/2016
9,Barcelona,Eibar,3:1,2,Barcelona,2015/2016
9,Atlético,Valencia,2:1,1,Atlético,2015/2016
9,Athletic,Sporting,3:0,3,Athletic,2015/2016
10,Deportivo,Atlético,1:1,0,Empate,2015/2016
10,Real Madrid,Las Palmas,3:1,2,Real Madrid,2015/2016
10,Villarreal,Sevilla,2:1,1,Villarreal,2015/2016
10,Valencia,Levante,3:0,3,Valencia,2015/2016
10,Getafe,Barcelona,0:2,2,Barcelona,2015/2016
10,Real Sociedad,Celta,2:3,1,Celta,2015/2016
10,Eibar,Rayo,1:0,1,Eibar,2015/2016
10,Espanyol,Granada,1:1,0,Empate,2015/2016
10,Sporting,Málaga,1:0,1,Sporting,2015/2016
10,Betis,Athletic,1:3,2,Athletic,2015/2016
11,Las Palmas,Real Sociedad,2:0,2,Las Palmas,2015/2016
11,Celta,Valencia,1:5,4,Valencia,2015/2016
11,Levante,Deportivo,1:1,0,Empate,2015/2016
11,Eibar,Getafe,3:1,2,Eibar,2015/2016
11,Rayo,Granada,2:1,1,Rayo,2015/2016
11,Málaga,Betis,0:1,1,Betis,2015/2016
11,Athletic,Espanyol,2:1,1,Athletic,2015/2016
11,Barcelona,Villarreal,3:0,3,Barcelona,2015/2016
11,Atlético,Sporting,1:0,1,Atlético,2015/2016
11,Sevilla,Real Madrid,3:2,1,Sevilla,2015/2016
12,Real Sociedad,Sevilla,2:0,2,Real Sociedad,2015/2016
12,Real Madrid,Barcelona,0:4,4,Barcelona,2015/2016
12,Espanyol,Málaga,2:0,2,Espanyol,2015/2016
12,Valencia,Las Palmas,1:1,0,Empate,2015/2016
12,Deportivo,Celta,2:0,2,Deportivo,2015/2016
12,Sporting,Levante,0:3,3,Levante,2015/2016
12,Villarreal,Eibar,1:1,0,Empate,2015/2016
12,Granada,Athletic,2:0,2,Granada,2015/2016
12,Betis,Atlético,0:1,1,Atlético,2015/2016
12,Getafe,Rayo,1:1,0,Empate,2015/2016
13,Levante,Betis,0:1,1,Betis,2015/2016
13,Barcelona,Real Sociedad,4:0,4,Barcelona,2015/2016
13,Atlético,Espanyol,1:0,1,Atlético,2015/2016
13,Málaga,Granada,2:2,0,Empate,2015/2016
13,Las Palmas,Deportivo,0:2,2,Deportivo,2015/2016
13,Celta,Sporting,2:1,1,Celta,2015/2016
13,Getafe,Villarreal,2:0,2,Getafe,2015/2016
13,Eibar,Real Madrid,0:2,2,Real Madrid,2015/2016
13,Rayo,Athletic,0:3,3,Athletic,2015/2016
13,Sevilla,Valencia,1:0,1,Sevilla,2015/2016
14,Real Madrid,Getafe,4:1,3,Real Madrid,2015/2016
14,Granada,Atlético,0:2,2,Atlético,2015/2016
14,Valencia,Barcelona,1:1,0,Empate,2015/2016
14,Deportivo,Sevilla,1:1,0,Empate,2015/2016
14,Betis,Celta,1:1,0,Empate,2015/2016
14,Real Sociedad,Eibar,2:1,1,Real Sociedad,2015/2016
14,Villarreal,Rayo,2:1,1,Villarreal,2015/2016
14,Sporting,Las Palmas,3:1,2,Sporting,2015/2016
14,Athletic,Málaga,0:0,0,Empate,2015/2016
14,Espanyol,Levante,1:1,0,Empate,2015/2016
15,Getafe,Real Sociedad,1:1,0,Empate,2015/2016
15,Barcelona,Deportivo,2:2,0,Empate,2015/2016
15,Celta,Espanyol,1:0,1,Celta,2015/2016
15,Levante,Granada,1:2,1,Granada,2015/2016
15,Sevilla,Sporting,2:0,2,Sevilla,2015/2016
15,Las Palmas,Betis,1:0,1,Las Palmas,2015/2016
15,Rayo,Málaga,1:2,1,Málaga,2015/2016
15,Eibar,Valencia,1:1,0,Empate,2015/2016
15,Atlético,Athletic,2:1,1,Atlético,2015/2016
15,Villarreal,Real Madrid,1:0,1,Villarreal,2015/2016
16,Valencia,Getafe,2:2,0,Empate,2015/2016
16,Espanyol,Las Palmas,1:0,1,Espanyol,2015/2016
16,Betis,Sevilla,0:0,0,Empate,2015/2016
16,Deportivo,Eibar,2:0,2,Deportivo,2015/2016
16,Real Madrid,Rayo,10:2,8,Real Madrid,2015/2016
16,Real Sociedad,Villarreal,0:2,2,Villarreal,2015/2016
16,Granada,Celta,0:2,2,Celta,2015/2016
16,Athletic,Levante,2:0,2,Athletic,2015/2016
16,Málaga,Atlético,1:0,1,Málaga,2015/2016
16,Sporting,Barcelona,1:3,2,Barcelona,2015/2016
17,Real Madrid,Real Sociedad,3:1,2,Real Madrid,2015/2016
17,Levante,Málaga,0:1,1,Málaga,2015/2016
17,Sevilla,Espanyol,2:0,2,Sevilla,2015/2016
17,Rayo,Atlético,0:2,2,Atlético,2015/2016
17,Eibar,Sporting,2:0,2,Eibar,2015/2016
17,Getafe,Deportivo,0:0,0,Empate,2015/2016
17,Barcelona,Betis,4:0,4,Barcelona,2015/2016
17,Celta,Athletic,0:1,1,Athletic,2015/2016
17,Las Palmas,Granada,4:1,3,Las Palmas,2015/2016
17,Villarreal,Valencia,1:0,1,Villarreal,2015/2016
18,Espanyol,Barcelona,0:0,0,Empate,2015/2016
18,Atlético,Levante,1:0,1,Atlético,2015/2016
18,Málaga,Celta,2:0,2,Málaga,2015/2016
18,Rayo,Real Sociedad,2:2,0,Empate,2015/2016
18,Betis,Eibar,0:4,4,Eibar,2015/2016
18,Granada,Sevilla,2:1,1,Granada,2015/2016
18,Deportivo,Villarreal,1:2,1,Villarreal,2015/2016
18,Athletic,Las Palmas,2:2,0,Empate,2015/2016
18,Valencia,Real Madrid,2:2,0,Empate,2015/2016
18,Sporting,Getafe,1:2,1,Getafe,2015/2016
19,Barcelona,Granada,4:0,4,Barcelona,2015/2016
19,Getafe,Betis,1:0,1,Getafe,2015/2016
19,Sevilla,Athletic,2:0,2,Sevilla,2015/2016
19,Real Madrid,Deportivo,5:0,5,Real Madrid,2015/2016
19,Levante,Rayo,2:1,1,Levante,2015/2016
