Jornada,Local,Visitante,Resultado,Differencia Gol,Ganador,Año
1,Sevilla,Atlético,4:0,4,Sevilla,1934/1935
1,Real Racing,Donostia FC,2:1,1,Real Racing,1934/1935
1,Real Madrid,Betis,0:1,1,Betis,1934/1935
1,Athletic,Real Oviedo,4:0,4,Athletic,1934/1935
1,Barcelona,Arenas de Getxo,4:0,4,Barcelona,1934/1935
1,Valencia,Espanyol,1:3,2,Espanyol,1934/1935
2,Donostia FC,Real Madrid,1:2,1,Real Madrid,1934/1935
2,Betis,Barcelona,2:1,1,Betis,1934/1935
2,Espanyol,Athletic,1:3,2,Athletic,1934/1935
2,Arenas de Getxo,Valencia,2:1,1,Arenas de Getxo,1934/1935
2,Real Oviedo,Sevilla,4:2,2,Real Oviedo,1934/1935
2,Atlético,Real Racing,3:1,2,Atlético,1934/1935
3,Barcelona,Donostia FC,4:0,4,Barcelona,1934/1935
3,Arenas de Getxo,Betis,0:3,3,Betis,1934/1935
3,Valencia,Athletic,1:0,1,Valencia,1934/1935
3,Sevilla,Espanyol,5:1,4,Sevilla,1934/1935
3,Real Racing,Real Oviedo,1:3,2,Real Oviedo,1934/1935
3,Real Madrid,Atlético,2:0,2,Real Madrid,1934/1935
4,Espanyol,Real Racing,4:2,2,Espanyol,1934/1935
4,Donostia FC,Arenas de Getxo,3:2,1,Donostia FC,1934/1935
4,Athletic,Sevilla,4:0,4,Athletic,1934/1935
4,Betis,Valencia,3:0,3,Betis,1934/1935
4,Atlético,Barcelona,1:3,2,Barcelona,1934/1935
4,Real Oviedo,Real Madrid,0:3,3,Real Madrid,1934/1935
5,Real Madrid,Espanyol,7:2,5,Real Madrid,1934/1935
5,Arenas de Getxo,Atlético,3:1,2,Arenas de Getxo,1934/1935
5,Valencia,Sevilla,2:1,1,Valencia,1934/1935
5,Betis,Donostia FC,1:0,1,Betis,1934/1935
5,Barcelona,Real Oviedo,5:2,3,Barcelona,1934/1935
5,Real Racing,Athletic,6:0,6,Real Racing,1934/1935
6,Atlético,Betis,4:2,2,Atlético,1934/1935
6,Donostia FC,Valencia,3:1,2,Donostia FC,1934/1935
6,Real Oviedo,Arenas de Getxo,4:1,3,Real Oviedo,1934/1935
6,Athletic,Real Madrid,4:1,3,Athletic,1934/1935
6,Espanyol,Barcelona,4:1,3,Espanyol,1934/1935
6,Sevilla,Real Racing,2:0,2,Sevilla,1934/1935
7,Valencia,Real Racing,2:0,2,Valencia,1934/1935
7,Barcelona,Athletic,2:2,0,Empate,1934/1935
7,Arenas de Getxo,Espanyol,0:4,4,Espanyol,1934/1935
7,Donostia FC,Atlético,4:0,4,Donostia FC,1934/1935
7,Real Madrid,Sevilla,3:1,2,Real Madrid,1934/1935
7,Betis,Real Oviedo,2:1,1,Betis,1934/1935
8,Athletic,Arenas de Getxo,8:0,8,Athletic,1934/1935
8,Espanyol,Betis,1:1,0,Empate,1934/1935
8,Real Oviedo,Donostia FC,4:0,4,Real Oviedo,1934/1935
8,Atlético,Valencia,5:2,3,Atlético,1934/1935
8,Real Racing,Real Madrid,1:2,1,Real Madrid,1934/1935
8,Sevilla,Barcelona,3:1,2,Sevilla,1934/1935
9,Valencia,Real Madrid,4:1,3,Valencia,1934/1935
9,Barcelona,Real Racing,1:1,0,Empate,1934/1935
9,Atlético,Real Oviedo,3:3,0,Empate,1934/1935
9,Arenas de Getxo,Sevilla,3:2,1,Arenas de Getxo,1934/1935
9,Betis,Athletic,1:0,1,Betis,1934/1935
9,Donostia FC,Espanyol,1:4,3,Espanyol,1934/1935
10,Real Madrid,Barcelona,8:2,6,Real Madrid,1934/1935
10,Espanyol,Atlético,0:2,2,Atlético,1934/1935
10,Athletic,Donostia FC,7:0,7,Athletic,1934/1935
10,Sevilla,Betis,0:3,3,Betis,1934/1935
10,Valencia,Real Oviedo,0:4,4,Real Oviedo,1934/1935
10,Real Racing,Arenas de Getxo,0:0,0,Empate,1934/1935
11,Betis,Real Racing,3:1,2,Betis,1934/1935
11,Arenas de Getxo,Real Madrid,1:2,1,Real Madrid,1934/1935
11,Atlético,Athletic,2:2,0,Empate,1934/1935
11,Real Oviedo,Espanyol,8:3,5,Real Oviedo,1934/1935
11,Barcelona,Valencia,3:2,1,Barcelona,1934/1935
11,Donostia FC,Sevilla,0:0,0,Empate,1934/1935
12,Arenas de Getxo,Barcelona,2:2,0,Empate,1934/1935
12,Real Oviedo,Athletic,3:2,1,Real Oviedo,1934/1935
12,Espanyol,Valencia,1:2,1,Valencia,1934/1935
12,Atlético,Sevilla,1:0,1,Atlético,1934/1935
12,Donostia FC,Real Racing,2:3,1,Real Racing,1934/1935
12,Betis,Real Madrid,1:0,1,Betis,1934/1935
13,Athletic,Espanyol,1:2,1,Espanyol,1934/1935
13,Real Racing,Atlético,2:2,0,Empate,1934/1935
13,Real Madrid,Donostia FC,2:0,2,Real Madrid,1934/1935
13,Barcelona,Betis,4:0,4,Barcelona,1934/1935
13,Sevilla,Real Oviedo,3:1,2,Sevilla,1934/1935
